disposition	reps
Exch. with Imp.Col.Agr. Japan, Oct '08	7
Exch. with Imp.Col.Agr. Japan, Oct'08	4
Exch. with Imp.Col.Agr.Japan Oct.'08	2
Exch. with Museo Paulista, Brazil March 1917	1
Exchange Museum of South Western Biology 8/2002	1
Exchange to Paterson Museum, M.J.	1
Exchange to Vienna Museum, 7 Feb 1973	2
Exchanged S. Hatte[illeg], 6 Apr 1907	1
Exchanged to Mus. Zool., Univ. Conn., Storrs Ct.,	1
Exchanged to S. Austral. Museum, 20 Nov 1974	6
Exchanged to S. Austral. Museum, 20 Nov. 1974	2
Exchanged with Dr. Wm. C. Soery 2/12/1892	1
Exchanged with E.T. Seton for a Canachites frankli	1
Exchanged with H.K. Coale March'10	2
Gift of Mr. Fred Otto	2
Gift, Short Hills above N.J.	1
Given in Exchange to Dr. Roberto Dabbene, Sept 193	1
Given in exch. Oct. 1938 to Acad. of Natural Scien	1
Given in exch. to Phila. Acad. Sciences, Nov 1936	3
Given in exch. to Phila.Acad.Sciences, Feb 1938	3
Given in exchange to Phila. Acad. Science Feb 1938	1
Gyrophora	1
Not known (missing)	78
Peltigera variolosa var. microphyllina	2
Physcia obscura var. sciastra	4
Physcia sciastra f.rigens	1
Pres. to Cornell Univ., K.C. Parkes, November 4, 1	1
Presented to Chrildrn's Museum, Boston, Jan 13, 19	1
Sent in exchange to Bishop Museum-April 1928	1
Sent in exchange to Bristish Museum, 21 Aug 1975	1
Sent in exchange to J. Berlioz, Oct 1932	1
Sent in exchange to U.S. National Museum, October	1
To D.R. Dickey, Feb 1924	1
To Field Museum, July 1919	24
Tombado em 06-06-2016/in collection	36
Tombado em 1999-02-05/in collection	1
Tombado em 2000-08-03/in collection	1
to Berlin Museum, Jan 1956	442
(Gift to Hope College, Holland, Mich., Dr. de. Gre	1
11	7
3 Duplicados en la misma colección	232
4R1-28-I1-B1-C1	1
Collection BERGOUHNIOUS	9
Collection Caire (abbé)	21
Collection Colcanap n°1908-11	32
Collection Cubaynes	15
Collection Fontannes	1
Collection Gazola n°1878	1
Collection JORDAN	27
Collection LABORATOIRE DE PALEONTOLOGIE ANIMALE	14
Collection MURGE	1
Collection Musée de Manchester n°1900-6	8
Collection Stolley	1
Destroyed by sampling collections	70
Discarded from Coll., 21 Oct 1931 (Preparation Dep	1
Duplicate of V11442	1
Ex. with F.O. Johnson May 20, 1890	1
Exch. Museo Paulista Brazil 1917	1
Exch. Tring Museum, May 1921	10
Exch. with M.C.z. July 1928	1
Exch. with Mr. E.T. Seton, 24 May 1928	31
Exch. with Munich Mus. Oct.1909	1
Exch. with Phila. Academy of Natural Sciences, Jul	1
Exch. with Tring Museum, 9 Jul 1928	1
Exch. with Tring Museum, July 1928	1
Exch.-Stockholm Natl Hist. Museum, May 1927	1
Exchange sent to Bishop Museum, Jan 21 1932	1
Exchange with Stockholm Mus., June 14, 1929	1
Exchange with Tring Muse., July 9, 1928	1
Exchanged to Peterson Museum, N.J.	1
Exchanged with Ablot Thayer	1
Exchanged with Ashley Hine Banff, Alberton, July 3	1
Exchanged with L.A. Fuertes	5
Fla. St. Univ.	7
Gift to Putney School, 1959	83
Gift to Rutgers Univ., March 1964	3
Lost	1
Na coleÁ„o | Caixa Hemiptera (1)	63
Na coleção | Caixa Phoebis - Seg(5) Mod(6) (29)	49
Na coleção| Caixa Romaleidae (Romaleinae (Romaleini (Brasilacris - Helionotus - Thrasyderes - Antandrus - Cibotopteryx - Callonotacris)))	62
On Exhibit	30
On loan to Bernard Thayer, 27 Dec 1940; Not return	1
Physcia pulverulenta f. superfusa	4
Pres. to Orlando F. Weber, Jr., February 5, 1940	1
Pseudophyllinae	248
Pyrgomorphidae (Beraspiella- Minorissa- Algete- Prosphena- Sphenarium)	188
Sent in exchange to the Peabody Museum of Natural	1
Sent to Swedish Nat. Hist. Museum, Oct 16, 1928	13
Tombado em 07-12-2015/in collection	3
Tombado em 2000-02-15/in collection	5
Tombado em 2008-06-24/in collection	5
Triplicate of V65072, V65071, sent to V 2012 Aug	1
in collection A van Eck & C. Makris	1
12	15
4R1-28-I1-B1-C2	1
50	12
Collection Besairie n°1928-8	21
Collection COLEGNO et de la Marmora	1
Collection Choffat	2
Collection DEBEY	97
Collection Flamand	2
Collection Freneix	4
Collection LECOINTRE	1
Collection LOUBIERE	64
Collection Lefranc	3
Collection Merle n°2005-8	1
Collection Musée de Dijon	1
Collection Muséum de Pise	1
Collection Quenstedt	1
Collection Rioult	10
Collection Roissy	18
Collection SCHLUMBERGER	6
Collection SILLIMAN	23
Collection Seunes	27
Collection Spitsberg Dévonien n°1968-8	1
DISCARDED	2
Destroyed, Nov 1921	1
Discarded by Dr. Mayr, Dec 1944	1
Discarded, 14 Jan 1955, J.F.	1
Duplicate of V25149.  Sent on exchange to Oregon State University (OSC) Dec 2008.	1
Duplicate of V9242	1
Ex. with Chicago Acad. Sci.	1
Ex. with Kny, S & Co., 12/28/00	2
Ex. with Louis Molnar, Sept.10,1890	1
Ex. with Rusby, 7/8/1896	3
Exch. Brit. Mus., Sept 1927	31
Exch. O. Bangs, Boston July,1906	1
Exch. University of Dakota June 15, 1920	1
Exch. sent to to Cleveland Mus. Jan 6, 1932	1
Exchange to University Conn., 2 Feb 1966, Dr. Alan	2
Exchange with L.A. Fuertes, March 23, 1925	1
Exchange with the British Museum, Sept 1948	1
Exchanged to Princeton Museum October 27, 1960	1
Exchanged to W.H. Phelps	1
Exchanged with Abbott Thayer, 22 Mar 1899	1
Exchanged with Paris Museum, 13 Jun 1928	1
Exchanged with Tax'd Dept. for an ad. Male in wint	1
Gift - City College - 1969	2
Gift of N.Y. Zool. Soc.	1
Gift of S. Nurchent Esq. to A.M.N.H., April 20, 19	2
Gift to W New Mexico U - 1968	1
Gift to W. New Mexico U.-1968	3
Gift to the Berlin Museum, July 1936	1
Given in exch. to Phila. Acad. Sciences, Nov 1938	1
Humboldt	3
In collection	60121
Kaappi 120b, laatikko Melyridae 2	1
Missing - may be on exhibit	2
Mounted for New Caledonia (capitivity, 1904) Group	1
Museum voucher, Whole speciment	43
Na coleção | Buprestidae (06) (1115)	59
Na coleção | Caixa Dismorphia - Seg(5) Mod(6) (11)	72
Na coleção | Caixa Megaloptera I - Corydalidae	30
Physcia tribacia var. tenuissima	1
Pres. to Dr. Stanley C. Ball by L.C. Sanford, Nov	1
Presented to Delaware Museum, April, 1972	3
Sent in exchange Academy of Nat. Sci., April 30, 1	1
Sent in exchange to Tring Mus. July 9, 1928	4
Sent to Barro Colorado, 1926; Returned August 2002	2
Sent to U.S. national Mus. 1925	1
Taken by Mr. Marden to Acad.Sci., Leningrad, July	1
To Dutchess Community College, 1969	2
Tombado em 1905-06-22/in collection	1
Tombado em 2000-02-21/loaned	2
Tombado em 2008-05-20/in collection	4
Tombado em 2012.02.20 por Juliana Bahia /in collection	57
Tombado em 2014-11-26/in collection	6
Zoological Survey of India, Southern Regional Centre, Chennai, Tamil Nadu, India	1
13	7
1965 Exch. - Dr. Carlos Alberto Campos Seabra	1
4R1-28-I1-B1-C3	1
4R1-28-I1-B1-G1	1
Collection Anatomie Comparée n°1913-4	2
Collection Babet	1
Collection Baudoin	2
Collection Berezovsky	1
Collection Boltenhagen Eugène	8096
Collection Boselli	2
Collection Cortier	1
Collection Dybowski n°1891-2	2
Collection Elouard	21
Collection Filhol Henri	2
Collection Freneix n°1981-5	1
Collection Gaugain	1
Collection Gazola	254
Collection Laperrine	2
Collection Lecointre n°1966-17	1
Collection Linder n°1917-10	2
Collection Manivit	20
Collection Marcoz n°1911-38	1
Collection Saporta	81
Collection Simon	1
Collection VILLEFOSSE	1
Collection Vassel n°1881-34	2
Collection de Koninck n°1942-1	116
Collection de Roissy n°1901-13	17
Deaccessioned	6019
Duplicate of V21448, sent on exchange to V 2012 Aug	1
Duplicate with V45760, sent to V 2012 Aug	1
Exch. Birdcraft Sanctuary, Fairfield, Conn. 1923	1
Exch. Museo Paulista,Brazil, Mar.1917	1
Exch. to Carnegie Mus., Jan 1932	1
Exch. with S.I. Nov 27,1889	1
Exchange to Paterson Museum	1
Exchange to Paterson Museum, N.Jersey	1
Exchange with Kny-Sheerer Co., Mar 1902	2
Exchanged to Goeldi Museum, Belem, Brazil, Jun 198	1
Exchanged to H.B. Haugh, Ontario, Canada, Jan 1968	1
Exchanged with Berlin Mus.	5
Exchanged with O. Bangs for Agelaius assimilis, 29	1
Exchanged with Princeton Museum, 24 Jun 1959	1
Gift to Phila Acad. Sci., Apr., 1960	1
Gift to William Pen Museum, Harrisburg - 1969	1
Given in exchange to the Carnegie Museum Sept/60	1
Kaappi 108a, laatikko 31	1
Kaappi 120b, laatikko Melyridae 3	1
Kaappi 91b, laatikko Latriidae 12	1
Na coleÁ„o | Buprestidae (12) (1120)	182
Na coleÁ„o | Caixa Hemiptera (5)	67
Peltigera didactyla	6
Pertusaria borealis *E	1
Physcia aipolia f. alnophila	1
Physcia intermedia var. isidiella	2
Physcia obscura var. lithotodes	1
Physcia ulothrix	4
Polyblastia scotinospora var. subsphaeroidea	1
Pres. Delaware Museum-April/72	2
Sent in exch. to Acad. of Nat'l. Sciences, Jul 192	1
Sent in exchange to Bishop Museum, April 1928	28
Sent in exchange to U.S. National Museum, May 1953	3
Sent to Barro Colorado 1926 - Returned July 2002	1
Sent to Swedish Mus. Dec 12,1931	1
Sent to Swedish Natural History Museum, Oct 16, 19	2
Sent to the M.C.Z. on behalf of Sydney Tyler, Jr.	325
TRANSFERRED	2
Taken to Europe by Dr. Sanford, June 9, 1929	1
This duplicate was sent as a gift to the University of North Carolina Herbarium (NCU) 2008	4
This duplicate was sent on exchange to the Canadian Museum of Nature (CAN) 2008	1
To Allen Brooks, Feb 1924	1
Tombado em 1986-12-01/in collection	1
Tombado em 1997-02-22/in collection	3
Tombado em 1997-10-25/in collection	1
Tombado em 2003-04-12/in collection	19
Tombado em 2008-05-05/in collection	4
duplicate(s) at Brooklyn Botanical Gardens Herbarium	284
oversize; radioactive collections	4
to Berlin Museum, Jan 1959	1
to Tahiti Museum 1928	3
"Presented to Mr. Ridgway, Curator of National Mus	1
14	9
155	2
4R1-20-I1-B1-A6	1
4R1-28-I1-B1-C4	1
4R1-28-I1-B1-G2	1
Collection Ami n°1941-1.861	1
Collection BRARD	44
Collection Berville n°1991-14	1
Collection Delteil	1
Collection Dybowski n°1891-3	1
Collection Flick	14
Collection Grandidier n°1902-9	2
Collection Gravestock D.	1
Collection LACRETELLE	3
Collection LORIERE de	9
Collection MORIERE	4
Collection Marcomini n°2007-19	2
Collection Poisson n°1920-5	5
Collection Saemann	1
Collection Tietze	1
Collection Tombeck n°1991-14	16
Collection VAILLANT	16
Collection Vaslet	31
Collection Vésignié (Colonel) n°1955-1-36	1
Collection Zand n°2004-29	1
Collection de Ferussac n°1947-15	1
Collection de Serres	4
Discard 27 Apr 1953, D.A.	1
Donated to Urban Park Rangers, Brooklyn, NY-July 1	1
Duplicate of A2096; sent on exchange to University of California (UC) 2009	1
Duplicate of V95741, sent on exchange to University of Washington (WTU) 2012 Aug	1
Ex. with Louis	1
Excg. sent to Berlin Zool. Mus. Jan 8, 1932	1
Exch. O. Bangs, Boston July, 1906	1
Exch. sent to Bishop Museum 21 Jan 1932	4
Exch. with Chee Foo Mus. through Rev Geo Cornwall,	1
Exch. with Phila. Acad. of Nat. Sciences, Jul 1928	1
Exchange with Frank Warrimont, April 1909	1
Exchange with Mus. of Comp. Zoology, Dec 1922	1
Footprints collections	4
Gift to SWRS, Oortal, Ariz.	1
Given in exchange to Acad. Nat. Sci., 24 Mar 1942	1
Given in exchange to Wm. H. Phelps, June 1952	1
Given to Michigan State University	1
Kaappi 106b, laatikko Carabidae 123	6
Kaappi 110a, laatikko 28	2
Kaappi 120b, laatikko Melyridae 4	3
Kaappi 126a, laatikko Tenebrionidae 134	2
Missing, 18 Feb 1976, R.F. P[illeg]squier	1
NRM	9
Na coleÁ„o | EspÈcime: Caixa Hemiptera (1), L‚mina: Caixa Hemipetra (3)	1
Nat. Muse. M. Irwin	1
Peltigera canina var. praetextata	1
Peltigera polydactylon f. crassiodes	2
Pertusaria carneopallida	7
Pertusaria leioplaca f. cryptostoma	1
Physcia muscigena	54
Physcia obscura var. muscicola	1
Physcia stellaris var. radiata	5
Presented to Children's Museum, Boston, Jan 13 195	1
Restricted	53
Sent in exchange to the Australian Museum. Sept 23	1
To Field Museum; see 148117	4
Tombado em 07-08-2015/in collection	36
Tombado em 12-06-2015/in collection	12
Tombado em 1986-01-20/in collection	2
Tombado em 2004-08-01/in collection	1
Tombado em 25-06-2015/in collection	36
Tombado por VerÃ´nica Genevois/in collection	10
Triplicate of V3987 and V3988, sent to V 2012 Aug	1
Tucumen, Argentina, Dr. C.C. Olrog Exch. to Miguel	1
USP - R. Pinto da Rocha	8
abdomen and genitalia dissected out and glued to locality label	1
15	10
4R1-28-I1-B1-C5	1
4R1-28-I1-B1-G3	1
Collection Bazin	1
Collection Bazin n°1872-9	1
Collection Brisac	196
Collection CHANLON n°1879-25	3
Collection FERRY	4
Collection Gabriel	4
Collection Genty de Bussy	1
Collection LOSH	28
Collection MATHIEU, Ch.	1
Collection Oehlert n°1879-1	9
Collection Paulian	7
Collection Pellat	2
Collection Pons n°2009-13	1
Collection Romaggi	370
Collection STRASBOURG	1
Collection Stuer n°1894-4	1
Collection UNGER, Franz	541
Collection VERY	12
Collection Vésignié (Colonel) n°1955-1-37	1
Discarded, 20 Jan 1906. W.DeW.M.	1
Duplicate of A23676; sent on exchange to University of California (UC) 2009	1
Duplicate of V140219, sent to V 2012 Aug	1
Duplicate of V18202 sent on exchange to the Canadian Museum of Nature (CAN) 2009	1
EXCH. Stockholm N.H. Museum, May 1927	1
Exch. to Australia Museum In S. Wales, Australia 3	1
Exch. to Rothschild & renumbered 700716 on return	1
Exch. with Chee Foo Mus., 28 Jun 1901	1
Exch. with M.C.Z. July, 1928	13
Exch. with Phila. Acad. Nat Sci., Jul 1928	1
Exch. with Tring Museum, May1927	1
Exchange to Museeo de Zoologia, Univ. Nac. Aut. de	1
Exchanged J.T. Nichols, 1 Feb 1907	2
Exchanged to U. Fla., 19 Jul 1963, Fla. St. Univ.	1
Gift Princeton Museum, 1951	1
Gift to the Berlin Museum July 1936 never sent M.L	36
Given in exchange to Mr. H.B. Conover, Chicago, Il	2
Given in exchange to Museum's Dept. of Education	1
Given in exchange to Phila.Acad.Sciences, Feb 1938	3
In collection On loan, see Loan Database	188
In collection On loan, see Loan Database On exhibit	3
Kaappi 106b, laatikko Carabidae 124	1
Kaappi 126a, laatikko Tenebrionidae 135	11
Lecidea crustulata f. convexella	3
Missing - when requested by Paula Veverica for int	1
Mount placed in Biodiversity Hall, June 1998	1
Mounted for Dr. Sanford, Dec 1933	1
Na coleção | Caixa Hemiptera (1)	63
Na coleção| Caixa Romaleidae (Bactrophorinae (Ophthalmolampini (Ophthalmolampis)))	157
Na coleção| Romaleidae (Romaleinae (Romaleini (Staleochlora))	79
Phaeophyscia	1
Physcia lanuginosa var. pannarioides	1
Polyblastia scotinospora f. monastrum	2
Presented to Dept. of Education, 29 Jul 1963	2
Radioactive collections	194
Sent as a gift to Loxahatchee National Wild Life R	1
This specimen is a duplicate of v25541. This duplicate was sent on exchange to University of Washington Herbarium (WTU) in summer 2008	1
To Allan Brooks, Feb. 1924	2
Tombado em 03-07-2015/in collection	52
Tombado em 16-07-2015/in collection	30
Tombado em 2015-02-11/in collection	5
in collection On loan, see Loan Database	3
16	6
4R1-20-I1-B1-A8	1
4R1-28-I1-B1-C6	1
4R1-28-I1-B1-G4	1
Ajout	3
Collection Beyrouthy n°1991-3	4
Collection Boutillier	3
Collection Cottin D.	1
Collection Debrenne F. & Gandin A.	7
Collection Dollfus n°1975-5	119
Collection GISORS  (de)	1
Collection Gervais	2
Collection Heildelberg (d')	4
Collection Hourcq & Collignon	5
Collection Jacob	28
Collection Lesport	1
Collection Lovisato	1
Collection Mansfield & McNeil	1
Collection Margerie n°2005-21	22
Collection Piveteau	96
Collection SCHNEIDER	6
Collection Sarazin n°1959-17	92
Collection Terquem	1444
Collection UPMC	24
Collection Wright	2
Collection de Drée n°1967-01	1
Collection de Luc	54
Discarded, 20 Jan 1930	1
Duplicate of V25495. Sent on exchange to California Academy of Sciences (CAS) 2009	1
Duplicate of V32518	1
Exch. Museo Paulista, Brazxil March 1917	1
Exch. Tring Museum-May 1921	1
Exch. sent to Bishop Museum, 21 Jan 1932	20
Exch. to Rothschild Coll. & when coll. returned to	2
Exch. to U.S. National Museum, Apr 1930	1
Exch. with Chee Foo Mus. through Rev. Geo. Cornwal	3
Exch. with Phila Acad. Nat.Sci. July 1928	1
Exchange Durban Museum	1
Exchange to Dr. Carmago, Saõ Paulo Museum, Nov. 5,	1
Exchange to U.S. Natural Museum - Dr. Humphey, 5/7	1
Exchange with "Tring Museum" May 1927	1
Exchanged U. Fla. 7/19/63	1
Exchanged to N.Y. Scientific Supply Co. (Ons. Rubi	1
Exchanged with C.A. Smith and received in his coll	8
Exchanged with Capt. Wirt Robinson Sept 1902 for s	1
Exchanged with D.A.Cohn Oct 20,1903	1
Exchanged, 6 Apr 1907	1
GA to CSIRO, Canberra	1
Gift - City College-1969	1
Given in exchange to Acad.Nat. Sciences, May 1936	1
Given in exchange to the Carnegie Museum, May 1927	1
Given in exchange to the National Museum, Mexico 1	1
Given to Mexico Dep't Game	1
Kaappi 106b, laatikko Carabidae 125	1
Kaappi 120b, laatikko Melyridae 6	7
Lecidea cinereoatra f. tumidior	1
Na coleÁ„o| Caixa Romaleidae (Bactrophorinae (Ophthalmolampini (Pseudonautia - Xenonautia)))	198
Na coleção | Buprestidae (05) (1134)	61
Peltigera scabrosa	56
Phaeophysciandococcina	1
Physcia aipolia var. acrita	1
Physcia hispida	3
Presented to Children's Mus., Boston, Jan 13, 1953	2
Presented to the British Museum, May 1938	1
Sent in exchange to U.S. Nat. Mus., Mar 1928	1
Sent in exchange-Mus. of Comparative Zoology, July	1
Sent to Colonel Meinertzhagen as a gift from L.C.S	5
Zoological Museum, Finnish Museum of Natural History, Helsinki (MZH)	53
discarded 28-6-55	1
specimen missing?	16
17	7
196	1
4R1-28-I1-B1-C7	1
4R1-28-I1-B1-G5	1
55	2
Acarospora chlorophana var. biatoroidea	1
Bat Cart Ex.	9
Collection Abrard n°2007-6	2
Collection Bazerque n°2009-7	9
Collection Beyrouthy n°1991-4	1
Collection Casanova	34
Collection Cochet	2
Collection DEFRANCE	1
Collection Defrance	1
Collection GRAVINA	1
Collection LEFAIVRE	3
Collection Le Calvez	80
Collection Milne Edwards n°1902.3	1
Collection Vibray (Marquis) n°1895-13	2
Collection WITHAM	4
Collection de Koninck	13
Discarded 2/2/74	1
Duplicate of A13028; sent on exchange to University of Alaska Museum of the North (ALA) 2009	1
Duplicate of V63253, sent to V 2012 Aug	1
Ex. with G.Kohn Nov 29/90	1
Exch - Chicago Nat. Hist. Mus. 6 Aug 1959	1
Exch - Mr Starrs Olson	1
Exch. A. Koenig Museum	3
Exch. Neterstrom Ostersund, Sweden  June 1, 54	1
Exch. with Tring Museum, May 1927	10
Exchange Geo. Mason, July 1922	1
Exchange O. Bangs, April 1,'09	1
Exchange with H.K. Coale, Feb. 1910	9
Exchange: Canterbury Museum, Crist church, New Zea	1
Exchanged to F.M.N.H. Chicago, Jan 2007-P. Sweet	1
Exchanged to Herbert Zaidler, Feb 10, 1956	1
Given in exchange to the Canterbury Museum, Sept 2	1
Mounted for Malay Archipelago Group - 1942	1
Na coleÁ„o| Calliphoridae 13 (Calliphoridae, Mesembrinellinae 02)	180
Na coleção | Caixa Hemiptera (5)	67
Peltidea aphthosa	8
Peltigera degenii	8
Peltigera leucophlebia	27
Presented to Peabody Museum, Jun 1951	1
Préstamo	6
Returned to Collection - 1/87	1
Sent in exchange to Brooklyn Museum, August 19,192	1
Sextuplate with V182525, V30736, V182526, V194015, V30732, sent to TBC	1
Tombado em 2008-05-21/in collection	2
[Not in collection 25 Feb '92]	1
dead	66664
on Exhibit	6
18	5
4 Duplicados en la misma colección	11
4R1-28-I1-B1-C8	1
4R1-28-I1-B1-G6	1
56	1
Collection BEAULATON	1
Collection Colcanap n°1904-09	1
Collection Cuvillier n°1966-3	1
Collection De Franceschi, Merle & Vacant	24
Collection Deyrolle n°lot 2	13
Collection Pomel	4
Collection Suvorova	2
Collection Terquem et Berthelin	216
Collection Thomas n°1869-6	1
Collection Tournouër n°1879-7	1
Collection de Saig	1
Collection de Vibraye n°1895-13	84
Discarded by Dr. Amadon, 29 Aug 1958	1
Discarded damaged 8/91	1
Duplicate of A51024, A51023, A51025 and A51026 sent on exchange to the National Museum of Nature and Science (TNS) 2009	1
Duplicate of A90342	1
Duplicate of A9237; sent on exchange to University of California (UC) 2009	1
Duplicate of V138950, sent to V 2012 Aug	1
Duplicate of V212414, sent on exchange to Univeristy of Washinton Botanic Garden (WTUH) Aug 2012	1
Duplicate of V25495. Sent on exchange to the University of Alberta (ALTA) 2009	1
Ex. with Ashley Hine, Baniff,alberta July 31, 1907	1
Exch U.S. Nat. Mus. July 1921	1
Exch. Phila.Acad.Nat.Sci.	21
Exch. Tring Mus. May 1921; returned in 1932 and re	1
Exch. sent to U.S. National Musuem	2
Exch. with Paris Museum June 13, 1928	4
Exch. with Phila Acad. Nat. Sci. July 1928	1
Exchange Auckland Museum, April 20, 1950	1
Exchange Museum of Southwestern Biology 8/2002	4
Exchange Museum of Southwestern Biology Aug 2002	1
Exchange dwith Tring Mus., July 9, 1928	1
Exchange sent to Cleveland Mus., Jan 6, 1932	1
Exchange to Academy of Nat.Sciences, April 1928	1
Exchange with Phila. Acad. Nat. Sci., Jul 1928	1
Exchanged J.I. Nichols Feb.1,1907	1
Exchanged to Chicago Mus..	1
Exchanged with Connecticut Audubon Soc. June 1915	1
Exchanged with L.A. Fuertes, Dec 1925	1
From John Akhurst	1
Gift to Berlin Museum July 1936 never sent M.L.	1
Given to Dept of Pub Educ. May 1917	3
Kaappi 110b, laatikko 30	5
Kaappi 120b, laatikko Melyridae 8	4
Larkin	10
ON LOAN: KRISTIN WILLIAMS 1999	1
On exhibit On loan, see Loan Database	1
Physcia aipolia var. alnophila	13
Physcia aipolia var. melops	1
SYSTEMATIC collections	2
Sent in exchange to Academy of Natural Sciences, A	12
Sent in exchange to M.C.Z., Sept 1953	1
Sent in exchange to Mr. D.R. Dickey, Aug 29, 1928	1
Sent in exchange with E. Lehn Schiöler, Jan 1927	1
Sent to Barro Colorado 192[illeg]	1
Sent to R.M. Strong, Chicago Sept 24,'03	1
Sent to U.S. National Mus., 1925	1
Spec. exch. to Rothschild & renumbered 594910 when	1
This specimen is a duplicate of V52844. This duplicate sent on exchange to University of Washington Herbarium (WTU) in summer 2008	1
To Carnegie Museum	1
To Tahiti Museun, 1928	1
Tombado em 2000-02-16/in collection	13
Tombado em 2008-06-25/in collection	1
V175566 has 2 copies with the same accession #; one copy will be sent as a duplicate for exchange, sent on exchange to University of Washington (WTU) 2012 Aug	1
tissue/DNA voucher only	140
19	3
4R1-28-I1-B1-C9	1
4R1-28-I1-B1-G7	1
Collection Allix	3
Collection Boreau	1
Collection Colo n°1861-	21
Collection Costa	2
Collection Deyrolle n°lot 3	105
Collection EDWARDS	3
Collection Fischer n°1962-1	178
Collection Hindermeyer	5
Collection LAIZER de	4
Collection MOSSIER	12
Collection OHLERT	12
Collection Pons	136
Collection Rang	1
Collection Teodori	4
Collection Ters	21
Collection Vollosovitch	134
Collection WEBSTER	3
Collection de Koninck n°1962-30	13
Discarded, Sep 1893	25
Duplicate of V28139 sent on exchange to the University of Washington (WTU) 2009	1
Ex. with Cleveland, Feb 1926	4
Ex. with G. Kohn Nov. 29/90	2
Exch. Count von Berlepsch, Feb 1905 (2)?	1
Exch. Great Smoky Mt. Group	3
Exch. to Occidental College, Calif., 14 Oct 1964	2
Exch. to Phelps - Aug 1949	1
Exch. to Queensland Museum, Australia, Dr. Veynon,	1
Exch. to Rothschild renumbered 700714 on return	1
Exch. to U.S. Nationa Museum Sept 1930	1
Exch. with Imp. Col.Agr. Japan Dec.'09	1
Exch. with O. Bangs, Sept 29, 1918	1
Exchange to MNH, Univ. Com. LLS- Mar 1984	1
Exchange with Stockholm N.H. Mus., May 1927	2
Exchanged with A.G. Paine,Jr. Dec. 1,1886	1
Exchanged with Louis A. Fuertes for an im. of the	1
Exchanged with O. Bangs, Sept 20,1918	1
Given in exch. to Phil. Acad. Sciences, Nov 1936	1
Given in exchange to Dr. Dabbene, Sep 1930	3
Given in exchange to the Museum of Vertebrate Zool	1
Kaappi 110b, laatikko 31	3
Kaappi 91b, laatikko Latriidae 18	2
Na coleÁ„o | Caixa Megaloptera II - Corydalidae	37
Na coleÁ„o | Caixa Phoebis - Seg(5) Mod(6) (30)	50
Pertusaria inquinata	6
Physcia lithotea var.rigens	5
Romaleidae (Romaleinae (Eutropidacris))	44
Sent in exchange to M.C.Z., June 11, 1929	1
Sent in exchange to the U.S. National Museum, Nove	2
Sent to Prof. Sarasin, Basle-Oct. 1932	2
This specimen is a duplicate of v73393. This duplicate was sent on exchange to University of Washington Herbarium (WTU) in summer 2008.	1
To W.H. Phelps	459
Tombado em 03-11-2016/in collection	2
Tombado em 1997-11-13/in collection	1
Tombado em 2013-10-16/in collection	23
Tombado em 2014-11-27/in collection	4
Tombado em 21-09-2015/in collection	14
Triplicate of V64090 and V7996, sent to CAN 2012 Aug	1
#149015-149215 sent to Field Museum; see remarks u	1
1000	2
2 in collection at ZMUC	143
4R1-28-I1-B1-G8	1
Alberta	334
Collection Balavoine	5
Collection Boulanger D.	6
Collection Deflandre	3728
Collection Erünal-Erentöz n°2007-15	7
Collection Fraaije n°2009-5	2
Collection Gourgues n°2004-25	3
Collection Lecat	6
Collection PERVILLE	1
Collection Perrier de la Bathie n°1904-11	4
Collection Riou n°1983-2	87
Collection Sowerby	1
Collection Weisrock & Brébion	6
Collection de Mecquenem	1
Collection de Saint-Seine	3
Discarded - 7 Dec 1960 'grease-burned'	1
Duplicate of V112898	1
Duplicate of V119046, V118529, sent on exchange to Oregon State University (OSC) 2012 Aug	1
Duplicate of V25552. Sent on exchange to University of Idaho (ID) 2009	1
Duplicate of V66419, sent to V 2012 Aug	1
Duplicate of V80381, sent to V 2012 Aug	1
Ecofog-Kourou	1244
Ex. Bonn. Mus.	2
Exch. O. Bangs Boston, July 1906	4
Exch. Phila Acad Nat. Sci.	1
Exch. Phila.Acad.Nat.Sci. July 1928	1
Exch. to U.S. National Museum, Sept 30, 1930	1
Exch. with Phila Acad.Nat.Sci., July, 1928	1
Exch. with U.S. National Museum Feb 18,1925	1
Exch.-Tackapausha Museum	1
Exchange Florence Museum	1
Exchange to Louisiana State Univ., Dr. George H. L	1
Exchange with Dr. Stresemann, Berlin Museum, May 1	1
Exchange with F.S. Hersey, Taunton, Mass., 31 Dec	1
Exchanged to Rolf Gr[illeg][illeg]ts[illeg][illeg]	1
Exchanged to S. Austral. Mus.; 20 Nov 1974	1
Given in exchange to Univ. Michigan, Dec 24, 1952	1
Kaappi 106b, laatikko Carabidae 129	3
Lecidea contigua var. platycarpa	1
Na coleção | Caixa Anteos - Seg(5) Mod(6) (17)	23
ON LOAN (2008-1) TO DAVE LAMP DUQUESNE	1
Physcia cycloselis f.longata	1
Physconia "farrea"	1
Pres. to Children's Museum, Boston, June 13, 1953	1
Received from Chas. F. Denley	1
Sent in exch. to Carnegie Museum-May 1927	1
Sent in exchange to Edwin Asby, Australia	2
Sent in exchange to U.S. National Mus., May 1953	1
Sent in exchange to the Australian Museum - Sept 2	1
Sent to Bishop Mus., Feb 28, 1963	3
Sent to Swedish Nat.Hist.Mus. Oct 16, 1928	1
