"typestatus","reps"
"voucher of <a href=""http://arctos.database.museum/name/neotoma cinerea pulla"">neotoma cinerea pulla</a> in <a href=""http://arctos.database.museum/publication/10006618"">cordero and epps 2012.</a>",30
"voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006332"">palma et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 388 in <a href=""http://arctos.database.museum/publication/10006486"">boric-bargetto et al. 2012</a>",30
"voucher of <a href=""http://arctos.database.museum/name/thanatophilus lapponicus"">thanatophilus lapponicus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",30
"voucher of <a href=""http://arctos.database.museum/name/turdus fuscater"">turdus fuscater</a>, page 73 in <a href=""http://arctos.database.museum/publication/10006432"">hardy 1966</a>",30
"voucher of dipturus teevani",30
"conserved type proposed",29
"host voucher of <a href=""http://arctos.database.museum/name/carollia perspicillata"">carollia perspicillata</a>, page 782 in <a href=""http://arctos.database.museum/publication/10004862"">notarnicola et al. 2010</a>",29
"hypotype of cyrtometopus clavifrons",29
"paratype alloperla atlantica baumann",29
"paratype calliopsis rudbeckiae, robt.",29
"paratype eirone webbi kimsey",29
"paratype hydroptila ajax ross",29
"paratype leucospis pinna grissell &amp; cameron",29
"paratype of crotalus triseriatus aquilus",29
"paratype of eleutherodactylus pantoni pantoni",29
"paratype of graptemys barbouri",29
"paratype of mabuya tandrefana",29
"paratype of meristoschisma hudsoni",29
"paratype of peromyscus insulanus",29
"paratype of pristomyrmex wheeleri",29
"paratype of variety",29
"paratype perdita bispicata",29
"possible type ?",29
"referral of <a href=""http://arctos.database.museum/name/phoridae"">phoridae sp.01</a> sp.01 in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",29
"syntype of stichopathes pourtalesi",29
"voucher of <a href=""http://arctos.database.museum/name/apamea cogitata"">apamea cogitata</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",29
"voucher of <a href=""http://arctos.database.museum/name/dipodomys merriami quintinensis"">dipodomys merriami quintinensis</a>, page 1006 in <a href=""http://arctos.database.museum/publication/10005415"">alvarez-castañeda et al. 2009</a>",29
"voucher of <a href=""http://arctos.database.museum/name/dolurgus pumilus"">dolurgus pumilus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",29
"voucher of <a href=""http://arctos.database.museum/name/gonioctena notmani"">gonioctena notmani</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",29
"voucher of <a href=""http://arctos.database.museum/name/graphiphora augur"">graphiphora augur</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",29
"voucher of <a href=""http://arctos.database.museum/name/leptothorax"">leptothorax n. sp. nr muscorum</a> n. sp. nr muscorum, page 985 in <a href=""http://arctos.database.museum/publication/10007131"">mortensen et al. 2011</a>",29
"voucher of <a href=""http://arctos.database.museum/name/microtus californicus californicus"">microtus californicus californicus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">conroy and gupta 2011</a>",29
"voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10005431"">torres-perez et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006332"">palma et al. 2012</a>",29
"voucher of <a href=""http://arctos.database.museum/name/oxytelus laqueatus"">oxytelus laqueatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",29
"voucher of <a href=""http://arctos.database.museum/name/polycentropodidae"">polycentropodidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",29
"voucher of <a href=""http://arctos.database.museum/name/pseudacris regilla"">pseudacris regilla</a>, page 294 in <a href=""http://arctos.database.museum/publication/10006254"">recuero et al. 2006</a>",29
"voucher of <a href=""http://arctos.database.museum/name/upis ceramboides"">upis ceramboides</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",29
"voucher of comanthus parvicirrus",29
"voucher of neocomatella pulchella| voucher of antedon pulchella",29
"additional material of polyipnus clarus",28
"cotype; cotype",28
"hypotype of dictyonema sp.",28
"lectotype; holotype",28
"ms holotype",28
"paratopotype of <a href=""http://arctos.database.museum/name/triturus similans"">triturus similans</a>, page 76 in <a href=""http://arctos.database.museum/publication/10000453"">twitty 1935</a>",28
"paratype allocapnia rickeri frison",28
"paratype aphis chetansapa",28
"paratype heptagenia diabasia burks",28
"paratype micans",28
"paratype of <a href=""http://arctos.database.museum/name/batrachoseps campi"">batrachoseps campi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10000105"">wake 1979</a>",28
"paratype of dynamine egaea calais",28
"paratype of eleutherodactylus lymani",28
"paratype of emoia aurulenta",28
"paratype of emoia montana",28
"paratype of natrix erythrogaster flavigaster",28
"paratype of pheidole browni",28
"paratype of pheidole coveri",28
"paratype of pheidole rugiceps",28
"paratype oxythira serrata ross",28
"paratype pheidole fossimandibula",28
"paratype pheidole karolsetosa",28
"paratype triepeolus melanarius rightmyer 2008",28
"referral of <a href=""http://arctos.database.museum/name/fanniidae"">fanniidae sp.05</a> sp.05 in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",28
"syntype, basionym: saxifraga punctata subsp. pacifica hultén",28
"voucher of <a href=""http://arctos.database.museum/name/bombus flavidus"">bombus flavidus</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>",28
"voucher of <a href=""http://arctos.database.museum/name/caelius browni"">caelius browni</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/chrysomelidae"">chrysomelidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",28
"voucher of <a href=""http://arctos.database.museum/name/devia prospera"">devia prospera</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/eucnecosum brunnescens"">eucnecosum brunnescens</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/eumetopias jubatus""><i>eumetopias jubatus</i> (schreber, 1776)</a>, page 106 in <a href=""http://arctos.database.museum/publication/177"">brunner et al. 2004</a>",28
"voucher of <a href=""http://arctos.database.museum/name/harpalus somnulentus"">harpalus somnulentus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a> in <a href=""http://arctos.database.museum/publication/10006719"">hope et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/oryzaephilus surinamensis"">oryzaephilus surinamensis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/punicealis hamata"">punicealis hamata</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",28
"voucher of <a href=""http://arctos.database.museum/name/smittia"">smittia sp.</a> sp., page 0 in <a href=""http://arctos.database.museum/publication/10006540"">sikes & slowik 2010</a>",28
"voucher of <a href=""http://arctos.database.museum/name/sorex ugyunak"">sorex ugyunak</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",28
"voucher of <a href=""http://arctos.database.museum/name/toxostoma curvirostre"">toxostoma curvirostre</a>, page 215 in <a href=""http://arctos.database.museum/publication/10006363"">moore 1941</a>",28
"voucher of <a href=""http://arctos.database.museum/name/zapus hudsonius luteus"">zapus hudsonius luteus</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006255"">malaney et. al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/zapus hudsonius luteus"">zapus hudsonius luteus</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">malaney and cook 2013</a>",28
"additional material of camaroptera brevicaudata",27
"hypotype of eurypterus fischeri",27
"isolectótipo",27
"paratopotype of spondylurus anegadae",27
"paratype aphis decepta",27
"paratype chimarra setosa ross",27
"paratype isoperla pinta frison",27
"paratype of <a href=""http://arctos.database.museum/name/pseudoeurycea mixcoatl"">pseudoeurycea mixcoatl</a>, page 16 in <a href=""http://arctos.database.museum/publication/10000389"">adler 1996</a>",27
"paratype of anolis alumina",27
"paratype of anolis gaigei",27
"paratype of bothrops sanctaecrucis",27
"paratype of boulengerula taitanus",27
"paratype of discodeles malukuna",27
"paratype of pheidole furtiva",27
"paratype of tetramorium bressleri",27
"paratype of typhlops hectus",27
"paratype pseudisobrachium obscurum evans",27
"referral of <a href=""http://arctos.database.museum/name/crambus"">crambus sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",27
"selkirk mbr",27
"syntype, basionym: taraxacum pannucium dahlst.",27
"topotype of pipra carbonata todd",27
"voucher [?]",27
"voucher of <a href=""http://arctos.database.museum/name/aegialia criddlei"">aegialia criddlei</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",27
"voucher of <a href=""http://arctos.database.museum/name/arostrilepis rauschorum"">arostrilepis rauschorum</a> in <a href=""http://arctos.database.museum/publication/10006559"">markarikov, galbreath, & hoberg, 2013</a>",27
"voucher of <a href=""http://arctos.database.museum/name/bombus perplexus"">bombus perplexus</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/bombus perplexus"">bombus perplexus</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",27
"voucher of <a href=""http://arctos.database.museum/name/microtus townsendii townsendii"">microtus townsendii townsendii</a>, page 1393 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",27
"voucher of <a href=""http://arctos.database.museum/name/platycheirus podagratus"">platycheirus podagratus</a> in <a href=""http://arctos.database.museum/publication/10007348"">young et al. 2016</a>",27
"voucher of <a href=""http://arctos.database.museum/name/plectrura spinicauda"">plectrura spinicauda</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",27
"voucher of <a href=""http://arctos.database.museum/name/pterostichus algidus"">pterostichus algidus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",27
"voucher of <a href=""http://arctos.database.museum/name/tamias quadrivittatus"">tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007021"">sullivan et al. 2014</a>",27
"voucher of neospongodes agassizii",27
"cretaceous",26
"holotype; holotype; holotype",26
"holotype; paratype",26
"paratopotype of rana pretiosa luteiventris",26
"paratype calliopsis asteris robertson",26
"paratype of <a href=""http://arctos.database.museum/name/thorius aureus"">thorius aureus</a>, page 574 in <a href=""http://arctos.database.museum/publication/10000238"">hanken 1994</a>",26
"paratype of <a href=""http://arctos.database.museum/name/thorius boreas"">thorius boreas</a>, page 581 in <a href=""http://arctos.database.museum/publication/10000238"">hanken 1994</a>",26
"paratype of arthroleptis adolfifriederici francei",26
"paratype of austinvillia billingsi",26
"paratype of chamaeleo bitaeniatus altaeelgonis",26
"paratype of eleutherodactylus pantoni pentasyringos",26
"paratype of liguus fasciatus walkeri",26
"paratype of lygodactylus picturatus ukerewensis",26
"paratype of marmosa mitis",26
"paratype of odorrana morafkai",26
"paratype of pheidole harlequina",26
"paratype of pheidole lancifer",26
"paratype of spondylurus monae",26
