typestatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Chlidonias niger"">Chlidonias niger</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Melanitta fusca deglandi"">Melanitta fusca deglandi</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Eremophila alpestris enthymia"">Eremophila alpestris enthymia</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Oligoryzomys magellanicus"">Oligoryzomys magellanicus</a>, page 274 in <a href=""http://arctos.database.museum/publication/10004777"">Belmar-Lucero et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Oligoryzomys longicaudatus"">Oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006332"">Palma et al. 2012</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Junco caniceps caniceps"">Junco caniceps caniceps</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Spermophilus tereticaudus tereticaudus"">Spermophilus tereticaudus tereticaudus</a>, page 378 in <a href=""http://arctos.database.museum/publication/10004775"">Bell et al. 2010</a>""",3
Type?*,3
"""voucher of <a href=""http://arctos.database.museum/name/Larus occidentalis"">Larus occidentalis ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""paratype of <a href=""http://arctos.database.museum/name/Petrocephalus similis"">Petrocephalus similis</a>, page 23 in <a href=""http://arctos.database.museum/publication/10006846"">Lavoué 2011</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Ficedula superciliaris superciliaris"">Ficedula superciliaris superciliaris</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 175 in <a href=""http://arctos.database.museum/publication/6"">Conroy and Cook 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus coronarius"">Microtus longicaudus coronarius</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",3
"""paratype of <a href=""http://arctos.database.museum/name/Notropis alborus"">Notropis alborus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Hypsipetes flavala flavala"">Hypsipetes flavala flavala</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
Holotype of Steatomys krebsi angolensis (Hill & Carter),3
"""voucher of <a href=""http://arctos.database.museum/name/Tamias rufus"">Tamias rufus</a> in <a href=""http://arctos.database.museum/publication/10007962"">Root et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias rufus"">Tamias rufus</a> in <a href=""http://arctos.database.museum/publication/10007943"">Doty et al. 2009</a>""",3
?Syntype*,3
"""voucher of <a href=""http://arctos.database.museum/name/Fratercula arctica arctica"">Fratercula arctica arctica</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Cepphus grylle"">Cepphus grylle ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
Paralectotype; Paralectotype; Syntype,3
PARATOPOTYPE RANA MOOREI,3
"""voucher of <a href=""http://arctos.database.museum/name/Dromaius novaehollandiae novaehollandiae"">Dromaius novaehollandiae novaehollandiae</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes velox"">Vulpes velox</a>, page 44 in <a href=""http://arctos.database.museum/publication/10004438"">Harrison et al. 2003</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Phylloscopus trochilus"">Phylloscopus trochilus ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
TOPOTYPE OF FORMICARIUS MONILIGER VIRESCENS TODD,3
"""paratype of <a href=""http://arctos.database.museum/name/Microtus chrotorrhinus carolinensis"">Microtus chrotorrhinus carolinensis</a> in <a href=""http://arctos.database.museum/publication/10007241"">Komarek 1932</a>""",3
"""basis of illustration of <a href=""http://arctos.database.museum/name/Glaucomys volans"">Glaucomys volans</a>, page 193 in <a href=""http://arctos.database.museum/publication/10007294"">Higley, Birds and All Nature vol. IV</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Streptopelia senegalensis"">Streptopelia senegalensis ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Artamus leucorhynchus leucorhynchus"">Artamus leucorhynchus leucorhynchus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Scotophilus heathi"">Scotophilus heathi</a>, page 559 in <a href=""http://arctos.database.museum/publication/10006298"">Trujillo et al. 2009</a>""",3
Type; Holotype,3
"""voucher of <a href=""http://arctos.database.museum/name/Vireo solitarius solitarius"">Vireo solitarius solitarius</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Dicrurus macrocercus albrictis"">Dicrurus macrocercus albrictis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Equus scotti"">Equus scotti</a>, page 50 in <a href=""http://arctos.database.museum/publication/10004547"">Harris and Porter 1980</a>""",3
PARATYPES OF ANOLIS COBANENSIS,3
"""voucher of <a href=""http://arctos.database.museum/name/Panthera onca"">Panthera onca</a>, page 370 in <a href=""http://arctos.database.museum/publication/10007820"">Seymour 1993</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Malacorhynchus membranaceus"">Malacorhynchus membranaceus</a> in <a href=""http://arctos.database.museum/publication/10007934"">Olsen and Gremillet 2017</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax oberholseri"">Empidonax oberholseri</a>, page 362 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Cisticola juncidis"">Cisticola juncidis ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""basis of illustration of <a href=""http://arctos.database.museum/name/Hadrosauridae"">Hadrosauridae</a>, page 304 in <a href=""http://arctos.database.museum/publication/10006881"">GANGLOFF and FIORILLO 2010</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma cinerea"">Neotoma cinerea ?</a> ?, page 281 in <a href=""http://arctos.database.museum/publication/10007813"">Messing 1986</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Cynomys"">Cynomys sp.</a> sp., page 279 in <a href=""http://arctos.database.museum/publication/10007813"">Messing 1986</a>""",3
PARATOPOTYPE OF PHRYNOHYAS INGENS,3
"""voucher of <a href=""http://arctos.database.museum/name/Oenanthe oenanthe oenanthe"">Oenanthe oenanthe oenanthe</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Oenanthe oenanthe leucorhoa"">Oenanthe oenanthe leucorhoa</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Psaltriparus minimus"">Psaltriparus minimus ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Sturnus cineraceus"">Sturnus cineraceus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Amphispiza bilineata bilineata"">Amphispiza bilineata bilineata</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Galea comes"">Galea comes</a>, page 258 in <a href=""http://arctos.database.museum/publication/10006285"">Systematics of Galea</a>""",3
"""syntype of <a href=""http://arctos.database.museum/name/Rhithrotriton derjugini microspilotus"">Rhithrotriton derjugini microspilotus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000001"">Nesterov 1916</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Mimon crenulatum longifolium"">Mimon crenulatum longifolium</a>, page 3 in <a href=""http://arctos.database.museum/publication/10008083"">Self 2015</a>; voucher of <a href=""http://arctos.database.museum/name/Mimon crenulatum longifolium"">Mimon crenulatum longifolium</a> in <a href=""http://arctos.database.museum/publication/10008084"">Self 2015</a>""",3
PARATYPES OF PSEUDOEURYCEA LONGICAUDA,3
"""voucher of <a href=""http://arctos.database.museum/name/Zapus hudsonius"">Zapus hudsonius</a>, page 311 in <a href=""http://arctos.database.museum/publication/95"">Peirce and Peirce 2000</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Pipilo fuscus mesoleucus"">Pipilo fuscus mesoleucus ?</a> ? in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Thomasomys ladewi"">Thomasomys ladewi</a>, page 769 in <a href=""http://arctos.database.museum/publication/10004481"">Salazar-Bravo and Yates 2007</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Psaltriparus minimus californicus"">Psaltriparus minimus californicus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Calomys tener"">Calomys tener</a>, page 182 in <a href=""http://arctos.database.museum/publication/1000048"">Salazar-Bravo et al. 2001</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a>, page 727 in <a href=""http://arctos.database.museum/publication/134"">Fedorov et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a> in <a href=""http://arctos.database.museum/publication/10007188"">Lanier et al. 2015a</a>; voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a> in <a href=""http://arctos.database.museum/publication/10008015"">Knowles et al. 2016</a>""",3
"""host voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus umbrinus"">Tamias umbrinus umbrinus</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus umbrinus"">Tamias umbrinus umbrinus</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Baeolophus inornatus affabilis"">Baeolophus inornatus affabilis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Lontra canadensis"">Lontra canadensis</a> in <a href=""http://arctos.database.museum/publication/10008000"">Botton-Divet et al. 2016</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Excalfactoria chinensis"">Excalfactoria chinensis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
Paratype [missing],3
"""symbiotype of <a href=""http://arctos.database.museum/name/Myotis lucifugus"">Myotis lucifugus</a>, page 497 in <a href=""http://arctos.database.museum/publication/1000103"">Scott and Duszynski 1997</a>""",3
"""syntype of <a href=""http://arctos.database.museum/name/Leucichthys cyanopterus"">Leucichthys cyanopterus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Abrothrix longipilis nubila"">Abrothrix longipilis nubila</a>, page 1111 in <a href=""http://arctos.database.museum/publication/10005427"">Palma et al. 2010</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Notiosorex crawfordi crawfordi"">Notiosorex crawfordi crawfordi</a>, page 314 in <a href=""http://arctos.database.museum/publication/10005411"">Carraway and Timm 2000</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Larus minutus"">Larus minutus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Corynorhinus townsendii"">Corynorhinus townsendii</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006571"">Tipps 2012</a>""",3
"Paratype, Paralectotype",3
"""voucher of <a href=""http://arctos.database.museum/name/Larus glaucoides"">Larus glaucoides ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Cyanocitta cristata cyanotephra"">Cyanocitta cristata cyanotephra ?</a> ? in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus sanctidiegi"">Microtus californicus sanctidiegi</a>, page 1393 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",3
"""voucher of Equus niobrarensis, page 47 in <a href=""http://arctos.database.museum/publication/10004547"">Harris and Porter 1980</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Microtus montanus montanus"">Microtus montanus montanus</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",3
