typestatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Zapus princeps"">Zapus princeps ssp.</a> ssp., page 1018 in <a href=""http://arctos.database.museum/publication/10006714"">Malaney et al. 2013</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Microdipodops megacephalus nexus"">Microdipodops megacephalus nexus</a>, page 257 in <a href=""http://arctos.database.museum/publication/10000321"">Hall 1941</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis thysanodes vespertinus"">Myotis thysanodes vespertinus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10000132"">Manning and Jones 1988</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae vescus"">Thomomys bottae vescus</a>, page 389 in <a href=""http://arctos.database.museum/publication/10000246"">Hall 1935</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Mustela erminea muricus"">Mustela erminea muricus</a>, page 907 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis edwardraneyi"">Notropis edwardraneyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Retroculus boulengerii"">Retroculus boulengerii</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis altipinnis chowanus"">Notropis altipinnis chowanus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Percina evides ozarcana"">Percina evides ozarcana</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis bellus alegnotus"">Notropis bellus alegnotus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Petrocephalus pulsivertens"">Petrocephalus pulsivertens</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006838"">Lavoué et al 2010</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Etheostoma ditrema"">Etheostoma ditrema</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Cyprinella spiloptera"">Cyprinella spiloptera</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>; holotype of <a href=""http://arctos.database.museum/name/Cyprinella spiloptera"">Cyprinella spiloptera</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Notropis asperifrons"">Notropis asperifrons</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Megophrys"">Megophrys</a>, page 104 in <a href=""http://arctos.database.museum/publication/10004346"">Li and Wang 2008</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis mekistocholas"">Notropis mekistocholas</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Giraffa camelopardalis giraffa"">Giraffa camelopardalis giraffa</a>, page 58 in <a href=""http://arctos.database.museum/publication/10006644"">O'Leary 2010</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Urocyon cinereoargenteus scottii"">Urocyon cinereoargenteus scottii</a>, page 861 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Akodon boliviensis"">Akodon boliviensis</a>, page 790 in <a href=""http://arctos.database.museum/publication/10004365"">D'Elia et al. 2008</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Proechimys echinothrix"">Proechimys echinothrix</a>, page 441 in <a href=""http://arctos.database.museum/publication/10001773"">da Silva 1998</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Irenomys tarsalis"">Irenomys tarsalis</a>, page 552 in <a href=""http://arctos.database.museum/publication/10004443"">Steppan et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae aureus"">Thomomys bottae aureus</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae aureus"">Thomomys bottae aureus</a>, page 674 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Dasypus novemcinctus"">Dasypus novemcinctus</a>, page 979 in <a href=""http://arctos.database.museum/publication/1000094"">Gardner 2003</a>; symbiotype of <a href=""http://arctos.database.museum/name/Dasypus novemcinctus"">Dasypus novemcinctus</a>, page 981 in <a href=""http://arctos.database.museum/publication/1000094"">Gardner 2003</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 89 in <a href=""http://arctos.database.museum/publication/1000090"">Lessa and Cook 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 1522 in <a href=""http://arctos.database.museum/publication/1000082"">Cook and Lessa 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 1710 in <a href=""http://arctos.database.museum/publication/10004415"">Slamovits et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 938 in <a href=""http://arctos.database.museum/publication/10004493"">Cutrera and Lacey 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 668 in <a href=""http://arctos.database.museum/publication/10006516"">GONÇALVES et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias townsendii townsendii"">Tamias townsendii townsendii</a>, page 60 in <a href=""http://arctos.database.museum/publication/10005434"">Reid et al. 2012</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Arctodus"">Arctodus</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Mammut americanum"">Mammut americanum</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007084"">Zazula et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Gazella subgutturosa"">Gazella subgutturosa</a>, page 15 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a>, page 15 in <a href=""http://arctos.database.museum/publication/10006482"">Shapiro et al. 2004</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Sorex trowbridgii"">Sorex trowbridgii</a>, page 349 in <a href=""http://arctos.database.museum/publication/1000152"">Arai et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex trowbridgii"">Sorex trowbridgii</a>, page 682 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Equus"">Equus</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>; basis of illustration of <a href=""http://arctos.database.museum/name/Equus"">Equus</a>, page 272 in <a href=""http://arctos.database.museum/publication/10006579"">Guthrie and Stoker 1990</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma floridana baileyi"">Neotoma floridana baileyi</a>, page 256 in <a href=""http://arctos.database.museum/publication/10006547"">Graham et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex preblei"">Sorex preblei</a>, page 682 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tyrannus verticalis"">Tyrannus verticalis</a>, page 82 in <a href=""http://arctos.database.museum/publication/10006534"">Comité Científico, Asociación Ornitológica de Costa Rica. 2012.</a>; voucher of <a href=""http://arctos.database.museum/name/Tyrannus verticalis"">Tyrannus verticalis</a>, page 100 in <a href=""http://arctos.database.museum/publication/10006488"">Smith, A 1934</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma floridana osagensis"">Neotoma floridana osagensis</a>, page 798 in <a href=""http://arctos.database.museum/publication/1000056"">Edwards and Bradley 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma floridana"">Neotoma floridana</a>, page 498 in <a href=""http://arctos.database.museum/publication/10004420"">Edwards and Bradley 2002</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Talpa europaea"">Talpa europaea</a>, page 12 in <a href=""http://arctos.database.museum/publication/10004795"">Kang et al. 2009</a>; symbiotype of <a href=""http://arctos.database.museum/name/Talpa europaea"">Talpa europaea</a>, page 6 in <a href=""http://arctos.database.museum/publication/10004797"">Kang et al. 2009</a>; host voucher of <a href=""http://arctos.database.museum/name/Talpa europaea"">Talpa europaea</a>, page 595 in <a href=""http://arctos.database.museum/publication/10005393"">Kang et al. 2010</a>; host voucher of <a href=""http://arctos.database.museum/name/Talpa europaea"">Talpa europaea</a>, page 7499 in <a href=""http://arctos.database.museum/publication/10006256"">Kang et. al. 2011</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Microtus mexicanus"">Microtus mexicanus</a>, page 305 in <a href=""http://arctos.database.museum/publication/10007044"">Vance and Duszynski 1985</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Spilogale putorius"">Spilogale putorius</a>, page 336 in <a href=""http://arctos.database.museum/publication/191"">Flynn et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Rattus exulans"">Rattus exulans</a>, page 385 in <a href=""http://arctos.database.museum/publication/10006336"">Steppan et al. 2005</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Phyllotis wolffsohni"">Phyllotis wolffsohni</a>, page 591 in <a href=""http://arctos.database.museum/publication/10005430"">Haverkost and Gardner 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glareola maldivarum"">Glareola maldivarum</a>, page 457 in <a href=""http://arctos.database.museum/publication/148"">Gibson and Kessel 1992</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Melanerpes chrysogenys morelensis"">Melanerpes chrysogenys morelensis</a>, page 109 in <a href=""http://arctos.database.museum/publication/10006374"">Moore 1950</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Dendrocopos stricklandi aztecus"">Dendrocopos stricklandi aztecus</a>, page 104 in <a href=""http://arctos.database.museum/publication/10006367"">Moore 1946</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax fulvifrons"">Empidonax fulvifrons</a>, page 366 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Ortalis poliocephala lajuelae"">Ortalis poliocephala lajuelae</a> in <a href=""http://arctos.database.museum/publication/10006386"">Hardy and Webber 1975</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Lepidocolaptes leucogaster umbrosus"">Lepidocolaptes leucogaster umbrosus</a> in <a href=""http://arctos.database.museum/publication/10006378"">Moore 1934</a>""",1
Neoallotype(s),1
"syntype,holotype",1
"""voucher of <a href=""http://arctos.database.museum/name/Limosa lapponica"">Limosa lapponica</a>, page 155 in <a href=""http://arctos.database.museum/publication/52"">Kessel 1989</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Parascalops breweri"">Parascalops breweri</a>, page 30 in <a href=""http://arctos.database.museum/publication/10004504"">Duszynski and Upton 2000</a>; symbiotype of <a href=""http://arctos.database.museum/name/Parascalops breweri"">Parascalops breweri</a>, page 510 in <a href=""http://arctos.database.museum/publication/10007043"">Ford and Duszynski 1989</a>; symbiotype of <a href=""http://arctos.database.museum/name/Parascalops breweri"">Parascalops breweri</a>, page 512 in <a href=""http://arctos.database.museum/publication/10007043"">Ford and Duszynski 1989</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Emberiza aureola ornata"">Emberiza aureola ornata</a>, page 465 in <a href=""http://arctos.database.museum/publication/148"">Gibson and Kessel 1992</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Melospiza lincolnii"">Melospiza lincolnii</a>, page 263 in <a href=""http://arctos.database.museum/publication/52"">Kessel 1989</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calidris tenuirostris"">Calidris tenuirostris</a>, page 161 in <a href=""http://arctos.database.museum/publication/52"">Kessel 1989</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Zonotrichia atricapilla"">Zonotrichia atricapilla</a>, page 264 in <a href=""http://arctos.database.museum/publication/52"">Kessel 1989</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Metachirus nudicaudatus"">Metachirus nudicaudatus</a>, page 6 in <a href=""http://arctos.database.museum/publication/10007049"">Gardner et al 2013</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Dasypus novemcinctus"">Dasypus novemcinctus</a>, page 850 in <a href=""http://arctos.database.museum/publication/10004477"">Jimenez-Ruiz et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marmosops noctivagus"">Marmosops noctivagus</a>, page 29 in <a href=""http://arctos.database.museum/publication/10004473"">Voss et al. 2004</a>; symbiotype of <a href=""http://arctos.database.museum/name/Marmosops dorothea"">Marmosops dorothea</a>, page 279 in <a href=""http://arctos.database.museum/publication/10004396"">Heckscher et al. 1999</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ammospermophilus interpres"">Ammospermophilus interpres</a>, page 967 in <a href=""http://arctos.database.museum/publication/10006703"">Mantooth et. al.</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys lewisi"">Ctenomys lewisi</a>, page 451 in <a href=""http://arctos.database.museum/publication/1000172"">Ruedas et al. 1993</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Lepus tolai"">Lepus tolai</a>, page 1451 in <a href=""http://arctos.database.museum/publication/10004789"">Gardner et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus tolai"">Lepus tolai</a>, page 28 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Akodon siberiae"">Akodon siberiae</a>, page 156 in <a href=""http://arctos.database.museum/publication/10004403"">Smith and Patton 1993</a>; voucher of <a href=""http://arctos.database.museum/name/Akodon siberiae"">Akodon siberiae</a>, page 119 in <a href=""http://arctos.database.museum/publication/10004404"">Smith and Patton 1999</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Oligoryzomys chacoensis"">Oligoryzomys chacoensis</a>, page 555 in <a href=""http://arctos.database.museum/publication/10007175"">PALMA et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 182 in <a href=""http://arctos.database.museum/publication/1000048"">Salazar-Bravo et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 706 in <a href=""http://arctos.database.museum/publication/1000003"">Dragoo et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 198 in <a href=""http://arctos.database.museum/publication/1000001"">Salazar-Bravo et al. 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys nitratoides"">Dipodomys nitratoides</a>, page 2 in <a href=""http://arctos.database.museum/publication/10004521"">Best 1991</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias minimus"">Tamias minimus</a>, page 336 in <a href=""http://arctos.database.museum/publication/10004425"">Piaggio and Spicer 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias minimus"">Tamias minimus</a>, page 149 in <a href=""http://arctos.database.museum/publication/10004424"">Piaggio and Spicer 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias minimus neglectus"">Tamias minimus neglectus</a>, page 61 in <a href=""http://arctos.database.museum/publication/10005434"">Reid et al. 2012</a>""",1
"""erroneous citation of <a href=""http://arctos.database.museum/name/Zapus hudsonius intermedius"">Zapus hudsonius intermedius</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">Malaney and Cook 2013</a>; erroneous citation of <a href=""http://arctos.database.museum/name/Zapus hudsonius intermedius"">Zapus hudsonius intermedius</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">Malaney and Cook 2013</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Centrocercus minimus"">Centrocercus minimus</a>, page 446 in <a href=""http://arctos.database.museum/publication/10005376"">Young et al. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Meles meles"">Meles meles</a>, page 15 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Proechimys simonsi"">Proechimys simonsi</a>, page 101 in <a href=""http://arctos.database.museum/publication/10007060"">Haverkost and Gardner 2008</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myopterus whitleyi"">Myopterus whitleyi</a> in <a href=""http://arctos.database.museum/publication/10007066"">Van Cakenberghe et al 1999.</a>""",1
Holotype of Eupetes caerulescens neumanni,1
"Holotype of Peneothello cryptoleucus maximus (Diamond, 1985)",1
[Paratype],1
"""voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a> in <a href=""http://arctos.database.museum/publication/10007676"">Losey et al 2016</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 365 in <a href=""http://arctos.database.museum/publication/10004834"">Weckworth et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 919 in <a href=""http://arctos.database.museum/publication/193"">Weckworth et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a>, page 214 in <a href=""http://arctos.database.museum/publication/127"">Halanych et al. 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a>, page 600 in <a href=""http://arctos.database.museum/publication/184"">Waltari et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a> in <a href=""http://arctos.database.museum/publication/10007489"">Cason et al. 2016</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus timidus"">Lepus timidus</a>, page 214 in <a href=""http://arctos.database.museum/publication/127"">Halanych et al. 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus timidus"">Lepus timidus</a>, page 600 in <a href=""http://arctos.database.museum/publication/184"">Waltari et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thylamys venustus"">Thylamys venustus</a>, page 8 in <a href=""http://arctos.database.museum/publication/10005428"">Giarla et al. 2010</a>; symbiotype of <a href=""http://arctos.database.museum/name/Thylamys elegans"">Thylamys elegans</a>, page 139 in <a href=""http://arctos.database.museum/publication/10007050"">Gardner and Hugot 1995</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lasionycteris noctivagans"">Lasionycteris noctivagans</a>, page 399 in <a href=""http://arctos.database.museum/publication/10004740"">Valdez et al. 1999</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Spermophilus mohavensis"">Spermophilus mohavensis</a>, page 372 in <a href=""http://arctos.database.museum/publication/10006260"">Bell et. al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Xerospermophilus mohavensis"">Xerospermophilus mohavensis</a>, page 1439 in <a href=""http://arctos.database.museum/publication/10006538"">Fernández 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Monodelphis domestica"">Monodelphis domestica</a> in <a href=""http://arctos.database.museum/publication/10004479"">Gouin et al. 2006</a>; voucher of <a href=""http://arctos.database.museum/name/Monodelphis domestica"">Monodelphis domestica</a>, page 332 in <a href=""http://arctos.database.museum/publication/10005487"">Solari 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Monodelphis domestica"">Monodelphis domestica</a>, page 263 in <a href=""http://arctos.database.museum/publication/10006282"">Caramaschi et. al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marmosops ocellatus"">Marmosops ocellatus</a>, page 22 in <a href=""http://arctos.database.museum/publication/10004473"">Voss et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marmosops dorothea"">Marmosops dorothea</a>, page 526 in <a href=""http://arctos.database.museum/publication/1000105"">Palma and Spotorno 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Marmosops ocellatus"">Marmosops ocellatus</a>, page 31 in <a href=""http://arctos.database.museum/publication/10004473"">Voss et al. 2004</a>; symbiotype of <a href=""http://arctos.database.museum/name/Marmosops dorothea"">Marmosops dorothea</a>, page 281 in <a href=""http://arctos.database.museum/publication/10004396"">Heckscher et al. 1999</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Sturnira lilium"">Sturnira lilium</a>, page 782 in <a href=""http://arctos.database.museum/publication/10004862"">Notarnicola et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenomys steinbachi"">Ctenomys steinbachi</a>, page 451 in <a href=""http://arctos.database.museum/publication/1000172"">Ruedas et al. 1993</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Akodon kofordi"">Akodon kofordi</a>, page 74 in <a href=""http://arctos.database.museum/publication/10004942"">Salazar-Bravo et al. 2002</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Otus cooperi chiapensis"">Otus cooperi chiapensis</a> in <a href=""http://arctos.database.museum/publication/10006369"">Moore 1947</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 1 in <a href=""http://arctos.database.museum/publication/10006633"">Sonsthagen et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus californicus texianus"">Lepus californicus texianus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10004516"">Best 1996</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma albigula albigula"">Neotoma albigula albigula</a>, page 278 in <a href=""http://arctos.database.museum/publication/10004391"">Edwards et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma albigula"">Neotoma albigula</a>, page 498 in <a href=""http://arctos.database.museum/publication/10004420"">Edwards and Bradley 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys margaritae"">Dipodomys margaritae</a>, page 379 in <a href=""http://arctos.database.museum/publication/10004434"">Alexander and Riddle 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Dipodomys margaritae"">Dipodomys margaritae</a>, page 1 in <a href=""http://arctos.database.museum/publication/10004534"">Best 1992</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 55 in <a href=""http://arctos.database.museum/publication/10006489"">Kalkvik et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a> in <a href=""http://arctos.database.museum/publication/1000062"">Dragoo et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex haydeni"">Sorex haydeni</a>, page 158 in <a href=""http://arctos.database.museum/publication/139"">Demboski and Cook 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex haydeni"">Sorex haydeni</a>, page 682 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calomys musculinus"">Calomys musculinus</a>, page 182 in <a href=""http://arctos.database.museum/publication/1000048"">Salazar-Bravo et al. 2001</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Platyplacopus kuehnei carinatus"">Platyplacopus kuehnei carinatus</a>, page 129 in <a href=""http://arctos.database.museum/publication/10000024"">Gressitt 1938</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Rhyacotriton variegatus"">Rhyacotriton variegatus</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Chiropterotriton rabbi"">Chiropterotriton rabbi</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000348"">Wake 1975</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Sonora semiannulata gloydi"">Sonora semiannulata gloydi</a>, page 186 in <a href=""http://arctos.database.museum/publication/10000395"">Stickel 1938</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Dicamptodon aterrimus"">Dicamptodon aterrimus</a>, page 494 in <a href=""http://arctos.database.museum/publication/10004805"">Wake 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Urosaurus graciosus"">Urosaurus graciosus</a>, page 879 in <a href=""http://arctos.database.museum/publication/10004882"">Schulte et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Taricha rivularis"">Taricha rivularis</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Salamandrina terdigitata"">Salamandrina terdigitata</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Cynops orphicus"">Cynops orphicus</a>, page 46 in <a href=""http://arctos.database.museum/publication/10000203"">Risch 1983</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Xantusia riversiana"">Xantusia riversiana</a>, page 29 in <a href=""http://arctos.database.museum/publication/10000297"">Cope 1883</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Mauremys mutica"">Mauremys mutica</a>, page 15 in <a href=""http://arctos.database.museum/publication/10004317"">Spinks and Shaffer </a>; voucher of <a href=""http://arctos.database.museum/name/Mauremys mutica"">Mauremys mutica</a>, page 460 in <a href=""http://arctos.database.museum/publication/10004873"">Fong et al. 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Eleutherodactylus omoaensis"">Eleutherodactylus omoaensis</a>, page 155 in <a href=""http://arctos.database.museum/publication/10000156"">Wilson 1997</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Hydromantes brunus"">Hydromantes brunus</a>, page 153 in <a href=""http://arctos.database.museum/publication/10000118"">Gorman 1954</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Typhlops adamsi"">Typhlops adamsi</a>, page 64 in <a href=""http://arctos.database.museum/publication/10000309"">Tanner 1951</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Ensatina eschscholtzii picta"">Ensatina eschscholtzii picta</a>, page 425 in <a href=""http://arctos.database.museum/publication/10000094"">Wood 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Plethodon elongatus"">Plethodon elongatus</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Japalura brevipes"">Japalura brevipes</a>, page 117 in <a href=""http://arctos.database.museum/publication/10000283"">Gressitt 1936</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Bothrops tzotzilorum"">Bothrops tzotzilorum</a>, page 48 in <a href=""http://arctos.database.museum/publication/10000115"">Campbell 1985</a>""",1
"""referral of <a href=""http://arctos.database.museum/name/Tympanuchus cupido"">Tympanuchus cupido</a>, page 5 in <a href=""http://arctos.database.museum/publication/10007295"">Byre 1990</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa rufescens"">Bolitoglossa rufescens</a>, page 328 in <a href=""http://arctos.database.museum/publication/10005491"">Parra-Olea et al. 2004</a>""",1
