islandgroup,reps
Upernavik Archipelago,1
Norfolk Ridge,1
Ambergris Cays,1
Natuna Ids.,1
Islas los Testigos,1
Boo Is.,1
Agalega Islands,1
Shantar Islands,1
"Negritos, Islas",1
Aleipata Islands,1
Palm Island,1
Comorro Is,1
Rocas Alijos,1
ISLAS SAN BENITO,1
TRINIDAD AND TOBAGO,1
North Solomons Prov. (poss.),1
Quiniluban Ids.,1
North Atlantic Ocean,1
Comoro Is,1
West Indes,1
Tres Marías,1
St.-Barthelemy,1
Comoro Islands*?,1
Watubela Archipelago,1
Antilles,1
E or W New Britain Prov.,1
Rowa Islands,1
Hermit Is.,1
Wellington Prov.,1
Garry Islands,1
De Long Group,1
Berkeley Islands,1
ISLAS MARIAS,1
Gulf of Carpentaria,1
Kalimantan Timur,1
Tamia Islands,1
Trobriand Islands,1
Eniwetok Atoll,1
Queen Elizabeth Ids.,1
Solomons,1
West Papua,1
Izu Shichito Ids.,1
Rhio Ids,1
îles d'entrecasteaux,1
Kerama Islands,1
Gordon Group,1
Marcus-Necker Rise,1
East Frisian Islands,1
Sir Edward Pellew Group of Islands,1
Northern Territories,1
Lomaiviti Ids.,1
Hawaiian Islands*,1
Tuscan Archipelago,1
Nomuka Group,1
Marquesas Keys,1
Isle-aux-Grues,1
N. Loo Choo Islands,1
Cholla-pukto Prov.,1
Mingan Islands,1
Alor Archipelago,1
Riu Kiu [Ryukyu] Islands,1
Tierra del Fuego Is.,1
Hanish Islands,1
Plana Cays Bank,1
Las Islas del Maiz [Corn Islands],1
WEST INDIES IS,1
Rizal Prov.,1
Ringgold Is.,1
presumed Morobe Prov.,1
EAST INDIES,1
Lam Dong Prov.,1
Hawaiian Ids,1
Arquipélago Fernando de Noronha,1
Central Dist.,1
"Murciélago, Islas",1
Kyoto Pref.,1
Lesser Antilles Ids.,1
Kudobin Islands,1
Palau Ids.,1
Cook Archipelago,1
Talaut Islands,1
Western Australia ??,1
samoa,1
Lesser Antilles.,1
Ranong Prov.,1
lesser sunda,1
Südsee-Inseln,1
Pacific Ocean Is,1
Juan Fernandez Archipelago,1
Grey Islands,1
Kuril Islands,1
valparaiso,1
Aleutian Ids.,1
Cocos Is.,1
Nawakot Dist.,1
Hall Islands,1
Wellesley Islands,1
Sheperd Islands,1
Islas Cavinzas,1
Ha'apai Islands,1
Ascension Island,1
Hen and Chicken Islands,1
Tayabas Prov.,1
Melchior Islands,1
Loochoo Islands,1
Aukland Islands,1
dauban,1
Mamanuca Arch.,1
Ngemelis Is.,1
Triangle Ids.,1
New Hebrides Islands,1
Daily Islands,1
Otago Prov.,1
Aran Islands,1
Ilhéus do Rombo,1
Ship and Barge Islands,1
Southampton Islands,1
Surin Islands,1
Rowley Shoals,1
Whidbey,1
Irian Jaya Prov.,1
Talbot Islands,1
Lihir Island Group,1
Marquesas,1
FAIRFIELD CO,1
Little Bahamas Bank,1
?,1
Chiloe Archipelago,1
Chandranighar Prov.,1
Ashmore Islands,1
Pepperfish Keys,1
Herring Islands,1
line islands,1
Vestmannaeyjar,1
Discovery Islands,1
Western Visayan Islands,1
