waterbody,reps
Bidding Springs,14
Corrumpa Creek,14
R. San Juan basin ; Upper Rio San Juan,14
Rio Yaqui,14
R. Amazonas basin; R. Colorado,14
R. Magdalena basin ; R. Cauca,14
Mud Lake,14
Luxapallila River - Tombigbee River,14
Bluestone R.,14
R. Pina,14
POTEAU RIVER,14
Sassandra River - Bafing River,14
Alabama Creek,14
Conser Creek,14
Little Buffalo R.,14
Warrior River,14
balkhach,14
Campo do Embaubal,14
Truner Creek,14
Rio Mezquital,14
trib Mae Nam Tapi (river),14
Cape Fear River,14
kabala,14
Rio Madre de Dios - Rio Madeira - Rio Amazonas,14
Musreau Lake,14
Cold Creek,14
New River - Ohio River,14
Kehiwin Lake,14
San Juan River,14
Patterson Lake,14
Comal River,14
Great-Absecon Bay Basin (misc. creek tribs),14
Elk River - Tennessee River - Ohio River,14
French Broad River - Tennessee River - Mississippi River,14
R. Tigre,14
Yakima R.,14
Osage River - Missouri River,14
West Fork French Broad R.,14
Makona River - Moa River,14
Pacific Ocean; Albay Gulf,14
Locust Fork of Black Warrior River - Tombigbee River,14
Baraboo River - Wisconsin River - Mississippi River,14
S. Fork Elkhorn River,14
Sandakan Bay Drainage; Kabili R.,14
Lake Supply,14
Forest Lake,14
nidia,14
Gourd Creek,14
Laoua River - Loffa River,14
White,14
Red River of the North - Neslon River - Hudson Bay,14
R. Tapiche basin,14
Escambia River - Pensacola Bay - Gulf of Mexico,14
"North Sea, Southern Bight, off the coast of East Anglia",14
Napa River,14
Lake Ponchartrain,14
R. Amazonas basin; Lago Yarinacocha,14
Wallen Creek,14
Napo River,14
Little Tallachatchie River,14
Waddell Creek,14
O.C. Fisher Lake,14
Woodland,14
Pra R. Drainage; Ofin R.,14
Stones River - Cumberland River,14
Yellow River - Altamaha River,14
Beaver Creek - Ohio River,14
Red Bayou,14
Pichilingue Bay,14
Little Sandy Creek,14
Republic River,14
North River - Black Warrior River - Tombigbee River - Mobile Bay,14
Hathorn Sound,14
Quapaw Creek,14
Cowan (James) Bay,14
Ross Branch,14
Old R.,14
Middle Fork Salt R.,14
Kapuas R. Basin; Sungai Paklehung,14
Humboldt Bay,14
Kentucky River,14
Blue Bayou,14
Cutbank River,14
Big Cedar Creek - Altamaha River,14
Campo do Lago Preto,14
New R. (S FL),14
North Fork Cosumnes R.,14
1997,14
North Muddy Creek,14
Cano Grulla,14
Little Cypress Creek,14
Ntem River System; Menyoo River,14
"Pacific, China Sea, Nasugbu Bay",14
Lake Malawi,14
Inglefield Gulf,14
Upper Republican River,14
magdalena,14
R. Marguareta,14
Hazard Bay,14
LAKE PETEN,14
Long Tom R.,14
West Fork of Glover River,14
Río Sixaola,14
Sager Creek,14
Río Yali,14
East Armuchee Creek - Coosa River - Alabama River,14
Baptizing Creek,14
Río Portugeusa - Río Apuré,14
Drainage: Colorado,14
Troublesome Creek,14
Po R.,14
Mountain Fork Little R.,14
bengo,14
Middle Branch Mill Creek,14
Republican R.,14
Tesesquite Creek,13
Chewacla Creek - Alabama River,13
Pavlof Bay,13
Klamath River,13
Río Guayas,13
Rio Momon,13
Shade R.,13
Tigris River,13
Tracy Creek,13
Rio Branco - Rio Branco - Rio Negro,13
Ponka Bok Creek,13
R. Amazonas basin; R. Ucayali,13
Kill Creek,13
Clear Fork River - Cumberland River,13
North Platte River - Missouri River - Mississippi River,13
Río Chiriquí Viejo - Pacific Ocean,13
cauvery,13
Pit R.,13
Lindsey Creek,13
Little Timber Creek,13
Moroto,13
Abojle R.,13
Little Blue Basin,13
R. San Pedro,13
R. Grande,13
Wattensaw Bayou,13
Little River - Suwannee River,13
Magdalena R. basin; Rio Cauca Basin,13
Rocky Ford Creek,13
"Pacific, Celebes Sea, Moro Gulf",13
"North Sea, Scheldedelta",13
Kaituma R.,13
Steely Hollow,13
Buster Creek,13
Wayan Creek,13
Trib. to Roubidoux Creek,13
Paradise Creek,13
Chesapeake Bay Basin (misc. creek tribs),13
Cut River,13
Uvita Bay,13
Río Conchos,13
Amber Creek,13
R. Amazonas,13
kola,13
Bois D'arc Creek,13
Spencer Gulf,13
Gulf of Dulce,13
Spring at Nueces River,13
Chehalis River basin; Skookumchuck River,13
PEDREGAL R.,13
West Barnitz Creek,13
Crow River,13
nera,13
Clapps Creek,13
Trib. to N. Branch Middle Creek,13
Mayor Channel,13
Medicine Bow Creek,13
Grays Harbor,13
Rio Sao Mateus,13
Atlantic Ocean; Vineyard Sound,13
Black Warrior River - Tombigbee River - Mobile River,13
Tributary of Glover Creek,13
Pamlico Sound - North Atlantic Ocean,13
Carnahan Creek,13
Essequibo R. basin; Konawaruk Pool,13
Cole Creek,13
R. Itu,13
Lokunje R.,13
IOWA RIVER,13
Perry Lake,13
Pecos River drainage,13
Drainage: Feather R.,13
Lago do Porção,13
R. Orinoco-Guaviare basin; R. Losada,13
Estuary,13
Drake's Bay,13
Turtle Bayou,13
Pond R.,13
Chicken Creek,13
Rio Portuguesa & Cano Falcon,13
Ouachita,13
Maury R.,13
Mine Creek,13
Poplar Creek,13
Rapti R. drainage; Lotal R.,13
E. Painterhood Creek,13
Line Creek - Alabama River - Mobile Bay,13
Nacimiento River,13
Laguna Chancanab,13
R. Esmeraldas Basin; R. Cupa,13
Lago Suchitoto,13
lez,13
Calcasieu River,13
"Pacific, Kalohi Channel",13
R. Frio,13
Coos Bay,13
Guy Sandy Creek,13
Little Wakaruse River,13
Río Escalante - Lago Maracaibo,13
Rio Mavaca - Rio Orinoco,13
White River - Lake Michigan,13
Windy Creek,13
Choctafaula Creek - Uphapee Creek - Tallapoosa River,13
Saline,13
North Otter Creek,13
North 'Prong' Jacks Fork River,13
Raemer Creek,13
McLeod Lake (undet.),13
Volta River - Gulf of Guinea - Atlantic Ocean,13
Rio Reventazon,13
capot,13
Rambler Channel,13
Doga Creek,13
R. San Juan basin ; R. Condoto,13
gr. scarcies,13
Chickasawhay R.,13
N. Branch Whitewater River,13
Pawhuska Lake,13
"Arctic Ocean, Baffin Bay",13
Parana/De La Plata Basin; R. Paraguay,13
Perak R.,13
Camp Creek Lake,13
Gunpowder River - Chesapeake Bay,13
Muskegon River - Lake Michigan,13
Evansville Creek,13
Rivanna R.,13
Korea Bay,13
Redwood Cr.,13
Little Sugar Creek,13
Kribi R. System; Chenge R.,13
"Pacific, China Sea, Looc Bay",13
Gila River,13
Cottonwood Cr.,13
Little Indian Creek,13
Congo (Zaire) R. Basin; Ikabo R.,13
Little Crow Creek - Tennessee River,13
Río Yuruarí,13
Drainage: RIO GUAYAS,13
Hay Creek,13
Perdido River - Perdido Bay,13
Tracey Creek,13
Bow River,13
Ladder Creek,13
JAMES RIVER,13
Rio Parana Basin,13
Trang R. basin,13
Río Jalatengo,13
Kern R.,13
Dry Bay,13
Uphapee Creek - Tallapoosa River - Alabama River - Mobile Bay,13
Russian R. Basin; Russian R.,13
Bar Ditch,13
Nolleytuby Creek,13
Green Lake,13
Río Yauco,13
Dismal Lake,13
Lake Bayou,13
Drainage: Coyote R.,13
Crescent Lake,13
b.de mobile,13
Guaymas Bay,12
Lukfata Creek Slough,12
Holly Creek - Coosa River - Alabama River - Mobile Bay,12
West Bay,12
San Francisco Bay Basin (misc. creek tribs),12
Almond Creek,12
strymon,12
LITTLE RIVER,12
biredjik,12
Peacheater Creek,12
Davao Gulf,12
"Pacific, Tawau Bay; Sebuku Bay",12
R. Quininde,12
Goose Lake,12
Zambezi/Zambese,12
Guadalupe River drainage,12
Blue River Basin,12
Un. Tr. Pottawatomie Creek,12
Hawkes Bay,12
Drainage: Eel River,12
Luksuklo Creek,12
Papermill Cr.,12
R. Polochic System,12
Petit Jean River,12
"Pacific, Samar Sea, Carigara Bay",12
Fort Cobb Reservoir,12
Vichada,12
g.du drin,12
Unnamed Tributary (Middle Carter Creek),12
Rio Sugandi,12
R. Amazonas basin; R. Maranon,12
Youlbeluu Stream,12
R. Panuco Basin; R. Verde,12
Rockfish R.,12
Clearwater Creek,12
Someswan River,12
Carribean Sea - Atlantic Ocean,12
1981,12
Kansas - Lower Republican,12
ravine du gol,12
South Branch Raritan R.,12
Little Mill Creek,12
Roadside Ditch,12
Tributary of Rock Creek,12
Coahulla Creek - Coosa River - Alabama River,12
Nelson Creek,12
COYOTE CREEK,12
Fishpond Creek,12
Rio Hondo,12
GULF OF MEXICO,12
Blue Lake,12
Wabash R.,12
Au Sable/L. Huron,12
Chattahoochee River - Appalachicola River,12
Rock Canyon Creek,12
Egypt Creek,12
Sioux River,12
East Branch Ware R.,12
Hampton Creek,12
Bear R.,12
Tributary of Mountain Fork River,12
Konkouré River,12
Lake Carl Etling,12
Cheat R.,12
Sulfur River,12
Big Spring,12
Salter Creek,12
San Joaquin R. Basin,12
Middle Fork Wolf River,12
Cucumber Creek,12
Irrawaddy R. Drainage,12
Aravaipa Creek,12
White Volta,12
Middle Yegua Creek,12
"Arctic Ocean, Hudson Bay",12
"Atlantic, Bay of Fundy",12
Mekong Basin; Mekong R. mainstream,12
Vermillion River,12
Home Creek,12
R. Bue,12
Palo Alto Creek,12
R. Hualaga system,12
Funghwa (Fung Hiva?) River,12
Star Lake,12
Massachusetts Bay,12
Someswari River - Kushiyara River - Meghna River - Bay of Bengal,12
Wire Branch,12
Lyon,12
Big Sallisaw Creek,12
l.kinkony,12
Similkameen R.,12
Lake of the Woods - Neslon River - Hudson Bay,12
South Fork of Dirty Creek,12
Drainage: R. Grande de Santiago; Laguna de Chapala,12
Obed River - Tennessee River,12
Bangpakong Basin,12
Tamusui R.,12
Rio Jari,12
Bent Creek,12
Emachaya Creek,12
Oscar Creek,12
Keeler Creek,12
Rio Cuareim - Rio Uruguay,12
Tenkiller Reservoir,12
Coppename R. basin; Coseswijne R.,12
Dirty Creek,12
Shuswap Lake,12
Jack Fork and Tributaries,12
PAJARO RIVER,12
"Pacific, Jolo Sea",12
"Pacific, Guaymas Bay",12
Au Sable River - Lake Huron,12
Cypress Creek (Cache River Dr),12
San Gabriel R.,12
Swan Creek,12
Ngeremeskang R.,12
Pony Creek,12
Haapu Bay,12
Spenser Creek,12
pasvik,12
"Atlantic, Passamaquoddy",12
Takuapa R. Basin,12
Russian R. Basin; Maacama Cr.,12
charente,12
Denwiddie Bayou,12
Tributary of Bread Creek,12
Little Elk Creek,12
Atlantic Ocean; Pamlico Sound,12
Chapman Creek,12
North Bosque River,12
Push Creek,12
Pass Creek,12
Blood Creek,12
Sattahip Bay,12
Río Sandial,12
R. Amazonas basin; R. Pichis,12
Yukon R. Delta,12
Jumper Creek,12
Adyar R.,12
GOGOL R. DRAINAGE; ULIEG CREEK,12
"Indian, Gazi Bay",12
"Pacific, South China Sea, Manila Bay",12
BLACK WARRIOR RIVER,12
"Pacific, Milne Bay",12
Surratt Branch,12
R. del Pinar,12
Claybank Creek- Choctawhatchee River,12
Neches R.,12
Baram R. Drainage,12
Bohannon Creek,12
Big Coyote Creek,12
ouebi chibeli,12
Kra Buri Basin,12
Cartecay R.,12
"Atlantic, Great South Bay",12
Cedar Canyon Creek,12
Buckner Creek,12
Black Warrior R.,12
Sullivan Creek,12
Arikaree River,12
Moraine Bay,12
Chantaburi basin,12
Kent Creek,12
Angelina River,12
West Otter Creek,12
Slave River Delta,12
Canal do Torrão,12
rio Amazonas,12
Wateree River - Cooper River,12
Visayan Sea,12
Laloki River,12
Boley Creek,12
Upper Rapti R.,12
1991,12
Rock River,12
renner,12
Niger,12
Gasper River - Barren River - Green River,12
Young's Creek,12
Mexican Bend (oxbow),12
Cuyuni,12
White River drainage,12
Rio Tehuantepec,12
North Branch Metedeconk R.,12
R. Amazonas basin; R. Solimoes,12
Coleto Creek Lake,12
MILL CREEK,12
1982,12
North acific Ocean,12
Waubay Lake,12
Río Tambopata,12
Rio Gurguéia,12
Marie Lake,11
R. Motagua basin; R. Managua,11
Río Piedras,11
Parana/De La Plata basin; Arroyo Trementina,11
Drainage: Klamath R.,11
Cagayan R.,11
Río Raposo,11
gila,11
"North Sea, Southern Bight, Thornton Bank",11
Columbia R. Basin; Columbia R.,11
Lake Sentani,11
Rio Para,11
"Atlantic, Mediterranean Sea  - Tyrrhenian Sea",11
Orinoco R. basin; R. Casiquiare,11
Lake Weir,11
Bowman Creek,11
nipe,11
Deep Bay,11
Wandering River,11
Lake Turkana,11
Opequon Creek,11
Río Espíritu Santo,11
Rio Piancó,11
Beaver R.,11
Lake Hovsgol,11
West Fork Stones River,11
Drainage: Trinity River,11
MAGDALENA BAY,11
Golfo de Guayaquil,11
Little Brazos R.,11
Río Jemez,11
Batang Balui,11
Toyah Creek,11
Mitchell Bay,11
North Caney Creek,11
Ochlocknee River,11
Little Pigeon Creek,11
Onslow Bay Basin (creek tribs),11
Shiawassee River - Lake Huron,11
"Atlantic, Caribbean Sea, Gulf of Venezuela",11
"Atlantic, Mediterranean Sea, Saint George Bay",11
Carrizo Creek,11
R. Motilones,11
R. Dagua basin ; R. Dagua,11
McCluer Gulf,11
R. Amazonas basin; Lagoa Grande,11
Creek & Essequibo River,11
George's Run,11
Moco-Moco River,11
Shady Grove Creek,11
Netravati R. System,11
"Pacific, Taiwan Strait",11
Shunganunga Creek,11
Irrawaddy River drainage,11
Borrow Pitt Swamps,11
Llano R.,11
Trout Creek,11
Little Caney Creek,11
Buguey River,11
Bahia Panama,11
R. Patia basin,11
Drainage: LAKE WINNIPEG/NELSON RIV,11
"South Atlantic Ocean, Golfo San Jose",11
Kansas R.,11
Gambie River,11
Horn Creek,11
Lake Ponchartrain - Gulf of Mexico,11
Bourbeuse River - Mississippi River,11
Sisemore Creek,11
Stink Branch of Rock Creek,11
Lake Brownwood,11
Río Chepo (Bayano) - Pacific Ocean,11
Candy Creek,11
Spruce Creek,11
"Pacific, Lobos De Tierra Bay",11
dordogne,11
Bear Creek arm Pickwick Lake - Tennessee River,11
Sheep River,11
Upper Dry Creek Tributary of Sand Creek,11
Dry Hollow.,11
Amisk Lake,11
Spring Creek- Coosa River - Alabama River,11
Rio Pau Alto,11
Mississippi R. Drainage; South Platte R.,11
Eagle Creek,11
"North Sea, Southern Bight, Putten boven Noordhinder",11
Lago de Maracaibo,11
Rio Nusiniscato,11
Cleveland City Lake,11
rio Tocantins,11
Big Nemaha River,11
Feamster Lake,11
dothio,11
Parson's Bay,11
North Fork Navarro R.,11
Drainage: Cheat River; Shaver's Fork,11
Black River drainage,11
zousfana,11
Pedlar R.,11
Drainage: Irrawaddy (Dayinjiang),11
Pansipit R. Drainage; Lake Bombon (=Lake Taal),11
Whitewater Creek - Apalachicola River,11
Rio Delores,11
Independence Lake,11
Salinas R.,11
Des Moines R.,11
Rice Canal,11
Rio Macaé,11
Benito River System; Mengo River,11
Board Camp Creek,11
Swampy Area,11
Huntress Creek,11
Drainage: Pajaro River,11
Boca San Pedro - Pacific Ocean,11
Onapa Slough,11
West Fork Cuivre R.,11
East Fork Glover,11
Big Bend oxbow,11
massane,11
hienghene,11
mene,11
Drainage: Mississippi,11
Drainage: R. Maranhao,11
Lingayan Gulf,11
Carmel R.,11
TSUGARU KAIKYO,11
Drainage: Humboldt R.,11
Delaware Bay,11
Holly Springs,11
South Fork of Calvary Creek,11
Mulberry Creek - Chattahoochee River - Apalachicola River,11
Skeleton Creek,11
Lake Merced,11
Bemis Creek,11
Volta R. Basin; Afram R.,11
Trib. to Horseshoe Creek,11
Twin Lakes,11
Rio Corobici,11
The Grand Forks,11
Tomike Creek,11
Agogo R.,11
Umpqua R.,11
Tokyo Bay,11
Frenchman Creek,11
Tributary of Sand Creek,11
"Atlantic, Gulf Of Maine",11
SE Gulf of Alaska,11
Gihmel (Ngerimel) R.,11
Rapid River - Little Bay De Noc - Lake Michigan,11
Illinois Bayou,11
Cottier Creek,11
Sanaga R. System; Sanaga R.,11
Whitewater Creek,11
Peavine Creek,11
Rio Petrohue basin; Lago Todos Santos,11
Kanayama Bay,11
Anchor Bay,11
Sandy Creek (Cache River Dr),11
Chiniak Bay,11
Ramu R. Drainage; Bosngun (Bur) R.,11
Little Lee Creek,11
Golfo de Parita - Pacific Ocean,11
Rio Almada,11
Saosoko Gawa R.,11
Kilini Creek,11
Birch Cove,11
Waresha Creek,11
Red,11
Tanjay River,11
chad,11
Kaiugnak Bay,11
Maumee R.,11
East Terrapin Creek,11
Lake Eyasi,11
Rio Moho?,11
Cooking Lake,11
WADELL CREEK,11
Small Stream,11
R. Beni basin,11
East Fork Niangua River,11
kahayan,11
"Drainage: La Merced, Rio Chanchamayo",11
New River - Kanawha River - Ohio River - Mississippi River,11
Rio Coclé del Norte - Carribean Sea,11
Enid Lake - Vocona River,11
Pra R. Basin ?; Birrim R.,11
Rainy River - Neslon River - Hudson Bay,11
neva,11
San Jacinto,11
Cedar or Root River,11
Branch of Elm Creek,11
BIG SANDY RIVER,11
Salkehatchee River - North Atlantic Ocean,11
Buck Lake,11
"North Atlantic Ocean, Caribbean Sea, Serrana Bank",11
Ubangi River - Congo River,11
Bahia de Los Angeles,11
Brazos River floodplain,11
Mink Lake,11
roanoke,11
Río Tallaboa,11
Tanjay R.,11
Brazeau River,11
"Raisin R., to Lake Erie",11
koura,11
Aucilla River,11
"Atlantic, Castle Harbor",11
Rockcastle R.,11
Cahaba R.,11
Poha R.,11
Southern,11
South Wyaconda River,11
Caney Fork River - Cumberland River - Mississippi River,11
Shoal River - Yellow River,11
David Dyer Creek,11
Little Boggy Creek,11
Wahoo Creek,11
Wood Creek,11
Kinabutan R.,11
Jim Creek (Cache River Dr.),10
'Caldera Bay',10
Carpenter Branch,10
R. Amazonas basin; Lago Jara (=L. Tana?),10
Little Rock Creek,10
Bahia de los Frailes,10
Río de la Plata,10
R. Amazonas basin; RIO UCAYALI,10
Arapaho Creek,10
Bahia Tortugas,10
RIO AMPIYACU,10
LITTLE MIAMI RIVER,10
madeleine,10
Short Creek,10
Auke Bay,10
J. B. Thomas Lake,10
trib Essequibo River,10
"Pacific, Solomon Sea, Honiara Harbor",10
South Branch Potomac R.,10
"North Atlantic Ocean, Delaware Bay",10
Chignik Bay,10
Rock River - Savannah River,10
R. Bacanga,10
Kickapoo Creek.,10
Euchre Creek,10
Clay Creek,10
South Fork New River - Ohio River - Mississippi River,10
Concepcion Bay,10
Sepik River - Bismarck Sea - Pacific Ocean,10
Un. Trib. Bazile Creek,10
Day Creek,10
Brazos Drainage,10
Five Creek,10
Bridge Lake,10
Ontonagon River,10
Bridge Lakes,10
Dover River,10
Zaire River,10
Namur Lake,10
Escatawpa River - Pascagoula River,10
Tippah River - Little Tallahatchie Canal,10
Kribi River System; Ebome River,10
Tortolo Bay,10
Cutoff of Little River,10
Nyong R. Basin; Mfunde R.,10
Birney Creek,10
Buzzard's Bay,10
Golfo de Batabano,10
R. Magdalena basin ; Rio Paila into Rio Cauca,10
UOBS Swim Beach,10
Nianda River - St.Paul River,10
Río Pisque,10
Mae Nam Mun River,10
Alcovy River - Altamaha River,10
North Pacific Ocean ?,10
Fancy Creek,10
Cuivre River,10
ucayali,10
R. Amazonas basin; TUYE CANO,10
Robertson Creek,10
têt,10
Dillberry Lake,10
Berry Creek,10
arataye,10
paraiba,10
Clinton Lake,10
Yukon R. Basin,10
Rio dos Frades,10
Little River Slough,10
Trim Creek,10
Campo da Costa do Iranduba,10
Chattahoochie River - Apalachicola River,10
Yellowstone River - Missouri River - Mississippi River,10
Chewacla Creek - Tallapoosa River - Alabama River,10
Rio Bayano,10
R. Amazonas basin; RIO NEGRO,10
Albion Creek,10
N. GULF OF PATRAS,10
Parker Creek,10
Huron River - Lake Erie,10
Campo Suburbio,10
Rio Jutai,10
Kribi R. System; Bilobi R.,10
Rio Bio Bio Basin,10
CUMBERLAND RIVER,10
Sepulga River - Escambia River,10
"North Sea, Southern Bight, Noordhinder",10
Tana River,10
Biscayne Bay,10
Lime Creek,10
Sao Francisco R.basin ; RIO SAO FRANCISCO,10
Edwards/Silver Creek,10
Barren Creek,10
Alder Cr.,10
Withlacoochee River - Gulf of Mexico,10
Boar Creek,10
Broken Creek,10
trib Mae Nam Tapi,10
Drainage: R. Tapajos,10
Shavehead Lake,10
Dapitan Bay,10
Melombo R.,10
Hunter Cr.,10
Mindanao Sea,10
Lores Branch Creek,10
Decker Creek,10
Daniel's Creek - Withlacoochee River - Suwannee River,10
Old Cedar Creek,10
Drainage: Rempi R.,10
"North Atlantic Ocean, Caribbean Sea, West Caribbean Sea",10
North Fork of Walnut Creek,10
E. V. Spence Reservior,10
nueces,10
COLORADO RIVER,10
Lewogo,10
RED SEA,10
South Saluda R.,10
Spillman Creek,10
Taiohae Bay,10
Gulf of Aaska,10
W Chukchi Sea,10
Chattachoochee River - Apalachicola River,10
g.du mexique,10
Agusan R.,10
Dripping Springs Branch,10
Bahia Asuncion,10
Salmon R.,10
Quebrada Guadual,10
Little Muddy Creel,10
Rocky tidepools,10
Shepard Creek,10
norman,10
Spring Fed Stream,10
R. Carichapo,10
Drainage: Red River,10
Appoquinimink R.,10
Río Salado,10
Cagayan River,10
Matamohuri basin,10
Avedzake Creek,10
North Branch Potomac R.,10
Raisin River - Lake Erie,10
Tahoe Creek,10
Frazier Branch,10
Bellingshausen Sea,10
Keechi Creek,10
Sturgeon River - Big Bay De Noc - Lake Michigan,10
Coral Sea - Pacific Ocean,10
Chilly Creek,10
Lake Hudson,10
"Indian, Kilindini Harbor",10
Chehalis River,10
Finn Creek,10
Rio Igoritoshiari,10
Time O'Day Spring,10
Drainage: Lobe Riv. Syst.; Lingi River,10
niari,10
Rio San Geronimo,10
Drainage: PAJARO RIVER,10
"Western Central Pacific Ocean; Gulf of Thailand, Gulf of Thailand",10
Matamohuri Basin,10
Captian Creek,10
Chukchi Borderlands,10
Ezezam R.,10
Dance Creek,10
San Bois,10
Bedti (Gangavali) R.,10
Herring Bay,10
Suttle Creek,10
St. Mary River,10
Andrew Lake,10
North Prong Pecan Bayou,10
papaloapan,10
Lake Ada,10
Chester R.,10
Indispensable Strait,10
Rio Caura basin,10
Red R. Basin; Assiniboine R.,10
"Pacific, Kilisut Harbor",10
Uchee River - Chattahoochee River,10
Pond W,10
Sacramento R. Basin,10
Madeira\Nereuda,10
Gila R.,10
Gualala R.,10
Brazos River-PAC II (oxbow),10
Chao Phraya R.,10
Sanaga R. Basin,10
Rock Cr.,10
"Rio Cinaruco, Orinoco",10
Batang Padang R.,10
Ocmulgee R.,10
Essequibo R. basin; Erukin Creek,10
R. Limon,10
"Drainage: Ntem or Campo R. Sys.; Ebolawa, Mfiande, Seng Rivs.",10
St. Marys R.,10
Stillwater Cove,10
Rio Conejo\San Miguel\Putumayo,10
Drainage: Colorado R.; Green R.,10
Lake Maxinkuckee,10
"Pacific, Laguna de Bay",10
Pacific Ocean; Puerto Refugio Bay,10
R. DEL PUERTE DE QUELITE,10
Ocmulgee River - Altamaha River - Atlantic Slope,10
Lake Naujan,10
Fulton Creek,10
Baldhead Creek,10
"North Atlantic Ocean, Banquereau Bank",10
Musconetcong R.,10
amou daria,10
Tributary Of Verdigris,10
Waynoka Dam,10
Silver Lake,10
Río La Villa - Pacific Ocean,10
lac tanganyika,10
"Pacific, China Sea, So Wan Bay",10
Canal Paranazinho,10
"Pacific, Celebes Sea, Sibuko Bay",10
RIO CRICAMOLA,10
Drainage: R. Uribante,10
Rio Pachachaca,10
Bang Pakong R.,10
Drainage: RAMU RIVER,10
Ginoza Gawa,10
Yangtze R.,10
BOLINAS BAY,10
Navidad River,10
Ankwao R.,10
Boxelder Creek,10
Tell Creek,10
Eastern Central Atlantic Ocean,10
Bahía de San Vincente,10
Bricken Spring,10
pongola,10
Middle Oconee River - Oconee River - Altamaha River,10
Ranada Pond,10
Fronterhouse Creek,10
Upatoi Creek - Apalachicola River,10
Upper Spavinaw Creek,10
Lake Buhi,10
'Menam Chao Phya',10
Sagehen Cr.,10
Ramu R. Drainage; Ramu R.,10
Sea of Azov,10
Hillsboro R.,10
Little Otter Cr.,10
R. Jufari,10
Atlantic Ocean; Cayman Sea,10
Marys R.,10
St. Johns R.,10
Pagapas Bay,10
Fremont Drainage,10
Deep Red Run,9
Tenneesee River - Ohio River - Mississippi River,9
East Fork Eno R.,9
Indian R. (creek tribs),9
Carribean Sea,9
Ankobra R.,9
R. Tocantins,9
Holston R.,9
Great Australian Bight,9
Pine River,9
cimaruco,9
Strait of Magellan,9
Sebewa Creek,9
Elson Lagoon,9
Liberty Creek,9
Anambra R.,9
Pacific Ocean; Philippine Sea; Agana Bay,9
Little Brushy Creek,9
HOLSTEIN RIVER,9
R. Amazonas basin; R. Huallaga,9
Copper R. Basin; Long Lake,9
Drainage: BOROI RIVER,9
Amaw R.,9
Ramu R. basin,9
PAILOLO CHANNEL,9
St.Croix River - Mississippi River,9
"Atlantic, Gulf of Mexico, Matagorda Bay",9
Cottrell Lake,9
benoue,9
Loffa River,9
Middle Branch Big Nemaha River,9
perak,9
Unnamed Tributary of Minnow Creek,9
Lake Nasser,9
Rio Tigre\Orinoco Delta\Rio Aisme,9
Liverpool Bay,9
Sand Springs Branch,9
Waccasassa River,9
Crater Creek,9
Sandusky Bay,9
Houghton Creek,9
R. Amazonas basin; R. Madeira,9
Eightmile Creek,9
Rabbit Creek,9
Payne Lake,9
Dease Strait,9
Smith Branch,9
High Hill River,9
R. Morona,9
Dry Turkey Creek,9
Little Choctawhatchee River - Choctawhatchee River,9
Mahala Creek,9
Lake Pulaski,9
Conejo,9
Middle Fork Wakarusa River,9
Little Petit Jean Creek,9
Copper R. Basin; Old Man Lake,9
Pea Creek,9
RIO DOCE,9
Wiegand Creek,9
"Pacific, Santa Cruz Harbor",9
"Pacific, Lagonoy Gulf, Maqueda Channel",9
Fishdam River,9
Peters Branch,9
Río Armeria,9
North Fork of Gaines Creek,9
Third Creek,9
Black Cypress Bayou,9
BIG SASPARILLA RIVER,9
Rio Tucupido - Rio Apure - Rio Orinoco,9
"Arctic Ocean, Barents Sea",9
R. Sabanalamar,9
Sassafras R.,9
Lagunita Lake,9
Dugout Creek,9
Gold Mohur Bay,9
Holson Creek,9
Fremont Slough (West),9
Goss Creek,9
Ntem River System; Kom River,9
R. Amazonas basin; Lago Grande (do Javary ?),9
SAN FRANCISQUITO CREEK,9
Oldman Creek,9
Amite R.,9
Emory R.,9
Jack Fish Lake,9
Tug Fork R.,9
susquehanna,9
Bohai Sea,9
Swan River,9
"North Pacific Ocean, Gulf Of Panama",9
R. PALACIOS,9
Atlantic Ocean; Massachusetts Bay,9
San Joaquin R. Basin; Old R.,9
L. Pontchartrain,9
Upper Republican,9
Whitewater River - Ohio River,9
"Atlantic, Gulf of Mexico, Tampa Bay",9
l.ampahana,9
panui,9
Logan Creek,9
Holt Creek,9
Bruce Creek - Choctawhatchee River,9
Wetlands,9
Rio Pampas,9
Billy Creek,9
"Indian, Bay of Lourenco Marques",9
Little Muddy Creek,9
Whisky Run Creek,9
al khabour,9
Golfo de San Miguel,9
Momjepom R.,9
Mississippi R. Drainage,9
Drainage: Yangtze R.,9
Drainage: HUDSON RIVER,9
Grand Bay - Mobile River,9
Bay of Plenty,9
Hastings Lake,9
Agua Micondo,9
Un. Tr. to Niobrara River,9
Quanah Parker Lake,9
negrope,9
Juniper Creek,9
Millstone R.,9
"Arctic Ocean, Kane Basin",9
Lago do Toco,9
"North Pacific Ocean, East China Sea",9
Sammamish R.,9
Drainage: Leste,9
Williams Bay,9
Lake Jefferson,9
Parana/De La Plata basin,9
Copper R. Basin; Fish Lake,9
LITTLE SANDY RIVER,9
Criner Creek,9
Rio Gongogi/Rio de Contas,9
Little Smoky River,9
Bahia Potrero Grande,9
Mulberry Fork,9
Calaveras R.,9
Salt Fork Creek,9
Mahaica Cr. Basin; Maduni Cr.,9
Byrds Mill Spring,9
Sharper Creek,9
amazonas,9
Unnamed creek,9
Wilson Cr.,9
Holly R.,9
