typeStatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Ursus americanus""><i>Ursus americanus</i> Pallas, 1780</a>, page 38 in <a href=""http://arctos.database.museum/publication/10006570"">Winslow 2012</a>""",5
"""voucher of <a href=""http://arctos.database.museum/name/Oryzomys bombycinus alleni"">Oryzomys bombycinus alleni</a>, page 512 in <a href=""http://arctos.database.museum/publication/10004904"">Benshoof et al. 1984</a>""",8
"""holotype of <a href=""http://arctos.database.museum/name/Myotis yumanensis sociabilis"">Myotis yumanensis sociabilis</a>, page 318 in <a href=""http://arctos.database.museum/publication/10000424"">Grinnell 1914</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Euroscaptor longirostris"">Euroscaptor longirostris</a>, page 30 in <a href=""http://arctos.database.museum/publication/10006602"">Meegaskumbura et al. 2007.</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myodes"">Myodes</a>, page 14 in <a href=""http://arctos.database.museum/publication/10004828"">Runck et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Clethrionomys gapperi"">Clethrionomys gapperi</a>, page 1455 in <a href=""http://arctos.database.museum/publication/1000078"">Runck and Cook 2005</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Myodes gapperi""><i>Myodes gapperi</i> (Vigors, 1830)</a>, page 14 in <a href=""http://arctos.database.museum/publication/10004828"">Runck et al. 2009</a>""",44
"""host voucher of <a href=""http://arctos.database.museum/name/Myodes rutilus"">Myodes rutilus</a>, page 58 in <a href=""http://arctos.database.museum/publication/1000183"">Haukisalmi and Henttonen 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Myodes rutilus"">Myodes rutilus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes lagopus"">Vulpes lagopus</a> in <a href=""http://arctos.database.museum/publication/10007269"">Goldsmith et al. 2015</a>""",34
"""voucher of <a href=""http://arctos.database.museum/name/Spermophilus parryii"">Spermophilus parryii</a>, page 1412 in <a href=""http://arctos.database.museum/publication/10004951"">Cook et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Spermophilus parryii"">Spermophilus parryii</a>, page 1882 in <a href=""http://arctos.database.museum/publication/10005435"">Galbreath et al. 2011</a>""",22
"""voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus nigripes"">Lemmus trimucronatus nigripes</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",4
"""voucher of <a href=""http://arctos.database.museum/name/Dicrostonyx groenlandicus rubricatus"">Dicrostonyx groenlandicus rubricatus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",9
"""holotype of <a href=""http://arctos.database.museum/name/Baeolophus inornatus affabilis"">Baeolophus inornatus affabilis</a>, page 164 in <a href=""http://arctos.database.museum/publication/10000287"">Swarth 1926</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Zonotrichia leucophrys pugetensis"">Zonotrichia leucophrys pugetensis</a>, page 187 in <a href=""http://arctos.database.museum/publication/10000302"">Grinnell 1928</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Rhyacotriton cascadae""><i>Rhyacotriton cascadae</i> Good and Wake, 1992</a>, page 15 in <a href=""http://arctos.database.museum/publication/10000248"">Wake 1992</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Bolitoglossa hartwegi"">Bolitoglossa hartwegi</a>, page 10 in <a href=""http://arctos.database.museum/publication/10000345"">Wake 1969</a>""",20
"""paratopotype of <a href=""http://arctos.database.museum/name/Fojia bumui"">Fojia bumui</a>, page 133 in <a href=""http://arctos.database.museum/publication/10000239"">Simon 1982</a>""",7
"""voucher of <a href=""http://arctos.database.museum/name/Mauremys mutica"">Mauremys mutica</a>, page 15 in <a href=""http://arctos.database.museum/publication/10004317"">Spinks and Shaffer </a>; voucher of <a href=""http://arctos.database.museum/name/Mauremys mutica"">Mauremys mutica</a>, page 460 in <a href=""http://arctos.database.museum/publication/10004873"">Fong et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Plethodon teyahalee"">Plethodon teyahalee</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus mariposae"">Microtus californicus mariposae</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes</a>, page 1093 in <a href=""http://arctos.database.museum/publication/10006604"">Perrine et al. 2007</a>""",3
"PARATYPE OF UROMACER CATESBYI INSULAEVACCARUM, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:136",10
"PARATYPE OF CANDOIA SUPERCILIOSA CROMBIEI, SMITH AND CHIZAR, 2001, HAMADRYAD, 26(2):283-315",2
"PARATYPE OF DIEMICTYLUS VIRIDESCENS EVERGLADENSIS, PETERSON, 1952, HERPETOLOGICA, 8:103",2
"""voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rutilus"">Clethrionomys rutilus</a>, page 770 in <a href=""http://arctos.database.museum/publication/161"">Cook et al. 2004</a>""",2
Neotype; Paratype,4
TOPOTYPE OF GRANATINA IANTHINOGASTRA ROOSEVELTI MEARNS,2
"HOLOTYPE OF NEOMORPHUS SQUAMIGER, TODD, W. E. C. 1925. FOUR NEW BIRDS FROM BRAZIL. PROC. BIOL. SOC. WASH., 111-114. PAGE 112, PUBLISHED 13 NOVEMBER 1925.",1
"HOLOTYPE OF MOMOTUS MOMOTA SIMPLEX, CHAPMAN, F. M. 1923. THE DISTRIBUTION OF THE MOTMOTS OF THE GENUS MOMOTUS. BULL. AMER. MUS. NAT. HIST., 27-59. PAGE 44, PUBLISHED 15 MARCH 1923.",1
"PARATYPE OF ATLAPETES BRUNNEINUCHA ALLENI, PARKES, K.C. 1954. A REVISION OF THE NEOTROPICAL FINCH. THE CONDOR, 56:129-138.",7
"PARATYPE OF MACROPROTODON CUCULLATUS IBERICUS, BUSACK AND MCCOY, 1990, ANN. CARN. MUS. 59:271",10
Paratype of Aplonis insularis,5
Holotype of Hipposideros abae,1
Holotype of Thomasomys pyrrhonotus auricularis (Anthony),1
Holotype of Liomys irroratus irroratus ((Gray)),1
PARATYPES OF HYLA BOGERTI,5
PARATYPES OF HYLA PARKERI,2
HOLOTYPE OF AMOLOPS NEPALICUS,1
PARATYPE OF GERRHONOTUS MORELETI TEMPORALIS,7
SYNTYPES OF SCINCUS OFFICINALIS LATERIMACULATA,1
PARATOPOTYPE OF PLECTROHYLA COTZICENSIS,5
PARATOPOTYPE OF LEPTODEIRA ANNULATA CUSSILIRIS,1
PARATYPE OF THAMNOPHIS NIGRONUCHALIS,8
PARATYPE OF BUFO MICRANOTIS,1
PARATYPE OF THORIUS GRANDIS,2
PARATOPOTYPE OF LEPIDOPHYMA MICROPHOLIS,6
PARATOPOTYPE OF BASILISCUS BARBOURI,7
PARATYPE OF DESMOGNATHUS SANTEETLAH,18
PARATYPES OF ELEUTHERODACTYLUS ANGELICUS,7
"""paratype of <a href=""http://arctos.database.museum/name/Cottus kanawhae"">Cottus kanawhae</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006910"">Robins 2005</a>""",5
Lectotype(s),10
"""host voucher of <a href=""http://arctos.database.museum/name/Oligoryzomys"">Oligoryzomys sp.</a> sp., page 1208 in <a href=""http://arctos.database.museum/publication/10006550"">Notarnicola et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma mexicana scopulorum"">Neotoma mexicana scopulorum</a>, page 30 in <a href=""http://arctos.database.museum/publication/10004393"">Edwards and Bradley 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma mexicana"">Neotoma mexicana</a>, page 499 in <a href=""http://arctos.database.museum/publication/10004420"">Edwards and Bradley 2002</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Zapus hudsonius intermedius"">Zapus hudsonius intermedius</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">Malaney and Cook 2013</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Natalus"">Natalus</a>, page 113 in <a href=""http://arctos.database.museum/publication/10006291"">Tejedor 2011</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Phenacomys intermedius celsus"">Phenacomys intermedius celsus</a>, page 718 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 365 in <a href=""http://arctos.database.museum/publication/10004834"">Weckworth et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 919 in <a href=""http://arctos.database.museum/publication/193"">Weckworth et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 7 in <a href=""http://arctos.database.museum/publication/10005395"">Weckworth et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a> in <a href=""http://arctos.database.museum/publication/10004757"">Carmichael et al. 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a> in <a href=""http://arctos.database.museum/publication/10006898"">Carmichael et al. 2007</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1182 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1281 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ursus americanus"">Ursus americanus</a>, page 1220 in <a href=""http://arctos.database.museum/publication/53"">Stone and Cook 2000</a>""",43
Holotype ?,3
"""holotype of <a href=""http://arctos.database.museum/name/Melospiza cinerea phaea"">Melospiza cinerea phaea</a>, page 36 in <a href=""http://arctos.database.museum/publication/10000379"">Fisher 1902</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Carpodacus mexicanus grinnelli"">Carpodacus mexicanus grinnelli</a>, page 109 in <a href=""http://arctos.database.museum/publication/10000441"">Moore 1939</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Rhyacotriton kezeri"">Rhyacotriton kezeri</a>, page 16 in <a href=""http://arctos.database.museum/publication/10000248"">Wake 1992</a>""",10
"""voucher of <a href=""http://arctos.database.museum/name/Oedipina grandis"">Oedipina grandis</a>, page 31 in <a href=""http://arctos.database.museum/publication/10006261"">Sunyer et al. 2010</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Enneacanthus chaetodon"">Enneacanthus chaetodon</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",2
"""basis of illustration of <a href=""http://arctos.database.museum/name/Neotoma cinerea alticola"">Neotoma cinerea alticola</a> in <a href=""http://arctos.database.museum/publication/10006618"">Cordero and Epps 2012.</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma cinerea alticola"">Neotoma cinerea alticola</a> in <a href=""http://arctos.database.museum/publication/10006618"">Cordero and Epps 2012.</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis lucifugus relictus"">Myotis lucifugus relictus</a>, page 598 in <a href=""http://arctos.database.museum/publication/10000271"">Harris 1974</a>""",1
"PARATYPES OF PLETHODON SHERMANI RABUNENSIS, POPE AND HAIRSTON, 1948, COPEIA, 1948:106",1
"PARATYPE OF SPHAERODACTYLUS DIFFICILIS PERATUS, SCHWARTZ, 1983, BULL. CARN. MUS. NAT. HIST. (22):17",6
Paratype of Odorrana hmongorum,42
"PARATYPE OF APALIS FLAVIDA RENATA, LAWSON. 1968. GEOGRAPHICAL VARIATION IN THE YELLOW-BREASTED APALIS. DURBAN MUSEUM NOVITATES, 8: 216-217. PUBLISHED 31 OCT 1968.",4
TOPOTYPE OF MANACUS MANACUS PURUS BANGS,10
TOPOTYPE OF THRYOTHORUS RUFALBUS SYLVUS PHILLIPS,1
"SYNTYPE OF SIALIA MEXICANA ANABELAE, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 79, PUBLISHED 11 OCTOBER 1889.",1
Holotype of Alticola semicanus ((Allen)),1
"Holotype of Sturnira lilium zygomaticus (Jones & Phillips, 1976)",1
PARATOPOTYPES OF RANA YAKANI,1
PARATYPE OF EBENAVIA MAINTIMAINTY,2
PARATYPE OF PAROEDURA VAZIMBA,13
PARATOPOTYPE OF CNEMIDOPHORUS SACKI ZWEIFELI,14
PARATOPOTYPES OF HYPEROLIUS CYSTOCANDICANS,2
PARATYPE OF BOLITOGLOSSA HUEHUETENANGUENSIS,10
PARATYPES OF CHIROPTEROTRITON CHONDROSTEGA CRACENS,15
"""voucher of <a href=""http://arctos.database.museum/name/Cathartes aura septentrionalis"">Cathartes aura septentrionalis</a>, page 102 in <a href=""http://arctos.database.museum/publication/10004348"">Griffiths et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ochotona collaris""><i>Ochotona collaris</i> (Nelson, 1893)</a>, page 11 in <a href=""http://arctos.database.museum/publication/10004745"">Lanier and Olson 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Ochotona collaris""><i>Ochotona collaris</i> (Nelson, 1893)</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006623"">Lanier et al. 2013</a>""",1
holotype; holotype; holotype,19
Paralectotype(s)?,4
"PARATYPE OF BOLITOGLOSSA DIMIDIATA, TAYLOR, 1940, UNIV. KANSAS SCI. BULL., 26:408",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Triturus rivularis"">Triturus rivularis</a>, page 73 in <a href=""http://arctos.database.museum/publication/10000453"">Twitty 1935</a>""",17
"""voucher of <a href=""http://arctos.database.museum/name/Micronycteris hirsuta"">Micronycteris hirsuta</a>, page 1215 in <a href=""http://arctos.database.museum/publication/10004484"">Porter et al. 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Micronycteris hirsuta"">Micronycteris hirsuta</a>, page 695 in <a href=""http://arctos.database.museum/publication/10006288"">Larsen et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Phoca hispida"">Phoca hispida</a>, page 83 in <a href=""http://arctos.database.museum/publication/146"">Becker et al. 1993</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 672 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a> in <a href=""http://arctos.database.museum/publication/10006719"">Hope et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",6
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1301 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Lanius borealis invictus"">Lanius borealis invictus</a>, page 54 in <a href=""http://arctos.database.museum/publication/10000192"">Grinnell 1900</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Hylocichla guttata polionota"">Hylocichla guttata polionota</a>, page 89 in <a href=""http://arctos.database.museum/publication/10000324"">Grinnell 1918</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Nyctanolis pernix"">Nyctanolis pernix</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000472"">Wake 1983</a>""",12
"""holotype of <a href=""http://arctos.database.museum/name/Microdipodops polionotus"">Microdipodops polionotus</a>, page 302 in <a href=""http://arctos.database.museum/publication/10000162"">Grinnell 1914</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus sierrae"">Microtus longicaudus sierrae</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",20
"""voucher of <a href=""http://arctos.database.museum/name/Leopardus wiedii"">Leopardus wiedii</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005421"">Meachen-Samuels and Valkenburgh 2009</a>""",5
"""holotype of <a href=""http://arctos.database.museum/name/Nyctomys sumichrasti florencei"">Nyctomys sumichrasti florencei</a>, page 421 in <a href=""http://arctos.database.museum/publication/10000284"">Goldman 1937</a>""",1
Paratype; ms,2
TOPOTYPE OF MANACUS MANACUS PURISSIMUS TODD,15
TOPOTYPE OF ORTALIS GUTTATA SUBAFFINIS TODD,7
PARATOPOTYPE OF TURDUS FALCKLANDII PEMBERTONI WETMORE,1
"HOLOTYPE OF TYTO ALBA NIVEICAUDA, PARKES, K. C., AND A. R. PHILLIPS. 1978. TWO NEW CARIBBEAN SUBSPECIES OF BARN OWL (TYTO ALBA) WITH REMARKS ON VARIATION IN OTHER POPULATIONS. ANNALS CARNEGIE MUSEUM, 479-492. PAGE 483, PUBLISHED 1 DECEMBER 1978.",1
"SYNTYPE OF PUFFINUS MCGALLI, SHUFELDT, R.W. 1916. THE BIRD-CAVES OF THE BERMUDAS AND THEIR FORMER INHABITANTS. IBIS, 623-637. PAGE 630, PUBLISHED 2 OCTOBER 1916.",2
"PARATYPE OF AFRIXALUS OROPHILUS, LAURENT, 1947, BULL. MUS. ROY. HIST. NAT. BELGIQUE, 23:1",2
