continent	reps
Tachiai-ike	6
Tone-gawa River	6
Toxaway Falls	2
Trib. Manistee River	2
Tributary Spring Creek	11
Trick Falls	12
Ugly Creek	1
Unnamed trib of Rock River	5
W Pacific O.	9106
West of Jogashima, Sagami Bay	3
Whatamonga Bay	6
Yellowstone River	91
Yoshino-gawa River>old Yoshino-gawa River>watercourse	8
[Deer River?]	4
clear rocky stream	1
mouth of Kagami-gawa River	5
not recorded	201
old well	1
tributary Waddams Creek	4
tributary, Oak Creek	1
unnamed tributary Vermilion River	1
watercourse<old Yoshino-gawa River	16
ÁFRICA	114
"Madagascar, Toliary, Mahabo, 3km à l'Est du village d'Ampanihy"	2
(<Kako-gawa River)	8
(<Miya-gawa River)	4
Akui-gawa River System,	1
Alder Springs	2
América do norte	567
Anthony Lake	97
Antillean Islands	4856
Asia/Mar Arábigo, Índico	13
Aylworth Creek	2
Babine Lake	6
Bankston Fork	2
Bay Creek, Watkins Ford	5
Bellinger River	7
Black Walnut Creek	53
Blackjack Branch	2
Butabum River	2
Cedar Cr	14
Chichijima Island	6
Crane Hollow Creek	3
Creek beside Tonbo-Koen	8
Deep creek	2
Flat Rock River	4
Ford Lake	1
Galena R	3
Gatineau River	10
Grinnell Lake	1
Indo-Pacífico	2
Iyoki-gawa River,	2
Jacques-Cartier  Lake	3
Kamiichi-gawa River	1
Kaminogo Pond	11
Kawano-gawa River	2
Kebi-Oike	1
Kishwago Spring	3
Kojima Lake	1
L. Raichishi	1
LaSalle Creek	1
Lake Louise	14
Lake Tahkenitch	9
Lake Vermillion	1
Little Farm Creek	2
Little Wolf Creek	3
Logan Lake	5
Lyttelton Harbour	3
McDougall Branch	4
Meramec River	270
Middle Fork of New River	1
Money Creek	23
N. Africa	145
Narraguagus River	1
Nesowadnehunk Creek	8
Neuse River	9
North Pacific	2313
Off Jogashima, Sagami Bay	1
Off Koajiro, Sagami Bay	2
Off Kushimoto	3
Off Tomogashima Islands	4
Okinoerabu I.	18
Okinohata Bay	1
Pea Vine Creek	1
Plum River	15
Poplar Ditch	1
R. Danshui	5
R. Hidaka	1
R. Uji	1
Red Deer Lake	4
Rio Balsas	5
River du Diable	2
Rusk Run	1
SE Pacific O.	838
Salt Fork	953
Sevier River	7
Slough Creek	17
Starnes Branch	7
Stevens Creek	35
Sugar RIver	45
Sydamerika	6208
Syria	2
Takushi-gawa River(<Ushitsu-gawa River<Rokkaku-gawa River)	6
Tatee-gawa River>Ishimi-gawa River>unknown  watercourse	9
Ten Mile Creek	39
Tokyo	9
Town Fork	2
Toyama Bay  Anamizu Bay	1
Tributary Lake Superior	20
Tributary Mad River	1
Tygart Valley	5
Unnamed tributary Cattail Creek	1
Wade Creek or Sandboil springbrook	12
Warren Lake outflow	1
Western South Pacific	1
Wilson's Creek	3
Yellowwood Lake	2
Yoshihara-gawa RiverHoba-gawa River	4
Yoshino-gawa River> Takashi-gawa River >unknown  watercourse	11
[Big Cottonwood Creek]	16
[Tuscarawas River]	3
kaifu-gawa River>Haha-gawa River	23
pond W of Sand Lake	1
tributary e of Mill Creek	1
tributary of Rio Blanco	3
watercourse <old Yoshino-gawa River/Ohtani-gawa River<Yoshino-gawa River	321
well	1
Africa / Europe	1
America del Norte	82
América do Sul?	1
Ashmore Creek	1
Asien SO [hemland]	1
Au Sable River	41
Back Creek	17
Ball Creek	10
Big Shawnee Creek	10
Capell Creek	2
Chandler River	11
Choccolocco Creek	3
Clarence River	5
Clark Branch	25
Colorado River, Nankoweap Creek	1
Comoro Islands	5
Coon Creek Ditch	2
Cumberland River	101
Devil's Kitchen Lake	13
East of Kurose Bank	1
Eastern North Atlantic	1
Fujigawatani-gawa River(<Katsuura-gawa River)	8
Half Moon Lake	3
Hirodani-gawa River	2
Hog Run	1
Hourglass Lake	4
Iketani-pond<Yoshino-gawa River	9
India River	1
Ireland Creek	1
Jusso River, tributary of Sendai River(Freshwater)	13
Kahoku-gata	3
L. Orchard	1
Lac de Guier	2
Leitz Spring	1
Little Sandy Creek	17
Maclaughlin River	7
Maekawa River	62
Malakal Harbor	1
Manatsu River	26
Mar Rojo, Índico	16
Marsh	61
Massey Gulch Crk	13
McBride Spring	1
Middle Creek	25
Middle Fork of Little Red River	1
Middle fork of Stanislaus River	3
Milton Creek	1
Missouri River	68
Mitoma Coast	1
Mosquito River	19
NA	50551
North Fork American River	1
North and Central America	221985
Nottely Creek	1
Novosota river	3
Oahu	5
Off Ao Light, Chichi-jima Island(Marine)	1
Off Giizabanda, Yaese(Marine)	1
Off Kirimezaki	1
Off Koniya(Marine)	4
Off Kushikino(Marine)	25
Off Mage-shima Island, Osumi Islands(Marine)	10
Off Par Tywardreath Bay	1
Okugata-gawa River	65
Old John Lake	8
Outlet Chambers Lake	1
Paine Creek	8
Pareloup Lake	22
Perrywinkle Lake	3
Piedmont small creek	1
Piney River	5
Prosser Reservoir	10
Red Earth Creek	1
Red Willow Creek	2
Rocky Run	2
Roraima	1
Route Ifarantsy-Ranomafana"	2
Saba-gawa River?	3
Saddleback Lake	4
Sagehen Creek	30
San Clemente Fault	10
Sandusly River	1
Saugamon River	1
Shellrock River	2
South Branch	22
South Fork Alsea	2
Straits of Mackinar	1
Sturgeon River	86
Sucker River	1
Syooippe-gawa River	4
Tama-gawa River>Nishikino-gawa River	6
The Dock at mouth of Kamino-Kawa River, Kamino-kawa(Estuaries)	1
Tonkin	1
Tributary Beaver Creek	26
Tributary Capilano River	7
Tributary East Panther Creek	1
Trick falls	9
Trout Spring	4
Tugaloo River	4
Unnamed trib of Mill Cr.	1
Unnamed trib of Pine Cr	2
Upper Klamath Lake	11
Urappe-gawa River ? (<Ishikari-gawa River)	1
Vanderventer Spring, springbrook	5
Verdigris Creek - Middle Branch	1
Virgin Islands	3
Wakulla River	3
Wani River	10
Watari-gawa River	1
West Branch Cazenovia Creek at Ross Road	1
West Branch Conocochegua Creek	3
West Okaw River	9
Wissman's Spring	2
Yakushima Island	155
Yoho River	1
Yoshino-gawa River>Akui-gawa River>Iio-gawa River>Iio-gawa River,   watercourse	32
[Spring]	1
[Tributary Nettle Lake]	8
mouth of Monobe-gawa River	6
old Kiya-gawa River(<Yoshino-gawa River)	3
old Yoshino-gawa River	96
on Plum River	1
ATLANTIC OCEAN	6
Abegawa River	1
Alaska Sea	1
Alcova River	2
Allison Ditch	6
América del Norte-O. Atlántico	3
Andreafsky River	1
Asien, O [hemland]	1
Austr·lia	2
Aylyama River	141
Baltic Sea	70026
Beppu Bay, Hinode(Marine)	4
Big Mill Creek	2
Brit. Central Africa	1
Carribbean Sea	1
Catfish Creek	13
Central America - Neotropics / South America	1
Central or N.America	1
Cherwell River	1
Cienega Creek	9
Clallam County, Washington	2
Cold Springs	3
Compton Creek	1
Conascena Cr	2
Dennis Run	2
East Spafford Branch	3
Eastern North Pacific.	2
Ellis Spring	3
Flour Creek	1
Fuyunogawa River	1
Glass Creek	3
Gordy Lake	1
Gourley Pond	4
Harmony River	2
Hataoka-gawa River	4
Hikimi-gawa River	10
Hiroko-gawa River(<Takatsu-gawa River)	3
Holly Creek	24
Imazu Bay	1
Indian Ocean, Antarctic	1
Iyoki-gawa River.	3
Kawishiwi River	1
Kurio River(Estuaries)	33
Lake Senachwine	10
Le Conte Creek	237
Little Carr Creek	1
Little Mulberry Creek	2
Mediterranean Sea	8669
Middle Fork Red River	3
Miyano-gawa River	6
Mogi Bay	2
Moreton Bay	1
Mundial Ocean	5
New Columbia Ditch	4
Off Guaymas	1
Off Karahama, Minato(Marine)	1
Off Kii-oshima	4
Off Kochi Prefecture	18
Off Mimase, Tosa Bay	6
Off Sakai	26
Off Yoron Isl,	5
Off south coast of Iou-jima Island(Marine)	283
Ohyodo River	51
Old Channel Cache River	5
Pacific Island	7
Pearl Cave Creek, Hill Creek	3
Pomme de Terre River bridge	1
Quinalt River	1
R. Chikugo	1
R. Meramec	5
R.Shinanogawa	1
Rio Tulumayo	1
River of Ywatahama	3
Round Top Lake	1
SKILLET FORK	2
San Juan Creek	5
Sand Ridge Lake	2
Sante Fe RIver	2
Seep Middle Fork Little Maquoketa River	1
Shafer Lake	6
Southeast Atlantic	820
Southwestern Pacific Ocean	1
Strawn Spring	14
Teton River	1
Tongyeong Bay	2
Trib of South Kishwaukee River	6
Tributary Lanes Branch, McKee Creek	2
Tributary Queer Creek	16
Tributary Skillet Creek	11
Tributary of Sandy Creek	1
Tributary, Little Cache Creek	1
Turkey Creek	40
Turner Creek	11
Twin Lakes	9
Volo Bog	4
Wakasa Bay	135
Warner Lake	16
West Africa/Eastern Atlantic	1
West Indies, North Atlantic	9
Willow River	3
Yasugawa River	2
Yoshida-gawa River(<Mitoya-gawa River<Hii-gawa River)	5
Yoshino-gawa River>Ohtani-gawa River	1
africa	10
islands in the South Pacific Ocean	1
mouth of Shimanto-gawa River	2
myojin-gawa River(<Doki-gawa River)	2
no-name River of Kamise	2
off Hamasaka	1
springs	3
stream	263
the right bank of Aigawa River	1
tributary Mill Creek	7
two medicine creek	1
(<Hacchyodani-gawa River<Miya-gawa RiverUchitani-gawa River<old Yoshino-gawa River<Yoshino-gawa River)	1
(<Ohtaru-gawa River<Omono-gawa River<Mogami-gawa River)	2
-	3
8 mi. Brook	2
Alcorn Creek	4
Aransas River	1
Asien, södra	1
Atalantic Ocean	1
Baker's Creek	1
Battle Ford Creek	20
Bontio Creek and Spring	1
Boogera Lagoon	1
Brohm Lake	2
Brouilletts Creek	10
Carp Lake [Lake Paradise]	3
Cat Fish Cr.	1
Cove Creek	224
Discasaw Creek	1
Dwight creek	2
East Fork Queer Creek	1
East Fork Wet Weather Creek	1
Echi River	12
Eliza Creek	1
Europe?; Asia?	3
Feather River	61
Fox River	482
Graveyard Lakes	9
Green R.	1
Griffith Creek	1
Haneji Bay	1
Hiji-gawa River, Yamato Bridge	9
Hiuchi-Nada Bay <Seto Inland Sea	6
Hiwaki River, Iriki(Freshwater)	28
Hudson Bay	1
Imagire-gawa River	19
Iwayakawauchi-gawa River(<Shioda-gawa River)	4
Jock River	20
Joe Lake	3
Kendall Creek	4
Kokuryo-gawa River	7
Komata-gawa River(<Banjyo-gawa River)	1
Lost Cacapon River	4
Lower Convict River	4
Lower Lake Mary	1
Lower Pelican Creek	18
Lusher Hollow of Mud River	1
Madonnaville Spring	4
Massies Creek	4
Masuda-gawa River>Sendou-gawa River	2
Mima-gawa River(<Hiromi-gawa River<Shimanto-gawa River)	28
Miyazu Bay	2
Mouth of Suruga Bay	3
NW arm of Great Slave Lake	3
Nahr el Abrach	1
Nez Perces Creek	1
Nusa Laut	1
Não determinado	535
Off Date	1
Off Shirahama	4
Omi-river,  Namhan-river sys	2
Opasatika	1
Otter Pond Ditch	3
Pigeon River near Alan Cave Creek	1
Pleasent Run	3
Powder Branch	2
Rogers Spring	12
SE off Erimomisaki	1
San Joaquin River	1
Sharp Mountain Creek	1
Smith Creek	164
Smoky Creek	7
Spruce Bank Spring	21
St. Louis River	87
Stark's Creek	1
Suo Nada	1
Syndenham River	50
Syokai-gawa River	2
Tharpe's Pond	32
Tobe-gawa River(<Shigenobu-gawa River)	3
Tributary Green River	7
Tributary Ramsey Creek	1
Trick Falls Creek	12
Umatilla River	1
Wallace Creek	2
Wetland	1
White Lick Creek?	2
Willow PondSlough	2
Yoke-gawa River(<Dai-gawa River)	8
Yoshino-gawa River>Akui-gawa River>Iio-gawa River>Tateishidani-gawa River>unknown  watercourse	23
Yoshino-gawa River>old Yoshino-gawa River>Kurodani-gawa River>unknown	11
[Indian Ocean]	1
logan river at forks	1
marsh	2
santa catalina basin	47
small spring-fed streams	1
tributary Kickapoo Creek	3
tributary of Little Campbell Creek	1
watercourse(<Utebi-gawa River)	4
"Madagascar, Toliary, Hill ""La Table"" to the NE of Toliary, edge of the Mahafaly Plateau"	2
.	1
8579449c-25e7-11e3-add6-000c29c9b582	1
Adogawa River	1
Airhart Spring	6
Amo-gawa Tiver	4
Auxier Creek Ditch	10
Bear Creek	180
Big Springs Creek	12
Black Partridge Creek (#1)	1
Blue Springs	13
Bluff Canal	2
Broad River	1
Brush  Creek	4
Bungo Strait	14
Cache River	167
Camp Sagawau Quary	4
Cave Spring	3
Cedar Lake	159
Cent. Africa	16
Cossatot River	1
Cross Creek	28
Davidson Creek	1
Dewart Lake	2
Doan's Falls	1
Dynamite Pond	1
Edwards River	55
Enoggera Creek	53
Falls River	5
Feathers Creek	4
Fish Creek	49
Foote's Lake	1
Glenn Creek	1
Guaytara River	1
Hakodate-Bay	2
Honjyo-gawa River	13
Hood River	7
Ido-gawa River(<Kamobe-gawa River)	3
Ima-gawa River	4
Ishikari-gawa River System,	1
Itana-watercourse	20
Jacks Fork River	83
Jelkes Creek	32
Juan de Fuca	466
Kenya	1
Kikai Island	2
Kose-gawa River <Chikugo-gawa River	11
Kuma-gawa River(<Omogo-gawa River)	14
Kumano-gawa River	31
Lake Joseph	5
Leon River	1
Little blue River	2
Locust Fork	5
Marrowbone Creek	11
Marsh Lake	3
Marsh Run Creek	1
Massac Creek	43
McCourtney Run	2
McGraw Brook	2
Meremac Springs	77
Muddy Fork Licking River	2
ND	27
Neshannock Creek	6
Nishi-kawa River	6
North Branch Boyne River	22
North Crooked Creek	4
North Fork of Iron Creek	7
Off Notojima	1
Off Tosa	78
Ohkubotani-gawa River(<Yoshino-gawa River)	42
Ohkumo-gawa River	14
Ohta Reiver system	1
Oujigaike	8
Paradise Key	2
Peters Run	1
Pine Log Creek	5
R.Ajagawa	6
Ramp Creek	7
Rocky Creek	25
SE Atlantic	1104
Sagami bay	1
Saikaku-gawa River	4
Sand River	37
Sandy Creek, West Branch	5
Sanrenno-ike	3
Sawe River	13
Second Creek	12
Shigenobu River	5
Shigo-gawa River (< Takami-gawa River)	2
South America ?	258
South Atlantic, Indian Ocean	3
Southeast Atlantic Ocean	1
Southwest Atlantic	5
Spider Lake	5
Stream along Virginia  Highway 629	2
Sugar River	159
Suo-nada	1
Swan Lake	22
Swift Cr.	8
Sycan River	2
Tashiroike marsh	1
Trail Creek	18
Tributary Cecil M. Harden Lake	5
Tributary Cooper Creek	2
Tributary Sugar Mill Creek	1
Tributary of Breede River	1
Unnamed Tributary of  North Fk. Kent Cr.	4
West Clear Creek	122
West Fork White River	20
[Mill Creek]	6
[South Atlantic?]	60
downstream of Nagao-gawa River	5
small medium stream	1
small stream of Nagae	2
stream below Boulger lake	10
trib Loteni River	1
tributary [Pine Creek] Manistee River	19
tributary of Druie River	4
tributary of Taughannock Creek	1
unnamed tributary of Rock River	2
/	4
Amethyst Creek	5
Ashley Creek, Cypress Creek	2
Buck Fork Creek	3
Chickamauga Cr	3
City Market	40
Collins Run	2
Confluence of Ball &amp; Shope Creeks	1
Deadman's Bay mountain stream	1
East Fork Stones River	27
Fullarton River	3
Fushino-gawa River	11
Futago-gawa River(<Tabuka-gawa River)	1
Graves Lake	1
Hashpuckney Creek	1
Hirose-gawa River	1
Hunters Branch	9
Jackson Creek	2
Kaministiquia River	1
Kehi-gawa River(<Maruyama-gawa River)	15
Kentucky Lake	18
Kominato Port, Nishino-omote, Tanega-shima Island(Marine)	3
Kyushu	2749
Lake Namako, Segami, Kami-koshiki, Satsuma-sendai, Kamikoshiki-jima Island(Estuaries)	30
Lake Nipigon	18
Lake Roland	2
Laughery Creek	2
Lilloet River	1
Limekiln Creek	1
Little Spring Creek Creek	3
Luhoho River	5
Maiduru Bay	1
Manganese Creek	42
McGee Creek	8
Millpond	2
Millwee Creek	2
Miyanoura-gawa River?	1
Mount Branch North Fork Embarras River	1
Mullett Creek	2
Murata-gawa River	1
N Atlantic O.	2
Najiogawa river	3
North  America	24
North Fork Nolin River	2
North Fork Wildcat Creek	4
Oaklimeter Creek	5
Oceanía/Índico	30
Off Kisami	2
Off Maehama beach, south coast of Yoron Island(Marine)	53
Off west of Nagasakibana(Marine)	2
Old Town Creek	2
Osaka bay, off higashitarumi	19
Ouenghi Bay	2
PIKE CREEK	1
Papua New Guinea/southwestern Pacific	1
Pikauba River	10
Pipe Run	5
Pipers Creek	4
Pipestone River	2
Piscasaw River	1
Richland Creek-North	1
Rio Selapec	79
Roscoe	10
S Fork Kern River	1
South Fork Rubicon	17
Spring Creek	340
Stream E	1
Tanabe Bay off Edura	4
Tapeng Bay	15
Temaya Creek	1
Thailand/Indian Ocean	4
The sea of Japan	6
Thompson's Lake	35
Tornillo Creek	78
Tributary Black Fork Poteau River	2
Tributary Into Inland Sea	1
Turkey Creek Canon	3
Unnamed branch of County Ditch #1	1
Unnamed tributary Little Black Slough	1
Us-Kab-Wa-Ka River	17
West Africa, Africa	23
West Fork, Big Creek	1
Woodruff's Pond	23
Yellow Sea	59
Yumesaki-kawa River	4
[Bergen Creek]	3
[East Fork Bledsoe River]	8
irrigation channel	4
on Saline River	1
tributary, Kankakee River	2
upper pond #1 at Mexican Cut	6
watercourse <old Yoshino-gawa River	1
"Madagascar, Vatovavy-Fitovinany, Ifanadiana, Station du FOFIFA, Kianjavato"	6
(<Ohyodo-gawa River)	1
0	1015
BIG CREEK	1
Bass Pond	1
Bear River Bay	1
Bear creek	17
Birch Creek	2
Bullawa Creek	364
Bureau County Ditch	2
CENTRAL & SOUTH AMERICA	36
Chrysal Creek	1
Cluculz Creek	3
Coari	5
Cub Branch Puncheon Creek	2
East Fork Big Coldwater Creek	1
East Fork Black River	39
Europe?; North America?	5
Fukumantani-gawa River(<Hieda-gawa River?<Sonose-gawa River)	1
Gazos Creek	2
Grand River	105
Grave Run	1
Gravel Pit	3
Greenland, Arctic	2
Gulf of Patience	2
Hartwell Reservoir	2
Indian Ocean(Marine)	113
Jacks Fork	1
James River	21
Kawauchi-gawa River	11
Lake Nojiri	13
Lake Wawasee	1
Little Auglaize River	1
Little Blue Creek	2
Little Suncook River	3
Little Wapsipinicon River	1
Luncie Creek	1
Malcomson's Pond	1
Mediterráneo, Atlántico	7034
Micronesia	31
Middlewestern Pacific Ocean	1
Miya-gawa River(<jintsu-gawa River)	1
Muroyosui	1
Nashville Creek	1
Nubbin Creek	1
Off Hayamama Isshiki	1
Off Shimane	103
Off Togi	6
Peshekee River	25
Pinkerton Creek	1
Robidoux Creek	1
Sasanasitani-gawa River(<Kaibe-gawa River)	1
Sequoit Creek	15
Shimokae-gawa River	5
Snake RIver	1
Snaring River	1
South Fk Mineral Creek	2
South Pacific	15356
Spanish Fork confluence Diamond Fork	8
Stillman Creek	20
Subantarctica	78
Sydamerika [ursprungsland]	1
Tangipahoa River	3
Tributary Graves Creek	1
Unnamed tributary Cottonwood Creek	1
Unnamed tributary Little Eagle Creek	2
Upper Waterfowl Lake	1
Wabuka-gawa River	2
Weed Brook	2
Wind River	2
Yamada-gawa River(<Oyabe-gawa River)	1
southern Caribbean, South America	3
the East China Sea	3
tributary of  Killbuck Creek	2
tributary of Falling River	2
"Madagascar, Toamasina, Brickaville,  Ambila Lemaitso, Canton: Andivoranto"	2
(<Yoshino-gawa River)	4
1	3927
4 miles off Kuki	1
Africain	872
Afrotropicale	477
Allegheny River	5
Aniva Bay	4
Antarctic Region	13
Asia/Pacific Ocean, Pacific Ocean	10
Asia; Europe	2
Australasia?	30
Austràlia, Oceania i altres territoris	209
Beaver Creek	568
Bronx River	9
Bulolo River	56
Clyde River	1
Cold Brook Swan Lake	1
Crump Creek	5
Davis Bayou	1
Deeds Creek	1
Degonia Creek	27
Doi-gawa River	1
East Rifle Creek	8
Emma Matilda Lake	2
Europe?	61
Five Mile Creek	5
Granny Creek	2
Green Bay	31
Grove Creek	3
Hard Labor Creek	7
Hayes Branch Embarras River	5
Hino-gawa River	8
Horseshoe Lake	182
India/Indian Ocean	9
Italy/Mediterranean	4
Kajihata-gawa River(confluence of Name-gawa River and Saba-gawa River)	3
Kicking Horse River	2
Kitaura	2
Kofukuchi River (A tributary of Yakukatsu River), Sumiyou(Freshwater)	11
Komosu-gawa River	3
L. Tama	4
Laguna de Santa Rosa	1
Little Embarras River	63
Manganji River	35
Middle Fork Creek	1
Middle Fork Pine Creek	2
Middle Fork Sugar Creek	4
Minami-gawa River(<Naka-gawa River)	1
Miramichi River	5
Mountain Fork River	48
Mouth of Fukagawa Rive(Freshwater)	1
Muddy Creek	38
N Toyama Bay	2
Nagayoshigawa River	2
Niyodo-gawa River	163
North Fork Swananoa River	37
North Llano River	4
Oak Creek	1483
Off Ashizuri cape	1
Off Miyako	3
Off Miyazaki Prefecture	1
Off Saga-shi kawasoemachi Odakuma	1
Oso Flaco Lake	2
Potomac River	67
Proctor Branch	56
S. America	10
SSW 5miles Off Teuchi,Yamakawacho	1
Saline BranchDrainage Ditch	12
Sandwich Trench	2
Sangase-gawa River(<Isuzu-gawa River)	4
Saw Creek	3
Shadow Lake	2
Shimama River(Marine)	1
Sinsinawa River	19
Sousya-gawa River System,  Taniyama-gawa River	1
South Fork Apple River	25
South Fork White Oak Creek	1
Spring creek	20
Sugar Cane Creek	1
Tahiti	2
Taughannock Creek	3
Thunderbird Falls	6
Tributary Blackberry Creek	5
Tributary East Lost Creek	1
Tributary Hocking River	3
Tributary Salt Fork Vermilion River	2
Tributary Stillwater River	1
Unnamed tributary E Mill Creek	1
Upper Ammoneosac River	1
White River	377
Yoshino-gawa River>Seihoji-gawa River>Honmura-gawa River	12
Zenbou-ike	6
[Boyer River]	2
[Mississippi River]	199
old Yoshino-gawa River>Ohtani-gawa River>unknown  watercourse	10
unnamed trib to Illinois R	2
watercourse(<Naka-gawa River)	5
2	276
América/Golfo de California	6
Anabuki-gawa River	49
Ariake Sea	103
Arrayan River	1
Arroyo Mocho	7
Bally  Creek	1
Bates Spring	1
Bekulab River	887
Big Panoche Creek	6
Blackwood Creek	2
Cattail Branch	19
Central South Atlantic	2
Chambers Lake (AKA Johnson Reservoir)	1
Chasm Falls	22
Chinjyu-gawa River(<Ichimiya-gawa River)	1
Clark's Pond	7
Cordrays Pond	12
Cowichan Bay	3
Creek @ exit 198 on I-70	1
Dry Cedar Creek	2
Dry Run Creek	41
Duffs Fork Deer Creek	2
Dyer Creek	1
Firehole R	12
Flat Rock Creek	1
Flathead River, North Fork	2
Fox Cr	2
Germany Hollow Creek	1
Grand Lac. Epaule	5
Greer Spring and Eleven Point river	3
Hackett Branch	7
Hasu-ike Pond	1
Hatchie River	1
Herb Martyr Dam	5
Higaidani-gawa River(<Yoshino-gawa River)	1
Hiromi-gawa River(<Shimanto-gawa River)	92
Hoyo Channel	1
Iidani-gawa River(<Maruyama-gawa River)	8
Indian Cr	1
Iyoki-gawa River	45
Jakarta Bay	9
Kasada-ohdame	31
Keyhole  Lake	1
Kumano-Nada	496
Kumatanigawa River	2
Kushi River(Freshwater)	1
Kushida River system	45
L. Ashino	1
Lake Chuzenji-ko	4
Lake Izzack Walton	10
Lake Tanganyika	1302
Little Eagle Creek	35
Maids Creek	21
Maligne Lake	7
Matanzas Beach	12
Mediterranean Eastern Basin	6002
Moroiso Bay	8
Mouth of Nagata River(Estuaries)	13
Nile River	8
Off 11.5-15 miles, Great Nicobar	218
Off Cape Shiretoko	1
Off Koajiro, Sagami bay	1
Off Takashima	3
Off West Sahara	1
Ogawauchi-gawa River(<Ainoura-gawa River)	2
Ohtera-gawa River(<old Yoshino-gawa River<Yoshino-gawa River)	1
Otter Lake Marsh	1
Peavine Creek	3
Pegasus Bay	6
Peno Creek	2
Pickwick Lake	1
Plum Creek	162
Poverty Spring	3
R. Muskingum	4
Randolph Branch	2
Richland Cr	2
Ridley Brook	1
Rio Cutzamala	2
Rio Frio	1
Rose Ford	1
Saba-gawa River	27
Salado Creek	8
Sand and mud, Off Katsura -150-200m	1
Sgibafu-gawa River watercourse (<Kandase-gawa River<Katsuura-gawa River )	1
Shaver Lake	3
Snowy River	26
Sonose-gawa River>Tatara-gawa River>unknown  watercourse	23
South AmericaAmazon River system	2
Southwest Alantic	1237
St. Joseph River	154
Stockton Lake	2
Takatsu-gawa River	113
Tallapoosa River	3
Tatara-gawa River<watercourse	1
Teal River	65
Togi-gawa River	6
Tomiogawa River	1
Touge-gawa River<Tsushi-gawa River	1
Tributary Dutch Creek	1
Tributary Macoupin Creek	1
Tributary Sangamon River	11
Trinidad and Tobago	1
Tuckaseegee River	3
