v_highestBiostratigraphicZone,reps
Goniatites eganensis,25
"B Zone, B3 Subzone",25
Shelly Zone 5,25
"Nowakia elegans, Nowakia cancellata",25
Hunnegraptus copiosus,25
Poriagraulos,25
NN 8 Zone,25
La Débruge (certainly MP 18 level),25
Jason,25
MP 30,25
Stictopora minima,25
Planula,25
Inoceramus labiatus,25
Cypridea alta formosa,25
Series 2,25
Acanthoceras jukesbrownei,25
Meneghinii,25
Wairakiella rostrata,25
Kamerunoceras turoniense,25
Agnostus inexpectans-Proceratopyge protracta,25
Leiostegium-Kainella,25
Changshania,25
Goniatites multiliratus,25
Spinachitina fossensis,25
Wisconsin,25
Testograptus testis,25
Euzet (MP 17),25
MP 8+9,25
Algovianum,25
Guembelites jandianus,25
Lenotropites caurus,25
E2a3,25
Icriodella inconstans,25
Flemingites rursiradiatus,281
MN4,26
Euxinus Zone-Occitanica Zone,26
Redlichia (Pteroredlichia) chinensis,26
Neoendothyra permica,26
crickmayi,26
Triticites komansuensis-T. procerulus,26
middle varcus - upper hermanni,26
Parafusulina kaerimizensis,26
pseudocordata,26
Costispirifer,26
H. helvetica,26
siluricus,26
Cynognathus Assemblage Zone Subzone A,26
Budurovignathus mungoensis,26
Schloenbachia varians,26
Watinoceras coloradoense,26
Gnathodus semiglaber - Polygnathus communis,26
Obtusum-Ibex (Davoei),26
Clioscaphites choteauensis,26
Deshayesites forbesi,26
linnaei,26
MP10,26
NM palynozone,26
Rhaptagnostus ciliensis-Onchonotellus cf. kuruktagensis,26
NM Palynozone,26
"Nowakia zlichovensis, Nowakia paecursor, Polygnathus debiscens, and Polygnathus gronbergi",26
Dokidocyathus lenaicus - Majatheca tumefacta,26
communisti,26
Hebellum minutum,26
lower - middle varcus,26
Chester,26
MN 16,26
MP 20-21,26
upper Epigondolella triangularis,26
Euhoploceras tuberculatum,26
Albertella,282
Glyptagnostus stolidotus,282
middle varcus,3098
Cephalopyge notabilis (lower portion),27
Or1,27
Ephedripites ambiguus-Ephedripites multicostatus-Foveotricolpites giganteus- Foveotricolpites gigantoreticulatus,27
Anatropites,27
SBZ21,27
Belemnella sumensis,27
Can Polygnathus pireneae,27
Eoplacognathus pseudoplanus,27
Uintan,27
amoenum,27
Bifrons,27
Nostoceras hetonaiense,27
Glyptograptus teretuisculus,27
Hyperlioceras discites,27
Epicheloniceras martini,27
Exogyra overwegi,27
M. belophorus,27
Siphonodella sulcata,27
micrornatus-newportensis,27
Tetragraptus phyllograptoides,27
L. densiporata Zone of Kozur and Mostler (1994),27
Didymograptus protobifidus,27
Paraspirifer acuminatus,27
Micraster coranguinum Zone,27
lundgreni-testis,27
Coosella,27
Palmatolepis rhomboidea,27
P22,27
hagei,27
Rohillites omanensis,27
Dufrenoyia furcata,27
Arietites bucklandi,283
Megapalaeolenus,28
Prionocyclus macombi,28
Brewericeras huluense,28
Drepanura-Liostracina,28
Diplograptus vulgatus,28
Micraster breviporus,28
crispus,28
ploeckensis,28
Belemnella lanceolata,28
Marginirugus barringtonensis,28
Coptospora paradoxa,28
Between the Bouxwiller and the Lissieu Levels,28
late rhenana,28
laticostatus,28
upper ensensis zone,28
Anticostia teres,28
NP17,28
"Te, 5 Zone, 5",28
Notostrophia zealandicus,28
Lenodus crassu,28
Early falsiovalis,28
Spinachitina oulebsiri,28
Callavia,28
Calpionellopsis Zone,28
Quadratia,28
Yabeina elongata,28
Vascoceras cauvini,28
Suessi,28
Hercochitina normalis,28
Stringocephalus,29
Polyptychites stubendorffi,29
Cardioceras tenuiserratum,29
OIS 13,29
Appendispinograptus supernus,29
Irvingella norilica,29
Euxinus,29
Ensigraptus caudatus,29
Lejopyge acantha,29
Kockelella ranuliformis,29
Pseudoschwagerina,29
Pooleville Echinoderm Zone,29
Pterospathodus pennatus procerus,29
CN4-CN5a,29
Lethamia concava,29
celloni,29
"Cycles V, VI",29
Ronzon reference level,29
"Polygnathus costatus partitus, Tortodus kockelianus australis, Nowakia sulcata, Nowakia pumilio",29
Bilinguites metabilinguis,29
Cyathaxonia,29
"Cycle IV, V",29
Endosiphonites muensteri,29
Malayites paulckei,29
Eoparafusulina pseudosimplex,29
Eoplacognathus suecicus,29
Ancyrodelloides delta - Pedavis pesavis,29
Preflorianites-Kashmirites beds,29
NP13,285
atavus - acinaces,541
Neocardioceras juddii,30
Pseudoceltites multiplicatus,30
Bathyurus granulosus,30
Janaija praelonga,30
Cubitostrea lisbonensis/Santeelampas oviformis,30
MALF1,30
early duplicata,30
Ostrea sellaeformis,30
Peligran,30
Crybelosporites striatus,30
Shantungaspis,30
Aulacostephanus autissiodorensis,30
Nowakia sulcata,30
Spirograptus turriculatus,30
"Gyroceratites gracilis, Nowakia holynensis",30
Gephyrocapsa,30
Spinomartinia spinosa,30
Delphinites (Pseudogarnieria) undulatoplicatilis,30
Hybonotum Zone-Occitanica Zone,30
Baculites compressus,30
Vascoceras cauvini - Rubroceras alatum,30
Macrocephalites macrocephalus,30
Paratexanites serratomarginatus,30
Globorotalia pseudomenardii,30
Tropites dilleri,30
Fallauxi,30
"Silicarmiger italicus Zone; Kozur and Mostler, 1994",30
bouceki/bandeletovi zone,30
Hangchungolithus primitivus,30
Delgadella anabara,30
Bergeroniellus gurarii,30
Armenina-Misellina ovalis,30
Monoclimacis arcuata,30
Yaojiayuella,30
P. quadripunctata,286
Proagnostus bulbus,286
NP25,31
Flemingites flemingianus,31
Between the Bouxwiller and the Lissieu levels,31
Forresteria petrocoriensis,31
Belemnella lanceolata (Md1),31
Alibashites mojsisovicsi,31
middle crepida,31
Aspidoceras longispinus,31
lower Epigondolella multidentata,31
Saukiella serotina,31
N18-N19,31
MN 13,31
Tollia payeri,31
Colaniella parva,31
Sagenites quinquepunctatus,31
Orthograptus fastigatus,31
Pseudolioceras mclintocki,31
Upper Lagenidae,31
Whittakerites planatus,31
NP 21,31
Tanuchitina bergstroemi - Conochitina rugata,31
Delotaxis fauna,31
Scaphonyx-Exaeretodon-Herrerasaurus,31
Crespedites taimyrensis,31
Tulites tuwaiqensis,31
Pachydiscus riccardi,31
Bed #8,31
Deshayesites deshayesi,31
early crepida,31
T. kretaensis rad. zone,287
Inyoites beaverensis,32
Misellina (Misellina) parvicostata,32
Gnathodus girtyi collinsoni,32
raricostatus Zone,32
Didymograptus hirundo - Didymograptus bifidus,32
Corynexochus plumula-Sinoproceratopyge cf. kiangshanensis,32
hermanni - disparilis,32
Striatifera,32
Stimulograptus sedgwickii/Cyrtograptus insectus,32
perneri-opimus (Graptolite),32
Palmatolepsis rhenana,32
Symphysurina,32
Otoites sauzei,32
Wasatchites distractus,32
Hypagnostus brevifrons-Phoidagnostus bituberculatus,32
Eodilldymelle pulchra,32
Bathyurus ulu,32
Kamptoclymenia endogona,32
Oulodus? nathani,32
Transition,32
Agnostotes clavatus-Irvingella perfecta,32
Gymnotoceras rotelliformis,32
Palmatolepis marginifera,32
dilleri,32
Sagenites reticulatus - Vandaites sturzenbaumi,32
Nucula chargensis/Venericardia libyca,32
Wa-0,288
Megistaspis limbata,288
Hintzeia celsaora - Protopliomerella contracta,33
Silberlingites mulleri,33
Ozarkodina strena,33
Chalaroschwagerina vulgaris,33
rhenanus/varcus - ansatus,33
Megistaspis simon,33
kindlei,33
Metophiceras subdemissum,33
Rossaspis superciliosa,33
Gymnotoceras rotelliforme,33
Hectoroceras,33
Asteroceras obtusum,33
C,33
Betraccium deweveri,33
Hercochitina crickmayi,33
Shelly Zone 3,33
Eoconodontus-Cordylodus proavus,33
Eopolydiexodina,33
Zone 4,33
Belemnella junior,33
Ozarkodina remscheidensis,33
Epipeltoceras bimammatum,33
Retrocostatum Zone,33
early rhomboidea,33
Palmatolepis falsiovalis,33
Craspedites okensis,33
Daixina crispa,33
Tsinania-Ptychaspis,33
Pleuroacanthitoides,33
Tf Zone,33
Boreohungarites kharaulakhensis,33
chischa,33
transitans,33
Bailiella-Lioparia,33
Ozarkodina? crassa,33
Londinia kiesowi,33
striatus,33
Polygnathus dehiscens,33
Cordylodus angulatus,34
Pseudofusulina moelleri,34
Kochella crassa,34
Malarguensis,34
Globoratalia miocenica,34
early crenulata,34
P. gibbus - P. punctuosus,34
Polygnathus ensensis,34
Pleoroceras spinatum,34
Clarkina yini,34
Erymnoceras coronatum,34
close to Escamps or Montmartre levels,34
P3b,34
Tulites,34
Ammonites (Graysonites wooldrigei and Stoliczkaia amanai),34
Strictopora mutabilis,34
hemiansatus- varcus,34
MP 26,34
Ceraurinella necra,34
Stictoporella angularis,34
MN 14,34
MP6,34
cordilleranus,34
Quasifusulinoides quasifusulinoides-Protriticites ovatus,34
Gastrioceras branneri,34
Nigericeras gadeni,34
Aalensis,290
Offaster pilula,35
L. balmei and New Zealand PM3 zones,35
Bidentatus,35
Abichites stoyanowi,35
Dicanthopyge,35
nodosus,35
romunderi,35
Eoconodontus,35
MP8 + 9,35
Sonninia sowerbyi,35
Eupachydiscus isculensis,35
Anasibirites kingianus,35
Adetognathus unicornis,35
Ozarkodina sagitta,35
Qiaotouaspis,35
Abathomphalus mayaroensis,35
CP12a,35
rhomboidea,35
upper hermanni,35
Hedenstroemia hedenstroemi,35
Araneograptus murrayi,36
Mimetus,36
Haeckelicyrtium breviora,36
falsiovalis,36
late marginifera,36
Taihungshania migueli,36
early rhenana,36
Pressulus,36
Garanti,36
cristatus ectypus,36
Lancian,36
Tomiopsis-Attenuatella,36
Monograptus cyphus,36
Taimyrosphinctes excentricus,36
Hysteroceras varicosum,36
Polygnathus styriacus,36
Amaltheus margaritatus,36
Pseudononosaria obconica,36
Micraster coranguinum,36
Schmidtiellus mickwitzi or Holmia inusitata,36
Leiostegium constrictum-Shenjiawania brevica,36
Lilloettia steinmanni,36
Dorsoplanites maximus,36
Clarkina tulongensis-planata,36
Lower Kockelella walliseri,36
Quenstedtoceras mariae Zone,36
ascensus-acuminatus,36
Streptognathodus vitali,36
Leiagnostus cf. bexelli-Archaeuloma taoyuanense,36
HCIIa,292
Clioscaphites saxitonianus,37
upper Palmatolepis crepida,37
Palmatolepis hassi,37
Protriticites ovatus-Quasifusulinoides quasifusulinoides,37
Ponticeras domanicense,37
5a,37
Sinosachites flabelliformis–Tannuolina zhangwentangi,37
Psephosthenaspis glabior,37
Schizophoria iowensis,37
Bathyurus mackenziensis,37
Fanninoceras fannini,37
Stolleyites tenuis,37
T. testis,37
Gravesia gigas,37
NP 9,37
Idiognathodus eudoraensis,37
M. transgrediens,37
Paraschwagerina sp.,37
Choffaticeras segne,37
Pelagiella madianensis,37
Pa. crepida,37
MN12,37
Platynota,37
Fallotaspis,37
dengleri,37
Beedeina novamexicana,37
Dictyomitra multicostata,38
Lostcabinian,38
Epigondolella postera,38
early falsiovalis,38
Faunal Zone B,38
Annulata,38
middle - upper varcus,38
Paraentactinia nakatsugawaensis,38
Ceraurinella longispina,38
Triphyllopteris,38
Fusulinella bocki,38
Cymodoce,38
Palmatoleis marginifera,38
Barytichisma (coral),38
O,38
Aulacostephanus pseudomutabilis,38
Imerites giraudi,38
Probilacunaspis nasalis-Peichiashania hunanensis,38
Patagoniense,38
Asaphelina barroisi/ Taihungshania migueli,38
Afropollis jardinus/Elaterosporites klaszii,38
upper Epigondolella multidentata,38
Palmatolepis transitans,38
Mictosaukia,38
Priceaspis oepiki - Priceaspis rochei,38
Arnioceras semicostatum,294
Pseudaspidoceras flexuosum,39
Strictopora minima,39
OSM F,39
triangularis,39
middle-upper varcus,39
Kunae,39
Fanninoceras,39
F,39
Subfurcatum,39
Acaroceras-Antacaroceras,39
Triplicatus,39
Protosalvinia,39
Ceraurus gabrielsi,39
Mucronaspis mucronata,39
Spinaptychus sternbergi Zone,39
Euzet Level,39
lower disparilis,39
Micromphalites,39
F5,39
maclearni,39
partitus,39
"""Canteran""",39
Acastella elsana,39
expansa,39
MP 13,295
Ophiceras commune,40
Pseudoparalegoceras kesslerense,40
Demonense,40
Psiloceras calliphyllum,40
Helvetoglobotruncana helvetica,40
Protacanthodiscus andreaei,40
Hintzeia celsaora / Protopliomerella contracta,40
Marmorea Zone,40
NP 16,40
Ozarkodina snajdri - Ozarkodina crispa,40
Passage beds,40
poseidon,40
Stimulograptus sedgwickii,40
Discites,40
Missisquoia,40
Hamarodus europaeus,40
Miogypsina-Soriitidae,40
Agnostotes clavatus-Irvingella angustilimbata,40
Cardioceras cordatum,296
Shevyrevites shevyrevi,41
Cycle IV,41
Neoschwagerina,41
Coilopoceras requienianum,41
Changia,41
L-0 10 subunit,41
early marginifera,41
Crinoid - Pisocrinus Beds,41
Grambergia taimyrensis,41
Afropollis jardinus/Afropollis kahramarensis,41
Hudsonoceras proteum,41
shoshonensis,41
Insigne,41
Coral Zone H,41
Distomodus staurognathoides,41
Polygnathus costatus partitus,41
Anasibirites multiformis,41
Hybonotum,41
Conochitina scabra,41
lower subterminus,41
Climacograptus cyphus,41
Whiteavesi,297
Owenites koeneni,297
Maltonense-Tenuiserratum,42
Monograptus belophorus,42
bukowskii,42
Cedaria (Middle Cedaria subzone),42
Palmatolepis jamiae,42
Acanthoceras amphibolum,42
Glyptograptus persculptus,42
Humphriesianum,42
Alsatites liasicus,42
Oulodus nathani,42
FU0,42
Speciosum,42
Tf,42
Nicomedites osmani,42
Escamps Level,42
MN 11,42
Fusulina haworthi,42
MP 18,42
Emaciatum,42
Globigerinatella insueta,42
Hodsoni Zone,42
Urdyceras tulongensis,42
Tmetoceras scissum,42
Ronzon Level,42
Amorphognathus tvaerensis,43
Eognathodus sulcatus sulcatus,43
varcus,43
Tapinocephalus Assemblage Zone,43
Paraplethopeltis,43
MP 20,43
? Glossopleura,43
Thambites planus,43
Lopha villei,43
"Cycles III, IV",43
Deseadan,43
Climacograptus clingani - Pleurograptus linearis,43
pesavis,43
Eolotagnostus,43
Sigiloceras enodatum (S. calloviense) - Kosmoceras phaeinum (Peltoceras athleta),43
about the same level than Robiac,43
Baculites sp.,43
Nostoceras pozaryskii (Kg4),43
Nemagraptus,43
Beattonoceras,44
Wa3,44
Achanarras band,44
linguiformis,44
Plagiura - Poliella,44
Cistecephalus Assemblage,44
Hustedograptus teretiusculus,44
Klapperina disparilis,44
"D. concavata, M. schneegansi, H. helvetica, & W. archaeocretacea",44
eiflius-kockelianus,44
N13,44
mineralense,44
M3,44
Globotruncana ventricosa,44
Andidiscus behrendseni,44
Monograptus angustidens,44
Neocolumbites insignis,44
Acadoparadoxides mureroensis,44
Acrospirifer kobehana,44
Kunae (basal),44
PL miospore,44
Avalon,44
Temnoptychites insolutus,44
Gauthiericeras margae,44
Cynognathus subzone B,44
Polygnathus inversus,44
late triangularis,44
Demirastrites triangulatus,44
Plectodina tenuis,300
Zone III (Apt.-Alb.),300
E2a2-alpha,45
Kockelella ortus ortus,45
Lopha pomeli,45
Didymograptus murchisoni,45
Sunaspis-Sunaspidella,45
M. colonus,45
Tagmersheimense,45
N17-18,45
MN-7,45
Didymoceras stevensoni,45
Parvikirkbya fueloepi,45
"D Coral-Brachiopod Zone, D3 Coral-Brachiopod Subzone",45
Eodindymene pulchra,45
Psephosthenaspis nasuta,45
Vimineus,45
CN5a,45
planula,45
Tinguirirican,45
P3a,45
NP 16-17,45
Laeviuscula,45
Elvnia,46
Escamps level,46
Stricklandia lens typica,46
Dumortieria meneghinii,46
Trinodosus,46
E2b,46
Scaphites ventricosus,46
Eoredlichia- Wutingaspis,46
dawsoni,46
Fusulinella,46
Calodiscus-Erbiella,46
Baltoniodus gerdae,46
Goniatites,46
Harpoceras falciferum,558
Palatinum,47
Mortoniceras pricei,47
Kockelella cf. sardoa,47
Monograptus fritschi linearis,47
Scaphites depressus,47
Orbitolina (Orbitolina) concava,47
Indigirites krugi,47
Tangyagraptus typicus,47
Nematograptus gracilis,47
La Débruge level,47
Turborotalia cerroazulensis,47
Classopollis brasiliensis,47
Paraglobonilus subglobosus–Purella squamulosa,47
Hormosina ovulum,47
"NP24, NP25",47
Amoeboceras regulare Zone,47
Palmatolepis linguiformis,47
Keyserlingites subrobustus,47
Morozovella uncinata and Subbotina trinidadensis,47
Mortoniceras (Subschloenbachia) rostratum,47
deleeni,47
Oepikodus evae,47
NP3,303
Clarendonian,815
Upper Lygistepollenites balmei,48
Acastella tiro,48
Isarcicella isarcica,48
Wutingaspis-Eoredlichia,48
Gerhardtia sartousiana,48
Reichelina media,48
Ellipsocephaloides,48
rutherfordi,48
P0-P1a,48
Cynognathus subzone C,48
Hindeodus parvus,304
late rhomboidea,49
Fengshanites/Prohungarites,49
Eokochaspis nodosa,49
Coal Measures,49
Belemnitella mucronata,49
Hypselocyclum,49
Oxytropidoceras roissyanum,49
Micracanthoceras microcanthum,49
Sphaeroschwagerina,49
Aulacostephanus eudoxus,49
Eodindymene oulchra,49
Porosononion granosum,49
Schwagerina yunnanensis,49
M11,49
Clarkina leveni,49
Pseudodunbarula arpaensis,49
Plicatilis,305
Discoscaphites iris,817
Beedeina leei,50
Energy Shale Member,50
Solidum,50
Ronzon level,50
Dicynodon Assemblage,50
Manticoceras lyaiolense,50
Nordiceras timanicum,50
Citrinoides paraozawai,50
Niortense,50
Tennesseean,50
Nowakia richteri,50
C2S1,50
Idiognathodus simulator,51
Dunveganoceras pondi,51
"S Coral-Brachiopod Zone (Caninia), S2 Coral-Brachiopod Subzone",51
Borelis schlumbergeri,51
MP 24,51
upper subterminus,51
Elegans,51
Aldanocyathus sunnaginicus - Tiksitheca licis,51
Quenstedtoceras mariae,51
Rasenia evoluta,51
Parahsuum grande assemblage-zone,51
Monoclimacis griestoniensis,51
Macerodus dianae,51
Montiparus paramontiparus,51
Echinoconchus,51
Levisoni,51
Siphonodella isosticha - S. Crenulata,51
australis-kockelianus,51
Ischadites iowensis,51
micrornatus-newportensis Spore Assemblage Biozone,51
patulus,51
Ogilviecoelia,51
Eoplacognatus suecicus,51
Hybonoticeras beckeri,51
MPL 5a,307
Neoalbaillella optima and N. ornithoformis Assemblage Zones of Ishiga (1986),563
Marrolithus bureaui Zone,52
Codonofusiella kwangsiana,52
Lower Echinoderm,52
Oulodus elegans detorta,52
Coronoides,52
Mytiloides labiatus,52
Eoparafusulina,52
Faunal Zone C,52
Mortoniceras (Subschloenbachia) perinflatum,52
Dutkevichia complicata,52
NN4,52
Jigulites corpulentus - Daixina porrecta,52
Sunrisensis,52
Hexasaturnalis hexagonus assemblage zone,52
Macrocephalus,52
D,52
Illaenurus,52
Amplexograptus bohemicus,53
Eoamaltheus meridianus,53
Yabeina higoensis,53
Subcontractus,53
Vercorsella scarsellai,53
Misellina (Brevaxina) dyhrenfurthi,53
Zone 2,53
T. lilliei and T. longus zones,53
Nama,53
Offaster pilula Zone,53
Nyalamites angustecostatus,53
MN9,53
Sagenites reticulatus,309
Blancan,2613
Jeletzkytes nebrascensis,54
Neogondolella carinata,54
G,54
hesperius,54
Damesites compactus,54
Phisonites triangulus,54
Frankites regoledanus,54
Monograptus nilssoni,54
eosteinhornensis,54
upper II-delta or III-alpha,54
Betraccium deweveri rad. zone of Carter (1993),54
Brevispirifer gregarious,54
Callavia broeggeri,54
Hybonoticeras hybonotum,566
Parahsuum simplum assemblage zone,55
Clioscaphites vermiformis,55
tardus,55
Tripodus laevis,55
max: zone,55
Scissum,55
Hsuchuangia-Ruichengella,55
Zemorrian,55
Aulacostephanus sosvaensis,55
Gastrioceras hudsoni,55
Vandaites stuerzenbaumi,55
Productus sedaliensis,56
Ladatheca annae,56
Capnodoce rad. zone,56
Ensenadan,56
Ludwigia murchisonae,56
Fauna 12,56
Alpenachitina eisenacki,56
Kansan,56
"Polygnathus costatus partitus, Polygnathus costatus costatus, uppermost Polygnathus xylus ensensis",56
Apatokephalus incisus,56
Hoploscaphites birkelundae,56
Hemiansatus,56
Tortodus australis,56
Fungochitina spinifera,56
Palmatolepis expansa,56
Exiteloceras jenneyi,56
Semiformiceras fallauxi,56
P11,57
M6-7,57
Pararaia bunyerooensis,57
Kunae/Carlottense,57
Megistaspis polyphemus,57
Climacograptus tubuliferus,57
C1,57
Discus,57
Schellwiena ulukensis,58
Tesselacauda,58
ensensis - middle varcus,58
Lystrosaurus,58
Hemphilian,58
Nicoraella kockeli,58
J?,58
Avisianum,58
N3,58
probably Perriere level,58
Bremeri,314
subobtusa/obtusa,59
Climacograptus pygmaeus,59
Asaphelina barroisi,59
Leymeriella regularis,59
Baculites jenseni,59
Mytiloides incertus,59
hemiansatus to timorensis,59
F. charveti,59
crepida - marginifera,59
Parvigondolella andrusovi - Misikella hernsteini Assemblage Zone,59
Mariae,59
hermanni to disparilis,59
Glyptagnostus reticulatus,315
Eocoelia curtisi,60
Encrinuraspis beaumonti,60
M-N,60
magnus,60
Baculites reesidei,60
CNE5,60
Ceraurinella nahanniensis,60
Neospathodus dieneri-N. pakistanensis,60
Cubitostrea lisbonensis/Pteropis lapidosa,60
Neocardioceras Ammonite,316
Morozovella velascoensis,316
Pseudoradiosa,61
Spiroplectammina spectabilis,61
hayesi,61
Latericriodus steinachensis,61
Nordophiceras contrarium,61
Oulodus velicuspis,61
Obsoletes obsoletus-Protriticites pseudomontiparus,61
Daptocephalus,61
L,62
Hirnantia,62
nutfieldiensis,62
Polygnathus gronbergi,62
Lygistepollenites balmei,318
Cravenoceras hesperium,63
"Nowakia elegans, Nowakia cancellata, Nowakia richteri, Nowakia holynensis, Polygnathus laticostatus, Polygnathus serotinus, Polygnathus costatus patulus, and in the uppermost part Polygnathus costatus partitus",63
G-1,63
Subprionocyclus neptuni,63
Pygodus anserinus-Amorphognathus tvaerensis,63
Ogivalis,63
Ranasasus brevicephalus,63
Watsonella crosbyi,63
Eopolydiexodina douglasi,63
Ermoceras,63
Pachydiscus ootacodensis,63
Monograptus uniformis,319
Normalograptus extraordinarius,319
Nostoceras hyatti,831
Daonella americana,64
Dzhulfites spinosus,64
"Inoceramus dunveganensis, Dunveganoceras, and Sciponoceras cf. S. gracile",64
Striatus,64
Jacobi,64
Polygnathus partitus,64
Zigzagiceras zigzag,64
Neospathodus ex gr waageni-N. novaehollandiae,64
M. fritschi linearis,65
Wedekindellina,65
gigas,65
Distomodus kentuckyensis,65
Neoschwagerina colaniae,65
Istriograptus transgrediens,65
Fatina costei,65
Secedensis,65
Globolaxtorum tozeri,321
NP 17,66
Clarkina meishanensis,66
Monograptus balticus,66
Antecedens,66
Aperispirifer nelsonensis,66
Remesella varians,66
Ceraurus mackenziensis,66
Tiupampan,66
Yakovlevia,322
Poorly fossiliferous interval,67
Anabarites trisulcatus - Protohertzina anabarica,67
Protopliomerella contracta,67
Hyperodapedon,67
Dipoloceras cristatum,67
O. crispa,67
Parkinsoni,68
Gracilis,68
Eubaculites carinatus,68
Curionii,68
Polymorphum,68
Taenicephalus,68
Micragnostus mutabilis-Lophosaukia,68
Marigold Oolite,68
N4,580
Nowakia elegans,69
Eurekaspirifer pinyonensis,69
Tropidostoma Assemblage,69
chester,69
Macrocephalites gracilis,69
Hoplites dentatus,69
Parakidograptus acuminatus,69
Paraschwagerina pseudomira,69
Acerocare,70
Metoicoceras mosbyense,70
M1,70
lower - upper disparilis,70
MN2,70
MP 23,70
Palmatolepis punctata,70
Cordylodus lindstromi zone,70
Epinondolella primitia,70
caurus,70
Canoptum merum,70
Perovkan,70
MN3,70
Polygnathus costatus,70
Polygnathoides siluricus,326
Baculites asper,71
MP 16,71
Pygodus anserinus,71
dehiscens,71
Nowakia holynensis,71
mucronatum,71
vertebrale,71
Lepiskites kolymensis,71
Whiteavesi/Freboldi,71
Parasibirites grambergi,71
Belemnella kazimiroviensis (Mg2),71
Baculites maclearni,71
Lemdadella linaresae,72
Spirifer brazerianus,72
Oepikodus communis - Reuterodontus andinus,72
Fungochitina fungiformis,72
Pantanellium tanuense,72
"Cycle V, VI",72
Zone II,72
Undulograptus austrodentatus,72
Bolbocephalus stitti,73
Neodiversograptus nilssoni,73
"""Neoalveolina"" melo",73
Pseudocordata,73
bifurcatus,73
UC8,73
Borelis cf. pygmaeus,73
Shoshonensis,74
Cystograptus vesiculosus,74
Monograptus yukonensis zone,74
Dicellograptus anceps,74
Aphelognathus grandis,74
HCIIb,74
Paralenorthis-Orthidiella,74
Illinoian,75
Monograptus sedgwicki,75
Eurekaspira pinyonensis,75
Monograptus hercynicus nevadensis,75
D1,331
Beckeri,331
Caudicriodus celtibericus,76
Semiformiceras semiforme,76
Glyptagnostus reticulatus-Euganocare,77
Cedaria,77
Tapinocephalus Assemblage,77
Sirenites yakutensis,77
Polygnathus hemiansatus,77
MN2b-3,77
MN5,77
cautisnigrae,333
Lotagnostus punctatus-Hedinaspis regalis,78
Siphogonuchites-Paragloborilus,78
Transversarium,78
Perrière level,78
latest marginifera,78
Intermedius zone,78
NN5,334
Cyrtograptus lapworthi,79
P8,79
Parvikirkbya transita,79
Goniatites americanus,79
Belemnitella junior,79
Spinoplasia,79
Micraster cortestudinarium,80
Ozarkodina snajdri,80
Rotelliformis,80
plicatilis,592
Kockelella amsdeni,81
Inoceramus schmidti,81
Glossopleura,81
Perrière,81
timorensis,81
Zone à Bimammatum,81
Conaspis,81
Tanuchitina bergstroemi,81
Biscutum romeini,81
columbiae,82
Streptognathodus simulator,82
Nochoroicyathus sunnaginicus,82
Quenstedtoceras lamberti,82
MP7,82
Conochitina rugata,82
Strigigenalis brevicaudata,82
Crickmayi,82
Kockelella variabilis,82
Anabarites trisulcatus-Protohertzina anabarica,82
Contusotruncana contusa,3666
"Cycles II, III, IV",83
Avicula contorta,83
Upper Proteacidites tuberculatus,83
Anomalorthis,83
Dicynodon Assemblage Zone,83
Baculites compressus/cuneatus,83
MN1,83
Epigondolella triangularis,83
Holaster planus,83
Branneroceras branneri,83
Parafusulina stricta,83
Misikella posthernsteini Assemblage Zone,84
Pelagiella subangulata,84
F4,84
Ptychagnostus intermedius,84
Amecephalus arrojosensis,84
Aldanella yanjiaheensis,84
MN 5,84
Lower Proteacidites tuberculatus,84
Vacan,84
Mestognathus beckmanni,84
ansatus-semialternans,84
Proparvicingula moniliformis,1108
E1,85
Asaphus expansus,85
Stoliczkaia dispar,85
Neoschwagerina cheni,85
Belonechitina gamachiana,85
Aldanocyathus sunnaginicus,85
hyatti,85
Camenella baltica,85
Idoceras planula,85
Narizian,341
Canoptum triassicum assemblage-zone,86
Histiodella kristinae,86
G-2,86
lanceolata,86
Neotollia klimovskiensis,86
Rhombocorniculum cancellatum,86
Lower varcus,86
Climacograptus spiniferus,86
Oulodus elegans detortus,86
Robustoschwagerina nucleolata,86
Plekonella multicostata,86
Nostoceras alternatum,598
Mytiloides kossmati -Mytiloides mytiloides,87
punctata,87
MN 6,87
Campanellula capuensis,87
Mantelliceras mantelli,87
Epigondolella abneptis,855
Zone III,88
Acanthoceras rhotomagense,88
Taphrognathus varians,88
H,88
Anthracospirifer welleri - shawi,88
Hoplitocrioceras gentilii,88
Lepidolina kumaensis,88
Kerri,88
Pedavis pesavis,88
Crassatella alta/Chlamys cawcawensis,88
Berriasella jacobi,88
Dibunophyllum,344
transversarium,600
Bajarunia euomphala,89
mutabilis-zone,89
Archaias aduncus,89
Nowakia subtilis,90
Korobkovitrigonia darwaseana,90
Bemella communis,346
Proptychites candidus,91
Pterospathodus amorphagnathoides,91
sutherlandi,91
osmani,91
MP14,91
Amphistorites matleyi,91
Thambites,91
SBZ 18,347
Dinodontosaurus,92
Didymograptus bifidus,92
Kockelella ranuliformis - K. amsdeni,92
Costistricklandia lirata,92
Colhuehuapian,92
Pleurograptus linearis,92
Caninia,93
Permian Palynozone (undifferentiated),93
Bighornia-Thaerodonta,93
NP 12,93
N,93
Jeffersonia granosa,93
Eurudagnostus kazachstanicus-Parabolina monstruosa,93
Lystrosaurus Assemblage Zone,94
E,94
?Proparvicingula moniliformis zone of Carter (1993),94
Apatokephalus serratus,94
