v_lowestBiostratigraphicZone,reps
Palmatopsis falsiovalis,5
Adaecyathus solidus,5
Heckethornia bowiei,5
"Tf, 1",5
"C Coral-Brachiopod Zone (Caninia), C2 Coral-Brachiopod Subzone (Caninia)",5
Shale above Grape Creek Coal,5
"K Zone, K2 Subzone",5
Ozarkodina eurekaensis,5
biceratopsinae n. gen 1. n. sp.2 occurrence zonule,5
Clarkina hambastensis,5
Anabarites trisulcatus–Protohertzina anabarica / Siphogonuchites triangularis–Paragloborilus subglobosus,5
Codonofusiella,5
N12 Zone,5
Perisphinctes cautisnigrae Zone,5
Leymeriella Zone,5
Sous-zone à Capricornus,5
Upper Icriodontid Subzone,5
between Fons 4 and Perriere levels,5
Jura 1,5
Taoqupognathus philipi,5
Juvarites beds,5
mariae and lower cordatum,5
Aphelaspis Zone,5
Hudsonoceras proteum Zone,5
MP 8–10,5
Eccaparadoxides pinus,5
Bed 8,5
CC 22,5
Anomalinoides aegyptiacus,5
Bed 6,5
Arthricocephalites-Changaspis,5
G. insueta zone,5
Horizon Jds-1,5
Baculites sp. (smooth) - Baculite perplexus,5
Hyphoplites falcatus Zone,5
Afropollis jardinus/Cretaceaporites densimurus,5
Bristolia n. sp1 zonule,5
Malletoptychites kotchetkovi,5
Subcolumbites,5
Close to the Montmartre Level,5
S Zone,5
Nathorstites tenuis,5
spinosus,5
"""Triphyllopteris Zone""",5
Dicellograptus laticeps,5
P14,5
Stephanoceras epalxites,5
BACULITES COMPRESSUS ZONE,5
Zone P. 7,5
Bed number 7,5
Pentamerus globus Zone,5
Neospirifer,5
Romaniceras mexicanum,5
Rhaeboceras,5
Monograptus crispus,5
Neospathodus planus,5
Bursachitina umbilicata,5
Globigerina officinalis Zone,5
Diplograptus,5
Inoceramus hobetsuensis,5
4c,5
Aurilobodus leptosomatus-Loxodus dissectus to Pygodus lunennsis to Pygodus anitae,5
Terrakea concavum,5
early postera,5
Tritortis kretaensis zone of Kozur and Mostler (1994),5
Kosmoceras (Zugokosmoceras) jason,5
Hemingfordian; Middle,5
"S Zone, S2 Subzone",5
Erixanium sentum,5
m/u varcus,5
N-O,5
Barstovain,5
"Section J, level e",5
Meekoceras beds,5
Humphresianum,5
Belemnopsis latesulcatus,5
PALEO_MN3,5
Vabdaites sturzenbaumi,5
Zone NP.25/NN.1,5
"Euhoplites loricatus Zone, Euhoplites meandrinus Subzone",5
Solenopleuropsis Zone,5
Olenus gibbosus,5
MN 3a,5
Trilobite - early Etcheminian fauna,5
"Z Coral-Brachiopod Zone, Z1 Coral-Brachiopod Subzone",5
"Arcuolenellus cf. megafrontalis zonule, subunit 1",5
Heckethornia hyndeae,5
Onchonotellus tchecurensis,5
Tn3a Conodont Zone,5
Hatchericeras patagonense,5
zone 34,5
Baculites reesidei? zone,5
Paraceratites trinodosus Zone,5
Zone 2A,5
Zone à Eudoxus ; Sous-zone à Caletanum,5
Collina chilensis,5
Platyrachella oweni,5
Griestoniensis Zone,5
Neolobites medeninensis,5
costicardia Subzone,5
Paravascoceras tectiforme,5
Ninella tarimensis - Cambroclavus fangxianensis,5
Zone NN.20,5
Xystridura jielingensis,5
"ibex Zone, luridum Subzone",5
NP 9 Zone,5
Meeresssand,5
"micrornatus-Streelispora newportensis Sporomorph Assemblage Biozone, middle sub-biozone",5
"Zone P. 1/2. Zone D2 of Dr I. Bang, 1959",5
Adiantities Zone,5
Ammonite zones concavum and bradfordensis,5
"Platiclymenia Zone, Sulcifer Horizon",5
Streptograptus exiguus,5
Aphanaia andrianovi,5
Verrucosisporites polygonalis - Dictyotriletes emsiensis,5
bucklandi Ammonite Zone,5
"Prodactylioceras davoei Zone, Androgynoceras maculatum Subzone",5
Mucronaten Zone,5
F-G2,5
Ctenopyge linnarssoni,5
Annelid - “Lecthaylus Shale”,5
Coygan Cave mammal assemblage-zone,5
Adiantites,5
Globorotalia crassaformis,5
Spirifer Zone,5
Turolian,5
Amaltheus subnodosus Subzone,5
Pisocrinus,5
Mytiloides hattini,5
Pragian,5
Zone 1H (11b),5
Crioceratites emericianus,5
Broeggerolithus soudleyensis,5
saxbii-orbignyii Zone,5
bifrons Ammonite Zone,5
Tapinocephalus,5
Profusulinella copiosa,5
Eremnoceras coronatum,5
Pseudogrammoceras fallaciosum Subzone,5
Zigzagiceras zigzag Zone,5
Pectinatites pectinatus,5
Hoploscaphites melloi zone. Middle,5
Neospathodus cristagalli,5
Gnathodus typicus - S. anchoralis/S. latus,5
Schluerterella kawadai Subzone,5
falciferum,5
Zone à Gravesia,5
Polygnathus ansatus,5
Bostrychoceras polyplocum Zone,5
Baculites rugosus ? | Baculitess compressus ? zone,5
Emileia giebeli,5
Zone N.12,5
Anglaspis horizon,5
Prohecticoceras retrocostatum,5
Bergeronites-Mansuyia,5
Barbatia merriami,5
Mobergella,5
Horizon F1BA,5
Nephrolenellus multinodus occurrence zonule (subunit 2),5
Dunbarula mathieui,5
Pseudoschwagerina muongthensis,5
Dicellograptus gravis,5
Holaster subglobosus,5
Ngororan,5
Didymograptus varicosus,5
"Holaster planus Zone, Heteroceras reussianum Subzone",5
Olduvai min: zone,5
semipolitum,5
Bed number 4,5
Paraspirifer cultrijugatus Zone,5
hermanni-norrisi,5
Bodenbenderi,5
Hoploscaphites melloi zone. Mid upper,5
Micromphylites clydocromphalus,5
Calycoceras guerangeri Zone,5
Modiolalata Zone,5
Costidiscus recticostatus,5
Aegyptiaca,5
cristatus,5
"Hemphillian, Early",5
N7  Zone,5
Gymnites,5
Hoploscaphites melloi zone. Lowest?,5
Ostracod zone,5
Calvinella-Plethometopus,5
Helvetoglobotruncana helvietica,5
Runcinatum,5
Trigonocerca typica - Pseudocybele nasuta,5
Asaphelina barroisi berardi-Taihungshania miqueli,5
Eopteria,5
Zone à Bimammatum ; Sous-zone à Semimammatum,5
NN6 Zone,5
Dumortieria pseudoradiosa,5
"Ammonite zones Humphriesianum, orbis and discus",5
Horizon F1b,5
Ptyagnostus atavus or Leiopyge,5
Dibunophyllum Subzone,5
Solenopora Subzone,5
upper Palmatolepis triangularis,5
Ammonite Zone Margaritatus,5
Cyclocyclicus crossfellensis,5
Zone P.13,5
Falciferum,5
D?,5
Coilopoceras requienianum total range,5
Bed 2,5
Calycoceras (Proeucalycoceras) guerangeri,5
Stenheimian,5
Missisquoia depressa,5
P1a,5
N23  Zone,5
Groeberi,5
Zone NP 02,5
Isarcica staeschei,5
Pseudofusulina ambigua,5
Mesophyllum sancti-dionysii,5
PALEO_MmQ3,5
Zone D,5
Pseudokeyserlingites guexi beds,5
"Uptonia jamesoni Zone, Phricodoceras taylori Subzone",5
Zone à Athleta,5
Montmartre Level,5
Cyrtograptus lundgreni - Monograptus testis,5
Semenoviceras litschkovi,5
Sharpeiceras laticlavium,5
Pseudostaffella antiqua,5
middle Epigondolella triangularis,5
Dinophyton,5
"Euhoplites loricatus Zone, Mojsisovicsia subdelaruei Subzone",5
Late Irvingtonian Or Early Rancholabrean,5
Parahystricurus? zone,5
Homoceras beyrichianum,5
Globorotolia aspensis/G. ensaensis Zone,5
"BACULITES BACULUS ZONE, LOWER",5
4b,5
Cadoceras elatmae,5
Angelina sedgwickii,5
Buchiceras bilobatum,5
Garantiana,5
"Tragophylloceras ibex Zone, Acanthopleuroceras valdani Subzone, actaeon Horizon",5
Thanetian,5
Hassi,5
Aegoceras capricornus Zone,5
Mammites nodosoides or Colligniceras woollgari,5
"Pleuroceras spinatum Zone, hawskerense subzone",5
Zone NP 21,5
Dipoloceras cristatum Subzone,5
"D Zone, D1 Subzone, Tschurtkovskiy  Horizon",5
truellii Zone,5
Lujanian-uquian,5
Ptychagnostus atavus,261
Upper N20r,261
Chadronian or Orellan,773
Zone NN 6,6
Pinacoceras metternichi,6
Wedekindellina dutkevichi-Fusulinella eopulchra,6
Ensensis,6
Yarmouthian ?,6
Zone NN9,6
murchisonae,6
Pennystone Marine Band,6
MP 7,6
Horizon M13,6
MN10,6
Cunningtoniceras inerme,6
Barstovian or Hemphillian,6
Rhaeticum or Crickmayi,6
Garantiana garantiana Zone,6
Bolaspidella Zone,6
Alveolina stipes zone,6
Ozarkodina remscheidensis eosteinhornensis,6
Horizon à Solare,6
Shumardites,6
Globorotalia subbotinae Zone,6
NP21a,6
Perneroceras delepinei,6
Damesella-Yabeia,6
Zone NN 7,6
G. fohsi barisanensis Planktonic Foraminiferal Zone,6
Zone N.11/12,6
Tulites (Tulites) subcontractus Zone,6
Epigondolella serrulata,6
"N9 Globigerinacean Zone, NN5b Nannofossil Zone, Tf1 `letter-stage'",6
N8-N9,6
Hoploscaphites constrictus,6
Euhoplites lautus Zone,6
Horizon a,6
Gl. kugleri Zone,6
Gevanites epigonus,6
Pachendoceras,6
P20,6
Blancan; Late Or Irvingtonian; Early,6
Monograptus scanicus,6
Isograptus victoriae maximus,6
Parapopanceras asseretoi,6
Tenuicostatum,6
Manticoceras lysiolense,6
Zone à Mariae,6
"Echioceras raricostatum Zone,, Leptechioceras macdonnelli Subzone",6
Between the Perriere and the La Debruge Levels,6
Monograptus tauragensis,6
Globigerina opima opima Zone P21,6
MN 5a,6
Acodus deltatus - Oneotodus costatus,6
Biscutum striatum Zone,6
Pharciceras arenicum Zone,6
Dawson Tectonic,6
Rhuddanian cyphus graptolite Biozone,6
Conochitina tuberculata,6
Baltograptus deflexus,6
Stompian; Lower,6
UAZ6-7,6
Gondolella carinata,6
Nephrolenellus multinodus occurrence zonule (subunit 1),6
NN 10 Zone,6
Actinocamax quadratus,6
Oxynotoceras oxynotum,6
Hantkenina dumblei Zone,6
Reichelina changhsingensis,6
Reticulofenestra hampdenensis Zone,6
Stegerhynchus,6
Ceratites enodis and Ceratites sublaevigatus,6
Eoredlichia-Watingaspis,6
Leptocoelia infrequens,6
rotundatus Zone,6
Progracilis,6
Orthis striatula Zone,6
NP11,6
Bostrychoceras polyplocum (Kg2),6
Baculites jenseni zone,6
Globigerina ciperoensis Zone P22,6
Zone 11(ii),6
Colonograptuas praedeubeli - Colonograptus deubeli,6
N11/12  Zone,6
Kansan ?,6
Albertella - Kochaspis,6
Achanarras horizon,6
Polygnathus hermiansatus,6
Achanarras Horizon,6
Heteraulacacysta porosa Assemblage Zone (BAR-1),6
Bristolia anteros occurrence zonule subunit 2,6
Lissochonetes,6
"UC8 Biozone, a Biosubzone",6
CP14a,6
Zone à Cordatum,6
Bryograptus and Clonograptus,6
Upper Gonioteuthis granulataquadrata - Middle Offaster pilula,6
Alsatites liasicus Zone,6
Dunveganoceras problematicum,6
Ceratocaris scanica,6
Himavatites columbianus,6
Cedaria (Lower Cedaria subzone),6
Pa. rhenana,6
Echinauris jisuensis,6
Idiognathodus sinuosus,6
Zone N. 23,6
CREPICEPHALUS Zone,6
Level Xix,6
Jason Zone,6
Upper Baculites compressus | Baculites reesidei zone,6
Badouxia canadensis,6
E1 - E2,6
Prodeshayesites fissicostatus Zone,6
Sphaeroschwagerina vulgaris-S. fusiformis,6
Choffaticeras segne - Thomasites rollandi,6
Juvavites beds,6
Mortoniceras (Mortoniceras) inflatum,6
Shamaraites rursiradiatus,6
Conchidium alaskense,6
Eopachydiscus marcianus - Mortoniceras equidistans,6
Turborotalia cunialensis/Cribrohantkenina inflata,6
Cyrtograptus,6
Bathyurus mackenziensis?,6
Bucklandi Series,6
? Nevadella,6
Glossopleura to Bathyuriscus-Elrathina,6
Bathyuriscus zone,6
Oulodus velicuspus,6
Evae Conodont Zone,6
NP12 calcareous nannoplankton zone,6
Bigotina bivallata,6
Pseudofusulina concavutas,6
Echinalosia deari,6
P3,6
Zone NP.21-22,6
Parkinsonia subarietis,6
Badulesia tenera,6
NN6-7,6
Theridomyx major,6
Bathyurus margareti,6
Altonian,6
Bed no. 1,6
Ishmae,6
Uncertain,6
Bimmamatum,6
Peltura minor,6
Arikareean; Upper,6
M. uniformis,6
G. dissimilis and G. stainforthi zones,6
Conaspis Zone,6
"Blancan, early",6
Catapzydrax dissimilis Zone,6
A-E,6
Bed 3,6
Hectooceras kochi,6
Subplanites wheatleyensis Zone,6
Subprionocyclus neptuni Zone,6
"V Zone, V3c Subzone",6
Rhotomagense,6
Zone NP 18,6
variabilis Ammonite Zone,6
Zone NN16,6
"Section A-B, level I",6
Monograptus spiralis,6
Neocardioceras juddi,6
"Clioscaphites zone, Lower",6
Scaphites warreni,6
Globorotalia fohsi fohsi Zone,6
Orthisina Zone,6
instrenuus-kolobus,6
Perriere level,6
insita Fauna,6
Haydenaspis parvatya,6
inflatum Zone,6
Stenotheca derpanoida,6
Mountonianum,6
Sauzei,6
Upper Burlington Chert,6
N. variolarius Zone,6
Madagascariense,6
"Peachella brevispina occurrence zone, subunit 1",6
D2,6
Cyrtograptus lundgreni-Monograptus testis,6
liasicus,6
Euhoplites loricatus Zone,6
Zone M17,6
Saynoceras verrucosum,6
"Hemingfordian, Early",6
Archaeorthis,6
Pin Hole mammal assemblage-zone,6
Parafrechites sublaqueatus,6
N2  Zone,6
Beedeina and Bartamella,6
Zone N.4,6
Shipingia gerbachmanni,6
NP14a3-NP14b,6
Phytagnostus gibbus and the lowermost part of the Tomagnostus fissus Subzone of the Ptychagnostus atavus,6
Acanthoceras bellense,6
Liparoceras capricornus Zone,6
MP11-MP13,6
Hypophiceras triviale,6
Poliellina-Laticephalus,6
Athyris vittata (brachiopod),6
Unit 3,6
"hizunda Zone, Kunda Horizon",6
Zone P. 19,6
Zone 10,6
Hemphillian Blancan or Irvingtonian,6
Escamps and Montmartre levels,6
Arctica morrisi Bed,6
Kockelella ortus obsidata,6
Micraster cortestudinarium Zone Micraster coranguinum Zone,6
Protosphyraena pernicosa,6
uppermost trilobite zone E,6
Anthracomya phillipsii,6
Irvingtonian Or Early Rancholabrean,6
Echinalosia maxwelli,6
"UC2 Biozone, a Biosubzone",6
obductum,6
Lissieu or Egerkingen Level,7
P16-P17 Zone,7
Pseudofusulina fusiformis,7
Zone à Zigzag ; Sous-zone à Macrescens,7
grandis,7
Zone à Mariae ; Sous-zone à Scarburgense,7
Zone à Bifurcatus ; Sous-zone à Stenocycloides,7
Unit 13,7
"Cheloniceras martinioides Zone, Basal nodule horizon",7
Protopeltura praecursor,7
Didymoceras awajiense,7
Choffaticeras securiforme - Vascoceras harttii,7
semiglaber,7
P1,7
Patina,7
Zone à Davoei,7
Stephanoceras humpriesianum,7
orbignyi,7
PALEO_MN10,7
I.6,7
PALEO_MN15,7
Orbulinoides beckmannii (Porticulasphaera mexicana) Zone,7
Adelograptus antiquus,7
NN5 (Sphenolithus heteromorphus Zone),7
St Capraise d'Eymet level,7
Zone N.15,7
Globigerina woodi connecta,7
P8 - P9,7
"Zone M. 18 of Blow 1979, Equivalent to Globigerina eubugina Zone of Luterbacher & Premoli-Silva,  1964",7
Diplograptus hudsonensis Zone,7
Baltoniodus aff. navis,7
Zone à Plicatilis ; Sous-zone à Vertebrale,7
Zone à Zigzag ; Sous-zone à Convergens,7
mulleri,7
Edmontonian,7
Platyclymenia annulata,7
Morganense,7
Subzone C5,7
Agnostus inexpectans,7
Lower Trilobite Band,7
Zone à Mutabilis,7
Lower hermanni,7
Auloacostephanus pseudomutabilis,7
MN 15,7
Rancholabrean; Early,7
Anetoceras arduennense,7
"Baculites baculus zone, High",7
Fallotaspis- Nevadella,7
Zone à Jamesoni,7
Zone N.22,7
Substeueroceras koeneni,7
Vergarensis and Bodenbenderi,7
Normalograptus persculptus graptolite Biozone,7
Spathognathodus costatus Zone,7
Zone N.6/7,7
Subzone II-B,7
Deshayesi,7
NN 21 Zone,7
Parabolina (Neoparabolina) frequens,7
Horizon JL5,7
Buchia crassicollis,7
Calcarata,7
Williamsville A,7
Dorsoplanites panderi,7
Eostropheodonta,7
bifrons to variabilis,7
Inoceramus inkermanensis,7
Ammonite zone Opalinum,7
Atavograptus atavus,7
Globorotalia rex,7
Cynognathus Assemblage Zone Subzone C,7
Corbinia Zone,7
'molluscan units',7
Mesoendothyra izjumiana,7
NM biozone,7
Ophileta,7
Kilianella roubaudiana,7
"V Zone, V4B Subzone",7
PALEO_MN7+8,7
Wa-M,7
Hypagnostus parvifrons-Ptychagnostus punctuosus,7
Iapetognathus fluctivagus,7
"R Reticuloceras Zone, R1a Reticuloceras Subzone, Reticuloceras stubblefieldi Bullion",7
Baculites cuneatus zone,7
Globorotalia aragonensis - Globorotalia pentacamerata,7
Lower Breccia,7
Aulacostephanus autissidorensis,7
Unit 14,7
Neosirenites pentastichus,7
Semicelatum,7
between Perriere and La Debruge levels,7
Shabaella,7
Dicellograptus complanatus var. ornatus,7
Coronaspora reticulata - Chelinospora sanpetrensis (RS) Spore Biozone,7
Beedeina acuelata,7
Dimitobelus hectori,7
Deltavjatia vjatkensis Assemblage,7
"UC3 Biozone, b Biosubzone",7
MP 8–9,7
Crawfordsville crinoid beds,7
Zone N.14,7
"Pseudocybele nasuta Zone, Horizon J",7
Parawocklumeria paradoxa,7
Baculites eliasi | Baculites baculus zone,7
Alphelaspis,7
Spirifer zone,7
Horizon YE12-14,7
Acanthodiscus radiatus,7
Lageniden zone,7
Pavlovia Zone,7
posidonomya,7
Globorotalia esnehensis,7
Lenotropites tardus,7
Corbinia apopsis,7
Holcoptychites agrioensis,7
Phymatoceras toroense,7
Murchisonae and Bradfordensis,7
Clydoniceras hollandi Zone,7
Turritella Bed E4,7
PARADOXIDES GRACILIS Zone,7
Leioceras opalinum,7
"Uintacrinus Zone, Marsupites testudinarius Subzone",7
Epigondolella elongata,7
"davoei Zone, figulinum Subzone",7
auritus,7
Linton Vertebrate beds,7
"V Zone, V1C Subzone",7
Arthricocephalus-Changaspis,7
Zone NP 19,7
upper P12 to P13,7
MN 12,7
Fusulina zone,7
Cliffia lataegenae,7
Bed number 3,7
at least partly J,7
Cremnoceramus waltersdorfensis,7
Corydolus andresi,7
Ringsteadia pseudocordata,7
MN 3,7
Pu1,7
Struszia dimitrovi,7
ansatus-hermanni,7
Siphonodella crenulata,7
Aulacostephanus autissidorensis and Pectinatites elegans,7
Peachella iddingsi acme interval,7
G. insueta Planktonic Foraminiferal Zone,7
Cancrinelloides,7
MN 4b,7
Roydon Zone,7
Dicranograptus caudatus,7
Buddhaites hagei,7
MP 18-19,7
sedgwickii,7
similis-pulchra Zone,7
Histiodella altifrons,7
Mantelliceras dixoni Subzone,7
Verrucosisporites polygonalis - Dictyotriletes emsiensis spore zone,7
Notostylops,7
Horizon F2,7
Demirastrites pectinatus - Demirastrites triangulatus,7
Zone 14(iia),7
ovale,7
lower Epigondolella triangularis,7
Camarotoechia,7
Actinoceramus sulcatus,7
Hoplitoplacenticeras marroti,7
Vascoceras costatum,7
Prionocyclus germari,7
Saetograptus leintwardiensis,7
Globorotalia kugleri Zone N.4,7
p1a,7
Micraster breviporus Zone,8
TC palynozone(?),8
Echinalosia preovalis,8
Schackoina cabri Zone,8
NN8 Zone,8
Pseudorthotheca costata,8
"Westphalian, Westphalian A, communis",8
Kanense,8
Amoeboceras serratum Zone,8
C. plummerae,8
Asaphus raniceps - Asaphus vicarius,8
Tortodus kockelianus australis,8
Brooksina-Harpidium,8
Ananaspis fecunda,8
sverdrupi,8
Saukia Zone,8
Leupoldina cabri zone,8
Profallotaspis jakutensis,8
Pachydiscus subcompressus,8
Hupeidiscus-Sinodiscus,8
Megastoma Zone,8
"Olenus, O. gibbosus subzone",8
Agnostus scrobicularis,8
Pseudocybele nasuta - Paralenorthis/Orthidiella,8
4a,8
Loopus primitivus,8
Shale above #6 Coal?,8
Pleurodictyum Bed,8
T. globotruncanoides,8
Silsilian; Sebekian; Sebilian,8
Horizon JS2,8
Halorites macer,8
Lissieu Level,8
Santacruzodon,8
"Zone P. 1/2. Zone D2 = Zone II of Dr I. Bang, 1969",8
Zone NP.15,8
"Hypacanthoplites jacobi Zone, Hypacanthoplites anglicus Subzone",8
Cf-3,8
N10 Zone,8
Streptognathodus fusus,8
Wasatchites tardus,8
Kashmiritidae beds,8
MP 13-14,8
Zone N.13,8
Edgecombeaspis belli,8
Pachydiscus aff. P. subcompressus,8
Liopeishania,8
Vascoceras cauvini interval zone,8
Blue Cliff horizon,8
Hellenites,8
Horizon D1b,8
Hyperlioceras discites Zone,8
Zone N.10,8
Orthocera,8
Protriticites variabilis,8
Tawuia-Chuaria,8
Pin Hole M. A. Z (OIS Stage 3),8
Zone NP.21,8
Inoceramus costaecus,8
Palmatolepis rhenana-Palmatolepis linguiformis,8
Paradoxides gracilis Zone,8
Euflemingites cirratus,8
Horizon Yz4-3',8
Anabarites-Circotheca,8
Orthidiella Zone,8
Epigondolella quadrata,8
M and N?,8
Nicklesia pulchella,8
Pterospathus amorphognathoides,8
Tumulites varians,8
Simbirskites decheni,8
Olcostephanus (Olcostephanus) laticosta,8
Zone NP.24,8
Dicynodon,8
Diplacanthgraptus spiniferus,8
"Cu Zone, Cu3a Subzone",8
CEDARIA Zone,8
Pristiograptus tumescens,8
Paroistodus proteus,8
Amphoton,8
pseudoradiosa,8
gracilis-coronatum,8
Zone à Bifurcatus ; Sous-zone à Grossouvrei,8
Shelly Zone 6,8
Afropollis kahramarensis,8
Buchia okensis,8
Zone à Serpentinum,8
Burlington Chert,8
Zone à Autissiodorensis,8
Tetradium beds,8
Taylori,8
Upper Te Zone,8
Micraster decipiens Zone,8
"Baculites baculus zone, Lower",8
Streptorhynchus,8
Triasina hantkeni,8
Am. varicostata zone,8
"Blancan, late; Irvingtonian, early",8
Fish Scale Zone?,8
Badulesia granieri,8
commune,8
Ozarkodina clavula,8
Plectodina aculeata - Erismodus quadridactylus,8
Schmidtognathus hermanni,8
Proceratoyge cryptica - Stigmatoa dilomas,8
Pseudononosaria obonica,8
Insignis,8
Scaphites hippocrepis,8
Ozarkodina excavata + Ozarkodina scanica Subzone of the Ozarkodina snajdri Zone,8
N6/7  Zone,8
Eustheria,8
Rohillites rohilla,8
Romaniceras kallesi,8
O. sagitta sagitta,8
"Zone P. 1/2. Zone D2 = Zone II of Dr I. Bang, 1959",8
Gastrioceras subcrenatum,8
Belemnella casimirovensis,8
Aulacostephanus mutabilis,8
omkutchanicum,8
Arasella minuta,8
Hypophiceras martini,8
Micromphalites clydoromphalus,8
matutinum,8
Dimorphosus,8
Kullingia,8
Refugian,8
F3,8
Aulacostephanus pseudomutabilis Zone,8
Reticulatia,8
Mammonal zone,8
Monograptus parultimus,8
Zone à Plicatilis : Base,8
Streptognathodus wabaunsensis,8
j,8
Lamberti,8
Rhombodinium porosum Assemblage Zone (BAR-3),8
Saukia (Corbinia apopsis),8
Spathagnathodus steinhornensis/Ligonodina detorta-Icriodus postwoschmidti/woschmidti,8
Indigirites tozeri,8
Psiloceras erugatum,8
Gradatus,8
Nathorstites mcconnelli,8
Metophioceras conybeari Zone,8
Psiloceras planorbis Zone,9
Tropidostoma - Cistecephalus Assemblage,9
Cymatospira,9
E Zone,9
?Palaeofusulina sinensis,9
Monograptus formosus,9
Iranites transcaucasicus,9
Leymeriella regularis Zone,9
Eoredlichia,9
Sous-zone à Valdani,9
Plateau Valley beds,9
angulata,9
Monoclimas crenulata,9
Verrucosisporites polygonalis - Dictytriletes emsiensis spore zone,9
woschmidti,9
seimkanense,9
Frechites laqueatus,9
Dicarinella concavata,9
Orbitolina (Mesorbitolina) minuta,9
Adamanian,9
late crepida,9
Dimorphohoplites niobe Zone,9
Pseudoschwagerina miharanoensis,9
Fungochitina fungiformis - Conochitina rugata,9
Phospahte nodules,9
Riograndia,9
Virgatosphinctes mendozanus,9
Globorotalia formosa formosa,9
Monograptus perneri,9
Hemicythere schmidtae zone,9
Hyperlioceras districts Zone,9
Didymoceras cheyennense |  Baculites compressus zone,9
Proboscisambon,9
Synoceras verrucosum,9
Baculites grandis,9
Acanthoplites bigoureti,9
close to the Fons 4 level in age,9
Strophalosia irwinensis,9
Bathyurus nevadensis,9
Blancan; Late,9
PALEO_MN 4,9
Zone à Margaritatus ; Sous-zone à Gibbosus,9
Baculites eliasi zone ?,9
Zone à Bifurcatus ; Sous-zone à Bifurcatus,9
Fansycyathus lermontovae,9
Sonninia sowerbyi Zone,9
Didymoceras stevensoni | Exiteloceras jennyi zone,9
Choffaticeras segne total range,9
Polygnathus xylus ensensis to varcus,9
Zone P. 19/20,9
"N11? Globigerinacean Zone, NN6? Nannofossil Zone, Tf2? `letter-stage'",9
? Bolaspidella,9
Shumardia pusilla,9
Post-glacial,9
N5-N6,9
Changia/Mictosaukia,9
Globorotalia angulata/velascoensis Zone,9
Triticitea ventricosus,9
Polygnathus patulus,9
Inoceramud costellatus,9
Antatlasia gutta-pluviae / Sectigena,9
Parapopanoceras,9
Unit 8,9
Ensenaden,9
Pleurodictyum,9
Aulacostephanus euxodus,9
Turriculatus Zone,9
triangulatus,9
Tompophiceras nielseni,9
Tsvetkovites constantis,9
schammeni Subzone,9
upper varcus - hermanni,9
Emanuelaspis nicolli,9
Rancholabrea,9
longicollis-jasmundi,9
pre-planorbis,9
Graphoceras concavum Zone,9
Henllan Ash,9
"Gonioteuthis quadrata Zone, Offaster pilula Subzone, [top of E. scutatus var. depressa Subzone]",9
Uintacrinus Subzone,9
Cuneirhynchia oxynoti Zone,9
Leioceras opalinum Zone,9
Libyoceras ismaelis,9
Bucklandi,9
N11 Zone,9
Passendorferia,9
Pseudodanubites,9
Stoyanowites dieneri,9
Pa. marginifera,9
Arctoptychites omolojensis,9
expansa conodont zone,9
Micromphalites cldyocromphalus,9
Dokidocyathus lenaicus,9
Redlichia forresti,9
LL-LN palynozone,9
Occidentoschwagerina abichi,9
Bristolia anteros occurrence zonule (overlap unit),9
C1-D,9
Reigitherium,9
Galar,9
Zone à Aalensis,9
Follicucullus japonicus,9
Japonites welteri beds,9
Sous-zone à Jason,9
Palmatolepis crepida-Palmatolepis rhomboidea,9
nannozone CC26,9
N3  Zone,9
"E Goniatite Zone, E1a Goniatite Subzone",9
Anopolenus henrici,9
MP 8 + 9,9
Liassicus to Semicostatum,9
middle falsiovalis,9
Cremnoceramus waltersdorfensis waltersdorfensis–C. deformis erectus zones,9
Saukiella junia,9
A. levis abundance zone and N. ornithoformis assemblage zone,9
"Baculites clinolobatus zone, Upper",9
Praehorridonia,9
Metapolygnathus communisti/upper Metapolygnathus nodosus,9
Hoekaspis diablensis,9
Astaracian,9
I. woschmidti woschmidti,9
Fritzaspis Assemblage,9
Spiloblattina odernheimensis,9
Pachydiscus awajiensis,9
Daptocephalus or Dicynodon Assemblage Zone,9
N13 Zone,9
Nowakia cancellata,9
Monograptus leintwardiensis,9
B. sp. A- C. nevegus,9
morganense,9
Paroecotraustes heterocostatus,9
Daonella dubia Zone,9
Peltura,9
PALEO_MmQ4,9
cymodoce,9
Zone N.11,9
varicosum,9
Bredyia manflasensis,9
Zone NN.18,9
Ptychagnostus gibbus,265
M. cochleata,521
Baltoniodus cf. variabilis,10
Brachiopod - Merista bed,10
at least partly M,10
tegulatus/junior,10
Zone NN12,10
Neochonetes,10
Eodicynodon Assemblage,10
Elvinia Zone,10
Globigerina turritilina turritilina Zone,10
Middle Nothofagadites asperus,10
Weavericeras vacaense,10
"G Gastrioceras Zone, G2 Gastrioceras Subzone, Gastrioceras listeri Bullion",10
Paracochloceras suessi,10
girtyi-bilineatus,10
Rotalia- Trochammina,10
P. nasuta  (J),10
Pristiograptus transgrediens,10
Sebilian,10
Zone à Bullatus,10
Baculites scotti/Didymoceras stevensoni,10
Clarkina transcaucasica-orientalis,10
Actinoconchus lamellosus Zone,10
"S Zone, S1 Subzone",10
suessi,10
Retecoscinus zegebarti,10
ansatus- subterminus Fauna?,10
Marsupites testudinarum,10
Normalograptus extraordinarius- N. persculptus,10
Globigerinatella insueta/Globorotalia fohsi barisanensis,10
"Prodactylioceras davoei Zone, Aegoceras maculatum Subzone",10
Caenisites turneri Zone,10
