v_formation,reps
Pendleton Sandstone Formation,1
Cannes de Roches / Pointe Sawyer,1
Argile Plastique,1
Tinton Ss,1
? Carrizo,1
Kreide Fm,1
undifferentiated Santiago,1
Bayport ls,1
Chinji-Nagri Formation,1
Duncan,1
Sarabetsu,1
Croupes convexes; roche: Grès,1
Barun Goyot(?),1
Craies marneuses de La Puisaye,1
Jerusalem Mountain,1
Lillebaelt Clay,1
Takutu,1
Huerto Fm,1
St. Cassian,1
Ma'ao,1
"Olentangy Sh., Zone E",1
Alamo?,1
Cherty Limestone,1
Las Rosa Fm,1
Hochste Qtzite,1
Matura Beds,1
Rotton Series,1
PICO FORMATION,1
Menggongao Formation,1
Shaly Ls.,1
Dingess Fm,1
Brandon Residual Formation,1
Royal Creek,1
Upper Copenhagen Fm,1
Tremembe Fm.,1
Retz,1
Lengua Beds,1
Errol Clay Beds,1
Verruca,1
Kuanchuang,1
Greta,1
Garang,1
d epsilon c,1
Marta Formation,1
Waitahaia,1
Orangeville Sh,1
Atakorien,1
Aykhal,1
Yong'ancun,1
SHELL ROCK FORMATION,1
Thaynes Ls.,1
Lower Arbuckle,1
Ixcoy Formation,1
Stjordalen Fm,1
Mitcham Gravel,1
Cazaderos,1
Grey Bull,1
KHOLOBOLCHI,1
Flamborough Chalk Formation,1
Carline shale,1
Tapui,1
Kasamatsu Formation,1
"Rio Colorado Subgroup, Bajo de la Carpa Formation",1
Massillon Formation,1
Muldoon Canyon,1
El Paso Formation,1
"Santana Fm, Romualdo Mbr",1
Shuara,1
Clay Ironstone,1
Bunter Shale Formation,1
Bethel Ss,1
Humevale Siltstone,1
Kellwasserkalk,1
Planus Sand,1
Kawaruppu,1
Croûte rocheuse,1
"SANDERSON FM.,FALLING RUN MBR.",1
Berru Formation,1
Blackwater Fm,1
Pananga limestone,1
Mauv Ls,1
San Lorenzo?,1
Shimokurosawa Formation,1
Estratos de Caldera,1
Onna Fm,1
Trelew,1
HUADIAN,1
Orthoceras Ls.,1
Burgen,1
BIG CLIFTY FORMATION,1
Oregon Fm.,1
Konieprus Formation,1
Jupiter Fm?,1
Calcaires de Nérondes,1
Khalalin,1
Lake Lahonton Beds,1
Mid Siwalik,1
Marnes de Villers,1
Ning Jia Shan,1
Calcare di Meride,1
Aoso,1
Sables de Mons-en-Peleve,1
Engadine Dol.,1
Woodhead Coal Shale,1
Barettia Ls,1
Honhorobetsu,1
Calcaires de Levroux : partie supérieure,1
Nogal,1
Cherryvale Shale,1
Gasport Dol,1
Upper Dakota sandstone,1
Glacis entaillé; roche : shales grèseux.,1
Monterey shale,1
WEA SH,1
Dudley,1
LAS CASCADAS FORMATION,1
Wenlock Beds,1
Mito Fm.,1
Capriconus Beds,1
Barnston,1
Ntawere,1
Bochumer Schichten,1
Moutonianum,1
Wolfe City sand,1
Okaw Formation,1
Wingate Formation,1
Zone I,1
Nagri Fm?,1
Fort Randall Formation,1
Marlbrook Marl Formation,1
Minerals Well,1
Cassville Sh,1
"Oriskany Ss., basal 10 ft.",1
Kemerovskaya,1
"Bequillas, basal",1
Muruyur,1
Lagos Portimao,1
"MUSCHELKALK, UPPER",1
Hardyston Quartzite,1
Shale Coal,1
Odenspiel Beds,1
Craie Chloritique,1
Port Union,1
Endroit sableux; sol gley d'ensemble sur argile slluviale fortement salé,1
Cook Mountain Fm; Milams Marl,1
Biwabik Fm,1
St. Cassian Formation,1
Spergen Hill Limestone Formation,1
Longmeadow Ss,1
Craie a I. labiatus,1
Sandersdorf,1
Cipero formation,1
Noheji Formation,1
Roch: Buem,1
Pinole Tuff?,1
Lexington Limestone FM,1
? Yotsuyaku Formation,1
Kittigazuit,1
Almy,1
Willwood Formation; Lower Gray Bull Beds,1
Oneonta shale and sandstone,1
Sulpher Mountain,1
Polk Creek Shale,1
Kunrader Chalk,1
Bopesta Formation,1
Obata Formation (former Idozawa Fm.),1
Alpiner Lias,1
Villavieja Fm,1
Buraigalien Inferieur,1
Willwood or Lusk Fm.,1
Chemung Fm.?,1
KINDERHOOK FORMATION,1
Eboulis rocheux; faille.,1
Cajones,1
Trenton Lime,1
Lower Much Wenlock Limestone Formation,1
Bjersjolagard Ls,1
Twin Creek Limestone Formation,1
Green Sands,1
Bottom Busty Seam,1
Hunton Formation?,1
Mito Fm?,1
Sharpsville Ss,1
Hikojima Formation,1
Kansas City Formation?,1
SAN MARCOS SHALE,1
Middle Volga,1
Rock Stream Siltstone,1
Karakizaki Formation,1
Bournemouth Freshwater Beds,1
Nanakita Formation,1
El Cantil Fm,1
Flagstaff Ls,1
Amphisteginen-Sch,1
Oberer-Wealden-Scheifer,1
Gallaher Ls,1
Gettysburg Beds,1
Momoe-a-toa Tuff,1
Papalote,1
Moody's Branch Fm.,1
Croupes convexes; Roches schistes de Kanté.,1
; Forêt,1
Cypridina Schiefer,1
Scaglia Cinera,1
Post Glacial Clays,1
Rio Mendoza,1
Goudo,1
Aberdare,1
Scollard Formation; Interval A1 Up To 8m Above Base Of Scollard,1
Jacolitos,1
Water Lime Fm,1
Shuaiba Limestone Formation,1
Ferron Ss,1
"Lower Middle Siwalik, Nagri Beds",1
Chickaloon Fm,1
DUKE,1
Cloghnan Shale,1
Bear Rock,1
"Scollard Formation, Interval A1",1
Lower Llandeilo,1
Giron,1
Honya,1
"Teepee Trail Formation, Hendry Ranch Member",1
Marnes à spongiaires du Poinçonnet,1
John day fm.,1
Urkhiin-Khundii,1
Oldman Formation; Belly River Group,1
Lautaro,1
"Colville Group, Prince Creek Formation",1
Lanyard Fm,1
Sol d'apport hydromorphique sur sables et argiles alluviaux / alluvions actuelles.,1
Tatacoa Sandstone,1
Dry Branch FM: Twiggs Clay Mbr,1
Hillsdale Ls.,1
Savane à Andropogon gayanus et Beckeropsis uniseta.,1
Mulichinco Formation,1
Petrolia/Waggoner Ranch,1
Baturong Limestone,1
Osgood Beds,1
Kettle Point Black Shale Formation,1
Stones River Fm.?,1
Cevicos,1
Hacchorei,1
Donald Fm,1
Kurchovinskaya Formation,1
Llyn y Gafr,1
Grosseto Lignite,1
Bostwick,1
Pruess Fm,1
Breconian Brownstones,1
Shekham Limestone,1
Zenbutsuji-dani,1
Kyr-Shabakty,1
Big Fork,1
Faxe Ls,1
Vaqueros fm,1
Sol: gley / argiles alluviales.,1
PLAYA GRANDE,1
"""Barretia Limestone""",1
Mt. Lebanon,1
Kumanskaya Suite,1
Las Posas Fm,1
Cliffwood beds,1
Kanjiprus,1
Monte Hermoso Formation,1
Tugnuy,1
Monticello,1
Chañares Fm,1
Sedwick,1
Saline Valley,1
Ohautira,1
Fernville Fm,1
Lookingglass?,1
Cabo Blanco,1
Sol rocailleux; quartzt.,1
"Bas-fond inondé, bord de route, zone paturée.",1
Bradford Ss,1
Stramberg Formation,1
Sol: d'apport hydromorphe sur sables et argiles alluviales / alluvions actuelles.,1
Koboshiki Formation,1
Ipubi,1
Prarie Bluff Chalk,1
probably Coquimbo,1
Ledbetter Slate,1
Rapetto,1
Andrecito Fm,1
Upper Tiouririne Sandstone Formation,1
Stonington Fm,1
Mercer Ls,1
Bidahochi Fm.,1
Ugod Limestone,1
"Sol pierreux, peu évolué. Savane - parc.",1
'Lepidocylina gigas' Beds,1
Croupes convexes. Roches schistes de Kanté,1
Frankfort Shale,1
Siyanovskaya,1
Solsville Fm,1
Albion Sandstone,1
Teradomari Fm,1
Blisworth Clay Formation,1
Karoo Supergroup; Beaufort Group,1
Roaring Valley,1
GLEN ROSE,1
Hreðavatn–Stafholt,1
Momiyama Sandstone,1
Shyoubudani Formation,1
San Ignacio,1
Arkadelphia Sh,1
Sasage Conglomerate,1
"""Psammosteus"" Limestone",1
Burditt Marl Fm,1
Lower Pampean,1
Vao Formation,1
Vinchina,1
Haraichi or Itahana Formation,1
Nawafalia Fm,1
Obata Formation (Idozawa Formation),1
Cedarville Limestone Formation,1
Beyrichian Limestone,1
U. Harrison,1
Price River Fm,1
Cabbage Patch Fm,1
Thicket River Limestone,1
Torok/Nanushuk,1
Unnamed unit,1
Fitchville Fm,1
Lock Haven Fm,1
MOUNTAIN LS,1
VAQUEROS,1
Umegase Fm.,1
Hamar Laghdad,1
Split Creek,1
Manticoceras Beds,1
Galera Formation,1
Sol holomorphe,1
Kawazume,1
Yuliangzi,1
Washchberg Limestone,1
Patiecitos,1
Poison Creek Fm,1
Piedra Azul,1
Lithothamnion Limestone,1
WIBEMS SANDSTONE,1
Dogger alpha,1
Srtanger Formation,1
Rezi Dolomite,1
"CHADRON, UPPER",1
Alluvions plus ou moins sableux,1
Roche: Granito-Geiss; plateau cuirassé.,1
Fort Wayne Moraine,1
"Lakota Fm., probably",1
Kieselsandstein,1
Hornerstown-Vincentown,1
Morgan FM,1
Banlashan,1
Osoushianai Formation,1
"Dennis Limestone, Kansas City Group",1
Upper Chazy Fm.,1
"Sol caillouteux, latéritique.",1
Chotec Fm,1
Varswater Formation; Quartzose Sand Member,1
Sol: alluvions sur roche métamorphique,1
Upper Lance Fm,1
Noric Swearinger Sl,1
Castle Gate Ss,1
Sol arglo-sableux,1
La Vela Formation,1
Maysville Sh.,1
"Sol: gley, argile alluviale.",1
"""Grodziszcze""",1
Maastrictian Fm,1
Lower Narmada Deposit,1
Halgaito Fm,1
Hikagenosawa Formation?,1
Cynthiana? Formation,1
Caloosohatchie,1
Yuntaiguan,1
Haboro Formation,1
Neva Limestone,1
Tyubegan,1
Nooncanbah Fm,1
Birket Qarun Fm,1
Kizildzhilga,1
Poussent dans les roches.,1
Marnes du Chevain,1
Tyosyu,1
Lockalong Fm.,1
Snyder Creek Shale Formation,1
Fruitville Fm,1
Page Sandstone,1
REINDEER STRATUM,1
McChesney?,1
Kansas City Group Bonner Springs Shale,1
Ashfell Ls,1
Papakaio Coal Measures,1
Piru?,1
Port Refugio Fm,1
Sloan Canyon Fm.,1
Junkerberg Formation,1
Karroo Formation,1
Quintuco Formation,1
Botucatu Fm.,1
Ingoe Shales,1
Lebach; Rothleigendes,1
"Scollard Formation, Interval A2",1
Shibakita,1
Onondaga Limestone?,1
Pedata Schichten,1
New Corydon Ls,1
Mancore Fm,1
Rye Hill Sand Fm,1
Faringdon Sand Fm,1
ALACHUA,1
Tampa Bay Fm.,1
Weybourne  (Wroxham) Crag,1
Lower Graham Fm.,1
Uncertain (Pwc.),1
Long Pine Fm,1
Lecompton Limestone FM: Queen Hill Shale Mbr,1
Tolo Harbour,1
Kannotaira,1
Alpena Fm,1
Camp Springs,1
Messancy,1
Roches : Buem. Savane arborée sur versants,1
Sludka,1
Marion Ls,1
Orby Head,1
Waldron Shelby Formation,1
Wilson Clay,1
Sable blanc,1
Kreide-formation,1
Upper Javelina Fm,1
Maricopa Sh,1
"Bedford Sh., possibly",1
Hiccles Cove,1
ølst,1
Bassy Mine Ironstone,1
Upper Merchantville Fm,1
"""Fort Union No. 3 Beds"" (Melville)",1
Covey Hill Fm.,1
Croûte rocheuse .,1
Eboulis de gneiss.,1
Lincoln Canyon Fm,1
Ñirihuau,1
URGONIAN LIMESTONE,1
Sol d'apport peu évolué non hydroorphe ( pseudo gley ) sur argiles alluviales.,1
Marnes d'Auzas FM,1
Koronia Formation,1
Onaga Sh,1
UPPER FRESHWATER BED,1
Yazoo Fm. (uppermost),1
Sur versant; roche : Buem.,1
Coal Bluff Clay,1
Danian Togia,1
Minnelusa Fm?,1
Proc Conglomerate,1
Salem Fm.,1
Pigeon Point?,1
Horokaoshirika Formation,1
Marble Hill Formation,1
Punta Banda Formation,1
Pungo,1
Tepate,1
Barents,1
Cooper Basin Fm,1
Matsuo Formation,1
Black Jura,1
"Downton Sandstone, Ludlow Bone Bed",1
Garden City Limestone,1
Evacuation Creek,1
? Tenneru Formation,1
BLACK HAWK,1
"Prout Ls., Zones I-J",1
Aoerban,1
"Savane - Parc. Sol peu évolu, pierreux.",1
Rügen White Chalk,1
Winnipegosis Formation,1
Bruneau Fm,1
"Cuirasse latéritique, sol pierreux.",1
"Terrains salé; mare artificielle, eau saumâtre 2-3 g / l",1
Bas du talus du Continentalterminal; sol: gley d'ensemble sur sable alluvio-colluvial.,1
Racine? Formation,1
Assise De Hierges Fm,1
Djulfa Ls,1
Port Campbell Limestone ?,1
New Bloomfield Chert,1
Ella,1
"Affleurement rocheux,orthogneiss à grénat",1
Sol : gley d'ensemble sur limite entre sable alluvio-colluvial et argile alluviale à forte salure sur sable.,1
Everton,1
Chagg Limestone,1
Pampeano Superior,1
Erijou,1
Pitkins Ls,1
Upper Hell Creek,1
Freeport,1
Aymamon Limestone,1
Ranigani Formation,1
Caloosahatchie Marl,1
Zone inondée.,1
Kalimnan Fm,1
Mezquite Shale?,1
Loburn Mudstone,1
Laetoli Beds,1
Bukhara,1
Sea bottom,1
Fort Benton Ls,1
McKenzie Formation,1
"""Lithographic limestones""",1
KEOKUK LIMESTONE,1
Burgess Sh,1
Middle Chalk Beds,1
BEARTOOTH BUTTE FM.,1
Géologie: roches sillicieuses (Atakorien),1
Wildcat Valley Ss,1
Colorado City Fm,1
Lester Fm.,1
Mangali Beds,1
Cantarranas,1
Kinderhook Fm.,1
Horsha,1
Kamlial Formation,1
Bell Brook Fm,1
Bembridge Marl,1
Nagura Fm. (Middle Mb),1
Lithodendron Kalk,1
Sniabar,1
Mcabee Fossil Beds; Tranquille Beds; Kamloops Group,1
Barwell Fm,1
Makinoyama,1
Vista Bella Beds,1
Tong-Gu-Ling,1
Al Khawd Formation,1
Lushi Formation,1
Matusevich,1
Rosewood Sh,1
Argilo-sableux; gley d'ensemble sur argiles alluviales à forte salure.,1
Kushekyn Formation,1
Elmdale Formation,1
CLAY DEPOSIT,1
Eichsfeld Sandstein,1
Saint Luke Ls,1
d'Igualada et de Tossa,1
Crochett,1
Segerstad Ls,1
Adams Argillite,1
Hohwa Beds,1
Konghouwan Formation,1
Ufim,1
Tenneru,1
Mt Lebanon,1
Dundry Ls,1
Inagozawa,1
Cerro Prieto Ls,1
Hojuji Fm,1
CAMBRIDGE GREENSAND,1
KEOHLER LS,1
Cobleskill Limestone,1
Wilhelmi Fm,1
MODESTO,1
Dongli,1
Gallego Ss,1
Ichishi Fm,1
Oerlinghausen,1
Haragon Shales,1
Liesberg,1
Chadron FM,1
Cabrillo Formation?,1
Zli chov,1
Upper Tybo Shale,1
Atkan,1
Sterling Quartzite,1
Lufeng Fm.,1
ZOHAR/MATMOR,1
Osgood Fm.,1
COOPER MARL,1
STATENVILLE FM.,1
"Willwood Formation, Gray Bull Zone",1
Pridoli Schichten,1
Denton FM,1
Sol limoneux. Pleine d'inondation du Zio.,1
Chazy Ls.,1
Zapla,1
Versant colluvionné; roches : Amphibolites,1
Tonoloway Formation,1
Avon Bed 5,1
Kleinzeller Tegel,1
Tomioka Peat Bed,1
Chickamauga Formation,1
Engkili Formation,1
Babnizu,1
BRAZER FORMATION,1
Upper McLeansboro,1
Crés de Menton,1
URUMACO FORMATION,1
Radotin limestone,1
Blossbury Red Beds,1
"Hungry Hollow Formation, Hamilton Group",1
Niobrara Fm ?,1
Albian Fm,1
Calcaires bioclastiques à entroques,1
James City Formation,1
Upper Naungkangyi Beds,1
troublesome,1
Moroni,1
Croupe convexe; roches granito-gneissée.,1
Legrand,1
Sharp's Hill Beds,1
Tokiwa Formation,1
Motil,1
Weisner Qtzite,1
Mo-clay,1
Bon Ami Fm,1
Eb2,1
Conasauga Ls,1
M. leintwardinensis Shales,1
Lower Cipero Formation,1
Gravel and silt,1
Tamari Fm.,1
Middle Purbeck,1
Tanka Beds,1
Wenlock Shale Formation,1
Mao Formation,1
Badnerschichten,1
Division B,1
Sables; Chaos gneissique,1
Charlestown Main,1
Meaford-Dundas,1
Sespe Fm,1
Onion Creek Fm,1
Gebel Qatrani Fm.,1
Sort Tepe,1
FOX HILL,1
Marne della Val di Centa,1
Hartl,1
Marauna Ls,1
Cannon Ball,1
Calcaires de Beauce,1
Epernay Formation,1
Terrasse; roche: alluvions anciennes.,1
Hindsville Ls,1
Lower Gehrener,1
Varians-Schichten,1
Boulder Pass Fm,1
Santana Formation ?,1
Float,1
Woodland Shale,1
Las Leoneras,1
Teruel Formation,1
Kamyshlinskie,1
"Marcos Shale, Juana Lopez Member",1
Illawarra Coal Measure,1
Kabu,1
Nansen Fm,1
Stuanton,1
DAMATRIA FORMATION,1
Mish'hor,1
Lower Oreodon Beds,1
Kuili,1
Endroit argilo-sableux; sol: Gley d'ensemble sur argile alluviale à forte salure.,1
Cotidiano,1
Edwardsville Limestone,1
Marne gris-lilas,1
McCoy Brook Fm; Fundy Group; Newark Supergroup,1
San Andreas Formation,1
Walnut Fm.,1
Monte Shale,1
Ned's Beach Calcarenite,1
Kildare Limestone Formation,1
PORQUERO,1
Roche : granito-gneiss.,1
"éboulis, pente",1
Saskamena Formation,1
Cunardo,1
REEDSVILLE SHALE,1
See Box,1
Kootenai FM,1
Bas-fond,1
"MCMILLAN FM., BELLEVUE MEMBER",1
Limons,1
Kiuragi,1
Brentwood Fm,1
Deccan Intertrappean FM,1
DUNDERBERG FORMATION,1
Megaera Schichten,1
"Eagle Ford, basal",1
Pallinup,1
Foldvik Creek,1
Pioche Shale FM,1
Hitachi Fm (Kakizaki Mm.),1
Montney,1
Salt Hill mudstones,1
Kul'diminskaya,1
Lake Lahontan Beds,1
Cape Papas,1
Rocky hilltop,1
Sunakomata Formation?,1
Rheinisches Schiefer Gebirge,1
Newborough Shale,1
Niobrara Formation; Smoky Hill Chalk Member,1
Desencuentro,1
Cedarville Fm,1
Richmond (Liberty),1
"Toyora Group, Nishiyanamaka Formation",1
Shihchiao Fm,1
Shumagin,1
Lagarcito Formation,1
Sopchoppy Ls,1
Beaumaris Sandstone,1
Coburn,1
Iquiri,1
géologie roches silicieuses (Atakorien),1
Oneida Congl.,1
Ophir Fm.,1
NYE FORMATION,1
Santacruzense,1
White Sh.,1
Chiampees,1
"Valentine Fm?, Burqe Member?",1
Ben Hur Ls,1
Nonkichan,1
Calcaire a Scyphies Fm,1
Terrain d' inondation temporaire.,1
Galerie du Mono,1
Cipero Marl Formation,1
Rommersheimer Fm,1
La Jolla Formation,1
WILLIAM FORK,1
Guayabde,1
Caradoc Ss,1
UPPER GAPTANK,1
Rotliegend Ss,1
Nenjemoy Fm,1
Lower Limestone Series,1
Heath Fm; Bear Gulch Member; Heath A,1
Kalumpang Formation,1
FERGUSON SPRINGS LS,1
Oldman Fromation,1
Sol argileux et latéritique,1
Newman Limestone Formation,1
Bogotá,1
Cliefden Caves Ls,1
Upper Burgsvik Beds,1
Lueders Fm,1
Detritic-Carbonated Unit of Subirats,1
Arcadian Formation,1
Willwood Formation; Middle Gray Bull Bed,1
Atan Ls,1
Tar Seep Deposits,1
Rasotica,1
Brigantian Limestones,1
Shaley Ls,1
Mappan Fm,1
English Head Fm?,1
Calcaires de Moulin-Wibert,1
Sundance FM,1
Sepultura Fm,1
Upper Whitfcliffe,1
"Heath Formation, Bear Gulch Member; Big Snowy Group",1
Avon Bed 4,1
Barun Groyot Formation,1
Goasquellou,1
BRIDGER B?,1
Hiryuyama,1
Tentokuji F.,1
Kurshab,1
Green River Formation; Laney Member,1
Meganos formation,1
Tangshi,1
Karmakula,1
Lower Hunsruck-Shiefer,1
Courtown,1
Upper Becerra,1
Manganji Formation,1
woolhope limestone,1
FERN GLEN FORMATION,1
Obrutschew Bjerg,1
Plaine Alluviale; roche: Buem,1
"HARRISON?, LOWER",1
Kadoyama,1
Milton Ls,1
Navay,1
Stranger Formation (Tonganoxie SS),1
Iron Ss,1
sur rochers,1
Dongjun,1
Scollard Formation; Interval A3 Up To 7m Above Base Of Scollard,1
Carboniferous Oolitic Limestone,1
Yakima Basalt,1
UPPER MIDDLE COAL,1
Mesilla ValleyFm,1
Komako,1
Rauracian Fm.,1
Tokyo Fm.,1
Burgen Sandstone Formation,1
Gatuncillo Shale,1
Coaledo Fm ?,1
Quehita,1
Timber Creek Ls,1
Sol : gley d'ensemble sur argile alluviale fortement salé.,1
Bralier,1
Corallite,1
Croupes convexes. Roche schistes de Kantè,1
Tacket Fm,1
Chatham Hill,1
Cyrene Fm,1
Sidmouth Mudstone Formation,1
Sydney Mines,1
Belemniten-Schichten,1
Oldman (belly River) Formation,1
Alwa,1
Fayettville Shale,1
Decorah shale,1
Žaclé,1
Trefil Oolite,1
Veniella Shale,1
Ernstbrunner Limestone,1
banc roux,1
Plateau cuirassé; roche: schales grèseux.,1
Le Courijou Mb.,1
Tuffeau Jaune de Touraine,1
Fulra Ls Fm,1
Madison Valley Formation,1
Kueper Fm.,1
Caddo Sh,1
Gong-An-Zhai,1
Tongeren,1
Man To Sh,1
Rittman Ss.,1
middle to upper,1
T8 of Hirakata channel-fill deposits (Taga G.),1
Yosihi Formation,1
Lower Tulare Fm,1
Middle Coal Mesaures,1
Pottsville FM: Sharon Mbr,1
Rust Formation,1
Ardrarum,1
Little Rock,1
Pauji Shale,1
Lower Brule,1
Sosink Formation,1
Victorio Peak?,1
GERING?,1
MALM ZETA2,1
Gowanda shale,1
Sables et conglomérats de Tessé,1
Wada,1
Achanarras Ls,1
Lenapah Fm,1
Kurra Chine Formation,1
Ojo Sandstone,1
Arroyo Chasico Fm.,1
ROCKLAND LIMESTONE,1
Harhean,1
Spiennes Chalk,1
savane très anthropisée; culture mil sorgho,1
TWO MEDICINE FM.,1
Fish Haven Dolomite,1
Horcones,1
Bern,1
Scott Sh,1
Wilkes Fm,1
Atoka Ls,1
Alvana limeshales,1
Point Lookout Sandstone,1
Kosor Limestone Formation,1
Van Horn Fm,1
KAAWA FORMATION,1
Yacila,1
Sichwan,1
Brenton Loch,1
Springdield Ls,1
Etage Cc2,1
Tas,1
Yatsuo,1
Kuldana Fm (upper M.),1
La Jolla Fm,1
Oologah Fm.,1
Maybelle Fm,1
Nara Formation,1
Kinkaid Formation,1
Sol limoneux,1
Moenave Fm,1
Fernandez (Lobitos) Shale,1
Gully Oolite Formation,1
Zaleski Siliceous Ls,1
Ochil Volcanic,1
Pecos Village,1
OVISKANY SANDSTONE,1
Kildare Capes Formation; Pictou Group,1
PRODUCTUS LIMESTONE(LOWER),1
Cambridge Chalk Marl,1
Chesney,1
Yaokou Fm,1
Ludlow?,1
Ostrovnaya,1
Dobbins Shale,1
Sol: gley d'ensemble sur argile alluvale fortement salée.,1
Eutan Fm.,1
Mendota,1
"Gladstone Formation, Blairmore Group",1
Hangende Kalke,1
Roches vocaniques métamorphosées.,1
*Westphalian,1
CARLILE,1
Tamaulipas ls,1
Songah,1
Crack Canyon,1
Stevns Klimt,1
Brode Fm,1
Tamiami FM: Pinecrest Sand Mbr,1
"YUSHE, ZONE 1",1
Maestrichtian,1
Dome Ls,1
Nokogiriyama Fm,1
Mabdi,1
roche Buem,1
Craie de Veulette,1
Amravati,1
Etadunna Formation,1
SHERMAN FALL RM,1
sur termitière,1
Haborogawa Formation?,1
Green River FM: Parachute Creek Mbr,1
Pumpernickel Fm,1
Red Buff Clay,1
Kamia,1
Abel Head,1
Mississippian,1
LENAPAH LIMESTONE,1
Oolites,1
Laurel Ls?,1
"Moccasin Ls., at base",1
Tinginskaya,1
Shinarump Formation,1
Habana?,1
Maneami,1
Geiseltalium,1
"Linton Fm, Mecca Quarry Shale, Liverpool Cyclothem, Des Moines Series",1
Sol: d'apport peu évolué non hydromorphe/hydromorphe (pseudongley d'ensemble) sur argiles alluviales.,1
Haskell Ls,1
La Vela Fm,1
Ushikubitoge,1
Phosphates du Maroc,1
Didymograptus Sh.,1
Faxe,1
Kotanbetsu,1
Lower Ludlow Sh.,1
Coldwater Sandstone,1
James City Fm.,1
DUNDEE FORMATION,1
Itarare Fm,1
Fatjet Shale,1
Hope Sh,1
Huergas Fm,1
? Burgsandstein,1
Sur glacis; roche: granito-gneiss,1
Neuwieder Becken 2b,1
Pinega Formation,1
Monos,1
Ecca Beds,1
Middlesex shale,1
"Fort Scott Ls., Upper",1
Swift Formation,1
Ashley Marl Beds,1
Red Eagle Fm.,1
Stonefield Fm.,1
Chinglung,1
Puerto de Mazarron,1
Green River Formation ; Laney Shale Member,1
Mes0n Fm,1
Aquitanien Superieur,1
AURORA LIMESTONE,1
Bas du versant colluvionné; roches : Amphibolites.,1
Ash Hollow Formation; Merrit Dam Member,1
Favel Formation,1
Janjukion Fm,1
POUND QUARTZITE,1
Oyaki,1
Des Moines Formation,1
Hojedk,1
Caddo Fm.,1
Peruc-Korycana,1
Clagget,1
Burnet Formation,1
Buffalo Creek Limestone Formation,1
Lewish Shale,1
Bugle Gap Limestone,1
Moss Back Mbr,1
Goodhue,1
Landslide Creek,1
Qasr el-Sagha Fm.,1
Komiya Formation,1
forêt galerie.,1
Horombetsu,1
Hueber Fm,1
Jiapila Fm,1
"TINTON RM, TOP OF, AND BASE OF HORNERSTOWN RM",1
Ashfell,1
Paradoxides Sh,1
Marble M,1
Scalpa Sandstone Formation,1
Tipton,1
Vil'skaya,1
Milwaukee Dol,1
Sur croute rocheuse; alluvions,1
Rio Neuquén Fm,1
Croupes convexes; roches: schistes de kané,1
Gower Fm,1
Sowerthwaite,1
Loxton Sands?,1
Matura Formation,1
SNAKE CREEK,1
White River Formation; Oreodon Beds ?,1
Tyner,1
Ryugasi Fm.,1
Cook,1
Meimi Formation,1
Bayan Ulan,1
Berino Fm,1
Soru,1
Stapleton,1
"Rochers, blocs, dépots sableux",1
Boskydell Ss,1
Beianzhhuang Formation,1
Pueblo FM,1
Waits River Fm,1
Najiahe,1
Chiltan-Pahr Limestone,1
Gallatin,1
Kalibeng Formation,1
Chaffin,1
Jackpile Ss,1
Crockett Fm,1
Blakely Fm,1
HARTSELLE FORMATION,1
Romaine Ls,1
Menuha,1
Georgina Limestone,1
Michigamme,1
Cushing,1
Jewett Sand FM,1
COUQUEQUES LIMESTONE,1
Roche: schistes de kantè.,1
Psilonotenkalk Formation,1
Moher Shale,1
American Falls Lake Beds,1
Liberty Hall Shale,1
Wolville Ss,1
Marnes a Gryphées virgules d'Issoncourt,1
Auernig Schichten,1
"Huincul Formation, Rio Limay subgroup",1
Laforce,1
Upper Mehrten,1
Continental Moscow,1
Main Seam,1
Damsite Fm,1
Amatsu Mudstone,1
Yoredale Beds,1
Foynes Shales,1
Blue Rapids Shale?,1
Colwell Creek Fm,1
Borbon Formation,1
Cremenes,1
Brickhouse Bore,1
Parkers`,1
Platteville formation,1
Bergkalk Formation,1
Rush Springs Fm.,1
Taylor Group,1
Fort Green Fm.,1
Noyinho Formation,1
Hauptmuschelkalk Formation,1
Robinson Limestone,1
Lower Merced,1
Columbus LS,1
PECAN GAP CHALK,1
Copacabana Fm.,1
Topeka Ls.,1
Ponderosa Marl,1
Sol pauvre.,1
Sarvak Fm,1
Starhemberg,1
Cape Zhurinskiy outcrop,1
"Simojovel, La Quinta",1
Wilts Point Formation,1
Sucesion Litoral de Mejillones,1
Chink Formation,1
Rifle Butts Mudstone,1
Monte Fumaiolo,1
Clinton Sh,1
Wissenbacher Schiefer Formation,1
Joshita Fm (Shigarami G),1
Glacis; roche: Granito-gneiss,1
"Logan Fm., near top",1
Nakatosh,1
Tarija Fm.,1
Narita,1
Sherberne Fm,1
Naylor Ledge Fm,1
EL GALLO,1
MADISON LIMESTONE,1
Conasauga Shale,1
Yuchi,1
Bethel,1
Endroit sableux; gley d'ensemble sur argile alluvale à forte salure.,1
Jamesville Sh,1
Opoitian Sandstones,1
Fredania Limestone,1
"Dinosaur Park Formation, Lower",1
Mistletoe,1
SAN JOSE OR NACIMIENTO,1
Becsie River fm,1
Highcliffe Sands,1
Modelo Shale,1
Nuoyinhe,1
Mexia Clay,1
?Kope Fm.,1
Guan-zhuang Fm,1
Mount Torlesse Formation,1
Cantwell Fm,1
Montebello Limestone,1
"Sol: plus ou moins argileux, humifère gris foncé.",1
