v_formation,reps
Burlington,177
Bradford Clay,177
TAYLOR MARL,177
Feixianguan,433
Norway Point Fm,689
Reedsville Fm,689
Cabaniss Formation,945
WASATCH,1201
Valentine Fm,1201
Escondido,1201
Petrolia,1457
Antlers Fm.,1457
Gravel Point Ls,1713
West Range Ls,178
Cromer Forest Bed,178
Naseby Greensand,178
BYRAM FORMATION,178
Umegase Formation,178
Britton Clay,178
Boat Harbour,178
Waldrip Shale,178
Brereton Limestone,178
Red Crag Fm.,178
Warrior Ls,178
Uinta Formation,434
Stepovak,434
Angostura,434
Chispa Summit Formation,946
Whitsett Formation,946
Thousand Creek,1458
Salem Ls,1970
Qingyan,2226
Chloropagus,2994
Rust,2994
New Oxford,179
Chaya,179
Fowkes,179
Aguja FM,179
Ely Limestone,179
Progreso,179
Rintoul Creek,179
Sheep Pass Fm,179
Amden,179
Peschanka,179
Seguin,179
St Mary's,179
Preguicas,435
Winona,435
Red Crag Fm,435
Sundance Fm,435
Dande Fm,435
Coralline Crag Formation,691
Bevier,691
Chiwapa,691
Toad,691
Alcobaca,1203
Mead Hill,1459
Maiolica,5299
facies à Congeria,180
Liberty Fm,180
Los Espejos,180
Levis,180
Tanyard Fm,180
Zhujianqing,180
Twin River,180
Berchem,180
CALVERT FORMATION,180
Pa Samed Formation,180
Irondequoit Limestone,180
Gorge,180
Vihowa,180
Wassonville,180
Golf Course Formation,180
Catskill Fm,180
San Ramon,180
Dulankara Formation,180
McLish,180
Fairview Fm,436
Palos Verdes sands,436
Whiteaves,436
Monterey Fm,1716
Keasey Formation,1716
Huaqiao,1972
Bell Canyon Fm,4532
Pinecrest Fm. or Caloosahatchee Fm.,181
Kopanina (E2),181
Kishenehn Formation,181
Hagerman Lake Beds,181
Kuldana,181
Cedar Mountain FM: Mussentuchit Mbr,181
Gatesburg Fm,181
"""Wasatch""",181
McIvor,181
Fort Worth Fm,181
Terrigenious Series,181
Branderfleck,181
Daye,437
Bull Fork Formation,437
Lillo,693
Midway Formation,693
Topeka Ls,693
Cuyahoga Fm.,1205
Moonstone Beach,1205
Moenkopi,1973
Waynesville Formation,1973
FORT UNION,7605
Upper Fremouw,9141
Kama,182
Maude,182
Graham Island,182
Georgetown Ls,182
Quimbys Mill,182
Namurian Series,182
Qiziqiao,182
Navesink,182
Yachats Basalt,182
Joslin Hill,182
Fuller's Earth Formation,438
Bearpaw  Shale,438
Velasco Formation,438
Gydo,438
Mannum Formation,438
Roca,694
Nellie Bly Formation,694
Palmarito Fm,694
McAlester Formation,950
Chadron,1206
Cloverly Fm.,1718
Williamsville Fm,3510
Lower Coal Measures,183
Shanabuchi Formation,183
Boonton Fm,183
Brackwater Molasse,183
Cook Mountain Fm,183
Devil's Graveyard,183
Sawtooth,183
Hornerstown Fm,183
St. Lawrence,183
Warsaw Ls,439
Merchantville,439
Purisima Formation,695
Springvale,695
Tamiami Fm.,9911
Racine Dolomite,10935
Turre Formation,184
Marlbrook Marl,184
Sly Gap,184
Hambast,184
Pakaurangi,184
Cape Blanco Beds,184
Salairka Horizon,184
Buckley/Fremouw,184
Madbi Formation,184
Holder,184
Cullen,184
Lameta,184
Lyaiol,184
North Crop Limestone,184
Seeb Limestone,184
Panther Mountain,184
Waterways,440
VANHEM,440
Queimadas,440
Panoche,440
Esbataottine,440
Ocala Limestone,440
Marias River  Sh,440
Much Wenlock Limestone Formation,440
Sobrante,696
Roberts Mountain,696
Wilberns Formation,696
Falun de Jeurs,696
Shigarami Formation,696
Del Rio Formation,952
Neal Ranch Fm,1976
Sucker Creek Formation,185
López de Bertodano,185
Senora,185
Ulantatal,185
Cedar Lake Dolomite,185
Miamitown,185
Pigeon Point,185
Wembere-Manonga,185
Unit 1,185
Mulloch Hill Formation,441
Hashikadani,697
Cernay Conglomerate,697
Poul Creek,697
Vilas Shale Formation,1977
Gault Clay Formation,3769
Fiddlers Green Fm,4025
Red Bluff Clay Formation,186
Marlife Shale,186
Marmolata,186
Falls City Limestone,186
Estcourt,186
Ebelsberg,186
Emigrant,186
Chalk,186
Yahuarango,186
Delay limestone,186
Eastover Fm,186
Bobcaygeon,442
Grès armoricain Fm.,442
Cabaniss,698
Bladen FM,1466
McLish Fm,187
Bilá,187
Saiwan,187
Monos Fm,187
Upper Ceratite Limestone,187
Calhoun Sh,187
Tecovas,187
Rosario,187
Yuasa Formation,187
Srbsko,187
Vilemovice Limestone,187
Hidden Valley Dol,187
Bedford Shale,187
Bastendorff,187
Arrow Canyon,187
Plattin Ls,187
Ryukyu Limestone,187
Coffee Sand,443
Wheeler Shale Formation,443
Katipiri Sands,1211
Ludlowville,3515
Harpersville Formation,3771
Yorktown FM,23483
Wardak,188
Chalk Hills Fm.,188
Meitan,188
Ajax,188
Sawayama Formation,188
Hamilton Fm.,188
Apostoli,188
Richmond Fm.,188
Nevian,188
Riddle Formation,444
Arroyo Fm,444
Kisgerecse,444
Hikagenosawa Formation,444
Admiral Fm.,700
Bone Spring Fm,1724
Cow Branch Fm,8892
CALOOSAHATCHEE FORMATION,25020
Coastal Coraline Plain,189
Sepulcher,189
Karharbari,189
Mesa Verde,189
Suginoura Formation,189
Grotto Beach,189
Brazil,189
HOLDENVILLE,189
Smithwick Sh,189
Utano Formation,189
DRY BRANCH FORMATION,189
Edwards,189
Kattendijk,189
Mzinene,189
McAlester,189
Kewanee,189
Fisher Formation,701
Jimol,701
Fayetteville Formation,957
Quimper Sandstone,957
Nayband,957
Stephen,1469
Ludlowville Fm,3261
Road Canyon Fm,3773
LA MESETA FORMATION,7357
Spechts Ferry,190
Keyser Limestone,190
Paluxy,190
Ladrones Ls,190
Alzey,190
Dzhil,190
Okinoyama,190
Ludlowville Formation,190
PITCHFORK,190
Silica Shale,190
Cobleskill Ls,190
Metaline Limestone,190
Purisima Fm,190
Marcellus,446
Torrey Sandstone,446
Rockport Quarry Formation,446
Laverne Fm.,446
Days Creek Formation,446
Roberts Mountains Fm,958
Etchegoin Fm,1214
Foraker Ls,1214
Hindsville,2750
Oriskany,191
San Diego Fm,191
Horry Clay,191
Yotsuyaku Formation,191
Subathu,191
Renova Formation,191
Zewan,191
Sisquoc,191
Loma Plata Limestone,191
Grenola Ls,191
AALTEN FORMATION,191
Slivnitsa,191
TUSCAHOMA,447
LAYTON FORMATION,1727
Fort Pena Fm,192
Lindi,192
Calcaire d'Agenais,192
Madera Formation,192
Cherryvale Fm,192
Kramer Beds,192
Malascachas Section,192
Yinkeng,192
Buckley Formation,192
Castelgomberto,192
Mingan Fm,192
Tinu Fm,192
Gua Musang,192
Catheys,448
Kindblade,704
JAMES CITY FORMATION,704
Mifflin,704
Burlington Limestone,704
Prida,704
Antelope Valley Limestone,960
Pucangan,193
Georgian Bay,193
Poronai Formation,193
Belle Fourche Sh,193
Abbas,193
Wirrealpa Limestone,193
Park City Fm,193
ST. MARYS FORMATION,193
Cabrillo Formation,193
Mohilla,193
Nari,193
Cürten,193
Coralline Crag Fm,193
Pierre Shale Formation,193
Osoushinai Formation,193
Seafield Tower Limestone,193
Fels,193
Chainman,193
Phantom Creek,449
Arpinskaya,449
WECHES FORMATION,449
Jewett Sand,449
Solvik,449
Headon Beds,449
Narrow Cape,449
Caney Sh,449
Hertha Limestone Formation,705
Capitan Ls,705
Dunleith,1473
Cacheuta Fm,194
Hsuchuang,194
Delaware Mountain Fm,194
GRACIAS FM.,194
Hughley Shales Formation,194
ANASTASIA FORMATION?,194
AVON PARK FORMATION,450
Fort Payne,450
Berada,450
Descon Fm,450
Naujoji Akmené,706
Jagüel,962
GREENE,1218
Second Abden Shale,1474
LAWRENCE SHALE,1730
Rexroad,1986
Upper Coralline Limestone,195
Cerro del Pueblo,195
Gatun Fm,195
Cabbage Patch,195
Uzunbulak,195
Lawrence Shale,195
Cerrejón,195
Riadan Fm.,195
Gram,195
Braintree,195
Csopak Marl,195
Joins,195
"Green River Formation, Fossil Butte Member",195
Huerfano,195
Olympia beds,195
Hess,451
Tongue River Fm,963
Pirabas,1219
Green River Fm,43459
Flagstaff Sandstone,196
Kem Kem Beds,196
Zafir,196
Czarnorzeki Beds,196
Falun d'Auvers-Saint-Georges,196
Caddo Creek Fm,196
IOLA LS,196
Armuelles,196
Chandalaz,452
CLAYTON FORMATION,452
"""unnamed sandstone""",452
Edinburg Fm,452
Maquoketa,708
Laketown Dolomite,197
Husbergøya,197
Tindall Limestone,197
Makapansgat,197
IRONSHORE FORMATION,197
Judith River Fm,197
Hermit Sh,197
Carboniferous Limestone,197
Gaviota,197
La Salle Ls,197
Guilmette,197
Birdsong Shale,197
La Huérguina,197
Santa Barbara Fm,453
Holywell Nodular Chalk Formation,453
Wood Siding,453
Cypress Hills,453
James City,709
Decorah Sh,1221
Bowden,1733
FORT THOMPSON FM.,2245
Calcaires et marnes à spongiaires,198
Doyle Shale,198
Vilas Shale?,198
Anacacho Limestone,198
Plummer,198
Gevanim,198
Lebanon Ls,198
Blackdown Greensand,198
Dockum,198
Korotkinskaya Formation,198
Sespe/Vaqueros Formation,198
Langston,198
Tuxpan Formation,198
Tacket Formation,454
Denison Formation,710
Bestogai,966
Bracklesham Formation,199
Kalur Chert,199
Hanwang,199
Upper Polecat Bench Fm,199
Gabbs,199
Alisitos Formation,199
Undivided Fruitland Fm-Kirtland Shale Fm,199
Effna Fm,199
Dewal,199
Lenox Hills Fm,455
Madera,455
Fillmore,455
Careaga Ss,711
COOSAWHATCHIE FORMATION,711
Shungura,1479
Oriskany Ss,1991
Ohio Sh.,5575
Unrecorded,20167
Topeka Limestone Formation,30919
Kromdraai,200
Middle Shaly Facies,200
Santa Margarita Formation,200
San Joaquin Clays,200
Shinzato Formation,200
Mörnsheim,200
Upper Bhuban,200
Aberhan Sinemur,200
Iguincha,200
Tainohata Formation,200
FRUITLAND,200
Ravenscrag,456
Mount Ida,456
Hance,456
Brassfield Formation,456
Schoharie Grit,456
GLENNS FERRY,712
Upper Burlington Ls,968
Dakota,1736
Shoal River Fm,201
Moneague,201
Coralline Oolite,201
Tinu,201
Beechwood Ls,201
Cochrane,201
Imperial Fm,201
Bison Creek,201
Honaker Trail,201
Sodus,201
Mughanniyya,201
Kuanyinchiao,201
CAREAGA SANDSTONE,201
Lower Fezouata Fm,201
Rio Gurabo,201
Lochkow,201
Upper San Pedro,201
Domengine,457
Moscow Shale Formation,457
Wreford,713
Vaureal Fm,713
CROOKED CREEK,713
Pamlico,713
Deadwood,969
Goodland Limestone Formation,969
Pinole Tuff,969
Benbolt,1481
SHOAL RIVER FORMATION,2505
Lebanon,202
Red Chalk,202
Waukesha Dol,202
James City Fm,202
Neuburg,202
Woods Hollow Sh,202
Hudspeth Shale,202
Peedee Fm,458
Lodo Fm,714
Bird Spring,970
Calvert Fm,3786
Lopez de Bertodano,4042
Pierre Sh,7626
Word Limestone Formation,21706
Alamosa,203
Naheola,203
Lorraine,203
Warsaw Sh,203
Baynshire,203
Lincoln Creek Formation,203
Laredo,203
Boquillas Formation,459
GREENHORN LIMESTONE,459
Belle Plains Fm,459
Mount Bastion,459
Graneros Shale Formation,459
Wayne Fm,459
Benton Fm,459
Pottsville,715
MONTPELIER FORMATION,971
Fannin,1227
Empire Fm,204
Elnes,204
Upper Ktaoua Formation,204
Riley Fm,204
Llano uplift,204
Hoko River Fm,204
Marshall Ss,204
Wadhurst Clay Formation,204
WHITE RIVER?,204
Jalama,460
Wimer,972
Heath Fm; Bear Gulch Member,972
Vale,205
Chinji,205
Croudace Bay,205
Fisher,205
Joins Fm,205
Olorgesailie,205
Talme Yafe,205
Pendleton Ferry,205
Chickamauga Ls,205
Conemaugh Group,205
Waynesville Sh,205
Cilanang,205
Conasauga Sh,205
Tansill,205
Carmyllie Beds,205
Deguynos Formation,461
Burlingame Ls,461
River Bend FM,461
FAXE FORMATION,461
Verulam,717
Red Crag,717
Alachua,973
Wreford Limestone Formation,1229
Chattanooga Sh,206
Calcaires pseudo-oolithiques superieurs,206
Calcaire a oolithes ferrugineuses,206
Coal Measures Formation,462
Kimmswick Limestone,462
Allegheny,462
Charmouth Mudstone Formation,462
Crato,718
Dhruma Fm,974
Blackheath Formation,1230
Four Mile Dam Fm,207
Hueco Canyon Fm,207
GLEN DEAN,207
Ordovician,207
Kirtland Fm,207
Brasso,207
Whisky Bay,207
Shenjiawan,207
PRAIRIE BLUFF FORMATION,463
Santee Limestone,463
Careaga Sand,719
Lower Greensand,1487
Edwardsville,1487
Santa Margarita,1487
Pittsburg Bluff Fm,208
Kuanchuanpu,208
Bersek Marl,208
Hadar,208
Cove Creek,208
Icla Fm,208
Mooreville Chalk,208
Mancora,208
Flournoy Formation,208
Topeka Fm,208
Klondike Mountain Fm,464
Pioche Sh,464
Dakota Fm.,464
Wanapum,720
Fort Worth Limestone,976
ANASTASIA FORMATION,2256
Kincaid Formation,209
Krasnoyarka Formation,209
Brilon Massenkalk,209
Grayson Formation,209
Pierre or Fox Hills,209
Maniobra,209
Plattekill,209
Chengapara,209
Korallenoolith,209
Martin,465
Poyllvaaish Limestone,465
Portland,465
Mount Laurel Fm,721
Moin,1489
Kanwaka Shale Formation,4049
Cedar Mountain Fm.,6609
Gatuncillo,210
WALNUT FORMATION,210
Second White Specks,210
Osgood Shale,210
Yu'anshan,210
CHOPTANK FORMATION,210
Pyramid,466
Sallisaw,466
Zorritos Fm,466
Clarita,466
HORN VALLEY SILTSTONE,466
Vermejo Fm,722
Ely Springs,722
Ogallala Fm.,25298
Ghazij,211
SANTA CRUZ,211
Jebel Qatrani,211
Teepee Trail Fm,211
Kittatinny,211
MARE FORMATION(LOWER),211
Mia Le,211
Balang Fm,211
Lopez De Bertodano Fm,211
Lower Crag,211
Roseburg Formation,467
Stringocephalus Ls,467
Talbot,467
North Horn,467
Fox Hills,1235
Goodland Limestone,1747
La Meseta,4563
Bassendorff,212
Altamira Sh,212
Shichiku Formation,212
BARTON BEDS,212
Old Red Sandstone,212
Solonchatskaya,212
Fosses,212
Fernie,212
Ertang,212
Divisadero Largo,212
SATILLA FORMATION?,468
Crescent,468
La Pasada A,468
Admiral Formation,724
Daleje-Trebotov,724
Woolooma,213
CALOOSAHATCHEE FORMATION / BERMONT FORMATION?,213
Rosarito Beach,213
Huayansi,213
Tulong,213
San Sebastian,213
Dolores Fm,213
Lower Limestone,213
Ross Brook,213
Falmouth,213
Ferques,213
Maroon Fm,213
Cromer Forest Bed Formation,469
Golden Valley Fm,469
Yixian,981
Caddo Formation,981
Jebel el Qatrani Fm,1493
MADISON VALLEY,1493
Wayland,1749
Drum Limestone Formation,5333
Caney Shale,214
Oquirrh Fm,214
Dewey Beds,214
Taemas,214
Taboulouart,214
GERING,214
San Diego Formation?,214
Thornton Beach,214
Oya Formation,214
Salahonda,214
Navesink Fm,214
Sakamena,214
Culebra Fm.,214
Zeandale Limestone,214
Paint Creek Formation,470
Kinzers,470
Sarmatian Sand,470
Gurabo Formation,470
Rio Dell,470
Solnhofen,726
Tumey,726
Reklaw,1238
Jurensismergel,1494
"OCALA LIMESTONE, LOWER",3030
Yukiang,215
Formatie van Lillo,215
Franconia Ss,215
Oginohama Formation,215
Rush Springs Fm,471
Koessen,471
Day Point,471
Sharps,471
Cucaracha,1239
Lake Valley Limestone,3031
Haragan Ls,3543
Hindesville Limestone,216
Qasr el-Sagha Fm,216
Ottweiler Stufe,216
Pautut,216
Llajas Formation,216
Blind Fiord,216
Waggoner Ranch,216
Bautista,216
Robertson Formation,472
Carlile,472
Caloosahatchee Marl,472
Yakataga,728
Santa Cruz Fm,984
Fort Thompson?,1240
Bell Shale Formation,4056
Pumpkin Creek,217
Menevian Beds,217
PHOSPHORITES DU QUERCY,217
Beattie Ls,217
Chouteau Limestone,217
Admire Shale,217
Shore Hills Geosol,217
Hale Formation,473
Akeyo Formation,473
Ripley Formation,1241
Barstow Formation,2521
Prairie Bluff,4057
Etchegoin,8921
Tolstoi,218
Monte Hermoso,218
La Ribera Formation,218
Discovery Point Fm.,218
Buck Creek Formation,218
Tecumseh Shale?,474
San Pedro Fm,474
Lower Chalk,474
Towsley Formation,730
Caddo Creek Formation,730
Kinzers Fm,730
Molteno,986
Bromide,2266
Santiago Formation,16090
Nosoni,219
Carters,219
Brisbois Formation,219
Blue Fiord,219
Coral Rag de Trouville,219
Waihao Greensand,219
Scotts Mills Formation,219
Glen Dean Limestone,475
Stone City,475
Fruitland Fm,475
Seminole,475
Silica Shale Formation,731
Martinsburg,1499
Gubik Fm,220
Cornbrash Formation,220
Headon Hill,220
Marnes de Fontaneilles,220
Halla,220
Wahweap,220
Atherfield Clay Formation,220
Ohio Shale,220
Gebel Qatrani,220
Nakumaru Limestone,220
Khunamuh,220
WEWOKA,220
Kootenai,220
Clayton Fm,220
Martinsburg Sh,476
Umpqua,476
San Jose Fm,476
Trigonia clavellata,476
Seymour Fm.,732
Hermitage Fm,1500
Sentinel Butte,1500
Alpena Ls,221
Lignites du Soissonais,221
Kubota,221
Lyre,221
Manning Canyon Shale,221
Mint Spring,477
Coaledo,477
Zorrillo Fm,477
Grand Detour,477
Coal Valley,477
Nelson Limestone,477
Williams Formation,733
Vaqueros,1245
Gaptank Limestone Formation,1245
Forest Marble Formation,1501
Georgetown Formation,2525
Kimmeridge Clay Formation,2525
Deer Butte Formation,3293
Gatun,7389
Pleasanton Group Upper,222
Tentokuji,222
Cypress Creek Ch,222
Esna Shale,222
Scales Shale,222
Carlotta Formation,222
Great Bear Cape,222
Isla Colon,222
Tanohata-Hiraiga Formation?,222
Lares,222
Magdalena Limestone Formation,478
Allegheny Formation,734
MORRISON,734
Termofourà,990
Quaternary alluvium,1502
Tiverton,223
Enokuchi,223
U. Motol-Kopanina Fm,223
Tirabuzon,223
Iowa Point Shale,223
Amherstburg,223
Abu Roash,479
Genshaw Formation,735
Highbury Silts and Sands,735
Silica Sh,991
Ash Hollow Fm.,991
Sandstone of Floras Lake,1247
Choptank,1247
Fort Union Fm.,3295
Willwood,16607
Glushkovo,224
Dangarfield,224
Kem Kem,224
Arroyo Formation,224
Mangarewa,224
Reynales,224
Haneji,224
Quimper,224
Fort Thompson Fm,480
Markley Formation,480
Sunset,480
Clallam,736
Imperial,992
Luning,992
Mancos Shale,1504
Lashly,2784
NO DATA,3040
Kharita,225
Windmill Ls,225
Foldedal,225
Chojabaru Formation,225
Mulde Fm,225
Tangxiang,225
Cobleskill Dol,225
Frasnian moyen,225
Gurabo Fm,225
Citronelle,225
KIOWA SHALE,225
Raniganj,225
Miyata Formation,481
Nolans Limestone,481
Cucaracha Fm.,481
Agua de la Piedra,481
Genesee Fm,481
WALSINGHAM,737
Cape Phillips,737
Rott,737
Etadunna,993
Mascall,993
Kishima Formation,993
Buckley,1761
Esmeralda,2273
Oxford Clay Formation,2529
West Spring Creek,2785
Bear River,3297
Taratu,226
Nojima Formation,226
Czajakowa Radiolarite,226
Krebs,226
Talar,226
Killey Bridge,226
Hunton Limestone,226
Aorangi Mine,226
Maquoketa Fm,226
Glen Dean Ls,226
Kope Fm.,226
Garlton Hills Volcanics,226
Hocakoey,482
Pysht Formation,482
Inferior Oolite,482
Batesland,482
Kaili,482
Daohugou,738
Waccamaw FM,1250
Wargal,4066
Parker Slate,227
Horseshoe Canyon,227
Grauwacke à Paléchinides,227
Wood Mountain,227
Cuchillo Formation,227
Bihen Limestone,227
Sisophon,227
Morwell,227
Madera Fm,227
Prida Fm,483
Middle Haborogawa Formation,483
Porters Creek,739
Ludlowville Sh,739
Usa,1507
Bermont Fm.,26339
Atrasado,228
Simojovel?,228
Berkutsyur Formation,228
Boone,228
Mampuwordu Sands,484
Rauchkofel,484
Muschelkalk,740
Sapadere,996
Janesville Shale,996
Hatchetigbee Bluff,1252
Vernon Fm,1764
Cook Mountain,3812
Lecompton Limestone Formation,11236
Nye Mudstone,229
Antalo,229
Coeymans,229
Lekvorkuta,229
BARNES CREEK,229
San Julian,229
Stramberk Limestone,229
Middle Dakhla Shale,229
Del Rio Clay,229
Chinitna,229
CARBONDALE,485
Onzole,741
LITHOGRAPHIC LIMESTONE,997
Ameghino,1253
SALLA BEDS,1509
Byram,1765
Santa Maria,230
Valhallfonna,230
Whitcliffe Formation,230
Henryhouse Fm,230
Lenoir Formation,230
Mikasa Formation,230
Lindavista Formation,230
Lyudyanza,230
Nevada Fm,486
Talparo,486
Edinburg,486
Allenby,486
Cercado Formation,486
Walsingham Fm,742
McBean,742
Fox Hills Formation,742
Arcadia Fm.,742
Werfen,998
Mehama Formation,1254
Martinez,1766
White River,1766
Tamiami Fm,2278
Hochmoos,231
Liminangcong Chert,231
Aburayama Formation,231
Shabakty,231
Taiyuan,231
Humptulips,231
Moreno Fm,231
Togopi,487
Nkondo,487
Lockport Fm,487
CALOOSAHATCHEE FORMATION / FORT THOMPSON FORMATION,743
Temblor Fm,999
Ripley,1511
Pioche,2279
Lodo,2535
White River Fm,2535
Rockhouse Sh,232
Arcturus,232
Bolado Park,232
Baraniy,232
YOUNGER'S CAVE,232
Trail Canyon Fm,232
Cuesta del Cura Formation,232
Hyde,232
Dockum Group,232
Chico,488
Latah Fm,488
Galala,488
Hudspeth Formation,1000
Thaynes,1256
Eagle Fm,2024
Burlington Ls,3816
Rott Formation,4584
London Clay Formation,12264
Lampazar,233
Sonoma Tuffs,233
Buchenstein Beds,233
La Vieille,233
Clear Fork Beds,233
Montana,233
Stainmore,233
Kalkberg Ls,233
Redonda,233
Austin Formation,233
MARIANNA LIMESTONE,489
MOODYS BRANCH FORMATION,745
Clyde Formation,1257
Speiser Shale Formation,2537
Wasatch,42473
Fossil Hill Limestone,234
Aldabra Limestone,234
Tomhegan Fm,234
Upper Monok,234
Gres verts helvetiques,234
Koshelevskaya Suite,234
Mascall Fm,234
Marrowstone Shale,234
Hierlatz,490
Tully,746
Genshaw Fm,2026
High Rock Sequence,2026
Price Fm,235
Racine-Port Byron,235
Waccamaw Fm,235
Whetstone Gulf Fm,235
Tonoloway Limstone,235
Luolou,235
Snake Creek,235
Otekaike Limestone,235
Cloud Rapids Fm,235
Tak Fa,235
Burgersdorp,235
Bohdalec,235
BLUE CLAY,235
Westbury Fm,491
Kirtland,491
McColley Canyon Fm,491
Bracklesham Beds,747
Rochester Shale,1003
Daye Formation,4843
Scripps Formation,6123
Red Bluff Formation,236
Laoyefen,236
Brassfield Limestone,236
Thrifty Fm,236
Weald Clay,236
Maysville,236
Kushan,236
La Ribera,236
Middle Chalk Formation,236
Norway Point Formation,492
Eugene,748
Kossen,748
Fayetteville Sh,1004
Letna,1004
Vinice,1004
FORT THOMPSON FM. (?),1004
Castle Hayne Fm,1772
Wasatch Fm,1772
Maevarano,237
Finis,237
Gneudna,237
Wise Lake,237
Wood Burn Formation,237
Salcedo,237
Alfambra,237
San Juan,493
Delorme,493
Gault Formation,493
Carmel,749
Rat Buri,749
Cardenas Formation,1005
Bell Canyon,2029
Stonehouse Fm,2285
Tar Seep Deposit,21741
Nishikori Formation,238
Greenbrier Ls.,238
Rongxian,238
Cathedral Mountain Formation,238
"Willwood Formation, Lower Gray Bull Beds",238
Gurvan-Eren,238
Rattlesnake,238
Supai,238
Pottsville Fm,238
Canon de Caballeros,238
Cool Creek Fm,494
Hawthorne,1006
Niguel Formation,1006
Sarka,1006
Edwardsville Fm,1006
Millsap Lake Formation,3566
Battery Formation,239
Etage Ff1,239
Syracuse,239
Bridger Formation,239
Thanet Beds,239
Lower Flags and Grits,239
Bainbridge Limestone,239
Nagyvisnyo,239
Oldman,1007
Speeton Clay Formation,1775
Word Fm,7919
Laramie,240
Limeport Fm,240
"Wagon Bed (""Tepee Trail"")",240
Deer Butte Fm.,240
Favret,240
Onaga Shale,240
Antelope Valley,240
Yaquina Formation,240
Antero Fm,496
West Cork Sandstone,496
Hampshire,752
SAN JOSE,752
Urumaco,1264
Brownsport Formation,4336
Boggy Shale,8688
Haragan,21744
Portage Fm,241
Volkhov Stage,241
Vinson Formation,241
Duck Creek,241
Virgin Hills,497
Carbondale Fm; Francis Creek Shale Mbr,497
EUTAW,497
Imo Fm,753
Salada,1265
Upper Greensand Formation,1265
Inferior Oolite Formation,242
Bitter Springs,242
Marathon Limestone,242
Barun Goyot,242
CHIPOLA/JACKSON BLUFF FMS.,242
Zhitkov Formation,242
Raha,242
Gubik,242
Budden Canyon,498
Ferris,498
Maquoketa Shale,498
Tachilni,754
Oak Grove,754
Round Mountain Silt,2802
Red Bluff Tuff,243
Mita Formation,243
Taraises Formation,243
Pogonip Ls,243
Eastover,243
Poleta Fm,243
Tule Fm,243
