v_member,reps
Lower Boggy Shale,549
Tarrant Mbr,38
Whitmore Point,38
Harrisburg,38
Lower Middle,38
Wa-1 Zone,38
Berwyn Mbr,38
Hythe,38
Bermoti,38
Tatal,38
Upper Gatun Formation,38
Paliambela,38
Slite Marl,38
Cherrabun,38
Pilmatue,38
Middle Limestone,38
Rices,38
Cherty Bone Bed,38
Plumb Shale Member?,38
Upper Sands,38
Solsville Mbr.,38
Member A,38
"Tupelo Tongue, Coffee Sand",38
Bigheart Shale,38
Ravena,38
"Vinarice Limestone, and transitions between the Slivenec and Lodenice Limestones",38
lower reef limestones,38
Coal Cliff,38
Brownish Sand Facies,38
Vitakri,38
Lower Oakville,38
Miria Mare,38
Westleton,38
Acton Scott Beds,38
Combined Metals Mbr,38
Mercer Limestone,38
Dyfi Mudstone,38
Scheid g,38
lower Oologah Limestone,38
Fleury,38
lower member,38
Adams Branch Limestone,38
Wetumka Lower,294
Brentwood Limestone member,2086
Noland Member,39
Putnam Hill Ls Mbr,39
LaSalle Limestone,39
Upper Tar,39
Denmark Mbr,39
Pinesburg,39
Anna Shale,39
No. 2 Ironstone,39
Salesville Sh Mbr,39
Sneznica Siltstone,39
MORGARTS BEACH MEMBER,39
Landrum Member,39
Perna Member,39
Winnitinny Creek,39
Mottville Mbr,39
Mofangyan,39
Candland,39
Corryville,39
Andalee,39
Cliffwood Mbr,39
Mason City Mbr,39
Gun River zone 3,39
Productive Coal Measures?,39
Mirador Conglomerate,39
Ithaca Sh Mbr,39
"Brackish lagoonal, shelly shale Facies, upper ss",39
Microfossil Bed,39
Sulphur Well Member,39
Brainard,39
COAL BLUFF MARL,39
Florena Shale,39
Ryssnäs,39
Antelope Sh Mbr,39
Lake Bridgeport Shale,39
Blue Gate,39
Wapanucka Limestone Middle,39
Laney Sh Mbr,39
POOLEVILLE MEMBER,39
Lewiston Mbr,39
Tom Thumb,39
Smith Basin,39
Rebosilla,39
Upper Member (Unit 3),39
Kobeh Mbr,39
Ostrander,39
Ridgeley Mbr,295
Pisgah,551
Point Of Rocks Mbr,40
Te One Limestone,40
Walcott Quarry Shale,40
Interbedded Shales,40
Ellis Bay zone 9,40
Burgess Shale Member,40
Zenderen,40
Jones Point Sh Mbr,40
John Henry,40
HEATH SHALE,40
Deep Run Sh Mbr,40
Upper Hatchetigbee Bluff,40
FINIS SHALE MEMBER,40
Calathium Zone,40
Chynice Limestone,40
Beacon Hill Grey Chalk,40
Henis Clay Member,40
Martin Point,40
Serra da Galga,40
Upper Yachats Basalt,40
Nodular Rubble,40
Barren shale sequence,40
Coal Ridge,40
Kiln Mudstone,40
Curdsville,40
Lincolnshire Limestone,40
Pretty Butte,40
"""Upper""",40
Roaring Mag,40
PITTSBURGH LS,40
Koneprusy and Slivenec Limestones,40
Murphy's Cove,40
Pecan Gap Member,40
Retort Phosphatic Sh Mbr,40
Blackford,40
MOUNT MORRIS LS,40
lowest (i) division,40
Alloway Clay,40
Griset,296
Nut Beds Member,552
Tierra Blanca Member,2600
Thermopolis upper sh Mbr,3112
Mexia Clay Mbr,41
Bouchardiere Member,41
Bethany Falls Mbr,41
Carters Ls Mbr,41
Upper Freeport Coal,41
Bonnerton,41
Otsu Shell Bed,41
Langmoos,41
West Branch Sh Mbr,41
Cambridge mbr.,41
Owen Ls Mbr,41
Rebollarejo,41
SPRING GARDEN MEMBER,41
Taguarumo,41
Grindstone Creek Member,41
Red Valley,41
Camino Carretero,41
Valentine,41
Quimbys Mill,41
Tinde,41
Pepper Shale,41
Ceratopyge 3a,41
Spirifer yassensis Limestone,41
Lower Didymograptus Shale,41
Sneakover,41
La Blanquiere,41
Mission Creek Shale,41
"M8 (Tsuchida and Hirano, 1995)",41
Ar Rahlah,41
Verdi,41
Kiturika,41
Landrum,41
lower sandstone,41
Blue Springs Shale,41
"Member D of Nielson, 1990",41
Cat Head,41
Ozako Member,41
Fort Ancient Member,41
St. Martin,41
MT. AUBURN MEMBER,41
Monitor Butte/Petrified Forest,41
Deep Run Mbr,41
Coolbane,41
Nariokotome,41
Siuge,41
Hunter Wash Mbr,41
Florence Shale?,41
Gadhada Sandstone,41
Pinery Mbr,297
Mid Savanna shale formation,297
upper Tully,297
Sliderock,297
lowest Windom,42
Mallow,42
Leavenworth Mbr,42
Telm 1,42
Wewoka Shale (Lower or Middle Shale),42
Smokey Hollow,42
Lifua,42
Newton,42
French Creek Shale,42
Lecthaylus Shale,42
Belen Mbr,42
Little Limestone,42
Sunken Meadow Mbr.,42
Wier-Pittsburg Coal,42
Unknown,42
Rabot,42
Sinbad,42
Mingyuexia,42
Yuraki,42
Chickabally Member,42
Milliken,42
Leira Ma,42
Gunningbland,42
Thimble Ls Mbr,42
Brady,42
d1c,42
BLUE HILL SHALE/FAIRPORT CHALK,42
Kingsdown,42
shale,42
Dhibi Lst.,42
Centerfield Limestone,42
Brush Creek Ls Mbr,42
Cardiff,42
Burlingame Ls Mbr,42
Wanakah Shale / Darien Center,42
Upper beds,42
upper shale,42
upper Carnahan Bayou,42
"""Goen Shale""",42
Dunhill Bluffs,42
Oldhaven Beds,42
Seelyville Coal,42
Mbr B,42
Second,42
Pony Creek Shale,42
SLIDEROCK MEMBER,42
Motville,298
A,554
Big Basin Member,810
Ervay Carbonate Rock,43
Layer G,43
Sublithothamnium Level,43
Barrandella Shale,43
Division 2 and 3,43
Rock Creek Member,43
Siliceous Rock,43
lower middle (ii) division,43
Kapreevka,43
EDEGEM SAND MEMBER,43
Upper Puesto Almendra,43
Wakarusa Limestone Member?,43
Savage Canyon,43
Bir Zidan,43
Hess Ls Mbr,43
WANAKAH SHALE MEMBER,43
d4a,43
upper middle (iii) division,43
Zacachúan,43
Woodstones,43
Kildonnan Member,43
Poppin Shale,43
middle Big Basin Mbr,43
Worland Limestone Member,43
Al-4,43
Trafo,43
Lindwurm,43
McAdam Brook Lower Mbr,43
Botetourt Mbr,43
Virgin Creek Mbr,43
upper Trail City Mbr,43
Petrified Forest Member,43
Pyramid Hills Sand,43
lower Windom,43
Wayland Shale,43
Norwood Tuff,43
upper breccia,43
middle to upper,43
Upper Carlile Shale,43
Paspotansa,43
Level B,43
Shale Layers,43
Kaskol,43
Jianshangou,43
South Bend Limestone Member,299
Zanden van Antwerpen,299
HORSETAIL CREEK,811
Mary Lee Coal Zone,44
Manitoulin Beds,44
Shelly Shale facies,44
DeKoven Coal,44
El Qor,44
Oolite,44
White Limestone (Great Oolite Series),44
Zone 4,44
Cwm yr Abbey Member,44
Cherry Valley Limestone,44
Bennett Shale,44
Coffee Mill Hammock,44
Broens Odde,44
Pojoaque Mbr,44
Belle Fourche Mbr,44
Piilse,44
subcycle 2,44
AHEARN,44
Tampa Member,44
Kalimna Limestone Member,44
3 & 4,44
d4b,44
Lower Poleta,44
Kempsville Mbr,44
Tonganoxie Sandstone,44
Upper Middle,44
Sol Se Mete Mbr,44
Kuibis Formation,44
Darlington Sh,44
Retort Phosphatic Shale,44
Jupiter zones 4&5,44
Scout Mountain Member,44
Gastropod Oolite,44
Brown Siltstone,44
Laurens Mbr,44
Fox Point,44
upper Poleslide,44
Washingtonville,44
Coal Bluff,44
La Zarza,44
Vera,44
Upper Sitkówka Beds,44
Above Mineral Coal,44
XII,44
Upper Limestone,44
Billum,44
Nb,300
MOORE HOUSE MEMBER,300
Member 7,300
Stoner Ls Mbr,556
Windom Shale,1068
Word Limestone (3rd Limestone),15660
Turritella uvasana infera fauna,45
GRAY BULL LOWER,45
Meade Peak Phosphatic Sh Mbr,45
Factory Cove,45
Río Indio,45
Strenuella Limestone,45
Takaharagawa Member,45
First,45
Cambridge Limestone,45
North Twistwood Creek Clay,45
Bredenbruch,45
Logan Quarry Shale,45
Kirton Cementstone,45
Calcaire de Dvorce-Prokup,45
Coral Limestone,45
Namarin,45
"Valkenburg, Gronsveld",45
Middle Silts and Gravels,45
Mexia,45
Jupiter zone 2-4 sensu J. Ross,45
Captain Creek Ls Mbr,45
Roxton Ls Mbr,45
Brannon,45
Kalodirr,45
Upper lower,45
"M9 (Tsuchida & Hirano, 1995)",45
Pecatonica,45
Kettleness Member,45
BOON MEMBER,45
E3,45
Smoky Hollow,45
Baraya,45
Langeroja Member,45
Twowells Ss Mbr,45
Chaneysville Silt Mbr,45
Mississinewa Sh Mbr,45
Lower Buck Creek Formation,45
WHITNEY,45
Madu,45
Futto,45
Monitor Butte,45
Poland,45
Morgarts Beach,45
Breccia Zone,45
Meseta Chica,45
Leavenworth Ls Mbr,45
Forillon,45
"U3 (Wani and Hirano, 2000)",45
Pooleville Member,557
Duck Creek,1069
"""lettered sands member""",1837
Ground Creek,46
lower Myton,46
Lower Gatun Formation,46
Bead Mountain Limestone Member,46
Cynice Limestone,46
Millklint,46
Bevier Coal,46
Otar Beds,46
lower windom,46
U,46
Ogdensburg,46
Hakubado Member,46
"Eiberg, Unit 2",46
Hoedemaker,46
Kimberly,46
Robertson Member,46
Mazy,46
Glenburnie,46
Ferruginous Sands,46
Atarque Sandstone,46
Glendale,46
Catskin Canyon Sandstone,46
Wenlock Shales,46
Sables de Beauchamp,46
Thermopolis middle silty sh Mbr,46
Selkirk Mbr,46
Burge Mbr,46
Untere Folge,46
Cordell,46
Beru,46
Deltadalen,46
SCOTTS HILL MEMBER,46
Railroad Canyon Beds,302
Topeka Limestone Upper,302
Hamlin Mbr,302
Templeton,302
Thornbrough Limestone,47
Semilla Ss Mbr,47
Grier Ls,47
Larimer Sandstone,47
Graptolite beds (Unit 2),47
Woodmont Mbr,47
Peanut Peak Mbr,47
"""Trujillo Alto""",47
Botetourt,47
Camderry Dolomite Member,47
Rødryggen,47
Platy Ls Mbr,47
Bouldin Mbr,47
Passamari,47
Kagawong,47
Pyramid Shale,47
Laggan,47
"U2 (Wani and Hirano, 2000)",47
Ahearn Mbr,47
Montebello Sandstone,47
Duke Ranch,47
Thrifty Formation (Archeondoris zone),47
Unit E,47
Lonyumun,47
Anthill Black Shale,47
Orella D,47
Huron Mbr,47
D7 Hisyan,47
Macelowa Marl,47
Porters Landing,47
upper (iv) division,47
Kadzielnia,47
Pfeifer,47
Gates,47
Hughes Creek Sh Mbr,559
Montezuma Valley,48
17L,48
Echellon Limestone,48
Argentine Limestone and Lane Shale,48
Vassilkovo,48
Turritella uvasana applinae,48
Strodes Creek Mbr,48
SALUDA MEMBER,48
Bladon,48
Shannondale Limeston,48
Lower Magdalena Limestone,48
Shigejizawa,48
Silver Lake Shale,48
Lords Siltstone,48
Portland Freestone,48
Wheelock Mbr,48
Collins Ranch,48
Slater Creek,48
Sycarham,48
B and C,48
Dumapara,48
Rock Bluff Mbr,48
Parisienne,48
Tugrugyin,48
Grape Creek,48
Del Ray Canyon Diatomite Mbr,48
Liberty Member,48
Stoner Limestone,48
unit F,48
Trigonia Grit Mbr,48
Tantabiddi,48
Peat,48
Crockett Clay Member,48
Eau Claire Mbr,48
Jazwica,48
Pea Grit Mbr,48
Devils Hollow Mbr,48
Sandsfoot Grit Member,48
Nowata Shale Upper,48
Lohn Shale,48
Hangu Shale,48
Basin Creek Member,48
Greenhorn Limestone,48
Radotini,48
lower Lawrence Shale,48
Murphys Mbr,48
Monastery Creek Phosphorite,48
Frizy,304
Walcott Quarry,1328
Bull Creek Member,49
Maybelle limestone,49
Jordon Mbr,49
XI,49
Pembina,49
Plum Point Marl Mbr,49
Hushpuckney Shale,49
Sharon Springs Member,49
I,49
Blue Hill Shale,49
Golberobe Beds,49
Heebner Sh Mbr,49
Mount All Mbr,49
Trigonia Schwarzi Bed,49
Argentine Mbr,49
Zanden van Kattendijk,49
Woodhurst,49
Reef Trail,49
Basin Creek,49
3 Mbr,49
Ellis Bay Zone 10,49
Kadirler,49
Lower Mudstone,49
UPPER MARL MEMBER,49
La Peña,49
Sericoidea Mudstones Member,49
Bostwick,49
Unit A,49
Leangen,305
Gunsight Formation,305
"CEDAR CREEK, LOWER",305
Climbing Arrow,305
Mary Lee coal zone,50
Eibergen,50
Inferior,50
Vaureal zone 1,50
Ds,50
Grinstead Clay Member,50
High Lake,50
Oulad Aj J'mel,50
Dobbins Sh Mbr,50
Noces,50
Sage,50
Radotin or Kosor Fm,50
Middle Limestone and Dolomite,50
Jack Valley,50
Wayland Mbr,50
VISTA,50
Halibete,50
Castor Creek,50
"Fort Ternan ""B"" Beds",50
Achanarras Fish Bed Member,50
Muller Canyon,50
Crinoiden-kalk,50
Zhuganpo,50
Division 2,50
Chaotian,50
Vaureal zone 10,50
"Mg (Tanaka, 1963)",50
Topeka Limestone Lower,50
supérieur,50
Jim Creek Limestone,50
Rhynie Chert Member,306
Winterset Limestone Member,1074
Longing,1074
Hughes Creek Shale Member,2354
Atrypa bremerensis,51
"Mj (Tanaka, 1963)",51
Ashley Mbr,51
Spring Branch Ls Mbr,51
Hickory Creek Shale,51
Iola Limestone and Shale below,51
Sage Breaks,51
Ziyya,51
Jimmy Creek Quartzite,51
Wolf Mountain Sh Mbr,51
Great Limestone,51
"basal ""slabby limestone""",51
Apache Limestone,51
Poverty Run Limestone,51
Sunrise Canyon,51
Evacuation Creek Member,51
CLORE LIMESTONE,51
Highland Mills Mbr,51
Sand Creek Facies,51
"""c""",51
Otisco Sh Mbr,51
Mimitimbi,51
Cardiff Sh Mbr,51
Wolf Hollow,51
Howz-e Khan,51
Lester,51
Muddy Creek Marl,51
Elm Creek Member,307
Vinland Shale Member,563
Elmo Ls Mbr,2611
Bridger D,52
Hancock,52
Portland Point Mbr,52
Tuff Sandstone,52
Daozuanyan,52
Achanarras Fish Beds,52
Atwell Gulch,52
Block Limestone,52
Dunderberg Shale,52
Merifons,52
Preachersville,52
GRIFFINS LANDING MEMBER,52
Slade,52
Propeamussium,52
Tagavere,52
Chongtou,52
Val Badia,52
Botetourt limestone,52
lower Deer Creek Shale,52
Ferguson Hill,52
ooze,52
Unit 13,52
Coal Creek Mbr,52
Berrry Creek,52
Mid Savanna Sandstone,52
Minim Cove,52
Cerithium Limestone,52
Hirz Mountain Limestone,52
Powwow Mbr,52
Lower Oread Limestone,52
Upper Sandstone Member,52
Heebner Shale,308
Quarry Limestone,53
Coils Creek Mbr,53
Middle Mudstone,53
Amazonia Limestone Member,53
Ames Ls Mbr,53
Grimmelfinger Schichten,53
Cabezo Gordo,53
Lower Sandstone,53
Bergstrom Member,53
Montenegro Mbr,53
Brownville Ls Mbr,53
Spence Sh,53
"""West Brook""",53
Onbara Mudstone Member,53
Turner Sandy Mbr.,53
Blanchester Mbr,53
Bay de Noc,53
Chinaman Creek Limestone,53
Cotham,53
"Mk (Tanaka, 1963)",53
Torchlight Ss Mbr,53
Uddenites-bearing Shale,309
Koneprusy Ls,821
Cresswell Limestone Member,1845
Laagpakket van Aalten,2101
Nemesvámos Limestone,54
Dayville,54
Llama,54
Virgin Limestone Member,54
Brannon Bridge Ls Mbr,54
Cobaconk,54
Lapara,54
Sandkalkbank,54
Black Fork Mbr,54
La Bouchardiere Member,54
Chemahawin,54
Capps Limestone,54
Dear Arm,54
"Hushpuckney Shale, Bethany Falls Limestone",54
Fluviatile Untere Serie,54
Wayland sh,54
Coral Zone,54
Hitz,54
Korycany,54
Morgan Limestone,54
Castelnuovo,54
Unga Cgl Mbr,54
Upper Lettenkeuper,54
Rust Mbr,54
Fairhaven Mbr,54
Powwow Cgl Mbr,54
Avoca Limestone Member,54
Blue Point Tongue,54
9th Terrace,54
Cornell Dam,310
Tullos,310
Plattsburg Limestone Lower,310
Lower San Pedro,1078
Crackers,55
Green Sandstone,55
Little Osage Shale,55
Sossís,55
Weberg Mbr,55
Terrero Prieto,55
Cascajo Conglomerate,55
Red Bird Silt Mbr,55
Schistes de Raguenez Mb.,55
Gove Creek,55
Corset Spring Member,55
Bituminous Shale,55
Shelterville,55
Brinkheurne,55
Skull Ridge,55
Bayan Ulan Beds,55
Waiomio Shellbed,55
Obere Korallenbank,55
"Mf (Kawabe et al., 1996)",55
Ibole,55
Bellevue Ls Mbr,55
Joana Limestone,55
Black Ven Marl Member,55
Solis,55
Dercourt,55
Horseshoe Mountain,55
Sandrock,55
Muddo Erri Limestones,55
Ellis Bay zone 6,55
Brisbois Member,55
Bostan,311
Upper Oehningen beds,567
Wheelock Marl,56
Revnice Quartzite,56
Kohnoura,56
Comanche Peak Ls Mbr,56
Lower Gypsum,56
Great Bridge,56
"Me (Kawabe et al., 1996)",56
Bumban,56
Atash Mbr,56
Thimble Limestone,56
Ward Cove Limestone,56
Coral Ridge,56
Alcova Ls Mbr,56
Narmia,56
Hunninge,56
Bed 12,56
Grain Heads Siltstone,56
Spence Shale,56
Skalski Marl,56
STONE CITY BEDS,56
IIb,56
Layer L,56
Punta S'Argiola,56
Captain Creek Limestone and Stoner Limestone,56
Denton Clay,56
St. Aubin Member,56
Bennett Sh Mbr,56
Hubbard Quarry,312
Gasport Mbr,312
Jupiter zone 5,57
Perledo,57
Jupiter zone 2,57
Coal Creek,57
lower Pojoaque,57
Masaru,57
Hawtah,57
Farden,57
Log Cabin Shale,57
PINE SHADOW,57
POINT ROCK,57
Kotys,57
Coalville,57
Bohnert,57
Upper Speiser Shale,57
Bluffport Marl,57
Rotzo,57
Lamar Limestone,57
Lokochot,57
Lower Marly,57
Raytown Mbr,57
Campsite Cliff Shale,57
Guttenberg Mbr,57
Lower Anoual,57
Lower Belen,57
BRUSHY BASIN,313
Barton Clay,313
Nisal,313
Mountain Lake,825
"KEVIN MBR, BOTTOM OF UPPER THIRD",58
Chaneyville,58
Montebello Ss Mbr,58
Santa Cruz,58
Florence Shale Member,58
Devils Hollow,58
Lower Carbonate Unit,58
Vaureal zone 4,58
Camp Colorado Ls Mbr,58
Brentwood Ls Mbr,58
Anna shale,58
Lower Sitkowka,58
Claremont Manor Member,58
Rona,58
Woburn Sands,58
Saladar,58
Lower Gelingseh Beds,58
Basal Ls Mbr,58
Zone 4-5,58
Higginsville Limestone Member,58
Conglomerate Tongue,58
Rhiwlas Limestone Member,58
Utica Sh,58
East Mountain Shale Member,2106
Avant Limestone Member,2618
Tropic,59
Whellock Marl,59
Bridge Creek Mbr,59
Platyschisma Shale Member,59
Victorio Peak,59
LAPOINT,59
Lower Tongue,59
Brownwood Shale?,59
Quadrithyris Zone,59
Whitmore Wash Mbr,59
Mataruca,59
Lomas del Mar Reef Member,59
Wymps Gap,59
Lake Neosho,59
Lower Salairka Beds,59
New Albany Shale,59
Vaureal zone 2,59
Lexington Coal Above,59
Arakuchizaki,59
Haywood Landing,59
"M9 (Tsuchida and Hirano, 1995)",315
Melajo Clay,571
upper Windom,1339
Ulayyah,60
Indet.,60
Harmony Hill Mbr,60
Veneros,60
Lower 2-3 meters,60
Americus Limestone?,60
Economy Mbr,60
Kaibab Limestone Upper,60
Koolywurtie,60
Parachute Crk.,60
Lava Dam,60
Gunsight Ls Mbr,60
Spillway Mbr,60
Gouldbusk Ls Mbr,60
Saucelito Member,60
A Mbr,60
Unit VII,60
Tanglewood Limestone,60
Morrow?,60
Lower marine sandstone,60
Deurne Sand,60
Middle Salairka Beds,60
Bartine Ls Mbr,60
Basement Bed,60
Kiloleli,60
Nora,60
Kaiyumung,60
Wolfcamp Upper,60
Timms Point,60
Brush Creek,60
Robbins Shale Member,572
Jacksboro Limestone Member,828
Lower/Upper Nawata & Apak,61
Point Peak Mbr,61
Exline Limestone,61
Catia,61
Bituminous Limestone,61
Upper Parachute Creek,61
Guttenberg,61
Santa Barbara Silt,61
Putnam Hill sh.,61
Chejendé,61
Romualdo Member,61
Critzer Limestone,61
Paola Limestone Member,61
Lonfearn Member,61
Tumey Sandstone,61
Bonnia-Olenellus zone,61
Esmeraldas,61
6th Terrace,61
Lower Mercer ls.,61
Bardstown Member,61
AMES LS,61
Weno Clay Member,61
Wanakah Shale,61
Pahrump Hills Sh Mbr,61
Nada,61
Owen,61
Cement City Limestone Member,317
Burkes Garden Limestone,317
Upper Boggy Shale,317
Drumcliff,573
Santa Ana Limestone,62
Daliconi,62
Clay Creek Limestone Member,62
Pulborough Sand,62
Juana Lopez Member,62
Trochitenkalk,62
K2 Unit,62
South Bend Mbr,62
Kruisschans,62
Hartland Shale,62
Claystone,62
Wushisanti,62
CODELL SANDSTONE,62
Bear Gulch Limestone Member,62
Upper Clastic Mbr,62
Camp Colorado Limestone?,62
Shenley Limestone,62
upper Stonebreaker Limestone,62
Quindaro Shale,62
Sunset Member,62
Weybourne Chalk,62
Holmesville Shale Member,62
Telm 5,318
lower Shale Member,63
Camp Creek Shale,63
PACHUTA MARL MEMBER,63
Unit V,63
Red Pass Limestone,63
Dover Limestone,63
Ridgeley Ss Mbr,63
"upper (""R2"")",63
TURNER SANDY,63
Paguate Ss Mbr,63
Ediacara,63
Division B,63
Aramis,63
Chickabally Mbr,63
Cross Lake,63
Sh3,63
Shumardia Ls,63
Anderdon Limestone,63
Cathedral Bluffs,63
Myton,63
Sasakwa Limestone,63
Hartland Sh Mbr,63
Stonebarrow Marl Member,63
Indener Schichten,319
Meerssen,319
Pinery Limestone Mbr,831
Olney Mbr,831
Blackjack Creek ls,64
Amphiclina Beds,64
Puimanyons Olistostrome,64
Sables de Cuise,64
Sables de Kiel,64
Sandy Hook,64
"Yuanshan Member, Qiongzhusi Formation",64
Unit XIII,64
BELLEVUE MEMBER?,64
Curdsville Member,64
Lake Bridgeport,64
Saue,64
Gezhongwu,64
Moorehouse Mbr,64
Myren,64
D-Cross Tongue Mbr,64
Elgin,320
Stringocephalus Beds,65
Norway Point Lower,65
Black Ven Marl,65
McMicken,65
Holbrook,65
Rifle Hill,65
Cabot Head Sh Mbr,65
Pine Barren Mbr,65
Sunken Meadow,65
"""Upper Cherty""",65
Stone City Member,65
CLARKSVILLE MEMBER,65
Brannon Mbr,65
Ervay,65
McBryde Limestone,65
Faulx-les-Tombes,65
Dvorce-Prokop and Reporyje Limestones,65
Buffalo Creek,65
Fossil Bed,65
lower Jimol,65
Camels Head Member,65
Furuyashiki Member,65
Upper Salairka Beds,65
Frensley,321
Black's Fork,577
upper,5953
Upper  section,66
TINAJAS,66
Lecompton Limestone Lower,66
Eiberg,66
Reno,66
Nevadella zone,66
Estacao Limestone,66
Middle Carbonate,66
Barril Viejo Shale,66
Fox Hills,66
Yarwood Siltstone,66
Akasaka Limestone,66
Muldraugh,66
Claremont Manor,66
Moordenaars Member,66
Ergilin,66
Bostwick Limestone,66
Camels Butte,66
Reporyje Limestone,66
Wilkens Peak Mbr,66
Naish,66
Joe's Valley,66
Mantua lentil,322
"DALLAS, UPPER",322
Raised Beach,322
Word Limestone #2 or #3,4930
Guche,67
Globigerina ooze,67
Lincoln Limestone,67
Peterborough Member,67
Chalk Rock,67
Cou Falls,67
Sao Domingos,67
subcycle 3,67
Leeds Creek,67
Juana Lopez Mbr,67
Gorse,67
Division 4,67
Muphysboro Coal,67
Wathena Shale Member,67
Slivenec,67
SHUBUTA CLAY MEMBER,67
"Orthoceras Limestone, Upper",67
Hazama Member,67
Cane Hill Mbr,67
Syukubora Member,67
Redwater Sh Mbr,323
Lodi Shale,68
a1;1-4,68
Punta S'Agricola Member,68
Ober Trochitenkalk,68
Middle upper,68
Thebes Limestone Member,68
Ardley,68
Macgilvray,68
Tomah,68
Mulkey Creek,68
Onder-Muschelkalk Laagpakket,68
Holey Land,68
Friedrich Shale,68
Hertha Limestone Upper,68
Kalochoro,68
Jenny Start Limestone,68
Archusa marl,68
Frame Sh Mbr,68
Calcareous Member,68
Upham Mbr,68
Hughes Creek sh,324
Tullock,324
M7,69
Preachersville Mbr,69
Lower Bonner Springs Shale,69
Belle Fourche,69
Naha Limestone,69
Hanadir Mb.,69
Middle Part,69
Fite Ranch Ss Mbr,69
Monitor Butte Mbr,69
Washington Valley Ls Mbr,69
EAST MOUNTAIN SH MBR,69
Haney Limestone,69
Blacks Fork,69
Canoas,69
basal,837
Johnson Canyon Member,70
Nothe Clay Member,70
Kacak,70
Pomponio Member,70
Gaviota Mbr,70
Tal Pitkal,70
Lake Creek Member,70
Beta Mbr,70
Kathwai,70
Taie Shale,70
3rd Terrace,70
Romualdo,70
Hirnantia,70
Rupasca,70
Fort Hays Limestone,326
Genshaw Formation Lower,326
Ozawkie Limestone,582
Neva limestone Member,838
Parachute Creek,2886
Douglas Creek,71
Middle Dinosaur,71
a2; 5,71
Lake Neosho Shale,71
West Brook Mbr,71
Galte,71
Yellow Cat,71
Cedar Vale shale,71
Point Pleasant Tongue,71
Muncie Creek Sh Mbr,71
Redbird Silty Mbr,71
Perryville Limestone,71
Vine Hill Sandstone,71
Hina Limestone,71
Tanglewood,71
Salem Point Sh Mbr,71
Aramda Reef,71
V,327
Bridge Creek Ls Mbr,327
Shiloh Marl,327
middle Jimol,327
Menteth Ls Mbr,583
Upper Thinigaon,72
Mandacaru,72
Dry Shale,72
Upper Treskelodden Beds,72
Adobe Flat Shale,72
McAlester Formation Base,72
Dhruma Middle,72
Spring Creek Member,72
Mesa Redondo,72
Breckenridge Ls Mbr,72
Perry Farm Shale Member,72
Zone 14,72
Denen Dora,72
Larsh-Mission Creek Shale,72
Mintaq,72
Lower Spilsby,72
Division B2 of King,72
Cerro Gordo Member,72
Tawi Sadh,72
Little Marl Point Chalk,72
Acme,72
Bethany Falls Limestone Member,584
D,1096
Daohugou,73
Deola Chirakhan Marl,73
Coal Creek Member,73
Lower Beds,73
SASAKWA,73
Los Isidros,73
Pioche D-shale Mbr,73
Naashoibito,73
Zhanaary,73
Paseo Del Mar Terrace,73
IV,73
Ohara Ls Mbr,73
Base of Kanwaka Shale,73
Middle mudstone,73
Upper Part,73
D2 Mbr,73
9,73
Church Mbr,74
Larimer Ss Mbr,74
Cherty Limestone,74
Atherfield Clay,74
Upper Frensley Limestone,74
Kalisongo,74
Coal Bluff Marl Mbr,74
Matanginui Limestone,74
Laetolil Beds-Upper,74
Maasi,74
Salt Grass Shale Member,74
Shubuta,74
Cutoff Mbr,74
NOT APPLICABLE,74
lagoonal facies,74
Weymouth Member,74
Rio Salado Mbr,74
Spechts Ferry,74
Echo/Eagle Shale,74
Great Limestone Member,74
Vilemovice,74
Grenzbitumenzone,330
Water Tower Member,330
Calvert Beach,330
Hatherwood Limestone Member,330
Top of Iola Limestone Member,330
uppermost,1098
Emael,75
Gaspar Sandstone,75
Cobham Bay Member,75
Fort Atkinson Ls Mbr,75
Hendry Ranch Mbr,75
Jumara Coral Limestone Mb,75
Boutersem,75
Shale above Putnam Hills Limestone,75
Smoky Hill Chalk Mbr,75
Rocky Point Member,75
BEE BRANCH MEMBER,75
Sables d'Auvers,75
Graubank,75
Legion Shale Member,75
Guthrie,75
Hartland,75
GREEN & BROWN,75
Hubbard Quarry?,75
Oolite Marl Mbr,75
Fossil Forest,75
Beecher Island Member,75
Rader Mbr,331
Gogoliner Schichten,76
Tomahawk Creek Mbr,76
Vijlen,76
Bluebonnet Mbr,76
Downes Point (lower),76
Mount Hope Sh Mbr,76
Bayn Dzak,76
Zolla,76
Mitten Black Shale,76
Grassy Spring Mbr,76
Moscow Shale Lower,76
Hosta-Dalton Sandstone,76
COLVIN RUN LS,76
Percha Shale Upper,76
Rockway,76
Canoas Siltstone,76
Marca Shale,76
Barbace Cove,76
Beechwood Limestone,76
Dormaal,76
Jaycox,844
Norfolk Mbr,77
Telm 3,77
Unit Matupi I,77
Lillydale Sh Mbr,77
unit 3,77
Sutton,77
Bungerberg,77
Chalky Buttes,77
Breccia Beds Of Udden,77
Middle Mbr,77
U0,77
Otisco,77
Idam Unit,77
Hawtah Mb. 2,77
Fort Terrett Member,77
Hamilton,77
Cedar Creek Mbr,333
Wewoka Shale Upper,333
Spring Hill Limestone Member,2125
SUNSET MEMBER,78
Richardson,78
Marquam Member,78
Velleda,78
Clarksville,78
Cybele,78
Lower Whitewater Member,78
Tilehurst,78
Coral Rag Member,78
