v_member,reps
Wygal Sandstone,78
Apak,78
Colgate Mbr,78
Volcanopelagic Succession,334
Putnam Hill Limestone,334
Maotianshan Sh,334
Stone City,590
LOWER,846
Larsh-Burroak Shale,79
Blue Hill,79
lower unnamed shale,79
Beechwood Member,79
Washingtonville sh.,79
Fort Hays,79
Cencenighe,79
Americus Ls Mbr,79
Telm 2,79
Pavillon,79
Tsukiyoshi Member,79
Folsomville,79
Dogtown,79
Hale Sandstone and Brentwood Limestone,79
Zanden van Berg,79
La Puya Member,79
"Mh (Tanaka, 1963)",79
Pachuta,79
PLUM POINT MEMBER,79
upper Hendry Ranch,79
Deansboro,79
Pine Shadow,335
Curzon Limestone Member,591
CAVE HILL,80
Suisi,80
Nancy Mbr.,80
Yontan Limestone,80
Zone 10,80
Blanchester Member,80
Vista,80
Thacher,80
Red Pass Ls Mbr,80
Cambridge Greensand,80
Gardiner Greensand,80
Los Rasos,80
Fort Hays Limestone Member,80
Kellogg Shale,80
Lanaye,80
Twobar Shale,80
Division D to top of division E,80
Variegated Mudstone,80
Rockport Quarry Formation Basal,336
standard facies,336
Homard,81
Checiny,81
Peanut Peak,81
Chinen Sand,81
Carnahan Run sh.,81
Cwmffrwd Member,81
Lontra,81
Surichun Member,81
Jupiter zone 1,81
Bald Hills Member,81
Eurekaspirifer pinyonensis Zone,81
Threadgill Mbr,81
Upper Mbr,81
All,81
Finis Shale?,337
lower Castilletes,337
Bashi,1105
Westerville Limestone Member,1105
Nestor Terrace,82
TIMBER LAKE MBR,82
Kinney Limestone,82
Falling Run Member,82
Lower Mbr,82
Buwald Radiolarite,82
Twelvemile Canyon,82
Parachute Creek Member,82
Velddrif Shelly Sand,82
Dutch Creek Member,82
Cross Mbr,82
Germer Tuffaceous,82
Goéland,82
Dark Shale,338
Fort Worth Member,338
Merriam Limestone,338
Buckhorn Asphalt,594
C,850
2nd Terrace,850
SOLDIER CREEK SHALE,1106
Stoner Limestone Member,3154
Duogaila,83
Elk Butte Mbr,83
Gerran,83
WAYLAND SHALE,83
Trilobite Hill Limestone,83
Zanden van Vieux-Joncs,83
Reedsville,83
Log Cabin,83
Fiddlers Green Dol Mbr,83
Bushy Basin,83
Aiken Mbr,83
Couderousse,83
Dugout Mountain,83
Laney Mbr,83
Lasha,83
Unit 10,83
Blue Siltstone,83
Kildonnan,83
Mission Creek Limestone,83
Scacchinella Beds,83
Basal,83
Ramsey Ranch,339
Unit 3,595
Ross Ls Mbr,595
Santa Mera,84
"M11 (Tsuchida and Hirano, 1995)",84
Unit Matupi II,84
Logana Mbr,84
Khatyngian,84
superiore,84
Ludlow Bone Bed Member,84
Ardmore Limestone,84
Poplar Tank Mbr,84
basal silty,84
Neva,84
LOWER UNNAMED MBR,84
middle nodules,84
Restoration Point Mbr,84
Weller Coal Measures,84
Dexter,84
Shaana Tuffaceous Sand Member,84
Meaford,84
Tinaquaic Ss,84
Upper shale,340
Upper Unnamed Mbr,340
CLIMBING ARROW,3668
El Salado,85
Colorain Beach Mbr,85
15,85
Moreno,85
Nuwok,85
Noble ls.,85
Slivenec - Lodenice Ls,85
Gassaway Mbr,85
Laetoli Beds (upper),85
Nýany,85
'Receptaculites' Limestone,85
Schulz Ranch Sandstone,85
Clonbinane Mbr,85
Bellevue,85
Rex Chert,85
Okote,341
Division B2 or C1,341
Parachute Creek?,6485
Abingdon (?) Coal,86
Fort Hays Ls Mbr,86
Alemoa,86
Tesero Oolite,86
Hill Point,86
Morgan Creek Limestone,86
Oedelem Sands,86
Unit IX,86
Cleveland Shale Member,86
Catlin Member,86
Tiefengraben,86
Big Horse Member,86
Zhangjiawa,86
Suchomasty Ls,342
upper Gatun,598
Pinecrest Mbr.,9046
Siltstone,87
Sandy Limestone,87
Profilbekken,87
Ulmer Schichten,87
Tianzhushan,87
Sondé,87
Lower beds,87
Delphi Station Mbr,343
Cebada Fine Grained Mbr,343
Putnam Hill,88
Sunken Meadow Member,88
Astartedal,88
Hythe Beds,88
AL1,88
Keyser Mbr,88
Beil Mbr,88
Solsville,88
Oberer Trochitenkalk,88
Labette,88
Red Bedded Chert,88
Franson Mbr,88
Semilla Sandstone,88
Bee Branch Mbr,88
Tesero,88
Dinosaur Canyon,88
Sunnagin,88
Brush Canyon Mbr,88
Mb. I,88
Unit C,88
Lamar Mbr,856
Braggs,13912
Gunn,89
Lodenice Limestone,89
Red Tanks,89
Leipers Limestone Upper,89
Upper Pinecrest Beds,89
Honya mudstone Member,89
8,89
Oso Sand Member,89
Joshita Sandy Conglomerate Member,345
Pooleville Mbr,345
Missler,345
Chelsea Sandstone,345
Tombigbee Sand Mbr,1113
MANCOS SH,90
Laney,90
Springfield (No. 5) Coal,90
Lousy Cove,90
Hilliste,90
Fort Denaud,90
Burroak Shale,90
Rushmere,90
Colhué Huapí,90
Culm facies,90
Potterchitto,346
Getaway,602
Dunbar Creek Mbr,4186
Ross Brook Upper Mbr,91
Captain Creek Limestone,91
Corryville Sh Mbr,91
Middle siliciclastic/carbonate,91
Fairport,91
Corbin City Limestone,91
Newport Limestone,91
II,92
Salt Wash,92
Gannohana,92
Freshwater Bed,92
Peppermint Grove Limestone,92
Agua de la Mula,92
Pumphouse,92
Fruitville,92
BUCATUNNA CLAY MEMBER?,92
Bugti,92
Laframboise,92
Opal,92
Nova Olinda,92
Chotec Limestone,92
Energy Shale,92
Khurilt,348
1,604
Mahoning Coal,604
"Bognor Member, Division A3",604
Roc d'Agel,93
Gun River zone 4,93
Volcanic,93
Vinita Beds Mbr,93
Sables de Guépelle,93
Coal Creek Limestone?,93
Mud Hill Member,93
Wagonhound,93
Jupiter zone 10,93
King Hill Shale,93
Smithwick sh,93
Vorhelm,93
Florence Limestone,349
Grier Ls Mbr,605
LONE TREE,94
Broom Point,94
LaCombe,94
Main Street Limestone Member,94
Coon Creek Mbr,94
BEARPAW SH,94
Lower Agrio,94
Ledyard Shale,94
Metralla Sandstone,94
Bone Canyon Mbr,94
Soldano,350
Mount Eden,95
Sticky Keep,95
couches de verds,95
Easton,95
McGregor,95
Hawxby Shale and Formation,95
Portersville,95
Unit VI,95
Bartine,95
Wheelock,95
Bramwell Mbr,95
Sharon Springs,95
Logana,95
Upper Lisbon,95
Upper Pawnee Limestone,95
Upper Nawata and Apak,95
Marquez,351
Coon Creek Member,351
couches de Balme,351
Ludlow Mbr,1119
Gravel,96
Visby Marl Upper,96
Cobham Bay,96
Rose's Pride,96
Patures,96
Matomi Mudstone Member,96
Lusso Beds,96
Tichenor Ls Mbr,96
Coughs Creek Tongue,96
Skryje,96
Cheyenne Ss,96
Podmajerz Radiolarite,96
Pyramid Sh Mbr,96
Linstone Chine Member,352
Argentine Limestone and Farley Limestone,352
Grayhorse Limestone Member,97
mid sh mbr,97
East Point,97
Luri,97
Sidi Hakoma,97
Lavache,97
Saline Bayou,97
Bekuyat Limestone,97
McClelland Ferry,97
Webbers Falls Ss Mbr,97
Mt. Hope,97
Victor Mbr,97
Chenango Ss Mbr,97
Aalter Sands,97
unit E,97
Belle Glade,353
Farden Member,609
Gammon Ferruginous Mbr,2401
Kingsley Cave Member,98
Trigonia smeei Bed,98
Millsap Lake Lower,98
Golden Gate,98
upper Lisbon,98
Uddenites-Bearing Sh Mbr,98
Sciota,98
Doby's Bluff Tongue,98
Velerin Conglomerates,98
Timber Lake,98
top,98
Upper Zorritos Mbr,98
Dry Gulch Creek Member,98
Francis Creek Shale Member,98
Horseshoe,354
Meadville Sh.,866
3,1122
Spence Shale Member,5730
Tyrrellfjellet,99
Green River,99
Citellus,99
Bennett,99
Parkhead Mbr,99
Ames,99
lower Fox Hills Fm,99
Acanthopyge Limestone,99
Mecca Quarry Shale,99
Grant shale Member,355
CHESAPEAKE,100
Bear Den Mbr,100
Pech Saint-Sauveur,100
Babica Clays,100
Du Bois Limestone,100
Tulu Bor,100
Redwater Shale,100
Abbey Wood,100
Piscataway Marl Mbr,100
"Hochalm, Unit 3",100
Erie Limestone,100
Levanna,100
Dhruma Middle-Upper,100
Niland,100
Djupvik,100
Belemnite Marl Member,100
Word Limestone (1st Limestone Member),612
Farmington Sandstone Mbr,101
14,101
FT. ANCIENT MEMBER,101
lower Tully,101
Floyds Knob Member,101
Moonlight Sandstone,101
Lower Graham Formation?,101
TURNER SANDY MBR,101
Unit X,101
Economy,101
Holdenville Shale Middle,357
Delphi Station,357
New Providence Shale,357
Mussentuchit Mbr.,6501
Zeven Wegen,102
House Range,102
Togari Member,102
Solon,102
Heumader Shale,102
Mason City,102
New Fork Mbr,102
Wall Creek Mbr,102
Bowser,102
Neva Mbr,102
Chicotte zone 1,102
Florena Sh,102
Red Tanks Member (Zone 10),102
Jupiter zone 4,102
SHARON SPRINGS SHALE,358
Lost Cabin Mbr,358
HULETT SANDSTONE,1126
Cave Oolite Member,103
Asamigawa,103
Antwerpen Sands,103
Division 5,103
Euless,103
Aarde Shale Member,103
Moffat Trail,103
Scisti ad Aptici,103
King Ferry Sh Mbr,103
Laucomer,103
Jansen Creek,103
Pentz Road Member,359
Lost Cabin,871
Corryville Member,871
Frimmersdorf,104
Unit XII,104
Telegraph Creek Mbr,104
Kereford Ls Mbr,104
Basement Beds,104
Lincoln Shale Member,104
Otar,104
Arnold limestone,104
Ohler Schiefer,104
Zanden van Luchtbal,104
Cold Creek Member,104
Telm 4,104
Alam El-Beuib,104
Chilson Mbr,105
Prinsta,105
Kilya,105
Mitten Black Sh Mbr,105
Shenley Limestone Member,105
Pierre Shale,105
Bois,105
Cal Tepe Limestone,105
Passamari Mbr,873
Cambridge Greensand Member,873
Division B2,2153
Darau,106
Enfield Sh Mbr,106
Brown's Town Limestone,106
First Oread Limestone,106
Maemong Limestone,106
Shashikiri,106
B3 Mbr,106
Konprusy Limestone (F2),106
Shipton,106
Camels Butte Mbr,106
Latrania Sand,106
Shizar,106
Ellis Bay zone 7,106
Jetmore Chalk Member,362
Pony Creek Shale Member,362
Curzon Mbr,362
Wewoka Shale Middle,618
Pernaryggen,1386
Krider Limestone,107
Waldron Shale Lower,107
Herrin (No. 6) Coal,107
Hamilton Point,107
Engervik,107
upper Hatchetigbee Bluff,107
Bunger Limestone?,107
Peterborough,107
Zanden van Grimmertingen,107
Wayland,107
"Mg (Kawabe et al., 1996)",107
Daleje Shale,108
Squaw Creek Member,108
Effna Limestone,108
Nekum,108
Kickapoo Falls ls,108
Zanden van Oorderen (Zanden van Kalloo),108
Kaitio,108
Futatsu-numa Sand,108
Hale Sandstone Member,108
Ruby Ranch Mbr.,108
Danville (No. 7) Coal,108
Grier,108
Galice,109
Saltos Shale,109
HAYWOOD LANDING MEMBER,109
Tahu,109
Marl,109
Genesee Shale Member,109
Ellis Bay zone 4,109
Bjarsjolagard Limestone,109
Guerrero,109
Hokahira,109
Midco,109
Wygal Ss Mbr,109
Lewisville Mbr.,109
Morgarts Beach Member,110
Main Street Member,110
Ringstead Clay Member,110
Avoca Ls Mbr,110
Takamatsu Silty Sand Member,110
Southgate,110
"Mf-h (Tanaka, 1963)",110
Susan Duster Member,110
Wayland Sh Mbr,878
Warm Springs Mbr,111
Cabbage Patch Beds,111
Little Cove Point Mbr,111
Robinson Branch,111
Alpha,111
Upper Bromide,111
about middle of formation,111
Fir Tree,111
Magoffin Mbr,111
Bluebonnet Member,111
Lower Nawata,111
Split Creek Sandstone,367
Herington Limestone,367
Timber Lake Mbr,11631
Greenhorn,112
Osburger Gulch Member,112
West River Sh Mbr,112
Alum Shale Member,112
"""Alpha""",112
"""Coralico""",112
Aspinwall Limestone,112
Kogosukruk Tongue,112
Kempton Park Gravel Member,112
Coils Creek,112
"Takaharagawa Mem., Ozako Mem.",112
Johnson,112
Folkestone,368
Lower Shanda Beds,368
Fossil Mountain,368
Candland Shale,113
Curdsville Ls Mbr,113
Altamira Shale,113
Santa Rosa,113
La Casa Mbr,113
VII,113
Acanthopyge Ls,369
Del Rio Member,114
Owl Rock,114
Big House Member,114
Valmonte Diatomite,114
Dhosa Oolite Mb,114
Rosefield Marl,114
Dalmanitina Beds,114
Fairyland,370
Kara Bentonitic Mbr,626
Kashong Sh Mbr,882
South Bend Ls Mbr,115
Yuanshan,115
Cane Hill,115
Podluzhnik,115
Round Mountain Silt,115
Edgecliff,371
TUPELO TONGUE,371
Spence Tongue,116
Stanton Limestone Lower,116
Hickory Creek Sh Mbr,116
"Hochalm, Unit 2",116
Weston Sh Mbr,116
Columbiana,116
Tahana Member,116
La Vida Member,116
Red Creek Facies,116
Saluda Member,116
Edwardsille,372
Pinecrest,372
Grier Limestone,372
Sam Creek Limestone Member,628
HENDRY RANCH,2420
Weberg Member,117
Bear Den,117
Chilson Mbr.,117
Hegler,373
Pfeifer Shale Member,373
Moffat Trail Ls Mbr,118
Cunhouling,118
ROCK LAKE SHALE,118
Shinzato Tuff,118
Hulett Mbr.,118
Cerro Gordo Mbr,118
Diablo/Olla,118
Shotgun,118
Turritellakloft,118
Captain Creek or Plattsburg Limestone,374
Jaycox Sh Mbr,374
Sloan Member,630
Wolf Den,119
Bembridge Marl,119
Pyramid Hill Sand,119
Bellevue Mbr,119
Vanport,119
Ranchester Ls Mbr,119
Platé,119
Degeres Beds,119
Acrospirifer kobehana,119
Pilmatué,119
Comet Shale,375
Decie Ranch,375
Turbotville Mbr,375
Upper San Pedro,631
Mountain Lake Member,1399
Mixed,120
Marblehead,120
Jupiter zone 3,120
Fort Apache,120
Camp Canyon,120
10,120
Snyderville Sh Mbr,120
Rockhouse Limestone,120
Lobelville Limestone,1144
Regina,121
Kishenehn Formation Lower,121
Erindale Mbr,121
Arredondo,121
Kritika,121
Virginia Draw,121
Unit XIV,121
Mt. Auburn Member,377
Summum (No. 4) Coal,122
Lower Ls Mbr,122
Mangapuku Mudstone,122
Bunera Clay,122
Burlingame Limestone Member,122
Upper Siltstone,122
Dobrotiva Sh,122
John Henry Mbr.,378
"Hochalm,Unit3",123
Elgin Member,123
Brush Creek ls.,123
Couches des Verds,123
Brush Creek Shale,123
Altamont Limestone Member Lower,123
VI,123
Ardmore ls,123
Zheltjaki,123
MYTON,379
Southgate Member,379
Blue Hill Shale Member,891
Toronto Limestone Member,3451
Ponderosa Way Member,124
shelly facies,124
Fitzhugh,124
KEVIN MBR,124
Fort Riley limestone Member,1148
Pumpkin Creek Limestone Member,1916
Sands of Grimmertinge,125
division 3,125
Ogontz,125
REGINA,125
Osborne Member,125
Unit VIII,125
Dahai,125
Beil Ls Mbr,125
Ore Hill,125
Chapelville,381
Maddox,381
Pumpkin Creek,381
Mottville,893
Lower Gatun Fm.,1149
Main Body,33917
Grape Creek Limestone,126
Upper upper,126
RED HILL BEDS,382
Pleasants Sandstone,638
Iatan Limestone Member?,127
Scammon Shale,127
Laoshan,127
Jupiter zone 6,127
Finis Sh Mbr,127
Incholme Glauconitic Sand,127
Yamanouchi Member,127
Sulphur Well Mbr,127
Shale A,383
Sullivan Peak Mbr,383
Plattsmouth Limestone Member,3199
Olenidsletta Member,128
Gage Shale,128
Battery,128
"""Tellevak Limestone""",128
Ion Mbr,128
Trigonia Smeei Bed,128
PINE BARREN MEMBER,384
Mifflin,384
Upper Cherokee Shale,384
Wanakah Sh Mbr,1408
Weskan Member,129
Americus Limestone,129
Smoky Hill Chalk,129
Kichuga,129
Kasal Limestone,129
Solsville Mbr,129
El Americano,129
13,129
Smoky Hill Chalk Member,385
Getaway Limestone Member,2689
CEDAR CREEK,3713
Dresden,130
"Hochalm,Unit2",130
Juana Lopez,130
Kirchberg beds,130
Graneros Shale Lower,130
Kanwaka Shale Member Upper,130
Chickabolly,130
Grape Creek Limestone Member,386
Uddenities zone,386
Bevier Coal Member,642
Stull Shale Member,2946
Los Indios,131
Buck Creek Quarry,131
Member 6,131
unamed,131
Kellogg,131
Woodbridge Clay,131
Roe Calcarenite,387
Cebada Member,387
Whitney Mbr.,387
"Rock Hill Limestone, Shale Below",899
Chalky Mount Mbr,132
Meade Peak Phosphatic Shale,132
Hale member?,132
Natoo,132
Rock Lake Shale Member,388
Speckly Sandstone,133
Marquez Member,133
Rapid,133
Springfield Coal,133
Atash Mb.,133
florigemma bank,133
Curdsville Limestone,133
upper unnamed shale,133
Ireland Sandstone Member,133
Adobe Town,389
siltstone mbr,389
Wanakah,645
Turtle Bluff Member,134
Burr Limestone,134
Poleslide,134
Calcaires en Rang de Pavés,134
Eel Point Terrace,134
"Not in situ, mixed",390
SMOKY HILL CHALK,646
Mazzin,135
GUTTENBERG,135
Lysite Mbr,135
Peery Limestone,135
South Bend Sh Mbr,135
Kapitol,135
Zone 12,135
D2,135
4,647
Lower Ss Mbr,136
Pija,136
Member B,136
Rhinestreet Sh Mbr,136
Barrington,136
Unit XI,136
Bladon Member,136
Somerset Shale,136
Chappo,136
Pierre Upper unnamed Mbr,1160
Hickory Creek Shale Member,2696
Spring Hill Ls Mbr,137
Deadhorse Coulee,137
Bulldog Hollow,137
Cement City Ls Mbr,137
Stair Hole,137
AL2,137
Taylor Ranch Mbr,393
Turtle Cove Member,905
Home Creek Ls Mbr,138
Agualito Shale,138
Gregory Mbr,138
Horseshoe Mesa Mbr,138
Lower Limestone,138
top Stranger Formation,138
COCOA SAND MEMBER,138
Winifrede Ls Mbr,138
Ust' -Baleyskaya,138
WAGONHOUND,394
Fulton,906
'Pinecrest' Beds,1930
Francis Creek Sh Mbr,13450
Bethany Falls Ls Mbr,139
Elk Basin Ss Mbr,139
Luchtbal Sand,139
Campil,139
COMFORT MEMBER,395
Ford Limestone,140
Green Ammonite Member,140
Wolf Mountain Shale,140
Eudora Sh Mbr,140
Visby Beds,140
De-na-zin,141
Berthelet,141
Hartland Shale Member,141
Hovtinden,141
Gunsight Shale,141
Slindon Silt,141
Chicotte zone 2,141
GAMMON MBR,141
Washingtonville Shale and Putnam Hill Limestone,141
Archusa Marl,397
White Cloud Shale,4237
Red Branch,142
Lost City Mbr,142
Ditch Creek Siltstone Member,142
Sandstone,142
Blanchester,142
Wooster Sh.,142
Seneca,142
Fairport Member,1166
Wamego Shale,143
Olenidsletta,143
Big Springs Ls Mbr,143
Tunacore Mudstone,143
Alemoa Member,143
Brejning Clay,143
unnamed carbonate unit,143
Devil's Gulch,143
China Tank,399
Waldrip Limestone Member,399
Silica Shale,399
Nordporten Member,144
Antwerp,144
Telm 6,144
Rushmere Member,144
Talara Shale,144
HIAWATHA,656
Cleveland Sh.,912
Hisyan Mb.,912
Potapaco,145
Whitney,145
Member V,145
DUQUESNE LS 2A,145
Bear Gulch,145
Potapaco Mbr,145
Sidestrand Chalk,145
Stark Shale,145
Upper Sitkowka,145
Virgin Limestone,145
Weeping Water Mbr,401
Candland Shale Member,913
Lower,10385
Shizhou,146
Jim Ned Shale Member,146
Fairplay,146
Vilsandi,146
Red Bird Silty,146
"""UPPER SEQUENCE""",146
Perry Farm,146
Edwardsville,402
Alkali Creek Tongue,147
lower Hendry Ranch,147
WYMORE SHALE,147
Genundewa Ls Mbr,147
GAMMON FERRUGENOUS MBR,147
HELVAS CANYON,147
Garzas Sandstone,147
Bois de Presles,147
Westphalia Limestone,147
Codell,915
Dock Street Clay Mbr,148
Coralline,148
Paine Mbr,148
Kalabagh,148
Trail City,148
Pawpaw,148
Lochengundle,148
Cantua Ss Mbr,404
upper Smithwick Shale,149
Fontana Shale,149
Sands of Zonderschot,149
Dvorce Prokop Ls,405
Upper Oread Limestone,661
Holz Shale,1429
Siusi,150
Burlington Formation Upper,150
Klitik,150
Nakasato Conglomerate Member,150
Francis Creek Sh,150
St. Leonard Mbr,150
Mupe Member,150
Dvorce-Prokop Limestone,150
Turtle Cove,150
Grandhaven Limestone,150
Ballard Cliff,406
Nellie Bly Top Member,406
Rennell Junction,151
Spores Point Tuff Member,151
Grey Chalk,151
Coral bed,151
H,151
Upper Whitewater Member,151
Combined Metals,407
LINCOLN LIMESTONE,407
Ervine Creek Mbr,407
Mt. Hope Member,407
ION,663
Cathedral Bluffs Tongue,919
Dvorce-Prokop Ls,919
Sandberg,152
Zlichov Limestone,152
Low Head,152
Wumeikeng,152
Glean Dean Ls,152
Grünewiese,152
Canguinsa Sandstone,152
Magnolia,152
Elvinia,408
Gouldbusk Limestone,153
Morgat Mb.,153
Geress,153
Littig,153
Patricia Peak,409
China Tank Mbr,665
Knight Mbr,921
Iron Lightning Mbr,1945
Gonzales Creek Shale,154
"U2 (Tsuchida and Hirano, 1995)",154
upper Mobridge Mbr,154
Hogskin Mbr,154
LONG BAY MEMBER,154
Cow Creek Member,154
Plum Point Member,154
Buffalo Creek Kaolin,410
Liujing,155
Yuanshan Mbr,155
1 Mbr,155
Sinsinawa,155
Otterville Limestone,155
Couches de Balme,155
Courbaril,411
COON CREEK MEMBER,1179
III,156
Trenton Mbr.,156
Clegg Creek,156
Mortimer,156
Montebello,156
Ellis Bay zone 2,156
Excello Shale,156
Jetmore Chalk,156
Rock Bluff Limestone,156
West Point Member IV,156
HASKELL LIMESTONE,1692
Maotianshan Shale,157
Fossil Butte Member,157
Winchell Shale,157
Kendace Calcareous Silt,157
Sands of Oorderen/Kattendijk,157
Pojoaque,157
Willis Ranch Mbr,1949
Locmany,158
Nebraska City Limestone,158
Maiqueta,158
TAPICITOS,158
Kiowa,158
Bunger Limestone,158
Sentinel Butte,414
Wyota,159
Estancia La Costa,159
Threemile Limestone Member,159
Lower member,159
Storm King Mtn,159
Alden Biesen Sand,159
South Bend Shale Member,415
Bear Creek Sandstone,415
PPM,160
"M10 (Tsuchida and Hirano, 1995)",160
Unit 1,160
Telm 7,160
Eudora Shale,160
Racine Member,160
Goen Limestone,160
LOWER?,160
Newport Member,672
Division D,161
Edgecliff Mbr,161
Lester Limestone Member,161
Ellis Bay zone 1,161
CHIWAPA SANDSTONE MEMBER,161
Broken Rib,161
Grandeur,161
Dikari,161
New Scotland Mbr,417
middle Windom,417
Eudora Shale Member,8097
Aldinger Elv,162
Frodingham Ironstone Member,162
Little Kaw Limestone,418
Brushy Basin Mbr,1442
Juan Pobre,1698
Unit 6,163
upper sandstone,163
Bird Rock Terrace,163
Ferrum,163
Meadville Shale Member,163
Lomekwi,163
South Amboy Fire Clay,163
Kirton Shale,163
Schroyer Limestone,163
Winchell Limestone Member,675
Iowa Point Sh Mbr,164
Fort Ancient,164
Orman Lake Limestone Mbr.,164
Breche a Micmacca,164
Krebsedal,164
Fish Hole,164
Limestone and Shale,164
Plattsmouth Ls Mbr,164
Moorehouse,420
S-2,4516
Goeland,165
Colchester (No. 2) Coal,165
Gristhorpe,165
Unit 11,165
Pierre,165
Doniphan Shale Member,421
Moore House,421
CHARLTON MEMBER,677
Brushy Basin,933
Baker Canyon Member,2213
Turner Sandy Mbr,5797
Upper Lenapah Limestone,166
Ranger Limestone,166
Danville Landing,166
Hochalm,166
Kendrick Sh Mbr,422
Hamstead Member,422
Brushy Basin Mbr.,1702
Florena Shale Member,5286
Magoffin Member,10406
Roggenstein,167
Lower Shale,167
Wall,168
Upper Garrison Member,168
Lodi,168
Wanaka Shale Mbr,168
Nunn Mbr,168
Gosport Sand,168
Cheswold Sands,168
Ore Hill Mbr,168
Radotin Ls,424
Fairmount Member,680
Brewer Bend,936
Finis Shale Member,3240
Horoghegy,169
Clermont,169
Albrechts Bugt,169
Pinecrest Beds,170
Birdsong Shale,170
French Creek Sh Mbr,170
Poplar Tank,170
Sentinel Butte Mbr,170
Hegler Mbr,426
Greenleaf,682
Cerros Shale,171
Kagawong Mbr,171
Tehuacana,171
Howz-e-Khan,171
ROCKY POINT MEMBER,171
Pool Creek Mbr.,171
Shetlerville Mbr,171
Radotin Limestone,171
Rennel Junction,683
Priarie Grove,939
Bald Hills,172
Sheldon Limestone,172
Marl Mbr,172
Merritt Dam,428
Susan Duster Limestone,428
Burge,684
West Point Member I,684
Ludlow,1708
Badgers Nose,173
Perryville Ls Mbr,173
Maotianshan,173
Hess Mbr,173
G,685
ROCKPORT? LOWER,174
Southgate Mbr.,175
Atchison limestone Member,175
Yonabaru Clay,175
Haywood Landing Mbr,175
Fairmount,175
Argentine Limestone Member,1455
ORELLA,10671
Upper Beds,176
Hogshooter Limestone Top,176
La Gruta,176
Wheelen Shale,176
Kempsville,176
"U4 (Wani and Hirano, 2000)",176
Huesos/Tapiado,432
Decie Ranch Mbr,432
Hygiene sandstone,432
Hooten Gulch Mudstone,1712
Iatan Limestone Member,1712
TAMPA MEMBER,2224
Little Cove Point,177
West Point Member VII,177
Sonja,177
Navidad,177
Millersburg,177
Neva Limestone,177
Spillway,2993
Beil Limestone Member,9137
Shiziling,178
Nerinea Bed,178
Beckum,178
Middle Shale,178
Sunset Mbr,178
Clarksville Member,178
Punta Ballena,178
Bennett Shale Member,434
DOUGLAS CREEK,2482
Kharita,179
Smoky Hill Shale,179
Nanwo,179
Rogenstein,179
Norfolk,179
Middle Coaledo Formation,179
"Koiwai Mudstone, Sandstone and Conglomerate Member",179
Castle Pass,179
Tongue River Mbr,435
First Shale,435
Tampa Limestone,691
sandstone facies,691
Horsetail Creek,947
Leonard Lower Member,1459
Leavenworth Limestone,180
Rich,180
upper Castilletes,180
St. James,180
base,180
Somerset,180
Pine Barren,180
Coleman Junction Limestone,436
Appel Ranch Mbr,436
2,948
Totland Bay Member,3508
Huron,181
Thacher Mbr,181
Nedrow,181
Ooid,181
Wanakah Shale Member,182
Spence Sh Mbr,182
Chert,182
"""Ostrea thirsae""",182
6,182
B Mbr,2486
Robledo Mountains,183
Middle Member,183
Ameghino,183
Rivoli,184
Abad Member,184
Anembalemba,184
Barton,184
Tanglewood Ls Mbr,440
Ellicott Creek Breccia Mbr,1208
Cap Rock,185
Taber coal,185
Kashong Member,185
Wenlock Limestone,441
Comet Sh Mbr,186
Buckingham,186
Sidney Flat Shale,186
Boston Cliffs,186
GRAY BULL,442
Mineral Wells Lower,954
Church Limestone Member,187
Big Cottonwood Creek,187
Upper Shale,443
5,443
Pooleville,699
Frisbie Limestone Member,1467
Unit 9,188
Merriam Mbr,188
Tierra Loma Shale,444
Bells Landing Marl,444
Sneakover Limestone Member,700
