v_bed,reps
localbed:771,28
localbed:220.5,28
localbed:110.85,28
localbed:650-656,28
localbed:14.7,28
localbed:Platybelodon Beds,28
localbed:2315,28
localbed:816,28
localbed:86-2,28
localbed:1720,28
localbed:H3-A9.8,28
localbed:11.0,28
localbed:Term 5,28
localbed:3-25,28
localbed:0.15,28
localbed:BTT 564,28
localbed:640 | regionalbed:1835,28
McAlester Coal,28
localbed:1140 | regionalbed:2335,28
localbed:3900-3500,28
regionalbed:170,28
Fish Lake Valley,28
localbed:1629-2632,28
localbed:29.2,28
Osborne Beds,28
localbed:25-30,28
localbed:Layer2,28
regionalbed:B,28
localbed:A1c,28
localbed:11.62 - 14.59 m,28
localbed:RCW-E5.2,28
INDIAN CAVE SS,28
localbed:10-11,28
localbed:60.75,28
localbed:438,28
regionalbed:12-13,28
localbed:3.1,28
Below Winfield Limestone,28
localbed:Level 1,28
Horizon A3,28
localbed:3-24,28
localbed:131.4,28
Calcarenite,28
About 100' below top of Senora Formation,28
localbed:3.75 - 4.25,28
localbed:1060 | regionalbed:2260,28
localbed:G1-9,28
localbed:BB 11.70,28
localbed:31.7,28
TM horizon 5,28
localbed:95 | regionalbed:1290,28
localbed:10.65,28
localbed:6.49,28
Unit #9,28
localbed:902.4,28
localbed:1070,28
"localbed:D7,1,base",28
localbed:fossiliferous zone under Layer A,28
localbed:379,28
localbed:Tuff F to F-1,28
Shale in Fort Scott Limestone,28
localbed:2-80 B1,28
localbed:900,28
localbed:2027,28
localbed:73.0,28
localbed:Corbula muschketowi,28
localbed:3-19,28
"Bed A3 of St John Burton, 1933",284
regionalbed:11436,29
localbed:75-120,29
localbed:264,29
localbed:75 | regionalbed:75,29
Hughes Creek Shale Lower,29
localbed:H2-E1,29
localbed:sample 27,29
localbed:79.6,29
localbed:40 | regionalbed:230,29
regionalbed:Foraminifera Zone N7-N8 after Aguilar (1980),29
localbed:1.53,29
localbed:Tcherskidium unicum,29
localbed:333.3,29
localbed:196.2,29
localbed:-9.5,29
localbed:576-582,29
localbed:Barril viejo shale,29
localbed:44 | regionalbed:196,29
Oyster Bed W14,29
regionalbed:Limerick Road bed,29
localbed:670-943,29
localbed:48.1,29
"localbed:D4,base",29
localbed:Sample 6,29
Upper shale in Block Limestone,29
Richmond Bed,29
localbed:-7.5,29
localbed:42W-A3,29
localbed:-25.55,29
localbed:144.93m,29
localbed:73.4,29
Bed 11ft above base of Fort Riley Limestone,29
regionalbed:Sponge-Megastrophia bed,29
localbed:-21.05,29
MIDDLE VARIEGATED,29
Lower Lobster Bed,29
localbed:18SW 0.5,29
localbed:392,29
localbed:0.18 - 0.2,29
localbed:sample 7,29
Dictyoptychus level,29
localbed:Ironstone,29
localbed:-445,29
localbed:1795,29
localbed:980 | regionalbed:2175,29
localbed:-7.0,29
localbed:Layer 2,29
localbed:36.3,29
V3-V4,29
localbed:29 (uppermost shell bed),29
localbed:sandstone facies,29
localbed:Ellanore Lane Bed,29
localbed:T1r,29
localbed:139.49m,29
localbed:Unit B,29
"Goniatite zone, ±100 ft above base",29
Shale just above Checkerboard Limestone,29
"localbed:D3,1",29
Hypsilophodon Bed,29
localbed:80.26m,29
localbed:66 - 86,29
localbed:Leiorhynchoidea-Cancrinella Zone,29
localbed:147,29
localbed:Interval 2,29
localbed:375 | regionalbed:1570,29
localbed:456,29
regionalbed:Osborne,29
localbed:255.5,29
localbed:9080,29
localbed:266.4,29
Feinsand deposit,541
Bed C2,30
localbed:96.5,30
localbed:unit 9,30
regionalbed:4924,30
localbed:740,30
localbed:IX,30
localbed:27.0,30
localbed:none given,30
localbed:3355-3390,30
localbed:3475-3510,30
localbed:13.7 - 15.2,30
localbed:2900-2930,30
localbed:267,30
localbed:R11,30
localbed:148,30
localbed:3445-3475,30
localbed:388,30
localbed:Probe 1,30
localbed:Probe 5,30
localbed:3290-3310,30
localbed:176,30
localbed:3030-3060,30
localbed:3125-3165,30
localbed:3180-3200,30
localbed:T1r-a,30
localbed:239.8,30
localbed:MTM,30
"localbed:T1,2 top",30
Bed V 2,30
localbed:Probe 8,30
regionalbed:11447,30
MC Horizon 2,30
localbed:205 | regionalbed:205,30
localbed:7-8,30
Shale in Florence Flint,30
localbed:2183,30
localbed:3200-3230,30
Fisher Bed XVII,30
localbed:3095-3125,30
localbed:47-46,30
localbed:bed Bu-6,30
localbed:3230-3260,30
Base of Eudora Shale or in Captain Creek Limestone,30
localbed:2-61,30
localbed:3395-3440,30
localbed:240 | regionalbed:3,30
localbed:3575-3600,30
localbed:EF,30
localbed:3565-3570,30
localbed:Ophiceras wordiei,30
localbed:28a,30
localbed:3510-3540,30
localbed:107 | regionalbed:105,30
localbed:13-16,30
localbed:13C,30
localbed:3000-3030,30
localbed:3060-3090,30
Theodoxus planulatus Bed,30
"; Unit E3 of Curry et al., 1977",30
localbed:24-28,30
localbed:20.1,30
localbed:Croughton WL 19,30
localbed:3610-3620,30
localbed:8-15,30
localbed:10.61,30
localbed:20-28,30
localbed:35-50,30
localbed:3260-3290,30
"""Lawrence Shale"" Lower",30
localbed:Ca1,30
localbed:23.4,30
localbed:3545-3565,30
localbed:bed f (lower part),30
localbed:660,30
localbed:219,30
localbed:216,30
Lower Altamont and top of Bandera Shale,30
localbed:3330-3355,30
localbed:Phase VI-CM93,30
localbed:4.8 - 5.6,286
localbed:Fall Brook Coral bed,542
localbed:8-9,31
"localbed:1, 2, 3",31
localbed:U-12-2 to 3,31
localbed:146.87m,31
localbed:3.7,31
localbed:11.76,31
localbed:layers V-VI,31
localbed:7 | regionalbed:190,31
localbed:1850,31
localbed:Lower Reef Cluster,31
Weston Shale Lower,31
localbed:31.2,31
localbed:10.2,31
localbed:254,31
Spring Hill Limestone Top,31
localbed:unit 11,31
localbed:12.7,31
Chalk Rock,31
localbed:6.0-6.3 m,31
Upper Conulus Event,31
localbed:2050,31
localbed:12.75,31
Waldrip (Shale About 35' Below),31
localbed:Trenton unit 2,31
localbed:Band 3,31
localbed:4c,31
localbed:179.78-156.15,31
Winfield Shale Under Luta Limestone,31
regionalbed:upper coal layer,31
localbed:640,31
localbed:H3-A6.5,31
regionalbed:16,31
localbed:17-19,31
localbed:21.7,31
localbed:B10,31
localbed:BTT 572,31
localbed:0.005 - 0.01,31
Shaly beds in lower part of Lenapah Limestone,31
Above Dawson Coal,31
localbed:204.3,31
localbed:730,31
MC Horizon unknown 2,31
localbed:-380,31
localbed:93 | regionalbed:193,31
Blue Hill Shale Member Upper,31
localbed:1300,31
localbed:248,31
localbed:1-9,31
Marlbrook Marl 8' Above,31
localbed:sample 35,31
localbed:-350,31
localbed:Woolwich Shell Beds | regionalbed:6-12,31
localbed:Hippurites lamarcki,31
localbed:465,31
regionalbed:-113,31
localbed:73.5,31
localbed:P9,31
"localbed:KGJ-24, 25",31
regionalbed:11439,31
localbed:84.28m,31
localbed:9.15 - 11.61 m,31
localbed:1485,31
localbed:1190 - 1200,31
localbed:94.23m,31
Pumpkin Creek Limestone Upper,31
"localbed:D3,2,top",31
Bed 2 (M 11),31
Punta Bravo grits,31
localbed:Bed 4,31
localbed:424,31
localbed:89.4,31
localbed:Halls Landing Beds,287
localbed:922 | regionalbed:2095,32
localbed:724.9,32
localbed:10.62,32
Top of Bed D,32
localbed:3-27,32
localbed:1070 | regionalbed:2255,32
Lawrence Shale Top,32
localbed:1-6,32
localbed:287,32
localbed:1.55,32
Uintacrinus Band,32
"Horizons A3, D, F, H",32
localbed:214,32
localbed:Sh 1/2,32
localbed:BPW80-28,32
localbed:204,32
localbed:Bay View Coral bed (B),32
localbed:200 | regionalbed:200,32
15 feet below top of Lane Shale,32
localbed:above U-12,32
regionalbed:-56,32
"localbed:D6,1",32
localbed:3572,32
localbed:2005,32
Rimella canalis Bed,32
localbed:-420,32
Shale above Argentine Limestone,32
limestone above Bevier Coal,32
localbed:148.54m,32
localbed:1.85,32
localbed:Tin 3d,32
Hard sand above solifluxion clay,32
regionalbed:45,32
localbed:Unit 59,32
localbed:07,32
localbed:536,32
DANVILLE LANDING BEDS,32
Bed 19c,32
localbed:510,32
localbed:below/just above Lokala- lei T,32
localbed:52-54,32
localbed:170-180,32
localbed:157.9,32
localbed:0 | regionalbed:111,32
localbed:Bay View Coral bed (A),32
Horizon Jds,32
TM horizon 2,32
localbed:30-55,32
localbed:H2-A.5,32
localbed:Probe 7,32
localbed:125 - 150,32
localbed:116.47m,32
localbed:115.94m,32
localbed:520,32
localbed:440,32
localbed:114.65,32
localbed:P1,32
localbed:5-7,32
localbed:-14544ft,32
localbed:2A-2E,32
localbed:141,32
localbed:V,32
localbed:437,32
localbed:415,32
localbed:36.8,32
localbed:565,32
localbed:488,32
90,32
localbed:1650,32
Shale below Eiss limestone,32
localbed:1393,32
localbed:481,33
localbed:337,33
localbed:194,33
localbed:692 | regionalbed:1870,33
localbed:0.04 - 0.05,33
localbed:Sample AK10,33
localbed:8.9,33
localbed:lower half of Section B,33
localbed:Ca1a,33
localbed:Cassian Beds,33
localbed:Megatrigonia turkestanensis,33
BIIIB,33
localbed:d/e,33
localbed:7b,33
"Horizon 3 of Barnard, 1965",33
localbed:620 | regionalbed:1815,33
localbed:1260 | regionalbed:2455,33
localbed:Base,33
localbed:5.4,33
localbed:312,33
localbed:9400-9500,33
localbed:460,33
Cénomanien moyen,33
localbed:185-205,33
localbed:1275 | regionalbed:2470,33
localbed:Middle Recessive unit,33
localbed:134,33
localbed:631,33
localbed:3h,33
localbed:g,33
localbed:116.49m,33
localbed:Probe 4,33
localbed:23.0,33
localbed:7.9,33
localbed:Upper part,33
localbed:320,33
localbed:306,33
localbed:Uppermost part of Section A,33
localbed:2170,33
localbed:64.36m,33
localbed:1150,33
localbed:B2,33
Unit #7,33
localbed:19.9,33
Australopithecine grey breccia,33
localbed:226,33
Trinacria bed W14ii,33
Shales above the Wigan 2ft or 4ft seam,33
localbed:Mudstone interval,33
localbed:layers XI-XIV,33
localbed:40.0,33
Bed C,545
Shale below Jacksboro Limestone,1313
localbed:9.3,34
localbed:710,34
localbed:Below,34
localbed:19.7,34
Winfield Limestone and clays below Flint,34
localbed:Level C & D,34
localbed:AGL,34
localbed:0-21,34
Lofthusia Beds,34
localbed:6-8,34
localbed:Q,34
localbed:27.5,34
Bed 99,34
Chert member,34
localbed:8a,34
Shale below Deer Creek,34
localbed:X layer,34
regionalbed:70,34
"localbed:18,4",34
localbed:32.15-32.05 m,34
localbed:-28.65,34
localbed:7.4,34
localbed:520 | regionalbed:520,34
localbed:103.90m,34
localbed:Unit 12,34
localbed:20.6,34
localbed:St 19,34
localbed:105 | regionalbed:1300,34
localbed:70.36m,34
localbed:-2.04 - 0 m,34
localbed:T1r-b,34
regionalbed:22,34
localbed:63.56m,34
94,34
localbed:2112-2115,34
Galana Boi Beds,34
localbed:above Secor coal (bet,34
regionalbed:-112,34
localbed:222.5,34
localbed:791.2,34
localbed:3-14,34
Cave Earth (uncertain level),34
localbed:144,34
localbed:layer 6,34
localbed:A4,34
localbed:Kd2,34
localbed:192,34
localbed:710.8,34
localbed:-1.1,34
Fairport Member (Lower Part),290
localbed:228-230,35
localbed:bed Bu-5,35
Unit H,35
localbed:138,35
localbed:Level E,35
"localbed:D5,1",35
localbed:1400,35
localbed:120.75,35
localbed:0.003,35
localbed:3.11 - 5.96 m,35
localbed:-14445ft,35
localbed:810,35
LOWER PART OF MIDDLE,35
localbed:Composita Zone,35
localbed:11.75,35
localbed:Zone H,35
localbed:s,35
Warsaw,35
localbed:-11083,35
localbed:sample 31,35
localbed:Niveaux tufaces,35
6 in. ls.,35
Howard Limestone Top,35
Salt Grass Shale Base,35
regionalbed:Hills Gulch,35
"Bed 9, Below Trigonia/Cucullaea Bed",35
localbed:G-5,35
"Wewoka Shale, near base of upper shale",35
localbed:0.01,35
localbed:1275,35
localbed:3-26,35
localbed:64.34m,35
localbed:773.0,35
localbed:892,35
Pony Creek Shale Top,35
localbed:901,35
"localbed:Gastrioceras cumbriense Marine Band, shale Unit 2 | regionalbed:Gastrioceras cumbriense Marine Band",35
localbed:146,35
localbed:5-6,35
localbed:sample 25,35
Elk Neck beds,291
localbed:199.2,36
localbed:3.15,36
localbed:1.7,36
Shale in upper Dover Limestone,36
localbed:775,36
localbed:unit 1--25 ft. below top,36
localbed:RCE-E3,36
localbed:8b,36
localbed:10000,36
localbed:1580,36
regionalbed:11440,36
localbed:U21,36
Shale ± 800ft. below Arnold Shale,36
localbed:0.13,36
P horizon 1,36
localbed:1-7,36
localbed:159,36
"localbed:H, I, J, K",36
Echinocorys band,36
Dothan Limestone (40' below),36
regionalbed:Green's Landing Coral bed,36
localbed:SAO,36
localbed:M2,36
localbed:LS3,36
Bed 23,36
localbed:17b,36
localbed:A1-b,36
localbed:Probe 2,36
localbed:139.7,36
localbed:60-65,36
localbed:Top,36
localbed:BL 1/02,36
SH5,36
localbed:06,36
localbed:79.81m,36
localbed:9.75,36
Horizon Jdd,36
localbed:Trilobite zone,36
localbed:Dictyoclostus Zone,36
Mercer Limestone Lower,36
localbed:10.9,36
localbed:-370,36
localbed:752.6,36
localbed:-12855ft,36
Liostea delta Bed,36
localbed:782.4,36
localbed:409,36
D6A,36
localbed:gray shale bed,36
localbed:120-160,36
localbed:-360,36
localbed:11.1,36
localbed:0.08,36
"Bed 2 of Palmer MS, Upper shell bed with Beaniceras luridum",36
Bed 8 (Birkelund & Callomon 1985),36
localbed:325,36
localbed:-1.28 - 0 m,36
localbed:781.7,36
localbed:05,36
localbed:-,36
"Bed H of St John Burton, 1929 & 1933",36
"Blue ls,105' above yellow brown horizon of Wakarusa",36
localbed:266,36
localbed:3699,37
localbed:Dalmanitina bed,37
localbed:124,37
Waumsetter Coal,37
localbed:Unit 10,37
Bed 20,37
localbed:30.6,37
localbed:131,37
localbed:247 - 254.4,37
Grizzle,37
localbed:-11099ft,37
Fisher Bed IV,37
Bed D3,37
Bed 11,37
localbed:1.45,37
~125ft below Devil's Kitchen ig. 1500ft above base of Deese Fm,37
Echinoid Bed 2,37
localbed:27.9,37
localbed:8000,37
Top or above Amazonia Limestone,37
localbed:7a,37
localbed:VII,37
localbed:NE154,37
NM2,37
localbed:13.2,37
localbed:Trenton unit 7,37
localbed:Interval 1,37
localbed:316,37
Sandwick Fish Bed,37
20' from top of Duck Creek,37
localbed:10.6,37
localbed:107.5,37
localbed:272,37
localbed:-5.5,37
localbed:1.75,37
localbed:0.08 - 0.1,37
localbed:23.3,37
localbed:59.5,37
localbed:Gombeoceras koulabicum Beds,37
localbed:coal-group 15,37
localbed:above Chari Tuff,37
localbed:Sierra del Castillo,37
localbed:219.7,37
localbed:Passage Creek,37
localbed:18.9,37
localbed:789.9,37
localbed:24.8,37
localbed:442,37
Horizon Yz3-2,37
localbed:sample 29,37
cup coral limestone,37
Brook Bed,37
localbed:-13319ft,37
localbed:268,293
localbed:415.2,38
localbed:39.7,38
localbed:3c,38
localbed:9c,38
"localbed:D2,1a",38
localbed:899.75,38
localbed:Probe 6,38
Horizon E,38
Bed 21,38
localbed:11-12,38
Fredericksburg ls or Duck Creek ls?,38
localbed:7.0,38
localbed:O,38
localbed:1570,38
126,38
localbed:below Emekwi Tuff,38
localbed:275 | regionalbed:1470,38
localbed:303,38
Farley Limestone Lower (oolite),38
localbed:113 - 155,38
localbed:B-10,38
localbed:77.75,38
localbed:324,38
localbed:995,38
Mentor Beds,38
localbed:805,38
localbed:776.8,38
localbed:B1a,38
localbed:Turritella bed,38
localbed:T1r-c,38
localbed:3382,38
localbed:none,38
localbed:15.0,38
localbed:160 | regionalbed:160,38
localbed:153,38
localbed:195 | regionalbed:3,38
localbed:-3.1,38
localbed:BM 10,38
localbed:1.0 | regionalbed:0.166,38
P1a,38
localbed:579,38
localbed:92.5,38
localbed:1b,38
regionalbed:100,38
Lessness Shell Bed,294
localbed:32,806
Weskan Member Upper,39
localbed:914,39
localbed:1160,39
Burdigalien inférieur,39
localbed:139.21m,39
localbed:Upper shaly siliceous interval,39
localbed:-14007ft,39
GRIDDED IN MAP VIEW,39
localbed:796.2,39
localbed:193.5,39
localbed:123 | regionalbed:1,39
localbed:171,39
localbed:64.9,39
localbed:825 | regionalbed:2020,39
Shale 30' above Saddle Creek,39
localbed:34.9-36.5,39
Below Stanton Limestone,39
localbed:57.23m,39
localbed:0 - 3,39
localbed:Probe 3,39
localbed:A1-a,39
localbed:143,39
localbed:3996-3999,39
localbed:-8.3,39
localbed:Colombière sandstone,39
localbed:47.4,39
localbed:135.1,39
localbed:586-592,39
localbed:VI,39
localbed:2118-2121,39
GREEN RIVER SHALES,39
Telm 6,295
localbed:46,551
localbed:29.18,40
localbed:45 | regionalbed:1240,40
localbed:2-81 B3,40
localbed:-14423ft,40
localbed:Blackheath Beds | regionalbed:15,40
localbed:Sponge-Megastrophia Bed,40
localbed:-14681ft,40
regionalbed:11450,40
regionalbed:11462,40
localbed:781,40
localbed:sample 13,40
Toronto Limestone (Clay Shale Break),40
localbed:Probe 9,40
localbed:Subunits 2-3,40
Approx. 40' below Avant Limestone and Dewey Limestone,40
"localbed:D2,1b",40
localbed:27.3,40
localbed:295,40
localbed:12.8,40
`Grizzle',40
localbed:10c,40
Farley Limestone Middle,40
localbed:-0.35 - -0.4,40
localbed:545 | regionalbed:1740,40
Sparsley fossiliferous shale extended approx. 60' below Elgin ss,40
Mancos Shale (300' - 500' up),40
Lower Fairport Chalk Member,40
localbed:44 - 94,40
localbed:below KBS Tuff,40
localbed:8.0,40
localbed:-12687ft,40
localbed:758.6,40
localbed:2b,40
localbed:765,40
Bed 22,40
localbed:217,40
Tithonien inférieur,40
localbed:775 | regionalbed:775,40
localbed:352,40
Bed 26,40
Lower Bed,40
localbed:A1g-b,40
localbed:696.6,40
localbed:509,40
2200' below top of Deese,296
35' below the Wildhorse Limestone in the Nelagoney Formation,296
localbed:below Chari Tuff,41
localbed:A2,41
localbed:Astarae Bank | regionalbed:Ober Trochitenkalk,41
localbed:195,41
localbed:750,41
localbed:-12541ft,41
Brockenhurst Bed,41
localbed:Dawson Coal Bed | regionalbed:Maceration 2796,41
localbed:793.0,41
"Shale in grey limestone, member of Wolfcamp",41
localbed:Geraldine Bonebed,41
localbed:215,41
"localbed:11, 12, 13, 14",41
localbed:-13382ft,41
localbed:10.0,41
localbed:58.95m,41
localbed:795 | regionalbed:1990,41
D2E,41
localbed:112.30m,41
localbed:0.001,41
localbed:14000,41
localbed:1050 - 1075,41
localbed:36a,41
localbed:-0.9,41
localbed:431,41
Fort Riley Limestone Upper,41
Bajocien supérieur,41
localbed:151,41
localbed:E-3,41
localbed:10.7,41
localbed:20.2,41
localbed:125 | regionalbed:276,41
localbed:1360,41
"between coal and Toronto, top Lawrence sh fm",41
localbed:1212,41
localbed:4.5,297
localbed:f272,42
localbed:343,42
localbed:766.8,42
localbed:232-235 m,42
localbed:Unit E,42
localbed:835.0,42
localbed:Subunits 4-6,42
115 m below top of section,42
localbed:-11254ft,42
localbed:155 | regionalbed:155,42
Mazon Creek Flora,42
localbed:84-98 ft,42
localbed:231 | regionalbed:3,42
localbed:75.0,42
Cinder Bed,42
localbed:11a,42
Fisher Bed 21,42
localbed:gamma,42
localbed:13B,42
localbed:layer 1,42
localbed:0.02,42
localbed:-14914ft,42
localbed:1340,42
localbed:702.9,42
Fort Scott Limestone Upper,42
localbed:Lithofacies B,42
localbed:33.7,42
SH2,42
localbed:380.6,42
localbed:-0.01 - -0.06,42
Upper Grape Creek Limestone,42
Oxfordien inférieur,42
localbed:Tetiou 1 lower faunal horizon,42
localbed:36-39,42
localbed:119.09m,42
localbed:1830,42
localbed:1425,42
purple limestone ±60' below Saddle Creek,42
Champion Shell Bed,42
localbed:sample 23,43
localbed:229.9,43
"localbed:79,65",43
localbed:B-10-3,43
89,43
Winterset Limestone shale near base,43
MS Horizon 10,43
localbed:19.1,43
localbed:units 2-4,43
localbed:-14063ft,43
localbed:UBSU,43
localbed:A1,43
localbed:40.5,43
localbed:248 - 273,43
localbed:-17.5,43
localbed:horizon 8,43
localbed:M,43
Balanus Bed,43
"localbed:3, 4, 5",43
localbed:unit 1--17 ft. below top,43
localbed:897,43
localbed:490,43
localbed:-0.1 - -0.15,43
Above Camp Colorado Limestone,43
Paddockhurst Bone Bed,43
137,43
localbed:SH3/4,43
localbed:1-4,43
localbed:sample 5,43
localbed:4010-4020,43
localbed:30b,43
"localbed:6, 7",43
localbed:261,43
localbed:layer 4,43
localbed:14SW 1.5,43
localbed:363,43
localbed:-6.3 | regionalbed:-4.558,43
localbed:C-9,44
localbed:126.75,44
localbed:F1,44
Rhaetic,44
"localbed:1, 3",44
localbed:47.9,44
localbed:9.1 - 12.2,44
localbed:-245,44
localbed:4500-4510,44
regionalbed:90,44
localbed:-0.01 - -0.05,44
localbed:DC5iii,44
localbed:815.1,44
localbed:15-16,44
localbed:0-30,44
localbed:62.9,44
localbed:2.25,44
localbed:3380,44
localbed:7 | regionalbed:7,44
Shale in Altamont Limestone Formation,44
localbed:40.6,44
localbed:KMO-II,44
localbed:H-20,44
localbed:827.2,44
localbed:1094.48,44
localbed:79.35,44
localbed:12.0,44
Upper Caney Shale,44
localbed:F1-2,44
localbed:53.6,44
localbed:-0.5 - -0.1,44
localbed:620,44
localbed:335,44
localbed:237,44
Unit E4,300
localbed:788,45
regionalbed:Hills Gulch bed,45
Slate just under fusilinid bed of Clay Creek,45
localbed:Beearyada,45
Albien supérieur,45
localbed:650 | regionalbed:650,45
"localbed:4,5",45
localbed:152,45
localbed:16.4 - 11.2 m,45
localbed:-0.15 - -0.2,45
localbed:250 | regionalbed:250,45
regionalbed:22-24,45
localbed:775.6,45
localbed:40.2,45
localbed:1a,45
localbed:-0.3 - -0.35,45
localbed:0 - 0,45
localbed:9a,45
localbed:40 | regionalbed:300,45
localbed:1665,45
Stranger Formation top?,45
regionalbed:18,45
localbed:Term 3,45
Upper Storm Bed,45
regionalbed:190,45
localbed:660.6,45
localbed:285,45
localbed:Subunits 1-6,45
localbed:61.5,45
localbed:sample 21,45
Main Seam,45
localbed:0.18,45
