v_group,reps
Khorat,201
Middle Keuper,201
COPACABANA,201
MEADE,713
Cincinnati Group,2249
Great Estuarine,202
Surma,202
MONTANA,458
MIDWAY GROUP,458
Chimneyhill,203
Tully,715
Brownsport Group,204
Murrumbidgee Group,204
Beekmantown Group,204
Ravenscar,716
Richmond Group,1484
Canyon Group,10444
Helderberg Grp.,205
Wollaston Forland,205
Dan River Grp,461
Helderberg Group,973
Murrumbidgee,206
Werra,974
Claiborne Grp,1742
DOUGLAS,1742
Linden Grp,5070
Shiratorigawa Group,207
Torinosu,207
Bend Grp,719
Moore Hollow Group,975
Adnet,208
Dakota Group,208
Bainbridge,208
Miura Group,2000
Raneces,209
Salina Grp,2513
Chaleurs,466
Nabon,211
Pictou,211
Kenai Group,211
Richmond,212
Sagami Group,212
Chemung Group,468
Potomac Group,724
Clackmannan,213
Marmaton Grp,1237
Rosario do Sul,214
Sakishima,214
Midway Grp,215
Middle Yezo Group,471
Bozeman Group,727
Selborne Group,4823
Warsaw Group,216
Saint David's Group,216
Pamunkey Group,1496
KANSAS CITY,217
Ochelata Group,6873
Nariwa Group,218
Traverse Grp.,730
Nevada Group,219
Port Charlotte Grp,219
Whitehorse Grp,475
Bou Tchrafine,220
Yoredale Group,220
Ashiya,220
Edgewood Grp,476
Lansing Grp,988
Lorraine Grp,1500
CRYPTOPHAGIDAE,221
Transvaal,477
Hudson River Group,222
Radiolarite,222
Nanggulan,224
Wildcat Grp,224
Eden Group,225
Newark Group,225
Penarth Group,481
Pleasanton Group,3553
Lower Beaufort,226
Chinle,482
Chapursan,227
Anticosti,484
San Pablo,229
Hioki Group,229
Gustav,741
CLAIBORNE GROUP,2277
Hokutan Group,742
Helderberg,742
Ryukyu,1254
Kewanee,1510
Herald,231
Mendoza,231
Tonohama Group,231
Higashi-Tanakura,231
Richmond Grp,487
Wabaunsee Grp,743
Waitemata,232
Selong,232
Meriden,232
Douglas Grp,1000
Newark Spgrp,233
Balclatchie Group,489
"Carboniferous Limestone Supergroup, Lower Limestone Group",234
Cow Head Grp,1514
Penarth Grp,491
Long Point Grp,236
Choctawhatchee,236
Bowie Group,492
Maysville Grp,1516
Skiatook,237
Maiya Group,237
Jackson,5101
Black River,238
Wilcox Group,1262
Choshi Group,239
Terlingua Group,495
Bracklesham,1007
Ogallala Group,2031
SELMA GROUP,2288
Tongeren,241
Dornick Hills Group,497
Coal Measures,2289
Shawnee Group,69106
Puget Group ?,243
Dhiarizos,243
Lower Lothian Group of Calciferous Sandstone Measures (Series),243
Large Mammals,7667
Columbia River Basalt Group,757
Mesa Verde Group,757
Arisaig Group,1013
Saint Louis Group,246
Chatham,246
Helderberg Grp,3830
Wilcox,5622
Chase Group,7671
Maysville Group,504
Hawthorn,760
Bauru,249
Thung Song Group,505
Kakegawa Group,1017
Newark Grp,1274
Colorado,3066
C4,251
CANTHARIDAE,251
SELMA,507
Marambio,2555
Maysvillian,252
Hakobuchi Group,252
Cubagua,252
"Karoo Supergroup, Beaufort Group",508
Kansas City,253
Charco Azul,253
Junzihe,254
Bad Cache Rapids,254
CURCULIONIDAE,254
,2157276414
Glen Canyon,255
Timbered Hills,2559
