behavior,reps
"calls, agitated song, wing noise",1
"calls, alarm",2
"calls, alarm call",2
"calls, alarm calls",2
"calls, and song phrase",1
"calls, begging calls",4
"calls, begging?",1
"calls, bill clapping",1
"calls, bill or wing snaps",2
"calls, bill snaps",1
"calls, bill/wing snapping",1
"calls, calls or song",2
"calls, chase calls",1
"calls, chatter",3
"calls, chortle",1
"calls, churring",1
"calls, clicks",2
"calls, contact calls",2
"calls, contact calls, flight calls",1
"calls, dawn song",6
"calls, daytime 'song'",1
"calls, drum",2
"calls, drum, song",1
"calls, drumming",3
"calls, drums and song",1
"calls, duet",11
"calls, duet calls",1
"calls, duet, song",1
"calls, excited calls",1
"calls, female",18
"calls, female and immature",2
"calls, female, begging calls, juvenile",1
"calls, female, male, song",1
"calls, female, song, male",1
"calls, females",1
"calls, first 14 s natural",1
"calls, first 32 s nv, rest after pb",1
"calls, flight call",3
"calls, flight calls",24
"calls, flight calls, begging call",1
"calls, flight calls, song",1
"calls, flight song",1
"calls, foraging sound of the flock of 30 birds, wing beats",1
"calls, group",1
"calls, growl",1
"calls, haf song",1
"calls, half song",6
"calls, hammering",1
"calls, hard rattle, interaction duets, harsh churr",1
"calls, harsh song intro",1
"calls, high twitter",1
"calls, immature",3
"calls, immature?",1
"calls, including imitation of Todiramphus chloris",1
"calls, inquisitive sounds",1
"calls, interaction calls",2
"calls, interactions",2
"calls, interactions family group",1
"calls, interactions of pair",1
"calls, juvenile",1
"calls, last in flight",1
"calls, long call",1
"calls, long regular",1
"calls, male",25
"calls, male song (natural)",1
"calls, males",1
"calls, mechanical sound in display",1
"calls, mostly by young in a family group",1
"calls, nv, pb",2
"calls, pair",3
"calls, pair duet calls",1
"calls, part of duet",1
"calls, partial song",2
"calls, partial song phrase",1
"calls, pb",3
"calls, pecking",1
"calls, perched and in flight",1
"calls, rattle",1
"calls, rattles",2
"calls, scolding",1
"calls, semi-song",1
"calls, short duet",1
"calls, single",1
"calls, sleeping-place",1
"calls, soft song",2
"calls, song",155
"calls, song in display",1
"calls, song in duet",1
"calls, song, bill or wing snaps",1
"calls, song, bill snaps",1
"calls, song, duet",1
"calls, song, flight call",1
"calls, song, flight calls",2
"calls, song, male",1
"calls, song, song in display",1
"calls, song, wing- clapping",1
"calls, song-like notes",1
"calls, song?",10
"calls, songs",18
"calls, songs of 2 birds",1
"calls, subsong",11
"calls, take-off call",1
"calls, take-off calls",2
"calls, taps",1
"calls, then song",1
"calls, trill and ?song",1
"calls, trills",1
"calls, trills of juveniles",1
"calls, wing beats",2
"calls, wing flutter",1
"calls, wing noise",5
"calls, wing ring, and chase chatters",1
"calls, wing whir",1
"calls, wing whirr",2
"calls, wingbeats",4
"calls, wings",1
"calls,song",1
calls--pair interaction,1
calls-contact notes-song,1
calls/display of a bird in flight,1
calls/dive display/wing sounds,1
calls/song,4
calls/song?,9
calls/songs,3
calls/subsong/song,1
calls/whistles,1
calls/wing whirs,1
calls/wing-whirs,1
calls; song?,1
calls=song?,1
calls? and song,5
calls? daytime song,1
calls? display?,1
calls? of a male,1
calls? song?,2
"calls?, song",1
calls??,1
callsin response to Brown Shrike,1
calm-call,1
cals,5
came in to playback of nigeriae song.  Sang and taped last week also.  Mimics quail finch song.,1
came to light ca. 2 AM,1
came to male V. funerea in grassy citrus orchard,1
came to singing male amauropteryx,1
"camera zoom, flight call, frogs",1
cantando en un siete cueros,1
canto,882
canto 1 e 2,1
canto 2,2
canto agitado,1
canto de lek,1
canto de voo,18
canto e chamado,5
canto e tamborilar,2
canto em voo,12
"canto longo variado, male, song",1
"canto, song",1
canto/briga,1
canto/chamado,19
canto/song,1
canto/tamborilar,2
canto?,1
canto?llamado?,1
capable of flight,4
capable of flying,1
"capable of flying a few yards, 1 of a brood",1
capture prey,4
capture prey; Locomotion,2
capture prey; eat,6
capture prey; eat; fly; surface dive; swim,1
capture prey; eat; fly; swim,1
capture prey; eat; forage,5
capture prey; eat; forage; probe,1
capture prey; eat; forage; run; walk,1
capture prey; eat; probe,1
capture prey; eat; run; walk; forage,1
capture prey; eat; take flight; call,2
capture prey; fly,1
capture prey; fly; carry food in bill,1
capture prey; fly; surface dive,1
capture prey; forage,14
capture prey; forage; eat,2
capture prey; forage; fly; take flight; watch; perch,1
capture prey; forage; plunge dive,1
capture prey; forage; probe; carry food in bill,1
capture prey; perch,1
capture prey; swallow; swim,1
captured while basking,1
"car passing, flight call",1
"car, cricket sp., song",1
"carduelis carduelis, cyanistes caeruleus, male, sitta europaea, song",3
care for young,47
care for young; Social context: colony; carry food in bill,1
care for young; Social context: colony; perch,1
care for young; Social context: family,1
care for young; arrive,3
care for young; arrive; depart,5
care for young; beg; Stand/Perch,1
care for young; brood,1
care for young; brood; carry food in bill; feed young; incubate,1
care for young; brood; feed young,1
care for young; brood; incubate,2
care for young; brood; incubate; sit on nest,1
care for young; brood; sit on nest,1
care for young; call,4
care for young; call; perch,1
care for young; call; wing flaps; arrive; depart,1
care for young; carry food in bill; exit nest cavity; feed young; take flight; beg,1
care for young; carry food in bill; perch,1
care for young; carry food in bill; sit on nest,1
care for young; contact,1
care for young; defecate; vocalize,1
care for young; depart,3
care for young; depart; arrive; carry food in bill,1
care for young; eat,3
care for young; establish flock contact,1
care for young; establish parent young contact,14
care for young; establish parent young contact; feed young; call,1
care for young; establish parent young contact; feed young; call; perch,1
care for young; establish parent young contact; mate; perform nest relief; incubate; arrive; contact; call,52
care for young; feed mate; incubate; sit on nest,1
care for young; feed young,3
care for young; feed young; call; beg,1
care for young; flap,1
care for young; perch,4
care for young; perch; arrive; depart,1
care for young; perch; carry food in bill,1
care for young; perch; incubate,1
care for young; perform visual display,1
care for young; rest,4
care for young; rest; sit on nest,2
care for young; scold; emit alarm,2
care for young; sit on nest,3
care for young; sit on nest; peeps,1
care for young; sit on nest; rest,2
care for young; swim; call,1
care for young; swim; preen,1
care for young; vocalize,8
care for young; vocalize; wing flaps,1
care for young; walk,1
care for young; walk; Social context: colony; call; perch,1
care for young; yawn,1
carring nest material (dry grass) when netted,1
carry food in bill,69
carry food in bill; arrive; care for young; depart,1
carry food in bill; arrive; depart; care for young,1
carry food in bill; beg; call,1
carry food in bill; beg; call; eat; brood,1
carry food in bill; beg; call; preen,1
carry food in bill; brood,2
carry food in bill; call,3
carry food in bill; call; emit alarm,1
carry food in bill; call; perch,1
carry food in bill; cling; forage; feed young; take flight; fly; land,1
carry food in bill; cling; peck; eat; take flight,1
carry food in bill; collect nest material,1
carry food in bill; eat; sit on nest; fly,1
carry food in bill; enter nest cavity; exit nest cavity,3
carry food in bill; exit nest cavity,1
carry food in bill; exit nest cavity; enter nest cavity,1
carry food in bill; feed mate; call,1
carry food in bill; feed young,9
carry food in bill; feed young; beg; walk; call,1
carry food in bill; fly,5
carry food in bill; fly; enter nest cavity,1
carry food in bill; fly; forage,1
carry food in bill; fly; perch,3
carry food in bill; fly; stand,11
carry food in bill; forage,4
carry food in bill; hold food in bill,1
carry food in bill; hop; feed young,1
carry food in bill; land,1
carry food in bill; perch,81
carry food in bill; perch; call,3
carry food in bill; perch; eat,1
carry food in bill; perch; enter nest cavity; fly,1
carry food in bill; perch; fly,1
carry food in bill; perch; take flight,1
carry food in bill; perch; wipe bill,1
carry food in bill; perform courtship display,1
carry food in bill; perform visual display,2
carry food in bill; preen; perch,1
carry food in bill; rest,1
carry food in bill; rest; stretch,1
carry food in bill; sit on nest,1
carry food in bill; sit on nest; brood; feed young,1
carry food in bill; song,1
carry food in bill; stand; forage,1
carry food in bill; swim,1
carry food in bill; take flight,3
