behavior,reps
"song taped, mimics L. senegala, tape 30A: 190-290",1
"song taped, mimics Lagonosticta nitidula, tape #13B, 14A",1
"song taped, mimics Lagonosticta rubricata. tape captive #36B",1
"song taped, mimics Lagonosticta rufopicta, tape 15:03A:346-410, 3B:0-028",1
"song taped, mimics Lagonosticta senegala",1
"song taped, tape 02A.92B: 0-230, mimics Amandaua subflava",1
song taped: mimics L. rubricata.,1
song tjatter,1
song to female,4
song trill,1
song type A,1
song type A and call,1
song type B,4
song types A and B,1
song types A and B and call,1
song typical of eastern bird,1
song undirected,1
song variant,12
"song variant, calls",1
song variant?,1
song variation,1
"song was tape recorded (#34), mimics R-t twinspot.",1
song while displaying,6
song while feeding,6
song while roding,1
song while walking on ground,1
song with duet,1
song with feeding,1
song with mimicry,1
song with rare theme,1
song with second bird scolding,1
song with slight variation,1
song with tail rush,4
song with wing/tail rush,1
"song with wing/tail rush, call",1
song without feeding,3
song without tail rush,1
song young male,2
song!,1
song&call,2
song',1
song(?),2
song(?) & call,1
song+call,6
song+calls,1
song+subsong,1
"song, 'chatter' call",2
"song, 'chatter' calls",1
"song, 2 flight songs",1
"song, 2 males",1
"song, a pair",1
"song, advertising call",1
"song, after playback",1
"song, agitated calls",1
"song, agitated response to playback",1
"song, agonistic calls",1
"song, agressive chatter",1
"song, agressive vocalization",1
"song, alarm",6
"song, alarm call",7
"song, alarm call, calls",1
"song, alarm calls",1
"song, alternate song",4
"song, alternate song (duet?)",1
"song, and calls",1
"song, and two call types",1
"song, at end song and call in flight",1
"song, bark-growl",1
"song, bill snapping",3
"song, bill snaps",1
"song, bird of unknown sex",2
"song, bleating call",1
"song, both double and single notes",2
"song, breast beat",1
"song, brzk",1
"song, bubble call",2
"song, call",220
"song, call and wing noise",1
"song, call and wing-rattle",1
"song, call with young",1
"song, call, (duet?)",1
"song, call, and song",1
"song, call, chase, interaction ticks",1
"song, call, drum",1
"song, call, drumming",1
"song, call, male",4
"song, call, male, female, bill clappering",1
"song, call, warble intro",1
"song, call, wing sound",1
"song, call?",4
"song, calls",98
"song, calls & alarm calls",1
"song, calls (2 types)",1
"song, calls (several types)",1
"song, calls in flight",1
"song, calls, flight calls",1
"song, calls, males",1
"song, calls, rattles, wingbeats",1
"song, calls, wing noise",1
"song, calls, wing noise, at lek",1
"song, chatter",2
"song, chatter song",4
"song, contact calls and call",1
"song, copulating call?",1
"song, counter song",1
"song, displaying male",1
"song, disturbance call",1
"song, diving",4
"song, drum",2
"song, drumm",3
"song, drumming",1
"song, duet",14
"song, duett",1
"song, excited call",3
"song, excited calls",1
"song, excited male",1
"song, excited song",1
"song, female",13
"song, female calls?",1
"song, female-plumaged bird",1
"song, female?",2
"song, first 17 s natural, rest after pb",1
"song, first 20 s natural, rest after playback",1
"song, first 36 s natural, rest after playback",1
"song, first 37 s nv, rest 2 birds after pb",1
"song, first 4 s nv, rest after pb",1
"song, first 6 s natural, rest after pb",1
"song, first few notes missing, natural",1
"song, flight  and contact calls",1
"song, flight and chip calls",1
"song, flight call",6
"song, flight calls",3
"song, flight song",7
"song, flight song (last song)",2
"song, flight song (last)",1
"song, fuss interaction",1
"song, growl",3
"song, growl, wing sounds",1
"song, immature",1
"song, immature male",1
"song, in flight",1
"song, inmature?",2
"song, interact, twitter, call",1
"song, interaction",1
"song, interaction calls",1
"song, interaction noises",1
"song, interactions, subdued song",2
"song, lek",8
"song, lek, male",2
"song, long call",1
"song, long song",2
"song, low trill",3
"song, male",127
"song, male, call, female",1
"song, male, duet",1
"song, male, female",8
"song, male, juvenile",1
"song, male, scold, female",1
"song, males",1
"song, mewing call",1
"song, mimicry",1
"song, natural",3
"song, natural (first 56 s), pb",1
"song, nuptial song",1
"song, nv",10
"song, nv (first 22 s), pb",1
"song, nv (first 42 s), pb",1
"song, nv (first 7 s), pb",1
"song, nv, call, pb",1
"song, nv, pb",1
"song, pair duet calls",1
"song, partly in flight",1
"song, pb",7
"song, pecking",1
"song, perched bird",1
"song, perched male",1
"song, perhaps duet",1
"song, plastic song",4
"song, plastic song, calls",2
"song, rattle",1
"song, rattle call, chirp call",1
"song, rattles",1
"song, regular and harsh calls",1
"song, rolling call",1
"song, scold",3
"song, series of calls",2
"song, soft calls",1
"song, song (excited version)",1
"song, song (partial)",1
"song, song B",2
"song, song and ""tret"" calls",1
"song, song and bill-snapping",1
"song, song and calls",1
"song, song and calls of a pair",1
"song, song and duet",1
"song, song as alarm",1
"song, song at dawn",3
"song, song chatter",1
"song, song during courtship display",1
"song, song flight",31
"song, song flight followed by song from bushes",1
"song, song flock",1
"song, song from a perch",2
"song, song in duet",1
"song, song in flight",48
"song, song in the flight",1
"song, song mad",1
"song, song or early spring subsong",1
"song, song phrase?",3
"song, song phrases",2
"song, song type",1
"song, song typical  at the autumn",1
"song, song variant",1
"song, song while feeding",1
"song, song?",4
"song, songflight",2
"song, sound from the mating play",1
"song, sound in conflict",1
"song, sound made bij tail feathers",1
"song, sound of wingbeats",1
"song, sound through modified remiges",2
"song, sounds from a roe-deer",1
"song, sounds like ""flute-trill""",1
"song, sounds like 2 birds",1
"song, sounds of wings",2
"song, spec. ""Leier"" motive",1
"song, spec. düdüdü-motive",1
"song, special song",7
"song, special song or call",1
"song, special song?",2
"song, special whistle imitation",3
"song, spel",1
"song, spontaneous song",1
"song, squirrel",2
"song, stiffled song",1
"song, stuttering song",1
"song, sub song?",1
"song, sub-song",2
"song, sub-song;",1
"song, sub-song?",1
"song, subadult male",3
"song, subsong",126
"song, subsong becoming louder to song",1
"song, subsong from a migrant",1
"song, subsong?",112
"song, sweeoo call",1
"song, sweeoo song",1
"song, tail winnowing",2
"song, take off call",1
"song, tamborileo",1
"song, tapping for food",1
"song, territorial call",1
"song, territorial dispute?",1
"song, three to four different calls are found on this recording.",1
"song, tip notes",1
"song, tjip note after trilling S2b",1
"song, tr-song",1
"song, tractor engine",1
"song, tremolo",1
"song, tri-syllabic song",1
"song, trill",9
"song, trilling sound",2
"song, trills",2
"song, trio",1
"song, twitter",2
"song, twitter accompanied by wing fluttering or short flights",1
"song, twittering",1
"song, two birds",1
"song, two birds singing",1
"song, two call types",1
"song, two calls",1
"song, two different calls",9
"song, two different calls.",1
"song, two males",1
"song, two males countersinging",1
"song, two song types",1
"song, two types of song",2
"song, two-part song",2
"song, two-syllable song",1
"song, type ""BE""",2
"song, type-1",1
"song, type-2",1
"song, type-3",1
"song, type-4",1
"song, type-5",1
"song, type-6",1
"song, typical and complex song",1
"song, typical phrase with whistles",1
"song, typical start 2 note but missing trill at end",2
"song, until now never heard, very special  motive",1
"song, untypical song",6
"song, unusal",1
"song, unusual",2
"song, unusual call",1
"song, unusual clicking call",1
"song, unusual song",3
"song, unusual song type",1
"song, variant song",1
"song, variation",4
"song, variation song",2
"song, variations song",1
"song, various calls",2
"song, various different calls",2
"song, various songs",2
"song, very early spring song(?)",3
"song, very odd song !",1
"song, vesper flight song",1
"song, vibrato",1
"song, voc A",1
"song, voces personas",1
"song, voice during courtship display?",1
"song, voice in conflict",2
"song, voice in conflict?",2
"song, voice in flight",1
"song, voice in song competition",1
"song, voice in territorial conflict",1
"song, voice of fledgling",1
"song, voices",1
"song, voices, wind",1
"song, wailing call",1
"song, warm-up",1
"song, water and two dogs running and playing at the beginning.",1
"song, water in BG",4
"song, whee' call",1
"song, wheeps",1
"song, whisper calls",1
"song, whisper song",13
"song, whisper song after 80s",1
"song, whistle",1
"song, whistling song and calls",1
"song, wind",11
"song, wind and rain",1
"song, wing beat",4
"song, wing beats",30
"song, wing clap",2
"song, wing clap flight",1
"song, wing clapping",5
"song, wing flap",3
"song, wing flapping",2
"song, wing flaps",6
"song, wing flaps, wing whirrs",2
"song, wing flash",1
"song, wing flutter",2
"song, wing fluttering",1
"song, wing noise",11
"song, wing noise, at lek",1
"song, wing noise, calls",1
"song, wing rattle",3
"song, wing ring",1
"song, wing snap",1
"song, wing snapping",1
"song, wing snaps",2
"song, wing snaps, male",1
"song, wing snaps, males at lek",1
"song, wing sound",3
"song, wing sounds",7
"song, wing sounds in flight",2
"song, wing sounds, short call",1
"song, wing trill",1
"song, wing whir",2
"song, wing whirr",3
"song, wing whirr at end of cut",1
"song, wing whirrs",9
"song, wing whistle",1
"song, wing whistles",1
"song, wing-beat",1
"song, wing-beats",1
"song, wing-clapping",4
"song, wing-claps",2
"song, wing-flutter noise not sure whether this is from Ruddy-tailed Flycatcher",1
"song, wing-snapping",3
"song, wing-snaps",1
"song, wingbeat of Palumba columbus",1
"song, wingbeats",8
"song, wingbeats in chases",1
"song, wingclaps",2
"song, wingflap",1
"song, wingflutter",2
"song, wings",1
"song, winnowing",10
"song, winnowing sound",1
"song, winter song",3
"song, with an until now never heard very special  motive",1
"song, with imitations",1
"song, with whistlings between song and call",1
"song, with wing flapping",1
"song, wooden ""song""",1
"song, zweeoo call",1
"song,alarm call",1
"song,begging call,juvenile",1
"song,call",118
"song,call, wing sounds",2
"song,call,alarm call,flight call",1
"song,call,alarm call,flight call,male,female",3
"song,call,drumming",1
"song,call,duet",1
"song,call,flight call,begging call,male,female,juvenile",6
"song,call,flight call,male,female",15
"song,call,flight call,male,female,juvenile",12
"song,call,male",3
"song,call,male,female",2
"song,call,male,female,juvenile",1
"song,calls",10
"song,calls in display",1
"song,counter song",1
"song,female",1
"song,flight call",1
"song,juvenile",1
"song,male",49
"song,male,female",7
"song,mechanical",6
"song,nv",1
"song,rattle,call",1
"song,song flight",10
"song,song flight,ultra christalised song (M),call (F)",1
"song,wing sound",1
song-alarm or contact call,1
song-alarmcall,1
song-call,4
song-call-territorial,1
song-call?,1
song-like call,7
song-like call and snarl of 2 birds,1
song-like calls,3
song-like calls of alarmed bird,1
song-like chase calls of 3 birds,1
song-like notes,1
song-like phrase,1
song-part 1,1
song-part 2,1
song. duet?,1
song/Dueto/call,1
song/call,15
song/call from perch,1
"song/call, alarm call",1
song/call/wing beats,2
song/call?,2
song/calls,1
song/calls during migration,1
song/calls in distance,1
song/calls?,1
song/chatter and call,1
song/duet,3
song/duett,1
song/lek,1
song/lekking male,1
song/mecánico,5
song/subsong,2
song:,7
"song: fee-bee, fee-bay",1
song; Social context: colony,32
song; Social context: colony; perform visual display,1
song; Social context: family,50
song; Social context: family; Social context: colony,1
song; Social context: family; establish flock contact,4
song; Social context: herd,1
song; Social context: mixed,90
song; Social context: mixed; Social context: family,1
song; Social context: mixed; establish flock contact,1
song; Social context: troop,4
song; Social context: troop; Social context: mixed,2
song; Stand/Perch,4
song; Syrinx,1
song; advertise,17895
song; advertise; Social context: colony,26
song; advertise; Social context: colony; establish flock contact,1
song; advertise; Social context: colony; perform visual display,3
song; advertise; Social context: family,49
song; advertise; Social context: family; establish flock contact,1
song; advertise; Social context: family; perform visual display,3
song; advertise; Social context: mixed,166
song; advertise; Social context: mixed; establish flock contact,3
song; advertise; Social context: mixed; perform visual display,5
song; advertise; Social context: troop,8
song; advertise; Social context: troop; establish flock contact,2
song; advertise; beg,1
song; advertise; call,5
song; advertise; call; Syrinx; Aggression/defense; contact,1
song; advertise; care for young,11
song; advertise; contact,1
song; advertise; contact; Syrinx; call; Aggression/defense,1
song; advertise; copulate,1
song; advertise; counter singing,3
song; advertise; court,354
song; advertise; court; Social context: colony,1
song; advertise; court; dawn song,1
song; advertise; court; fly,5
song; advertise; court; fly; perform visual display,1
song; advertise; court; forage,7
song; advertise; court; lek,1
song; advertise; court; lek; perform visual display,2
song; advertise; court; mate,1
song; advertise; court; perform visual display,14
song; advertise; dawn song,9
song; advertise; emit alarm,21
song; advertise; emit alarm; Social context: family,1
song; advertise; emit alarm; perform visual display,1
song; advertise; establish flock contact,30
song; advertise; establish flock contact; Social context: mixed,9
song; advertise; establish flock contact; roost,1
song; advertise; establish parent young contact,3
song; advertise; establish parent young contact; emit alarm; Social context: family,1
song; advertise; establish parent young contact; forage,2
song; advertise; fight,4
song; advertise; fly,80
song; advertise; fly; Social context: colony,1
song; advertise; fly; call,1
song; advertise; fly; establish flock contact,1
song; advertise; fly; perform visual display,13
song; advertise; forage,518
song; advertise; forage; Social context: family,3
song; advertise; forage; Social context: mixed,21
song; advertise; forage; Social context: mixed; establish flock contact,4
song; advertise; forage; Social context: troop,1
song; advertise; forage; establish flock contact,6
song; advertise; forage; establish flock contact; Social context: mixed,21
song; advertise; forage; fly,4
song; advertise; forage; perform visual display,11
song; advertise; forage; song,1
song; advertise; forage; whisper,1
song; advertise; lek,74
song; advertise; lek; Social context: colony,1
song; advertise; lek; perform visual display,3
song; advertise; mate,106
song; advertise; mate; Social context: family,1
song; advertise; mate; Social context: troop,1
song; advertise; mate; beg; care for young,2
song; advertise; mate; care for young,1
song; advertise; mate; fly,2
song; advertise; mate; forage,6
song; advertise; mate; perform nest relief,7
song; advertise; mate; perform visual display,1
song; advertise; mob,5
song; advertise; mob; fly,2
song; advertise; perform courtship display; Visual,2
song; advertise; perform visual display,154
song; advertise; roost,3
song; advertise; scold,18
song; advertise; scold; emit alarm,1
song; advertise; scold; perform visual display,1
song; advertise; whisper,25
song; advertise; whisper; Social context: mixed,1
song; advertise; whisper; establish flock contact,2
song; approach,1
song; arrive,1
song; arrive; fly,2
song; arrive; fly; Social context: colony,1
song; be displaced; emit agonistic call,1
song; be displaced; fly,1
song; beg,2
song; beg; Social context: family,1
song; beg; call,1
song; bill snap; mechanical sound,2
song; bill swipes; perch,3
song; build nest,3
song; call,935
song; call; Social context: colony,1
song; call; Social context: family,2
song; call; advertise,87
song; call; advertise; contact,2
song; call; advertise; emit alarm,2
song; call; advertise; establish parent young contact; care for young; Social context: family,1
song; call; advertise; establish parent young contact; scold; Social context: family,1
song; call; advertise; fly,3
song; call; advertise; forage,10
song; call; advertise; forage; whisper,1
song; call; advertise; scold,12
song; call; advertise; scold; Social context: family,1
song; call; advertise; scold; perform visual display,1
song; call; advertise; whisper,1
song; call; approach; perform visual display,1
song; call; beg,4
song; call; bill snap,1
song; call; call; song,1
song; call; contact,5
song; call; copulate,1
song; call; counter singing,9
song; call; counter singing; advertise,1
song; call; counter singing; advertise; mate,1
song; call; counter singing; contact,1
song; call; counter singing; mate; establish parent young contact; care for young,2
song; call; court; advertise,39
song; call; court; advertise; emit alarm,4
song; call; court; advertise; fly,1
song; call; court; advertise; fly; Social context: colony,2
song; call; court; advertise; fly; emit alarm,1
song; call; court; advertise; fly; establish flock contact,2
song; call; court; advertise; scold,3
song; call; court; contact,1
song; call; court; fly,1
song; call; court; mate; advertise,1
song; call; court; mate; advertise; Social context: family; perform visual display,1
song; call; court; mate; beg; perform visual display,1
song; call; court; perform visual display,1
song; call; dawn song,5
song; call; dawn song; advertise,4
song; call; dawn song; court; advertise,1
song; call; duet,7
song; call; duet; advertise,1
song; call; duet; advertise; mate,1
song; call; duet; duet,1
song; call; duet; mate; roost,1
song; call; dusk song; advertise,2
song; call; dusk song; forage,1
song; call; emit agonistic call,1
song; call; emit alarm,8
song; call; emit alarm; fight,1
song; call; establish flock contact,3
song; call; establish parent young contact,1
song; call; establish parent young contact; beg; care for young,1
song; call; establish parent young contact; fly; establish flock contact,1
song; call; fight,1
song; call; fight; perform visual display,1
song; call; flight song,2
song; call; fly,8
song; call; fly; fight,1
song; call; fly; forage,2
song; call; fly; mechanical sound,2
song; call; fly; mechanical sound; mimicry,1
song; call; fly; perch,1
song; call; fly; perform visual display,2
song; call; forage,12
song; call; forage; Social context: family; establish flock contact,1
song; call; forage; establish flock contact,1
song; call; forage; perform visual display,1
song; call; lek; advertise,2
song; call; lek; mate; perform courtship display,1
song; call; mate; advertise,3
song; call; mate; advertise; Social context: family; establish flock contact,1
song; call; mate; establish parent young contact; care for young,1
song; call; mate; fly; establish flock contact,2
song; call; mate; forage; fly,1
song; call; mechanical sound,12
song; call; mechanical sound; advertise; fight,1
song; call; mechanical sound; advertise; scold,1
song; call; mechanical sound; bill drumming,1
song; call; mechanical sound; bill drumming; fight; fly,1
song; call; mechanical sound; bill drumming; forage; establish flock contact,1
song; call; mechanical sound; flush; establish flock contact,1
song; call; mechanical sound; mate; advertise; forage; emit alarm; perform visual display,1
song; call; mechanical sound; perform visual display,1
song; call; mechanical sound; wing flaps,1
song; call; mimicry,4
song; call; mimicry; court; advertise,1
song; call; mimicry; dawn song; advertise,2
song; call; perch,7
song; call; perch; eat,1
song; call; perch; flight song,1
song; call; perch; hop,1
song; call; perch; mimicry,1
song; call; perform courtship display,2
song; call; perform visual display,1
song; call; scold,8
song; call; scold; duet,1
song; call; song,3
song; call; subsong,10
song; call; subsong; bill snap,1
song; call; subsong; build nest,1
song; call; take flight,1
song; call; whisper,3
song; care for young,6
song; care for young; carry food in bill; feed young,1
song; care for young; emit alarm,1
song; carry food in bill; call,1
song; carry nest material; advertise,1
song; chorus,1
song; chorus; advertise,2
song; contact,3
song; contact; advertise,1
song; contact; call,2
song; copulate,3
song; copulate; court; perform visual display,1
song; copulate; court; whisper,2
song; copulate; perform visual display; call; duet,1
song; counter singing,214
song; counter singing; Social context: family,2
song; counter singing; Social context: mixed,1
song; counter singing; advertise,349
song; counter singing; advertise; Social context: family,3
song; counter singing; advertise; Social context: mixed,3
song; counter singing; advertise; emit alarm,1
song; counter singing; advertise; establish flock contact,1
song; counter singing; advertise; establish flock contact; Social context: family,1
song; counter singing; advertise; fly,1
song; counter singing; advertise; forage,1
song; counter singing; advertise; lek,2
song; counter singing; advertise; mate,7
song; counter singing; advertise; mate; fly,1
song; counter singing; advertise; perform visual display,2
song; counter singing; call,1
song; counter singing; court,4
song; counter singing; dawn song,8
song; counter singing; dawn song; advertise,9
song; counter singing; dawn song; duet; mate; advertise,1
song; counter singing; duet,4
song; counter singing; duet; advertise,13
song; counter singing; duet; advertise; Social context: family,1
song; counter singing; duet; mate,1
song; counter singing; establish flock contact,1
song; counter singing; forage,3
song; counter singing; lek; advertise,2
song; counter singing; mate,5
song; counter singing; mate; Social context: family,1
song; counter singing; mate; advertise,1
song; counter singing; perform visual display,1
song; counter singing; whisper,1
song; court,82
song; court; Social context: colony,2
song; court; Social context: family; perform visual display,3
song; court; advertise,369
song; court; advertise; emit alarm,1
song; court; advertise; fly,9
song; court; advertise; perform visual display,1
song; court; advertise; whisper,2
song; court; call,2
song; court; copulate; perform visual display,1
song; court; fly,11
song; court; fly; perform visual display,2
song; court; hover; fly; advertise,1
song; court; lek; perform visual display,1
song; court; mate,10
song; court; mate; Social context: colony,1
song; court; mate; Social context: colony; perform visual display,1
song; court; mate; fly,1
song; court; perform visual display,16
song; dawn song,718
song; dawn song; Social context: family,8
song; dawn song; Social context: family; roost,1
song; dawn song; Social context: troop,2
song; dawn song; advertise,892
song; dawn song; advertise; Social context: family,1
song; dawn song; advertise; Social context: family; establish flock contact,1
song; dawn song; advertise; Social context: mixed,6
song; dawn song; advertise; Social context: mixed; perform visual display,6
song; dawn song; advertise; Social context: troop,1
song; dawn song; advertise; call,1
song; dawn song; advertise; call; fly,1
song; dawn song; advertise; court,2
song; dawn song; advertise; establish flock contact; Social context: mixed,3
song; dawn song; advertise; fly,2
song; dawn song; advertise; fly; perform visual display,2
song; dawn song; advertise; forage,6
song; dawn song; advertise; mate,5
song; dawn song; advertise; perform visual display,13
song; dawn song; advertise; scold; emit alarm,1
song; dawn song; advertise; whisper,2
song; dawn song; counter singing,5
song; dawn song; court,1
song; dawn song; court; advertise,27
song; dawn song; duet,2
song; dawn song; duet; Social context: family,1
song; dawn song; duet; advertise,3
song; dawn song; duet; mate; advertise,3
song; dawn song; establish flock contact,1
song; dawn song; establish flock contact; Social context: mixed,3
song; dawn song; fly,57
song; dawn song; forage,2
song; dawn song; mate; Social context: family,2
song; dawn song; mimicry; advertise,3
song; dawn song; mimicry; subsong; call; advertise,1
song; dawn song; perform visual display,2
song; dawn song; roost,1
song; dawn song; roost; establish flock contact,1
song; dawn song; song,2
song; dawn song; whisper,2
song; depart,3
song; depart; advertise,3
song; depart; arrive; Social context: colony; Social context: mixed,1
song; depart; arrive; Social context: mixed; Social context: colony,1
song; depart; call; perch,1
song; depart; forage,1
song; depart; perch,2
song; depart; perform visual display,1
song; depart; preen; perch,1
song; displace; emit agonistic call,1
song; duet,516
song; duet; Social context: family,5
song; duet; Social context: family; establish flock contact,4
song; duet; Social context: mixed,5
song; duet; advertise,359
song; duet; advertise; Social context: family,3
song; duet; advertise; Social context: mixed,2
song; duet; advertise; Social context: troop,2
song; duet; advertise; court,1
song; duet; advertise; court; mate,1
song; duet; advertise; establish flock contact,2
song; duet; advertise; forage,3
song; duet; advertise; mate,47
song; duet; advertise; mate; emit alarm,2
song; duet; advertise; mate; fly,1
song; duet; advertise; mate; forage,2
song; duet; advertise; mate; perform visual display,3
song; duet; advertise; perform visual display,6
song; duet; call,2
song; duet; care for young,1
song; duet; contact,1
song; duet; copulate; court; advertise,1
song; duet; counter singing,7
song; duet; counter singing; advertise,7
song; duet; court,3
song; duet; court; advertise,1
song; duet; court; mate,1
song; duet; court; perform visual display,2
song; duet; dawn song,4
song; duet; dawn song; advertise,2
song; duet; dawn song; mate,1
song; duet; emit alarm,1
song; duet; establish parent young contact; Social context: family,1
song; duet; establish parent young contact; beg; care for young,1
song; duet; fly,2
song; duet; forage,4
song; duet; forage; Social context: family; establish flock contact,2
song; duet; forage; establish flock contact,2
song; duet; lek; Social context: troop,1
song; duet; mate,27
song; duet; mate; Social context: family,2
song; duet; mate; advertise,13
song; duet; mate; advertise; Social context: family,1
song; duet; mate; advertise; forage,2
song; duet; mate; advertise; forage; Social context: family,2
song; duet; mate; emit alarm,1
song; duet; mate; fly,1
song; duet; mate; forage,1
song; duet; mate; perform visual display,2
song; duet; perform visual display,9
song; duet; scold,1
song; duet; scold; call,1
song; dusk song,40
song; dusk song; Social context: troop; establish flock contact,1
song; dusk song; advertise,122
song; dusk song; advertise; Social context: mixed,6
song; dusk song; advertise; Social context: troop,1
song; dusk song; advertise; fight,1
song; dusk song; advertise; fly,1
song; dusk song; advertise; forage,3
song; dusk song; advertise; forage; Social context: mixed,1
song; dusk song; advertise; perform visual display,1
song; dusk song; advertise; roost,3
song; dusk song; advertise; whisper,1
song; dusk song; counter singing; advertise,1
song; dusk song; counter singing; advertise; roost,1
song; dusk song; duet,1
song; dusk song; duet; advertise,1
song; dusk song; duet; advertise; mate,1
song; dusk song; fly,1
song; dusk song; fly; court,1
song; dusk song; mate; advertise,1
song; dusk song; roost,2
song; dusk song; roost; Social context: family,1
song; eat,1
song; emit alarm,25
song; emit alarm; Social context: colony,1
song; emit alarm; Social context: colony; perform visual display,1
song; emit alarm; Social context: family,2
song; emit alarm; call,3
song; emit alarm; scold,1
song; emit alert call,1
song; establish flock contact,32
song; establish flock contact; Social context: family,1
song; establish flock contact; Social context: mixed,5
song; establish parent young contact,4
song; establish parent young contact; Social context: family,2
song; establish parent young contact; beg,1
song; establish parent young contact; beg; care for young,1
song; establish parent young contact; beg; perform visual display,1
song; establish parent young contact; care for young; Social context: family,1
song; establish parent young contact; forage,1
song; exit nest cavity,1
song; feed young; beg; call,1
song; fight,8
song; fight; Social context: family,2
song; fight; call,1
song; fight; fly; perform visual display,1
song; fight; forage; fly,1
song; fight; perform visual display,2
song; flight song,16
song; flight song; fly,1
song; flight song; forage; fly,1
song; flight sound,1
song; flight sound; fly; mechanical sound,1
song; flock; call; forage,1
song; flush,4
song; flush; advertise; fight,1
song; fly,129
song; fly; Social context: colony,25
song; fly; advertise,29
song; fly; advertise; call,2
song; fly; advertise; court,2
song; fly; advertise; court; perform visual display,2
song; fly; advertise; forage,1
song; fly; advertise; forage; establish flock contact,1
song; fly; advertise; perform visual display,2
song; fly; arrive,1
song; fly; call,3
song; fly; depart,1
song; fly; dusk song; advertise,1
song; fly; establish flock contact,4
song; fly; flight sound,1
song; fly; flight sound; mechanical sound,1
song; fly; forage,1
song; fly; land,1
song; fly; mate; advertise,1
song; fly; mechanical sound; flight sound; call,1
song; fly; perch,6
song; fly; perch; advertise; court,1
song; fly; perch; forage,2
song; fly; perform courtship display,2
song; fly; perform visual display,11
song; fly; perform visual display; flight song,1
song; fly; sit on nest; call,1
song; forage,476
song; forage; Social context: family,16
song; forage; Social context: family; establish flock contact,3
song; forage; Social context: family; establish flock contact; Social context: mixed,3
song; forage; Social context: mixed,21
song; forage; Social context: mixed; establish flock contact,3
song; forage; Social context: troop; Social context: mixed,1
song; forage; advertise,6
song; forage; call,2
song; forage; court; advertise,1
song; forage; emit alarm,1
song; forage; establish flock contact,15
song; forage; establish flock contact; Social context: mixed,2
song; forage; fly,4
song; forage; hop,1
song; forage; mechanical sound,2
song; forage; mechanical sound; fly; call; fly,1
song; forage; perch,2
song; forage; perch; fly,1
song; forage; perform visual display,1
song; forage; take flight,1
song; forage; whisper,4
song; hop,3
song; hop; collect nest material,2
song; hop; fly,1
song; incubate,3
song; incubate; Social context: colony,2
song; lek,89
song; lek; advertise,54
song; lek; advertise; court,2
song; lek; advertise; fly; perform visual display,3
song; lek; advertise; perform visual display,1
song; lek; call; mechanical sound; advertise; court,1
song; lek; court,3
song; lek; perform courtship display,1
song; lek; perform visual display,10
song; lek; scold,1
song; mate,64
song; mate; Social context: colony,1
song; mate; Social context: family,6
song; mate; Social context: family; establish flock contact,4
song; mate; advertise,41
song; mate; advertise; Social context: mixed,3
song; mate; advertise; establish parent young contact; court,1
song; mate; advertise; establish parent young contact; forage; Social context: family,1
song; mate; advertise; fly,1
song; mate; advertise; forage,7
song; mate; advertise; forage; Social context: mixed; establish flock contact,2
song; mate; advertise; perform nest relief,3
song; mate; advertise; scold,1
song; mate; advertise; whisper,1
song; mate; beg,1
song; mate; beg; Social context: family,1
song; mate; court,4
song; mate; court; emit alarm,1
song; mate; court; fly,1
song; mate; emit alarm,1
song; mate; establish flock contact,1
song; mate; establish parent young contact; care for young,6
song; mate; establish parent young contact; forage; Social context: family,1
song; mate; fly,4
song; mate; forage,8
song; mate; perform nest relief,1
song; mate; perform visual display,14
song; mate; scold,1
song; mate; whisper,2
song; mechanical sound,31
song; mechanical sound; advertise,56
song; mechanical sound; advertise; forage,4
song; mechanical sound; advertise; lek,1
song; mechanical sound; advertise; lek; perform visual display,1
song; mechanical sound; bill drumming,1
song; mechanical sound; bill snap; call,3
song; mechanical sound; court; advertise,1
song; mechanical sound; court; perform visual display,2
song; mechanical sound; depart; advertise,1
song; mechanical sound; dusk song; advertise,1
song; mechanical sound; fly,2
song; mechanical sound; fly; call; subsong; roost; establish flock contact,1
song; mechanical sound; lek,2
song; mechanical sound; mate; advertise,3
song; mechanical sound; mimicry; advertise; Social context: colony; establish flock contact,1
song; mechanical sound; perform courtship display,2
song; mechanical sound; perform courtship display; vocalize,1
song; mechanical sound; stridulate,500
song; mimicry,112
song; mimicry; Social context: colony,1
song; mimicry; Social context: mixed,1
song; mimicry; advertise,83
song; mimicry; advertise; Social context: colony,3
song; mimicry; advertise; Social context: colony; perform visual display,1
song; mimicry; advertise; Social context: family,1
song; mimicry; advertise; court; perform visual display,1
song; mimicry; advertise; forage; whisper,2
song; mimicry; advertise; mate,1
song; mimicry; advertise; perform visual display,1
song; mimicry; advertise; scold,1
song; mimicry; advertise; whisper,2
song; mimicry; mate,2
song; mimicry; mimicry,1
song; mimicry; perch; fly,1
song; mimicry; perform visual display,2
song; mimicry; roost,1
song; mimicry; subsong,1
song; mimicry; whisper,2
song; mob,1
song; mob; emit alarm,1
song; mob; fight; perform visual display,1
song; orient,1
song; perch,778
song; perch; Syrinx,1
song; perch; bill swipes,1
song; perch; call,7
song; perch; call; take flight,1
song; perch; counter singing,1
song; perch; defecate,3
song; perch; depart,1
song; perch; fly,4
song; perch; hop,1
song; perch; mimicry,1
song; perch; mimicry; defecate; take flight,1
song; perch; mimicry; flight song; fly,1
song; perch; peck; ruffle,1
