waterbody,reps
Gullskåran,4
Gulltjenn,29
Gullträsket,5
Gullungen,16
Gully Creek,4
Gully Creek bog,2
Gulma,1
Gulpdal (river),12
Gulpen (source),1
Gulsjön,19
Gulten,14
Gulu River (river),1
Gum Branch,2
Gum Creek,55
Gum Gum R.,2
Gum Slough,1
Gum Springs,3
Gum Swamp,2
Gum Swamp Creek,12
Gum Swamp Creek trib,2
Gum Swamp trib,4
Gum-Gum R.,5
Gum-Gum River,3
Gummarksträsket,32
Gummetorpasjön,10
Gumsnästjärnen,2
Gumtjärnen,15
Gun Beach (beach),6
Gunbjörbysjön,12
Gunbottom Creek,1
Gunda,2
Gundlebosjön,53
Gunnahemssjön,8
Gunnamatta Bay,2
Gunnamatta Bay (bay),6
Gunnarsbotjärnen,3
Gunnarsbytjärn,6
Gunnarsbyträsket,14
Gunnarsjön,33
Gunnarstjärn,13
Gunnarstjärnen,8
Gunnarstorpagölen,4
Gunnarvattnet,9
Gunne,39
Gunnern,44
Gunneröd Vatten,3
Gunnerödvatten,4
Gunnison R.,4
Gunnison R./Uncompahgre R.,1
Gunnison River,3
"Gunnison River, Colorado River",3
Gunnison/Uncompahgre Delta,2
Gunnustjärnen,4
Gunong Pulai,5
Gunpowder Creek,1
Gunpowder R.,4
Gunpowder River - Chesapeake Bay,13
Gunpowder River trib,1
Gunsa (forest litter ;  bosstrooisel ; litière forestière),1
Guntersville Lake - Tennessee River - Ohio River,1
Gunzenach,5
Guoblejaure,3
Guodelisjaure,4
Guodunjaure,6
Guolehisjavri,4
Guoletsijaure,1
Guoletsjaure,17
Guopasjaure,5
Guoptje,2
Guoptsejaure,3
Guortesjaure,13
Guotelejaure,97
Guoudelisjaure,3
Guoutejaure,9
Guoutelesjaure,2
Guoutelisjaure,2
Guoutelisjauretje,3
Gura Dobrodgei,1
Gurara,11
Gurdtjärnen,2
Gurisvatnet,29
Gurken,13
Gurkey Creek,1
Gurley Creek,4
Gurua R.,1
Guryder,1
Gusdalsvatnet,29
Gusjauretje,1
Gusjön,12
Gusmmorjávri,29
Gussarvshyttesjön,18
Gussjön,18
Gussjötjärnen,6
Gustavia Bay,1
Gusung (bank(s)),2
Gutenbach,35
Guthrie Lake,6
Guttajaure,2
Guttasjön,8
Gutter Rock Creek,12
Gutturu De Ponti,2
Gutturu Mannu,25
Guttusjön,42
Guy Sandy Creek,13
Guyandotte,1
Guyandotte R.,37
Guyandotte River,10
Guyon Moore Creek,2
Gvalsjön,3
Gvardisträsken,4
Gvorrsjön,23
Gwai,1
Gwangi,1
Gwda,368
Gwen River,1
Gwidir River,6
Gwydir River,1
Gwynn River,5
Gyamda Chu,1
Gyllingen,4
Gylsboda Gyl,4
Gylsjön,8
Gyltigesjön,10
Gylvatnet,29
"Gyorakuji Basin (<watercourse,  west of <Higashioobori-gawa River<Iio-gawa River<Akui-gawa River<Yoshino-gawa River)",3
Gyoran-gawa River,3
Gypsum Creek,55
Gypsy Cove (cove(s)),2
Gysen,11
Gysjön,7
Gysstjärnen,10
Gyvatnet,1
Gzówka,7
G¿ar Lapsi (cove(s)),2
GÃ¶ta Ã¤lv,1
Gành Rái (bay),1
Gátterjávri,29
Gädd-Mjösjön,57
Gäddbäcksundet,28
Gäddegölen,12
Gäddesjö,10
Gäddesjön,6
Gäddetjärn,4
Gäddetjärnen,10
Gäddetjärnet,14
Gäddevattnet,22
Gäddgölen,6
Gäddhån,5
Gäddsjöbleriken,2
Gäddsjön,55
Gäddtjärn,19
Gäddtjärnarna,11
Gäddtjärnen,387
Gäddtjärnet,10
Gäddträsket,73
Gäddvattnet,41
Gädgaureh H.814,2
Gäilajaure,1
Gälkhyttedammen,10
Gällarpesjön,1
Gällingen,13
Gällsjön,46
Gällsmyrtjärn,10
Gällstasjön,14
Gälvsjön,2
Gänsen,65
Gäntjärnet,10
Gärdefjärden,23
Gärdessjö,30
Gärdessjön,21
Gärdestjärnen,1
Gärdetjärn,2
Gärdsjön,101
Gärdsjötjärnen,28
Gärdsjööga,6
Gärdsmarksträsket,27
Gärdsträsket,2
Gäringsjön,22
Gärrimjaure,2
Gärsjön,10
Gärstjärnen,3
Gärtitzer Bach (Freiberger Mulde),7
Gärtsjön,10
Gäsan,6
Gäsjön,4
Gässjön,5
Gässlingen,6
Gässtjärnarna,1
Gässtjärnen,6
Gäuta,73
Gäven,3
Gävundsjön,27
Gåbdok,72
Gåbrek,3
Gådalsvatnet,29
Gådaträsket,16
Gålbergstjärnen,2
Gåldajavri,1
Gålgotjärnen,4
Gålsjön,46
Gåltjärnen,1
Gålvattnet,10
Gålåvatnet,29
Gåpjávrre,29
Gåran,8
Gårbarken,3
Gårdhån,10
Gårdsjön,142
Gårdsrudtjärnet,4
Gårdstjärnen,2
Gårdstjärnet,6
Gårdsvatnet,29
Gårdsvattnet,4
Gårdsåstjärnet,16
Gårdtjärnarna,16
Gårdtjärnen,71
Gårdvikssjön,41
Gåren,12
Gårmsjön,5
Gårmyrtjärn,3
Gårtjärn,10
Gårtjärnet,8
Gårälgen,7
Gåsavatnet,30
Gåsbosjön,14
Gåsen,16
Gåsetjärnen,6
Gåsevatnet,29
Gåsloa,29
Gåstjärnarna H.669,10
Gåstjärnen,150
Gåsvattnet,12
Gåtjen,1
Gåvaträsket,10
Gåxsjön,4
Gérompont (),1
Gólfo de Nápoles,3
Górna Solinka,19
Górnianka,2
Górnianka (Opatówka),25
Göflån,12
Göksjön,32
Göktjärnen,1
Gölasjöarna,2
Gölasjön,8
Gölen,1
Gölesjön,7
Göljåsjön,1
Gölsjön,10
Göltzsch,31
Gömmaren,4
Göptjärn,1
Göringsjön,5
Görjemyrtjärn,4
Görnitzbach,1
Görnitzbach (Weiße Elster),4
Görstjärnen,3
Görviksjön,11
Gösel,29
Göselbach (Neue Gösel),38
Gösingen,7
Gösjö,7
Gösjön,59
Göteborgstjärnen,6
Götesjön,24
Götsjön,14
Götsjötjärnarna H 247.0,1
Götsjötjärnarna H246.0,1
Göwe,30
Gøllaustjønna,29
Güllerbach,50
Gürzenicher Bach,34
Gütenbach,22
Gęsia,5
Głomia,141
Głuchy,7
"Główczycki Strumień (Główczycki Strumyk, Główczycka Struga)",6
Głęboki,3
Głęboki Rów,5
H les River,1
HAAGBEEK,240
HALF MOON BAY,4
HALFWAY LAKE,412
HAMONTERBEEK,33
HANAUMA BAY,1
"HANCOCK, LAKE",18
HANDZAMEVAART,1369
HANGMAN CREEK,1
HANGMAN'S CREEK,2
HARBOR,1
HARINGEBEEK,1
"HARNEY, LAKE",42
HARPETH RIVER,6
HARRINGTON SOUND,1
"HARRIS, LAKE",62
HATCHIE RIVER-MISSISSIPPI,2
"HATCHINEHA, LAKE",161
HAVENDOK,46
HAWKSBILL CREEK,1
HEERLESE LOOP,111
HEIDEBEEK,764
"HELLEN BLAZES, LAKE",120
HERENDUN BAY,1
HERK,3493
HERKEBEEK,606
HERKEY CR.,2
HERNANDO POOL,113
HERTSBERGEBEEK,308
HEULEBEEK,157
HILLSBOROUGH RIVER,95
HILO BAY,1
"HILO BAY, EASTERN CENTRAL",3
HILO RIV.,1
HINE'S CREEK,1
HINES' AND BULL RUN CREEK,1
HITOTSUSE RIVER,2
HIUCHI NADA,1
HOAGLIN CREEK,2
HOEKEVAART,141
HOL'S RIVER,2
HOLEY LAND WMA-GUESS!!!,14
HOLLANDERSGATKREEK,216
HOLLEBEEK,612
HOLLENBECK RIVER,1
HOLLY CREEK,17
HOLLY LAKE,94
HOLMES CREEK,644
HOLSTEIN RIVER,9
HOLSTON RIVER,23
HOLSTON RIVER-TENNESSEE R,9
HOLVENLOOP,133
HONEY CREEK,16
HONEYHOLE,9
HONSHU,3
HOOFDSLOOT,468
"HOPE R., upper true left.",1
HORSEHEAD CREEK,20
HORSTGATERBEEK,58
HOT SPRINGS,1
HOUMECK BAY,1
HOUSATONIC DRAINAGE,17
HOUSATONIC RIVER,207
HOUTENSLUISVAART,8
HOUWERSBEEK,45
HOWARD RIVER,9
HUAY CHEE,2
HUAY KHA KHAENG,2
HUAY MAI TI,2
HUDSON BAY,9
HUDSON BAY-WESTERN NORTH,1
HUDSON RIVER,1137
HUDSON RIVER - UPPER NEW,14
HUMBOLDT BAY,7
HUNDRED & TWO RIVER,1
HUNTER CREEK,7
HUNTER RIVER,6
HUNTER'S CREEK,4
HUON GULF,8
HURON R.,1
HURON RIVER,72
HURON RIVER-LAKE ERIE,2
HURRICANE CREEK,26
HURRICANE LAKE,64
HUSDON RIVER,9
HUTT RIVER,1
HUTTEBEEK,85
HUTTENSONDERSLOOT,28
HWANG HO RIVER (= YELLOW),46
HWANGHO (= YELLOW) RIVER,14
HWANGHO (YELLOW) RIVER,82
HaHa Lake,1
Haapu Bay,12
Haarbach,318
Haarneskojärvi,1
Haarrere,29
Haarterheide (),1
Haast,1
Haast R,94
Haast River,2
Hab River,1
Habakjaure,1
Habayaba,1
Habborstjärnen,4
Habosjön,4
Habu Bay,1
Hacchyodani-gawa River(<Miya-gawa RiverUchitani-gawa River<old Yoshino-gawa River<Yoshino-gawa River),6
Hachers Run Creek,6
Hachijo I.,5
Hachinohe-gawa River(<E-gawa River),3
Hachiro-gawa River,3
Hachirogata,1
Hackberry Creek,4
Hackensack R.,75
Hackney Creek,2
Hackningetjärn,6
Hacksjön,28
Hackstenstjärn,20
Hacktjärnarna,3
Hacktjärnen,5
Hackåstjärnen,4
Hadeija,45
Hadhramout (Hadramawt),1
Haditah,1
Hadramut,5
Hadzhiiska,6
Haehl Cr.,1
Haeju Bay,1
Haferbach,46
Haffensche Landwehr,101
Haffensche Ley,15
Haffstafjärden,15
Hafsen,17
Haftersjön,19
Hafun Bay (bay),1
Hafuro (swamp),1
Hagarnetjärn,14
Hagasjön,41
Hagavatnet,29
Hagbysjön,11
Hage-gawa River(<Niyodo-gawa River),1
Hage-gawa River<Niyodo-gawa River,5
Hagebyträsk,5
Hagelsjön,10
Hagelstorpsgöl,3
Hagenau Hagenbach,60
Hagenbach,417
Hagesjön,3
Hagetjärn,14
Hagetjärnen,13
Hagetjärnet,16
Haggen,13
Haggölen,10
Hagood Creek,4
Hagshultagölen,5
Hagsjön,25
Hagsvarten,4
Hagtjärn,38
Hagtjärnen,22
Hagtjärnet,12
Hague Cr.,1
Hagvatnet,29
Haha-gawa River,1
Haha-gawa River(<kaifu-gawa River),2
Haha-gawa River(<tributary of kaifu-gawa River),1
Haha-gawa River(tributary of kaifu-gawa River),2
Haha-gawa River<kaifu-gawa River,23
Hahajima Bay,1
Hahnenbach,19
Hahnenseybach;,11
Hahnwiesenbach,26
Haida Gwaii,1
Haie St. Nicolas (well),1
Haigata-gawa River,56
Haigerbach,102
Haigh Quarry,1
Haiju-Rautujärvi,1
"Haikata-gawa River,  Urampichi Bay",2
Hain (river),2
Hainbach,37
Hainerbach,74
Haines Creek,1
Hair Creek,1
Haji-gawa River (<Yura-gawa River),4
Hajiokawa River mouth,2
Hakahetau Bay,1
Hakalamm,10
"Hakamagoshi, Sakurajima, Kagoshima Bay(Marine)",47
Hakana Bay,1
Hakata Bay,23
Hakata Bay Nishiimazu Bay,1
Hakatjärnen,96
Hake of Two Rivers (confluence),2
Hakerudstjärnen,20
Hakesbach,35
Hakkloa,29
Hakodadi Bay,3
Hakodate Bay,17
"Hakodate Bay, Tsugaru Channel",75
Hakodate-Bay,2
Hakozaki Beach,5
Hakozaki fish market,4
Hakui-gawa River,3
"Hakui-gawa River System,  Ninu-gawa River",5
Hakuta-gawa River,1
Hal (pond),1
Halamahera Sea,4
Halawakee Creek - Chattahoochee River - Apalachicola River,16
Halblech,15
Haldane Est,1
Hale Creek,5
Halen (),1
Haley Creek,7
Half Moon Bay,77
Half Moon Bay (bay),8
Half Moon Creek (stream),1
Half Moon Lake,2
Half- Moon Bay,2
Half-Moon Bay,3
Halfday Creek,20
Halfmoon Lake,23
Halfmoon Reef (reef),1
Halfway Creek,15
Halfway Lake,3
Halfway R.,2
Halfway River,2
Halicz,10
Halicz (potok Halicz),10
Halifax Bay,35
Halifax Harbour,39
Halifax Harbour (harbor(s)),1
Halifax River,3
Hall Creek,17
Hall Lake,1
Hall Springs,6
Hallangen,29
Hallaren,5
Hallasjö,3
Hallasjön,36
Hallbosjön,15
Halle (stream),16
Halle (undefined),8
Hallebach,70
Hallebysjön,10
Hallerbeek (source),10
Halley (bay),16
Halley Bay,2
Halls Creek,39
Halls Creek (stream),1
"Halls Creek, unnamed tributary",10
Halls Marsh Run,5
Halls Mill Creek,483
Hallsjön,41
Hallstutjärnen,2
Halltjärnen,29
Hallvardsvatnet,29
Hallången,11
Halmaal (),1
Halmahara Sea,1
Halmaheira (isle),2
Halmahera Sea,10
Halmsjön,4
Halmten,6
Halsebosjön,7
Halsjön,20
Halsjøen,29
Halstead Bayou,80
Halstjärn,13
Halstjärnen,2
Halswell R,90
Halswell River,123
Halterbach,50
Haltiojärvi,9
Haltussvatnet,29
Halvarsnoren,12
Halvarstjärnen,6
Halvfaretjärnen,5
Halvorsjön,2
Halvortjønna,29
Halvpundtjärnen,2
Halvtron,19
Halvvägstjärnen,10
Halörsgraven,2
Ham-sur-Heure-Nalinnes (),1
"Hama, Ariake Sea",5
Hamada River,5
Hamada-gawa River,3
Hambach,27
Hambantota (pool(s)),2
Hamble,10
Hamburg (seaport),4
Hamby Branch,3
Hamby Creek,7
Hamby's Bay,3
Hamelbach,84
Hamelin Bay (bay),1
Hamelin Creek,1
Hamer Creek,1
Hamerenne (fosse),1
Hami-gawa River,4
Hamilton Branch,1
Hamilton County State Lake,5
Hamilton Lake,20
Hammardammen,6
Hammaren,46
Hammaretjärnen (ö),4
Hammarforsens Dämn.omr.,17
Hammarsjökutten,1
Hammarsjön,72
Hammarsjötjärnarna,9
Hammarstjärnen,4
Hammartjärn,10
Hammartjärnen,23
Hammartjärnet,2
Hammartjørnet,1
Hammbach,185
Hammer Bach,53
Hammerbach,43
Hammergraben,36
Hammergraben (Husnitzka),19
Hammerumssjön,2
Hammervatnet,29
Hammocks Beach,4
Hammonasset R.,1
Hammonasset River,1
Hammond Bay,1
Hammonton Creek,1
Hamnarydssjön,5
Hamnevattnet,9
Hamney Creek,1
Hamont (),1
Hampgölen,4
Hampsjön,4
Hampsynktjärnen,2
Hamptjärn,2
Hamptjärnen,77
Hampton Creek,13
Hampton Roads,2
Hampton Shoal,1
Hamratjärnen,12
Hamrebodtjärnen,11
Hamrångefjärden,70
Hams Fork R.,7
Hamstasjön,6
Hamstergraben,12
Han (stream),1
Han Basin (Korea),4
Han River,1
Han-sur-Less (),4
Hana Hevane Bay,1
Hanalei Bay,2
Hanalei River,1
Hanamatha Vanka Cr.,1
Hanangervatnet,29
Hanase-gawa River(<Osu-gawa River),1
Hanauma Bay,7
Hancock Creek,1
Handalsvatnet,29
Handbach,65
Handlevatnet,1
Handsjön,18
Handskesjö,7
Handsketjärnen,10
Handsksjön,6
Handstjärnen,15
Hane-gawa River,5
Haneji Bay,1
Haneji Inland Sea,23
Haneji-naikai,3
Hanejinaikai,6
Hanela,1
Hanesjön,11
"Hanetsuki River, tributary of Sendai River, Yamano(Freshwater)",32
Haney Cr.,1
Hanfbach,516
Hang Kettle Creek,9
Hangasjärvi,8
Hangelsbach,95
Hanging Dog Creek,5
Hanging Moss Creek,111
Hangingstone River,16
Hanh (lake),3
Hanhijaure,10
Hanhultasjön,4
Hanka (Hanna),31
Hanketjärn,4
Hanketjärnet,4
Hanks Creek,2
Hanlan Creek,2
Hann,3
Hann (bay),5
Hanna Creek,13
Hannacksjön,2
Hannah Creek,6
Hannahs Creek,1
Hannas Lake,1
Hannibal Bank,1
Hannsjön,9
Hannukanjärvi,2
Hanoi (fishpond),2
Hans Bay,1
Hans-Jotjärnen,2
Hansa (bay),225
Hansa Bay (bay),1704
Hansebotjärnet,49
Hansehultesjön,4
Hansen Creek,7
Hanshagener Bach,13
Hansjön,12
Hansmyrtjärn,1
Hante (affluent ; zijrivier ; tributary),5
Hantjärn,6
Hanubby Creek,16
Haparapara R,23
Hape S,4
Hapotami R.,1
Happy Valley,4
Hapträsket,2
Hapuka R,3
Hapuku R,9
Hapuku River,9
Hara-usu,1
Harago (bay),2
Haraki Gulf,1
Haralden,1
Haraldsjön,12
Haraldstjärnen,1
Harao Bay,5
Harataunga S,87
Haratjärnen,11
Haravatnet,29
Harbach,52
Harberton Harbor (harbor(s)),1
Harbotjärnen,6
Harchies (),2
Hard Cash Lake,6
Hard Labor Creek - Altamaha River,5
Hardangerfjord,406
Hardangerfjord (fjord),4
Hardap Dam,7
Hardee Creek,1
Hardenberger Bach,124
Hardison Mill Creek,1
Hardisty Creek,3
Hardtbach,438
Hardware R.,24
Hardwicke Bay (bay),4
Hardwicks Bay,1
Hardy Bay,41
Hardy Creek,17
Hardy Stream,1
Hardys Creek,2
Harefjorden,42
Haresjön,17
Harestuvatnet,29
Hargrove Creek,1
Hargsjön,19
Hari-rud,1
Haria Bay,1
Harieokawa River,1
Harima-Nada Sea,1
Harima-Nada(<Seto Inland Sea ),1
Harima-Nada<Seto Inland Sea,176
Harima-nada Sea,10
Harkvattnet,79
Harland Creek,1
Harlands Creek,1
Harlosh (),1
Harlow Creek trib,1
Harmanliiska,10
Harmon's Creek,1
Harmony Creek,2
Harnetts C,1
Harney Pass,1
Haro Strait,60
"Haro Strait, Strait of San Juan de Fuca, North Pacific Ocean",1
Haromi-Lusita river junction (confluence),3
Harper Creek,5
Harpeth R.,117
Harpeth River,34
Harpeth River - Cumberland River - Mississippi River,20
Harpsjön,14
Harpsundssjön,21
Harrbotjärnen,3
Harrbäckstjärnen,4
Harre (spring(s)),1
Harrejaure,55
Harrekutjaure,4
Harreluobbalah,6
Harriet River,1
Harrijaure,11
Harrijärvi,10
Harrin Creek,1
Harrington Sound,36
Harris Creek,31
Harris Creek trib,1
Harris Lake,1
Harris Pond,1
Harris R.,1
Harrisburg Creek - Chattooga River - Coosa River,3
Harrison Bayou,1
Harrison Lake,1
Harrison R.,3
Harrison River,1
Harrison Sound,1
Harrok,2
Harrokjaure,3
Harrselet,12
Harrsjöhån,3
Harrsjön,89
Harrsjøen,29
Harrtjärnarna,4
Harrtjärnen,10
Harrträsket,4
Harrviksjön,21
Hars Creek,17
Harscheider Bach,57
Harsjön,42
Harsjøen,29
Harstadsjøen,29
Hart Lake,1
Hart Spring,3
Hartbeespoortdam,1
Hartenbos Baai (bay),1
Hartfield Creek,1
Hartjärnen,5
Hartley Lake,1
Hartness Bog,1
Harts C,34
Harts Mill Run,1
Hartsjön,26
Harttjärnen,10
Hartwell Reservoir - Savannah River,1
Hartz River (stream),1
Haruki River,19
Harvalandsvatnet,29
Harverson Mill Creek,1
Harvey,3
Harvey Bay,1
Harvey Bay (bay),1
Harvey Creek,9
Harvey River,2
Has R.,1
Hase,438
Hase-gawa River(<Sonose-gawa River),1
Hasebackevattnet,3
Hasegawa River,1
Haselbach,110
Haselbach (Pulsnitz),8
Haselbach (Saidenbach),10
Haselberg-Straßenteich,1
Hasenbach,76
Haseråssjön,17
Hashibetsu-gawa River,1
Hashikure-gawa River,1
Hashpuckney Creek,1
Hashugua Creek,32
"Hashugua Creek, tributary",22
Hashuqua Creek,112
"Hashuqua Creek, unnamed tributary",13
Hasketts Creek,9
Haslingerbach,24
Hasper Bach,100
Hassayampa River,5
Hasse Lake,62
Hasselasjön,12
Hasselbach,233
Hasselbacke-Långtjärnen,10
Hasselbacketjärnet,6
Hasselborg Lake,1
Hasselsjön,17
Hasselt (pond),7
Hassi Isser (well),2
Hassi el Blidah (well),2
Hastings Creek,2
Hastings Lake,9
Hastings Slough,1
Hastière (river),9
Hastière (undefined),3
Hasu-ike Pond,1
"Hasunam-river,  Namhan-river sys",4
Hasuqua Creek,18
Hat Cr.,3
Hat Creek,14
Hata-gawa River,4
Hata-gawa River(<Katsuura-gawa River),1
Hata-gawa River?,3
Hatada-gawa River(<Kuwano-gawa River<Naka-gawa River),1
Hataoka-gawa River,4
Hatch Cr.,1
Hatch Creek,1
Hatchechubbee Creek - Apalachicola River,17
Hatchechubbee Creek - Chattahoochee River - Apalachicola River,1
Hatchers Run,2
Hatchery Creek,1
Hatchet Cr.,1
Hatchet Creek,46
Hatchet Creek - Coosa River - Alabama River,1
Hatchett Creek,8
Hatchie,1
Hatchie R.,78
Hatchie River,248
"Hatchie River, tributary",8
Hatea R,73
Hatea River,177
Hatemata-gawa(<Kumode-gawa River),1
Hateruma I.,16
Hatfields Beach,2
Hathorn Sound,14
Hatlesteinsvatnet,29
Hatlingvatnet,29
Hatochi-gawa River,8
Hatsuo-gawa River<Sumoto-gawa River,1
Hatsusegawa River,2
Hatsutanigawa River,6
Hattatjärn,4
Hatten,5
Hatteras Island,1
Hatters B,3
Hattie Creek,2
Hattjørna,1
Hattnijaur,7
Hatto-gawa River(<Kuji-gawa River),1
Hattori River,3
Hattori-gawa River(<Yodo-gawa River),4
Hattsjö-Röjdtjärnen,1
Hattsjön,3
"Hatuki River tributariy of Sendai River System, Kanehada(Freshwater)",19
Hatzbach,44
Hatzic Lake,6
Hau Träsk,7
Hauani Creek,53
Hauarahi S,23
Hauck Pond,2
Haugatjønna,29
Haugertjernet,29
Haugesjø,29
Haugestadvannet,29
Haughton River,1
Haughton river (river),2
Hauglandstjørna,29
Hauglandsvannet,29
Hauglandsvatnet,58
Haukalivatnet,34
Haukaure,2
Haukelandsvatnet,29
Haukesjø,29
Haukijärvi,18
Haukomvatnet,5
Hauktjørna,1
Haukträsket,7
Haukvatnet,29
Haukåsvatnet,29
Haulover Bay,1
Haunama Bay,1
Haune,159
Hauone S,11
Hauparua In,1
Hauptgraben,56
Hauptwaesserung,12
Hauptwässerung,40
Hauraki Glf,1
Hauraki Gulf,252
Hauraki Gulf (gulf),33
Haustein,3
Haustenbach,27
Haustsætertjønnet,29
Haut Orénoque (river),8
Haut Var (basin),2
Haut-Fourneau (pond),2
Haut-Regard (well),3
Haut-Xingu (river),1
Hautain-le-Val (source),2
Haute-Lufwa (river),2
Hauteville (),6
Hauturu S,13
Havasu Lake,1
Havbältesfjorden,22
Havdalsvatnet,29
Havdestjärnet,8
Havel,74
Haven Creek,4
Haven Lake,1
Haven van Antwerpen (harbor(s)),1
Havengore Creek (creek),1
Havern,9
Haversjön,13
Havgok,3
Havlatjärnen,2
Havsjön,25
Havsjøen,29
Havskinnbergstjärnen,4
Havstjärnen,33
Havtjärn,6
Haw Creek,6
Haw Creek at falls,2
Haw R.,2561
Haw River,11
Haw River trib,1
Hawai R,3
Hawaii,1
Hawaii - Hawaii,2
Hawaii - Maui,4
Hawaii - Molokai,1
Hawaii - No Pacific,68
Hawaii - Oahu,65
Hawaii [NO DATA],1
Hawaiian Is - No Pacific,19
Hawaiian Is - Oahu,2
Hawaiian Islands Minor Coastal (misc. creek tribs),4
Hawaiian Ridge,5
Hawaiki C,7
Hawash,11
Hawash (stream),1
Hawasinah,1
Hawera,6
Haweswater,5
Hawk Channel,7
Hawke's Bay,7
Hawkes Bay,2
Hawkes' Bay (bay),5
Hawkesbury,17
Hawkesbury R.,1
Hawkesbury River,11
Hawkins Creek,1
Hawks Marsh,19
Hawkshest Bay,2
Hawley Lake,1
Hawthorne Creek,1
Hawtree Creek,1
Hay Bay; Lake Ontario,6
Hay Creek,13
Hay Lake (lake),1
Hay River,105
Hay River (undet.),1
Haya R.,1
Haya-gawa River,2
Hayade River system,3
Hayana Creek,1
Hayashida-gawa Riber (<Ibo-gawa River),1
Hayden Lake,1
Hayden Run,1
Hayes,1
Hayes Mill Creek,2
Hayling Bay,30
Haynes Creek,2
Hays Creek,9
Hays Creek Reservoir,1
"Hays Creek, unnamed tributary",4
Haystack Creek,56
Hayward Strait,6
Hazama-gawa River<Kikuchi-gawa River,12
Hazard Bay,14
Haze River,3
Hazegras (),1
Hazel Creek,5
Hazel R.,3
Hazer Golu,1
Hazewinkel,337
Hazewinkel-roeivijver-Willebroek,2411
Hańcza,2
Heacate Strait,1
Head Lake,3
Head water tributary pools,2
Headon Hill (),1
Headquarters Creek,17
Headquarters Lake,3
Heads Creek,1
Heal Lake,9
Heaphy Beach,4
Heaphy R,48
Heart Lake,4
Heart River,4
Heathcote R,122
Heathcote River,74
Heather Creek,1
Heatherly Creek,3
Hebaru-gawa River(<Yabe-gawa River),8
Hebenshäuser Bach,16
Hebrides (Archipelago),6
Hecate Strait,822
Hecate Straits,1
Hector Creek,3
Hectors Creek,5
Hedarfjorden,20
Hedasjön,23
Heddalsvatnet,29
Heddevatnet,2
Hedenlundasjön,13
Heder,36
Hedesjön,15
Hedesundafjärden,51
Hedgärdessjö,87
Hediya,2
Hedjo,3
Hedjo ( Todzie),1
Hedkarlsjön,14
Hednedalsvatnet,1
Hedningtjärnarna,6
Hedsjön,17
Hedstatjärnen,6
Hedtjärnen,73
Hedtjärnet,4
Hedträsket,10
Hedvattnet,14
Heen,9
Heenan Lake,4
Heerener Mühlbach,6
Heerenlaak,149
Hees,73
Heevattnet,11
Hegbach,105
Hegebach,1
Hegebach (Lungwitzbach),5
Hegebeck,24
Heggedalsvatnet,29
Hegglandsvatnet,58
Hegnavatnet,29
Hegwaldbach,14
Heia,5
Heiavatnet,3
Heidebach,20
Heidecker Ley,95
Heidelache,12
Heidewiesenbach (Große Röder),1
Heievannet,29
Heikkijärvi,6
Heilbach,68
Heilenbecke,115
Heimama S,13
Heimbach,304
Heimersheimerbach,23
Heimste Vesteråsvatnet,1
Heimtjern,29
Heimtjønne,29
Heinersdorfer Bach (Eula),25
Heisou Lake,1
Heist (),2
Heithöfer Bach,33
Heitzhoferbach,45
Hekirechi-gawa River,4
Hekirichi river,1
Helbigsdorfer Bach (Zethaubach),10
Heldalsvann,29
Heldford,1
Heldrabach,58
Helen's Bay,1
Helenbos (),3
Helford,2
Helford River,32
Helgasjön,165
Helgeren,29
Helgesjön,45
Helgoland (isle),4
Helgoland Bay,1
Helgsjön,6
Helgumssjön,10
Heligsjön,17
Heligsjötjärnen,1
Helin,2
Heljarpasjön,11
Hell Creek,16
Hell Hole Swamp,2
Hellartjørni,1
Hellbach,163
Hellefelder Bach,107
Hellenbach,32
Heller,250
Hellersvatnet,29
Hellesjøtjernet,29
Hellesjøvannet,29
Hellestveitvann,29
Hellesvatnet,29
Hellevatnet,58
Helliwell Lake,3
Hellroaring Creek,45
Hells Creek,28
Hellvigsvatnet,40
Helmand,3
Helmand Basin,1
Helmbach,64
Helmerbach,149
Helmerte,54
Helmes Ley 1,51
Helsingvatnet,2
Helsjön,215
Helston River (river),1
Helton Creek,11
Helvetestjern,29
Helvetestjärn,1
Hem-Hällsjön,4
Hemavan,8
Hembeke (),4
Hemelbach,71
Hemelter Bach,120
Hemgölen,37
Hemletjørnane,1
Hemmare,1
Hemmerångeln,3
Hemmesjösjön,44
Hemmingstorpesjön,16
Hemmistjärnen,3
Hemmoor,2
Hemmostjärnen,7
Hemmyrtjärnen,5
Hemnessjøen,29
Hemningtveitvann,29
Hemphill Creek,17
Hempstead Bay,1
Hemra Rensjön,4
Hemra Tvärsen,11
Hemsjön,293
Hemsjösjön,4
Hemsjötjärnen,10
Hemsälsen,8
Hemtjärnen,96
Hemtjärnet,6
Hemträsket,44
Hemtvaren,10
Hemulsjön,14
Hemvattnet,6
Hen and Chicken I,2
Henangervatnet,29
Henaren,8
Hendal (mangrove swamp),1
Henderson B,6
Henderson C,969
Henderson Ck,106
Henderson Creek,47
Henderson Harbor,3
Hendrichsensø,1
Hendrichsens√∏,48
Hendrick's Cr.,1
Hendrickson Cr.,2
Henekoronbetsu-gawa River(<Lake Touro-ko),1
Hengsvannet,29
Heningtons Lake,1
"Heningtons Lake, tributary",2
Henley Lake,20
Hennan,20
Henne,217
Hennison Creek,1
Hennops River,2
Henripont (stream),1
